"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
147,"2017-07-27","Legacy","Essence",8,1,10.30225,1.0815,3,7.98075,3,4.9915,2,5.90925,4,3.955,6.15075,1,10,0.99925,3,6.98825,10.28225,5,36.5005,20.68525,27.315,15.10825,0.2895,0.35225,0.2895,0.84025,0.2895,0.672,0.564,0.5465,3.284,0.99825,0.2895,1,0.967,0.81425,1,0.997,0.85375,0.5915,1,0.97825,0.76,0.78125,0.6605,0.97125,0.98925,0.998,1,1,1,2.56925,1,3.90125,0.959,1.23725,3,1.792,2,1,2,1.52975,3,1,1,3.443,1,1.56125,2.09975,6.06575,2.8375,0.645,0.314,0.3705,0.6445,0.617,0.7775,0.2895,0.329,0.6285,0.479,0.7125,0.6795,0.68575,0.55175,0.63125,0.35525,0.41225,1,0.90875,0.36475,0.2895,0.2895,0.48375,0.6475,0.53575,0.61975,0.748,1,0.2895,0.41775,0.74375,0.5105
148,"2017-07-28","Legacy","Essence",7.70675,1,10.69175,1.17125,3,8.18475,3,4.494,1.98525,5.3175,4,3.9895,5.9925,1,9.67275,1,2.856,7,10.459,4.736,38.36225,20.1985,27.944,15.505,0.29675,0.29675,0.29675,0.7755,0.29725,0.5705,0.55025,0.48075,2.78,0.97325,0.29675,1,0.4505,0.33525,1,0.872,0.59425,0.419,1,0.853,0.73325,0.6915,0.5375,0.7205,0.7485,0.9325,1,1,1,3.00425,1,3.17825,0.912,1.09575,3,1.956,2.146,1,2,1.35725,3,1,1,3,1,2,2.01925,5,2.1115,0.5875,0.29675,0.3235,0.65425,0.361,0.64725,0.29675,0.29675,0.71075,0.47375,0.66,0.68,0.7085,0.45375,0.6885,0.32,0.57925,0.90525,0.95925,0.37625,0.29675,0.29675,0.442,0.51325,0.591,0.36775,0.29675,1,0.29675,0.3865,0.6545,0.452
149,"2017-07-29","Legacy","Essence",7.99,0.9959,11.07821,1.01256,2.96436,8.95769,3,4.24231,1.71718,4.35179,3.91949,3.7359,5.96872,1,9.34487,0.97359,2.25359,6.98846,10.39282,4.73821,39.09513,20.76769,27.84538,15.59359,0.30256,0.26923,0.29718,0.36513,0.30538,0.31692,0.35,0.32462,3.60385,0.98128,0.30538,0.9841,0.30615,0.30538,0.88436,0.83769,0.61026,0.36103,0.98333,0.63179,0.56,0.64769,0.53538,0.79,0.30538,0.71385,0.99872,0.92564,0.92872,3.15103,0.9941,3.21692,0.94667,1.00769,2.88128,1.87333,2.0459,1,1.98077,1.42769,3,0.99359,1,2.83385,1,1.38744,2.19974,4.41718,2.07385,0.55641,0.30538,0.30538,0.65051,0.33564,0.63538,0.30538,0.44026,0.77564,0.34897,0.75051,0.56462,0.43487,0.60359,0.63974,0.34795,0.79103,0.36641,0.77,0.34308,0.29564,0.30692,0.32231,0.39615,0.3541,0.30538,0.30333,0.82026,0.30538,0.34923,0.53205,0.32667
150,"2017-07-30","Legacy","Essence",7.9545,0.9865,11.49575,1.054,2.9875,9,2.8475,3.82725,1.5795,3.862,3.5185,3.22175,5.9095,0.9955,8.92825,0.73,2,6.943,10.24075,4.84725,38.07125,21.0945,28.87725,16.67925,0.3015,0.182,0.29,0.327,0.3065,0.3065,0.3365,0.30975,3.22725,0.98375,0.3065,0.98475,0.3065,0.3065,0.74125,0.85675,0.62875,0.3475,0.9195,0.3915,0.5405,0.613,0.611,0.7475,0.3065,0.70675,0.9995,0.7045,0.77575,2.98625,0.9405,3,0.7675,1.0485,2.516,1.53025,2,0.9935,1.89325,1,3,0.995,1,2.29225,0.98625,1,2,3.2885,2.0335,0.43875,0.34375,0.3065,0.5285,0.34625,0.3295,0.3065,0.3065,0.94575,0.36425,0.74325,0.35425,0.33,0.3615,0.81425,0.50325,0.73725,0.35475,0.57275,0.43475,0.307,0.317,0.315,0.609,0.3065,0.3065,0.3055,0.7275,0.3065,0.32275,0.338,0.3065
151,"2017-07-31","Legacy","Essence",7.53919,0.99676,11.76459,1.82324,2.98676,8.33324,2.96135,5.05297,2.0673,4.16108,3.80405,3.69838,7.44703,1.01378,9.03649,0.95595,2.04081,7.02297,10.19432,4.52865,39.68892,23.20865,28.74054,17.66405,5.18216,2.86973,2.73946,0.87892,2.98649,2.9873,5.23459,2.98919,3.18649,1.47486,0.32243,1.04162,0.32649,0.33,0.91135,0.96405,24.9027,0.84595,0.9673,0.6873,0.68459,0.65838,0.65946,0.88946,0.32243,0.69676,1.00189,1.0073,0.90703,3.56838,0.83514,3.53865,0.91,1.04297,7.01703,1.84135,2.05892,1.00892,2.00324,1.04108,3.03946,1.05054,5.86757,2.01892,1.04162,1.02703,2.00541,3.09946,3.34297,0.59405,1.02703,0.85081,0.3073,0.75189,0.30351,1.81811,0.3773,3.27,0.77703,2.06351,0.51784,3.09405,0.96351,0.98676,1.40946,2.04703,1.00838,0.51595,1.10162,1.76568,3.32054,0.80405,1.28568,0.31081,0.82541,3.15541,2.01838,0.7873,2.88703,2.96676,5.19
1,"2019-06-07","Legion","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0.27,0.27,0.27609,0.27,0.27,0.27,0.27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4,1,0.47,0.27,0.61333,1.4,0.27,0.27,0.27,0.6,0.27,1,0.29878,0.29813,0.29556,0.29534
2,"2019-06-08","Legion","Essence",0,0,0,6,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,6,9,3.00229,7,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.76005,1,1,2,1,3.94565,1,1,3,1,1,1,1.74394,1,1,1,1,1,1,1,1.973,2.23,2.42,7.22,5,19.408,4.00932,2,9.47417,3.24,4,2.69545,9,4.1975,4.51222,4,2,3.39,5,3.32,5,0.32396,0.91293,1,0.7489,1,1,0.63964,0.66214,0.99611,1,1,0.25,0.43051,1,1,1,0.22,0.43949,0.22323,0.22045,0.24,0.22,0.22,0.23,0.22,0.24,0.22495,0.22333,0.24,0.24,0.24,0.24
3,"2019-06-09","Legion","Essence",5.76,13,24,0,51.99,6.1,6.64,25,12.0375,6,35,10,0,6,14,14.6,0,12,7.225,16,4,6,2,4,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,1,1,1,2,1,5,1,1,3,1,1,1,1,1,0.54,1,1,1,1,1,2,2,2,7,4,20,3,2,8,3,3,2,6,2,2.62,3.79333,2,2,4,2.23341,5,0.29,0.27,1,0.27,0.27,1,0.54,0.26,0.5,0.27,0.31,0.26,0.26,0.77005,0.97652,1,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.25
4,"2019-06-10","Legion","Essence",3.11,8,28.399,10,36.1,14,10.7,25.39,8,9.31,8.21,10,9.87,4.2,14.22,13,9.3,25,6.3,13.69,5,6,3.9802,5,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,1,1,1,2,0.53505,5,0.95,0.93,3,0.64,0.32,0.62,1,0.3601,0.46,0.93,0.41505,0.32,0.93,0.98,2,2,1.54681,8,3,18,3,3,8,2,2,1.95269,5,2,3,4,1,2,3,3,5,0.64,0.31,1,0.31,0.31,1,0.31,0.31,0.31,0.31,0.31505,0.31,0.31,0.31,0.31,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
5,"2019-06-11","Legion","Essence",3.38,4.15,27.4,10,41.22,13.88,9.51,22.87,5,15,5.63333,18.12,8,4.2,11.91,9,8,14.06911,14,13.13179,8,7,4,5,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,1,0.64,0.31,3,0.31,5,0.94005,0.62,3,0.31,0.31,0.31,0.89005,0.31,0.54,0.62,0.31,0.31,0.62,0.7101,2,2,1,8,2,19,3,3,7.92328,2,2,1.86,4.64025,2,2,3,1,1,3,2.69051,6,0.31,0.31,1,0.31,0.31,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
6,"2019-06-12","Legion","Essence",6,4,28.62194,7.57,38.94,12,8.39,30,5,10.66,5.11,13.61,10,6,11.21,8,6,10,12,22,8,7,4,7,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,1,0.9,0.31,2,0.41,5,0.98,0.62,2,0.62,0.31,0.31,0.62,0.31,0.31,0.31,0.31,0.3801,0.62,0.6,2,2,1,8,2,19,3,3,8,1.99,2,1.98,5,2,2.27525,3,1,1,3,2.5,7,0.31,0.31,1,0.31,0.31,1,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.65505,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
7,"2019-06-13","Legion","Essence",6,7,28,7,38.24,10,9.3808,27,5,11,5.93,16,9.17,5,11,6.95,5,10,10,22,5.1,8,4,7,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,1,0.41515,0.29,2,0.29,6,1,0.3,2,0.29,0.29,0.29,0.4701,0.3,0.29,0.29,0.29,0.29,0.58,0.3,2,2,1,7.74,1,23,3,2.5903,7.7,2,2,1,4,2,2,4,0.87505,1,2.85545,2,6.4904,0.29,0.29,0.6201,0.29,0.29,0.96505,0.29,0.29,0.29,0.29,0.3,0.3,0.3,0.29,0.29,0.9901,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.29,0.29,0.29,0.29
8,"2019-06-14","Legion","Essence",5.69784,5.63,28,7,47.5,9.81,9.0336,24,5,13,5,13,10,5,12.74,6,5,10,8.15181,20,3.92,7.08,4,7.49515,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,1,0.29,0.28,2,0.28,7,0.56,0.28,2,0.28,0.28,0.28,0.28,0.28,0.28,0.29,0.28,0.28,0.31505,0.28,1,2,1,7,1,24.84505,4,2,7,1,2,1,4,2,2,4,1,1,2,2,6,0.28,0.28,0.72505,0.28,0.28,0.4601,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
9,"2019-06-15","Legion","Essence",5.44198,5,24.54158,6,40,11,8,21,5.4471,11,5,10,10,4.87917,10,5,4,9,8,20.6972,3.91505,6.27,3.26515,8,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,1,0.54,0.28,2,0.28,5,0.56,0.28,1.0201,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.29,1,2,1,6,1,21.46515,3,1.84,6,2,2,1,4,3,1,4,0.84,1,1.9703,2,6,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28
10,"2019-06-16","Legion","Essence",5,4,23,6,38.25989,12,7,20,5,10.82915,5.81,10,10,4.98,10,5,4,9,8,20.87333,3.66525,7.8,3.12,7,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.26,1,0.27,0.27,1.61515,0.27,5,0.54,0.27,1.98515,0.26,0.26,0.26,0.27,0.27,0.26,0.29505,0.27,0.26,0.27,0.53,1.5802,2,1,6,1,21,3,2,6,2,2,1,4,3,2,4,0.96,1,2,2,6,0.27,0.27,0.27,0.27,0.26505,0.56515,0.27,0.26,0.26505,0.26,0.26,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26,0.26,0.27,0.27,0.26,0.26,0.26,0.26,0.27,0.26,0.26,0.26,0.26,0.26
11,"2019-06-17","Legion","Essence",5,3,24,6,38,14,7,19,5,10,5.31685,10,10.72,4,10,4,2.48515,8,8,24.25,3.9802,7.91071,3.24,7.3904,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,1,0.6001,0.27,2,0.27,4,0.54,0.27,2,0.27,0.27,0.27,0.27,0.51535,0.27,0.27,0.27,0.27,0.28,0.5701,2,2,1,6,1,19,4,2,6,2,2,1,4,2.1703,1.96505,4,1,1,2,2,6.4404,0.27,0.27,0.27,0.27,0.27,0.57505,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27
12,"2019-06-18","Legion","Essence",5.55636,3,24,6,50,13,6.91015,17,5,9.78,5,10.6,10,4,13,4,2,8,7.83,29,4.7602,7.92,5,8,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,1,0.55005,0.29,2,0.29,5,0.58,0.72005,1.93005,0.29,0.29,0.29,0.48005,0.41,0.3,0.34005,0.3,0.3,0.29,0.5601,1,2,1,7,1,20,4,2,6,2,2,1,5,2,1.9801,4,1,1,2,2,7,0.3,0.29,0.4101,0.29,0.3,1,0.29,0.29,0.29,0.29005,0.29,0.31,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.3,0.29,0.29,0.29,0.29,0.29,0.29
13,"2019-06-19","Legion","Essence",6,3,22,5,61.52,13.84,6.8904,17,5,8,6,10.13303,10,4,15,4,2,7,7,25,4.96,8.00015,4.00202,8.06,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,1,0.51045,0.33,1,0.35,5,0.99,0.4803,2,0.8504,0.3601,0.33,0.7,0.42025,0.47,0.94005,0.65,0.34,0.33,0.45005,1.55051,2,1,7,1,19.8903,4,2,6,2,2,1,5,3,2,4,1,1,1.7703,2,7,0.36015,0.33,0.33005,0.41005,0.35,0.36,0.33,0.34005,0.33,0.35,0.33,0.74015,0.55015,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.6,0.33,0.33,0.33,0.63,0.33,0.33,0.33,0.33,0.33,0.32005,0.33
14,"2019-06-20","Legion","Essence",6,3,22,4,59.115,15,6,15,5,8,5.08737,9.06091,10,4,14.00121,3,2,6,6,25,4.9,8.5001,5,7.67015,0.37,0.37,0.37,0.37,0.39,0.37,0.37,0.37,1,0.78,0.37,1,0.39,4,0.9401,0.86005,1,0.91005,0.4,0.37,0.72,0.48005,0.4,1,0.38,0.38,0.39,0.76,1,2,1,6,1,18,4,1.93005,5.8902,1.9801,2,1,5,3,1,4,1,1,2,2,7,0.37,0.63,0.39,0.37,0.37,0.38,0.65005,0.73015,0.4,0.51015,0.37,0.81,0.48005,0.4,0.37,0.4,0.37,0.54005,0.41,0.44005,0.5001,0.37005,0.37,0.37,0.4002,0.4202,0.38,0.38,0.37,0.37,0.37,0.37
15,"2019-06-21","Legion","Essence",5,3,22,4,58,14.89696,6,15,5,7,5,9,10,4,14,3,2,5,6,25,5,8.94005,4.9202,8.32101,0.42,0.42,0.43,0.42,0.43,0.42,0.42,0.42,1,0.83005,0.43,2,0.42005,4,0.86,0.80005,1,0.92025,0.43,0.42,1,0.47005,0.43,0.97,0.59,0.78,0.43,0.86,1,2,1,6,1,18,3.77035,2,5,2,2,1,5,3,1,4,1,1,1.8301,2,7,0.43,0.43,0.43,0.43,0.42,0.49005,0.43,0.43,0.43,0.43,1,0.43,0.43,0.43,0.43,0.43,0.42,0.43,0.43,0.43,0.43,0.43,0.42,0.48,0.43,0.47,0.43,0.43,0.42,0.42,0.42,0.42
16,"2019-06-22","Legion","Essence",5,2,20.9604,4,58.06978,15,5,15,5,6.12515,4,9,10,4,14,2.79556,2,5,5,23,5,9,4,9,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.42,1,0.53,0.43,1,0.43,4,1,0.43,1,0.92505,0.43,0.94,0.87,0.7603,0.43,0.86,0.43,0.43,0.43,0.52505,1,2,1,6,1,18,3,2,5,2,2,1,5,2.8902,1,4,1,1,2,2,7,0.49,0.43,0.43,0.43,0.43,0.48505,0.43,0.43,0.43,0.43505,0.43,0.43,0.43,0.43,0.5601,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.44,0.43,0.43505,0.43,0.43,0.43,0.43,0.43,0.43
17,"2019-06-23","Legion","Essence",4.78005,2,19.00035,4,64.15858,12.92015,5,14,4,5,4,9,10,3,13.10061,2,2,5,5,20,5,9,5,8,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,1,0.88,0.43,1,0.43,5,1,0.43,1,0.81,0.43,0.43,1,0.61,0.80025,0.84005,0.43,0.43,0.49005,0.43,1,2,1,5.50005,1,19.37081,3,1.95025,5,1,1,1,4.2701,2,1,4,1,1,1,1,6,0.43,0.43,0.81,0.47005,0.48,1,0.43,0.43,0.45005,0.59005,0.43,0.72015,0.43,0.43,0.87005,0.77,0.43,0.61005,0.44,0.43,0.43005,0.81005,0.62015,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.99
18,"2019-06-24","Legion","Essence",4,2,18,4,60,12,5,13,4,5,4,9,10,3,13,2,2,5,5,20,5,10,5,9,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43,1,0.9002,0.6801,1,0.66,5,1,0.4601,1,0.54005,0.43,0.45,0.4904,0.57,0.5301,0.49,0.43,0.43,0.58081,0.49015,1,2,1,5,1,19,3,2,5,2,1,1,4,2,1,4,1,1,1,1.00141,6,0.62005,0.43,0.57045,0.43,0.71005,0.66,0.43005,0.43,0.8401,0.77035,0.5,0.43,0.66,0.43,0.43,0.6602,0.43,0.43,0.43,0.43,0.43,0.43,0.5601,0.44,0.43,0.43,0.55005,0.92,0.43,0.43,0.43,0.43
19,"2019-06-25","Legion","Essence",4,2,18,3,58,12,4.8501,12,4,5,4,8,10.73625,3,12,2,2,4,5,18,5,10,5,8,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,1,0.7202,0.42005,1,0.70015,4.00025,1,0.6,1,0.4601,0.50005,0.41,0.42,0.6,0.99,0.4601,0.6101,0.45,0.42,1,1,2,1,5,1,18,3,2,5,2,1,1,4,2,1,3,1,1,1.48,2,6,0.81005,0.64,1,0.9601,0.9004,1,0.41,0.44005,1,0.6601,0.41,0.41005,0.69,1,0.42,0.42,0.42,0.42,0.41,0.41,0.42,0.69005,0.42,0.42,0.42,0.8001,0.4703,0.41,0.41,0.41,0.41,0.41
20,"2019-06-26","Legion","Essence",4,2,17.27515,3,58,12,5,11,4,5,4,8,11,3,11,2,2,4,5,19,5,10.74566,5,8,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.92,0.65,0.41,1,0.86505,4,1,0.5,1,0.47,0.76,0.41,0.82,1,0.41,1,0.46505,0.69,0.5702,0.98505,1,2,1,5.89525,1,18,3,1.84,5,1.63,1,1,4,2,1,3.91525,1,1,1,1.85515,6,0.49,0.49,0.6601,0.6401,0.41,0.76505,0.41,0.6,0.44,0.57,0.41,0.71,0.41,0.49,0.41,0.5,0.41,0.41,0.41,0.41,0.41505,0.41,0.41,0.41,0.41,0.41,0.49505,0.70505,0.41,0.41,0.41,0.41
21,"2019-06-27","Legion","Essence",4,2,18,3,58,13,5,11,3,5,4,7.38505,12,3,10,2,2,4,4,19,5,11,5,8,0.4501,0.41,0.41,0.41,0.47505,0.43505,0.41,0.41,0.71,0.82,0.41,1,0.41,5,1,0.41,1,0.41,0.45,0.41,0.41,0.82,0.71515,0.79,0.41,0.57,0.41,1,1,2,1,5,1,18,3.23515,1.48505,5,1,1,1,4,2,1,4,1,1,1,1,6,0.41,0.69505,0.82,0.72,0.7,0.41,0.63505,0.41505,0.41,0.41,0.7,0.92505,0.50505,0.41,0.41,0.67505,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.79,0.41,0.41,0.41,0.41
22,"2019-06-28","Legion","Essence",3.00152,2,18,2.24015,58,14,5,10,3,5,3,6,11,3,10,2,2,4,4,18,5,14.80086,5,8,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.94,0.88,0.41,1,0.41,5,1,0.47,1,0.42,0.41,0.41,0.41,1,0.41,0.82,0.41,0.41,0.42,0.84005,1,2,1,6,1,17,3,2,4,1,1,1,4,2,1,4,1,1,1,1.99005,6,0.41,0.9201,0.73,0.49,0.7301,0.73,0.75005,0.54,0.41,0.69015,0.6,0.72005,0.66005,0.41,0.45,0.4701,0.41,0.41,0.41,0.41,0.42,0.41,0.41,0.45,0.41,0.41,0.41,0.42,0.41,0.41,0.41,0.41
23,"2019-06-29","Legion","Essence",4,2,16.00081,2,60,12,4,10,3,5,3,6,11,3,9,2,1.8,4,4,17,5,13,5,8,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.42,0.88,1,0.58005,1,0.79,4.25015,0.95,0.71005,1,0.78,0.83,0.43,0.80015,0.95,0.78005,0.88,0.46015,0.72005,0.5601,0.4601,1,2,1,5,1,18,2.88061,1,5,1,1,1,3,2,1,3,1,1,1,1,7,0.43005,0.7901,0.85,0.86,0.51005,0.6102,0.65005,0.63,0.43207,0.9001,0.67,0.43,0.8,0.43,0.54081,0.85,0.42,0.43,0.81005,0.43,0.6202,0.43,0.42,0.42,0.6202,0.84,0.42,0.43,0.42,0.43,0.42,0.42005
24,"2019-06-30","Legion","Essence",4,2,16,2,62,14,4,10,3,4,2.96005,6,10.9602,2.73076,9,1,1,4,4,15,5,12,5,7,0.43,0.43,0.43,0.43,0.43,0.43071,0.43,0.43,0.88005,0.69,0.43,1,0.43,4,1,0.58,1,0.43,0.43,0.43,0.6503,0.8601,0.43,0.64005,0.43,0.43,0.51005,0.7,1,2,1,5,1,18,3,1,5,1,1,1,3,2,1,3,1,1,1,1,7,0.43,0.79015,0.43,0.73,0.43,0.43,0.4401,0.58005,0.43,0.43,0.53005,0.43,0.65,0.43,0.43,0.73,0.73,0.43,0.5701,0.43,0.43,0.43,0.43,0.43,0.43,0.43,0.43005,0.43,0.43,0.43,0.43,0.43
25,"2019-07-01","Legion","Essence",4,2,15,2,59,15,4,9,4,4,3,5,10,3,9,2,1,4,4,15,5,11.75545,4,7,0.44,0.44,0.44,0.44,0.44,0.88,0.48505,0.44,0.9701,0.95505,0.7301,1,0.77505,4,1,0.44,1,0.76,0.62505,0.97,1,1,0.67535,0.88,1,0.9,0.8,0.45,1,2,1,5,1,17,3.5103,1,4,1,1,1,4,2,1,3,1,1,1,1,7,0.48,0.84,0.9501,0.62,0.88,1,0.95,0.44505,0.6603,0.99,0.90505,0.87,0.92505,0.99,0.78515,0.93505,1,0.58505,0.78,0.48,0.94,0.9301,0.71,0.72,0.99,0.48,0.44,0.44,0.44,0.48,0.44,0.44
26,"2019-07-02","Legion","Essence",4,2,14.9801,2,59.2301,15.00045,4,9,4,4.08116,3,5,10,3,8,2,1.6502,3,4,15.52066,4,11,4,7,0.45,0.44,0.44005,0.44,0.45,0.47,0.45,0.46,0.72015,0.44,0.8801,1,0.52015,4,1,1,1,0.4901,0.88,0.62005,0.92,0.45,0.61015,0.89005,1,0.88,0.97,0.44,1.2101,2,1,4.8602,1,16,4,1,4,1,1,1,3.79,2,1,2,1,1,1,1,7,0.92015,0.51,0.85005,0.59,0.88,0.44005,0.98,0.69005,1,0.45005,0.44,0.96,1,1,1,0.45,0.44,0.91005,0.44,0.46,0.5201,0.4901,0.45,0.48,0.45,0.65,0.61,0.44,0.45,0.47,0.69,0.46
27,"2019-07-03","Legion","Essence",4,2,14,2,60,18,4,9,4,5,3,6,10,3,7,2,1,3,4,15,4,12,4,6.88005,0.5902,0.45,0.46,0.45,0.45,0.46,0.45,0.48,0.92005,0.66,0.92005,1,0.81025,4.00066,1,0.64,1,0.45,0.8201,0.56,0.9,0.94,0.65005,0.8301,0.94005,0.66,1,0.66025,1,2,1,5,1,16,4,1,4,2,1,1,4,2,1,3,1,1,1,1,6,0.65,0.8,0.95,0.6,0.49,0.66,1,0.55005,0.89,0.83025,0.45,0.60005,1,0.97,0.92,0.88,1,0.6,0.46,0.60005,0.46005,0.5201,0.64005,0.59005,0.92,0.66,0.53,0.46,0.45,0.45,1,0.45
