"Day","Date","League","Type","Apprentice.Cartographer.s.Sextant","Armourer.s.Scrap","Blacksmith.s.Whetstone","Blessed.Orb","Blessing.of.Chayula","Blessing.of.Esh","Blessing.of.Tul","Blessing.of.Uul.Netol","Blessing.of.Xoph","Cartographer.s.Chisel","Chromatic.Orb","Divine.Orb","Exalted.Orb","Gemcutter.s.Prism","Glassblower.s.Bauble","Jeweller.s.Orb","Journeyman.Cartographer.s.Sextant","Master.Cartographer.s.Sextant","Mirror.of.Kalandra","Offering.to.the.Goddess","Orb.of.Alchemy","Orb.of.Alteration","Orb.of.Annulment","Orb.of.Augmentation","Orb.of.Chance","Orb.of.Fusing","Orb.of.Regret","Orb.of.Scouring","Orb.of.Transmutation","Portal.Scroll","Regal.Orb","Scroll.of.Wisdom","Silver.Coin","Vaal.Orb","Ancient.Orb","Annulment.Shard","Engineer.s.Orb","Exalted.Shard","Harbinger.s.Orb","Mirror.Shard","Orb.of.Binding","Orb.of.Horizons","Perandus.Coin","Stacked.Deck","Timeless.Karui.Emblem","Timeworn.Reliquary.Key","Apprentice.Cartographer.s.Seal","Journeyman.Cartographer.s.Seal","Master.Cartographer.s.Seal","Ancient.Reliquary.Key","Eternal.Orb","Abrasive.Catalyst","Awakened.Sextant","Awakener.s.Orb","Crusader.s.Exalted.Orb","Fertile.Catalyst","Hunter.s.Exalted.Orb","Imbued.Catalyst","Intrinsic.Catalyst","Prime.Sextant","Prismatic.Catalyst","Redeemer.s.Exalted.Orb","Simple.Sextant","Tempering.Catalyst","Turbulent.Catalyst","Warlord.s.Exalted.Orb"
118,"2017-06-28","Legacy HC","Currency",1.28505,0.02353,0.02857,0.50008,0,0,0,7,0,0.33292,0.08631,18.80465,64.02093,1.76977,0.19697,0.10552,4.11163,6,NA,5,0.16422,0.0756,NA,0.02627,0.17432,0.42892,0.85116,0.66279,0.02407,0.01667,0.68775,0.00829,0.07353,0.47239,NA,NA,NA,NA,NA,NA,NA,NA,0.00605,NA,NA,NA,NA,NA,NA,52.15125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"2017-06-29","Legacy HC","Currency",1.00349,0.01917,0.02724,0.45385,430,0,0,7,0,0.3321,0.08422,18.46829,63.61707,1.33008,0.19189,0.08758,4.63333,0,NA,4.3425,0.16307,0.07445,NA,0.02762,0.16679,0.43025,0.84428,0.66521,0.02419,0.01801,1.3214,0.00767,0.07427,0.40407,NA,NA,NA,NA,NA,NA,NA,NA,0.00605,NA,NA,NA,NA,NA,NA,72.6525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"2017-06-30","Legacy HC","Currency",1.07912,0.01854,0.0282,0.42512,430,0,4,14.268,0,0.32652,0.08881,17.23077,62.81026,1.35238,0.20769,0.08251,4.72286,7.43714,NA,4.05641,0.1627,0.0762,NA,0.03093,0.16981,0.40144,1.32839,0.66667,0.02698,0.01546,1.3166,0.00815,0.07587,0.33601,NA,NA,NA,NA,NA,NA,NA,NA,0.00635,NA,NA,NA,NA,NA,NA,77.97692,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"2017-07-01","Legacy HC","Currency",1.79692,0.01851,0.02783,0.70769,440,12.9,3.66667,7.4,0,0.32625,0.08811,14.34103,62.2,1.13406,0.24564,0.09558,4.72821,6.14103,NA,3.45385,0.16099,0.07528,NA,0.02823,0.17235,0.43176,0.95834,0.66411,0.02234,0.01409,1.22446,0.0083,0.07773,0.3909,NA,NA,NA,NA,NA,NA,NA,NA,0.00609,NA,NA,NA,NA,NA,NA,72.5641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"2017-07-02","Legacy HC","Currency",0.79167,0.01932,0.02836,0.64417,440,14.33333,3,6,3,0.31498,0.09045,12.345,62.815,1.38583,0.24083,0.10269,5.34615,6,NA,3.575,0.16293,0.07517,NA,0.02695,0.16582,0.43478,0.89743,0.68103,0.02291,0.0161,0.99915,0.00813,0.08067,0.50497,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,47.9525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"2017-07-03","Legacy HC","Currency",1.10476,0.01818,0.02567,1.0859,480.55556,0,3.16923,0,4,0.31996,0.08321,16.23077,62.79744,1.11026,0.21427,0.11136,7.24359,10,NA,3.72821,0.15492,0.073,NA,0.02514,0.21619,0.43478,0.86333,0.68587,0.02217,0.01381,1.37436,0.00679,0.08159,1.42969,NA,NA,NA,NA,NA,NA,NA,NA,0.00596,NA,NA,NA,NA,NA,NA,69.65128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"2017-07-04","Legacy HC","Currency",0.96,0.02086,0.02836,0.66834,500,15,1.5625,0,4.25,0.32935,0.08723,16.77,59.42125,1.20303,0.22539,0.10972,7.24242,9.26364,NA,1.92,0.17498,0.07565,NA,0.03048,0.23,0.43626,0.91602,0.66667,0.0277,0.01716,1.274,0.00765,0.07886,1.21973,NA,NA,NA,NA,NA,NA,NA,NA,0.00664,NA,NA,NA,NA,NA,NA,69.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"2017-07-05","Legacy HC","Currency",1.05641,0.01809,0.0275,0.68376,0,6,3.26667,22.9375,4.67692,0.30974,0.08466,19.75946,62.47692,1.35872,0.22463,0.10369,6.01143,7.22,NA,3.34872,0.16618,0.07369,NA,0.02701,0.204,0.4432,0.93248,0.66667,0.02516,0.01725,1.40521,0.00758,0.08238,0.50648,NA,NA,NA,NA,NA,NA,NA,NA,0.0063,NA,NA,NA,NA,NA,NA,65.8641,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"2017-07-06","Legacy HC","Currency",2.37,0.01834,0.02814,0.71584,450,0,4.36389,20.26786,3.14211,0.28971,0.08581,19.26795,62.89125,1.68925,0.22636,0.11279,5.72,8.86957,NA,3.795,0.16762,0.07283,NA,0.02482,0.16462,0.43582,0.94963,0.67917,0.02382,0.01779,1.3795,0.00743,0.07963,0.44988,NA,NA,NA,NA,NA,NA,NA,NA,0.00608,NA,NA,NA,NA,NA,NA,66.9625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"2017-07-07","Legacy HC","Currency",2.75854,0.01959,0.02857,0.74683,0,20,2.62683,0,3.10811,0.28571,0.08446,16.14634,62.69024,1.9378,0.23637,0.11935,5.39024,8.9375,NA,5.34615,0.18418,0.07358,NA,0.02278,0.21385,0.43927,0.95537,0.6374,0.02193,0.01773,2.07642,0.00737,0.08049,0.60334,NA,NA,NA,NA,NA,NA,NA,NA,0.00608,NA,NA,NA,NA,NA,NA,78.58974,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"2017-07-08","Legacy HC","Currency",3.00513,0.0199,0.02857,0.93966,0,17,2.85897,0,0,0.29619,0.08154,19.53077,62.38205,1.68846,0.18296,0.11141,5.20064,8.12308,NA,4.76923,0.18063,0.07506,NA,0.02265,0.23443,0.44303,0.9675,0.64017,0.02314,0.01778,1.49744,0.00737,0.0923,0.54487,NA,NA,NA,NA,NA,NA,NA,NA,0.00648,NA,NA,NA,NA,NA,NA,82.075,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"2017-07-09","Legacy HC","Currency",3,0.02049,0.02857,0.70428,0,0,2.65641,2,2,0.3258,0.08466,26.7,61.6359,1.57137,0.23367,0.11551,4.075,7.31282,NA,3.7641,0.21071,0.07459,NA,0.02491,0.18945,0.43426,0.99316,0.75875,0.02369,0.01798,1.94595,0.00769,0.0952,0.54274,NA,NA,NA,NA,NA,NA,NA,NA,0.00622,NA,NA,NA,NA,NA,NA,70.53846,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"2017-07-10","Legacy HC","Currency",3,0.01917,0.02857,0.69917,430,0,3,2,2.97,0.3255,0.08422,18.9725,61.3675,1.4875,0.24307,0.12672,0,8,NA,3.095,0.21877,0.07447,NA,0.02387,0.17698,0.44023,1.03785,0.59018,0.02193,0.01755,1.67675,0.00792,0.09493,0.6325,NA,NA,NA,NA,NA,NA,NA,NA,0.0066,NA,NA,NA,NA,NA,NA,60.6175,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"2017-07-11","Legacy HC","Currency",3.5,0.01861,0.02857,0.62855,430,0,0,6,1.57436,0.3228,0.08394,20.59487,64.13333,1.50068,0.22024,0.11047,5.15,9,NA,3.39231,0.20007,0.07071,NA,0.02402,0.17233,0.43765,0.89,0.64071,0.02389,0.01624,1.45891,0.00789,0.08717,0.62691,NA,NA,NA,NA,NA,NA,NA,NA,0.00742,NA,NA,NA,NA,NA,NA,53.55128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"2017-07-12","Legacy HC","Currency",3.39875,0.0168,0.02965,0.72676,0,15,4.17647,7.93,2.2375,0.29559,0.0868,15.685,63.645,1.40167,0.18917,0.13613,5.12,8.44,NA,2.5775,0.1977,0.06871,NA,0.02282,0.16324,0.47984,1.03823,0.68207,0.02171,0.01633,1.25283,0.00796,0.08544,0.60167,NA,NA,NA,NA,NA,NA,NA,NA,0.00549,NA,NA,NA,NA,NA,NA,66.5825,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"2017-07-13","Legacy HC","Currency",3.44375,0.02064,0.03064,0.5,0,15,3.58108,12.68056,4.0025,0.28695,0.08908,12.45,61.21,1.3175,0.1845,0.12871,5.30375,7.2625,NA,2.51,0.21078,0.07578,NA,0.02979,0.16625,0.46438,1.1336,0.68337,0.02847,0.01667,1.53158,0.00806,0.08481,0.595,NA,NA,NA,NA,NA,NA,NA,NA,0.00557,NA,NA,NA,NA,NA,NA,69.465,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"2017-07-14","Legacy HC","Currency",2.58205,0.0196,0.02837,0.5,0,21.42857,4.26923,11.35897,5.04615,0.31284,0.08795,15.51282,61.89744,1.62447,0.17932,0.12742,4.22051,410.75641,NA,4.00513,0.22295,0.07767,NA,0.03025,0.21564,0.45557,0.98718,0.64958,0.02916,0.01663,1.51538,0.00809,0.08452,0.4979,NA,NA,NA,NA,NA,NA,NA,NA,0.00822,NA,NA,NA,NA,NA,NA,66.18205,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"2017-07-15","Legacy HC","Currency",3.0075,0.0203,0.02824,0.48881,0,20,3,17,3.28571,0.32906,0.0906,16.06,61.075,1.68225,0.1768,0.12323,4.4475,8.22609,NA,4,0.20691,0.07282,NA,0.02534,0.1896,0.43912,0.97525,0.66667,0.02628,0.0167,1.72568,0.00821,0.08485,0.465,NA,NA,NA,NA,NA,NA,NA,NA,0.00663,NA,NA,NA,NA,NA,NA,85.62973,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"2017-07-16","Legacy HC","Currency",2.94004,0.02106,0.02843,0.47619,0,19,2,0,3,0.33045,0.0871,18.14286,60.42051,1.84307,0.17337,0.12031,4.95897,7,NA,0,0.18241,0.07931,NA,0.02859,0.17607,0.43105,1.10214,0.65416,0.02568,0.01682,1.91077,0.00796,0.08465,0.40515,NA,NA,NA,NA,NA,NA,NA,NA,0.00647,NA,NA,NA,NA,NA,NA,71.5625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"2017-07-17","Legacy HC","Currency",3,0.02188,0.02822,0.64139,0,19,2,0,0,0.32997,0.08639,16.64359,60.37179,1.56368,0.19727,0.13599,5.32308,7,NA,4.6625,0.18696,0.08396,NA,0.03333,0.17201,0.39701,3.25385,0.65546,0.03,0.01647,1.85,0.008,0.09754,0.47671,NA,NA,NA,NA,NA,NA,NA,NA,0.00687,NA,NA,NA,NA,NA,NA,73.525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"2017-07-18","Legacy HC","Currency",3,0.02216,0.02838,0.69155,500,0,0,0,0,0.3211,0.08663,16.75758,59.2875,1.42159,0.19723,0.12534,4.595,7,NA,4.5275,0.2161,0.08327,NA,0.03333,0.1681,0.43456,1.0545,0.60334,0.02965,0.01656,1.75455,0.0079,0.0845,0.49885,NA,NA,NA,NA,NA,NA,NA,NA,0.00681,NA,NA,NA,NA,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"2017-07-19","Legacy HC","Currency",3,0.02244,0.02942,1.29615,493.84615,0,10,23.33333,10,0.31194,0.0883,16.15,61.23462,1.40153,0.21095,0.1185,4.97436,7,NA,3.58,0.19603,0.07867,NA,0.03333,0.17463,0.44098,1.49818,0.67735,0.0246,0.01667,1.80667,0.00792,0.08656,0.59359,NA,NA,NA,NA,NA,NA,NA,NA,0.00677,NA,NA,NA,NA,NA,NA,56.15385,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"2017-07-20","Legacy HC","Currency",1.82666,0.0194,0.02801,0.39052,480,0,10,25,4.21,0.3174,0.09047,0,62.16875,1.08937,0.21539,0.09063,4.71842,6.54167,NA,6,0.16995,0.07456,NA,0.03039,0.16543,0.36492,0.86555,0.66659,0.02286,0.01682,1.04599,0.00816,0.07809,0.47207,NA,NA,NA,NA,NA,NA,NA,NA,0.00584,NA,NA,NA,NA,NA,NA,53.27273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"2017-07-21","Legacy HC","Currency",2.16581,0.04593,0.02838,0.38142,0,0,0,25,1.53096,0.29512,0.08832,0,60.65128,1.2183,0.23069,0.09559,4,6,NA,6,0.17545,0.07482,NA,0.02774,0.16529,0.40089,1.00778,0.66812,0.02169,0.04701,1.21427,0.00833,0.07959,0.49534,NA,NA,NA,NA,NA,NA,NA,NA,0.00581,NA,NA,NA,NA,NA,NA,60.88571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"2017-07-22","Legacy HC","Currency",2.65375,0.05837,0.03156,0,0,0,0,0,1,0.28688,0.08623,0,60.24,1,0.23075,0.12673,3.58375,5,NA,6,0.1885,0.07436,NA,0.02415,0.18927,0.42752,0.90378,0.72131,0.02241,0.08261,2.07647,0.00833,0.08503,0.55399,NA,NA,NA,NA,NA,NA,NA,NA,0.00682,NA,NA,NA,NA,NA,NA,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"2017-07-23","Legacy HC","Currency",2.76282,0,0.03333,0,0,40,0,13.51818,1,0.28244,0.09168,20,62.26923,1,0.20804,0.12463,3.93182,5.21429,NA,0,0.21862,0.07601,NA,0.03234,0.2292,0.43924,0.92535,0.71727,0.02949,0.03226,0,0.00833,0.08499,0.52705,NA,NA,NA,NA,NA,NA,NA,NA,0.01183,NA,NA,NA,NA,NA,NA,73.83333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"2017-07-24","Legacy HC","Currency",2.9392,0,0.03333,0,0,31.39,0,32.2,0,0.28964,0.09238,16.8675,60.7775,0,0.22306,0.13395,4.46154,6.00303,NA,0,0.22555,0.07733,NA,0.03333,0.18807,0.43465,0.69975,0.68367,0.02933,0.0245,1.23125,0.00833,0.0979,0.56625,NA,NA,NA,NA,NA,NA,NA,NA,0.00713,NA,NA,NA,NA,NA,NA,80.68462,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"2017-07-25","Legacy HC","Currency",2.85871,0.01675,0.03329,0.75,0,19.04545,0,0,2,0.28738,0.08676,15.21739,60.04359,0.33333,0.2107,0.18456,5,6,NA,3.16,0.2355,0.07727,NA,0.02973,0.16938,0.41294,0.76902,0.77564,0.02736,0.01671,7.15833,0.00833,0.10019,0.55946,NA,NA,NA,NA,NA,NA,NA,NA,0.00653,NA,NA,NA,NA,NA,NA,76.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"2017-07-26","Legacy HC","Currency",2.919,0.01729,0.03248,0.75,0,20,7.24706,0,2.42,0.30092,0.07888,28,60.9175,2,0.16891,0.11332,5.3,6,NA,3.81538,0.2233,0.06997,NA,0.02111,0.28458,0.20539,1.5,0.67262,0.01999,0.02022,4.68462,0.00833,0.09966,0.58766,NA,NA,NA,NA,NA,NA,NA,NA,0.00679,NA,NA,NA,NA,NA,NA,78.68947,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"2017-07-27","Legacy HC","Currency",2.92308,0.06486,0.03245,0,0,0,2.17778,0,2,0.31455,0.08436,22.325,73.67692,1.4,0.14918,0.09926,4,6,NA,5,0.24779,0.16594,NA,0.02913,0.25812,0.22756,1.40615,0.80606,0.02618,0.02047,0,0.00833,0.09789,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.01195,NA,NA,NA,NA,NA,NA,85.2619,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"2017-07-28","Legacy HC","Currency",2.60675,0.09804,0.03241,0.66667,0,0,0,0,0,0.32833,0.0845,21.8025,62.6275,1.35,0.15067,0.1171,4,6,NA,0,0.21319,0.16371,NA,0.02868,0.29208,0.42741,1.01875,0.71795,0.02769,0.01759,2,0.00833,0.0862,0.71579,NA,NA,NA,NA,NA,NA,NA,NA,0.01133,NA,NA,NA,NA,NA,NA,69.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"2017-07-29","Legacy HC","Currency",2.36154,0.10508,0.03255,0.66667,0,0,0,0,0,0.29625,0.09112,20.33333,62.70263,2.44801,0.12774,0.1435,3.66667,6,NA,0,0.19345,0.54508,NA,0.02913,0.23718,0.42422,1.04898,0.70927,0.02788,0.01982,2,0.00852,0.10006,0.62333,NA,NA,NA,NA,NA,NA,NA,NA,0.00826,NA,NA,NA,NA,NA,NA,75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"2017-07-30","Legacy HC","Currency",2.78667,0.0788,0.03061,0.57667,0,0,2.55,0,0,0.29792,0.08509,25,62.875,1.60583,0.1715,0.11263,3.33824,6,NA,4.23333,0.17265,0.08812,NA,0.0294,0.18518,0.42951,1.174,0.69289,0.02775,0.01792,1.6975,0.00835,0.10678,0.53,NA,NA,NA,NA,NA,NA,NA,NA,0.00702,NA,NA,NA,NA,NA,NA,90,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"2017-07-31","Legacy HC","Currency",2.05143,0.02306,0.02956,0.6,0,0,2.05714,0,0,0.32522,0.07823,26.06757,106.12222,1.69783,0.22828,0.10601,0,6,NA,3.41471,0.22108,0.08333,NA,0.03234,0.17622,0.44209,1.01971,0.76921,0.02776,0.01691,1.58875,0.00833,0.13249,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.0085,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2019-06-07","Legion HC","Currency",0,0.36683,0.37293,1,0,0,0,0,0,0,0.125,0,0,1,0.6035,1,0,0,0,0,0.39828,0.09206,0,0.3656,0.6085,0.64848,1,1,0.31782,0.27725,1.42,1,0.67139,1,0,0,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,"2019-06-08","Legion HC","Currency",1.8045,0.09091,0.13234,0.5,0,40,0,0,0,0.21061,0.07143,5,34.12514,0.8,0.5,0.06546,4,6,0,2,0.25,0.06317,7.89699,0.09448,0.17484,0.25,1,0.4,0.14286,0.1,0.91083,0.06485,0.23129,0.5,14.58485,0,1,0,4,206.46037,1,1,0.01197,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,"2019-06-09","Legion HC","Currency",1.5,0.09091,0.125,0.38139,0,40,38.379,30,13.2,0.2,0.07692,5,42.36171,0.625,0.5,0.07692,2.29697,5.1,0,2,0.25,0.06168,6,0.09091,0.16667,0.28571,0.77778,0.39313,0.13056,0.07667,0.78148,0.04908,0.2,0.33333,6.59388,0,1,2,4,228,1,1,0.01525,0,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"2019-06-10","Legion HC","Currency",1,0.09091,0.1,0.33333,0,29.207,34.19109,35,10,0.18788,0.0909,6,50.85558,0.51781,0.5,0.08333,2,5,0,2,0.30137,0.06667,7,0.0625,0.11111,0.33333,0.71429,0.37818,0.07806,0.05939,0.5,0.04927,0.2,0.33333,4,9,1,2,4,276,1,1,0.02401,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"2019-06-11","Legion HC","Currency",1,0.08333,0.09091,0.2,221.8,20.89091,20,66.4,7,0.2,0.09434,7,50,0.71429,0.5,0.09091,2,5,5175.75,2,0.3065,0.08333,7,0.0484,0.09434,0.33333,0.66667,0.35714,0.06667,0.05,0.45796,0.03883,0.19909,0.33333,4,5.4,1,2,8.52202,255,1,2,0.02167,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"2019-06-12","Legion HC","Currency",0.9,0.08333,0.09452,0.1985,408,9,19.26447,37.33939,5,0.21054,0.1,7,51,0.8,0.5,0.09594,1.968,4,5100,2,0.3125,0.1,8,0.04628,0.09419,0.3724,0.62853,0.35714,0.06667,0.05,0.45455,0.03259,0.19668,0.33333,4,4.5,1,2.0525,8,230.27602,1,1.88953,0.01963,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,"2019-06-13","Legion HC","Currency",0.66667,0.08921,0.09091,0.16667,197.44949,14.05455,17,18,4,0.21739,0.11111,8.05743,51,0.8,0.5,0.1,2,4.5,3890.22968,3,0.32258,0.1093,8,0.04545,0.09091,0.4,0.625,0.35714,0.06667,0.04837,0.45455,0.05,0.18519,0.33203,4,1.43677,1,2.5,7.31,229.5,1,1.5,0.01938,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,"2019-06-14","Legion HC","Currency",0.66667,0.09323,0.09498,0.14286,177.33939,14.0449,14.43711,15,3,0.21409,0.11111,9.86409,53,0.8,0.5,0.12335,2,4,3947.92745,3,0.3285,0.12328,9,0.04513,0.08772,0.48411,0.625,0.35714,0.09486,0.04453,0.44314,0.04211,0.1842,0.32338,3.26862,0.59306,1,2.6445,7,212,1,1.5,0.01973,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,"2019-06-15","Legion HC","Currency",0.66667,0.09091,0.09751,0.14286,115,11.05567,11.86331,12,3,0.20833,0.1216,11,56.45037,0.7739,0.5,0.12195,2,4,4080.74923,2.37827,0.32258,0.1317,11,0.0487,0.08809,0.47619,0.625,0.35714,0.09919,0.04546,0.45455,0.03938,0.17085,0.3,4,0.86343,1,2.5,6,224.97048,1,1,0.02,0,8.58971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"2019-06-16","Legion HC","Currency",0.66667,0.09091,0.09123,0.14286,99,11,10,9.975,3,0.21739,0.12195,11,58,0.7999,0.48533,0.12135,2,4,3621.30909,2.79,0.32203,0.13747,12,0.04554,0.08929,0.47619,0.62235,0.35714,0.09091,0.04376,0.45455,0.03007,0.16129,0.33333,4,0.884,1,3,6,232,1,1,0.02,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"2019-06-17","Legion HC","Currency",0.66667,0.08673,0.08333,0.14286,133.8247,10,8,9.86868,3,0.22222,0.11765,11,60.38278,0.8,0.47496,0.125,2,4,3523.52271,2,0.3216,0.14286,12.26352,0.04914,0.08789,0.5,0.54567,0.34483,0.09009,0.04551,0.44129,0.03004,0.15715,0.3012,4,0.86343,1,3,6.67,240,1,1,0.02,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2019-06-18","Legion HC","Currency",0.66667,0.08333,0.0894,0.14286,142.32872,9,6,9,3,0.25,0.11987,12,69,0.82616,0.48824,0.125,2,3.99993,3792.31707,2,0.3125,0.15385,13,0.04545,0.08333,0.5,0.47619,0.32647,0.08498,0.04645,0.45455,0.03023,0.15078,0.33333,4.09317,1.109,1,2.98434,6.97722,207,0.971,1,0.01992,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2019-06-19","Legion HC","Currency",0.90611,0.08849,0.09091,0.14286,238.35034,9,6,10,3,0.25,0.12042,12.11288,71.0166,0.90909,0.5,0.13889,2.61108,3.5,3534.88909,2,0.3125,0.16393,14,0.04762,0.08333,0.55556,0.45116,0.32258,0.08715,0.04863,0.43956,0.025,0.14503,0.33333,5,1,1,3,6,212.99185,1,1,0.02,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2019-06-20","Legion HC","Currency",0.95778,0.08333,0.08278,0.13333,213.05029,8,6,7,3,0.27714,0.11905,14,73,0.90909,0.47379,0.13753,2.84551,3.11417,3522.47347,2.9103,0.3125,0.16442,16,0.04602,0.07692,0.5356,0.45455,0.3125,0.06701,0.04882,0.43478,0.02652,0.14352,0.33333,5,1,1,3.10606,7,219,1,1,0.02188,0,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2019-06-21","Legion HC","Currency",1,0.08333,0.08251,0.13333,179.682,8,5,6.305,3,0.29372,0.11628,14,75,0.90909,0.49943,0.13889,3,3,4109.55,2.5,0.3125,0.16667,16,0.04762,0.07692,0.54909,0.45455,0.32023,0.06707,0.04939,0.43478,0.02767,0.14286,0.33333,5.09082,1,1,4,6.327,225,1,1,0.02449,0,9.86197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2019-06-22","Legion HC","Currency",1,0.07716,0.08325,0.13042,190.10417,8.604,5,7.79,3,0.3018,0.11548,14,79,0.93348,0.4682,0.13889,2.5,3,4623.27506,2.00743,0.3116,0.16667,16.1222,0.04992,0.07692,0.55556,0.45455,0.32847,0.06667,0.04987,0.41667,0.03333,0.14443,0.33333,5,1,1,3.44864,6,237,1,0.91939,0.02439,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
