"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Anarchy.s.End.III","Anarchy.s.End.IV","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.II","Beyond.Sight.III","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fallow.At.Last","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Path.of.Betrayal","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","Thaumaturgical.History.IV","The.Alchemist","The.Ambitious.Bandit.I","The.Ambitious.Bandit.II","The.Ambitious.Bandit.III","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Child.of.Lunaris","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.IV","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.III","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Warmongers.IV","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.IV","Unbearable.Whispers.V","Undead.Uprising","Unnatural.Energy","Vaal.Invasion","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Queen.s.Sacrifice","The.Storm.Spire","Trapped.in.the.Tower","Battle.Hardened","Faith.Exhumed","The.Bishop.s.Legacy","The.Mentor","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
11,"2017-12-18","Abyss","Prophecy",0.98719,0.61719,2.86351,10.55877,1.85351,0.35474,0.84246,0.47404,0.3486,1,0.32,0.39754,1,5,0,8,8,0.72421,0.96439,1,0,0,1,0.56246,1.98421,7.59474,0.62982,0.98544,0.95947,1,0,0,1,10,1,0,2,0.98211,0.39,1.03035,0.32,0.89702,1,1.07965,0,606.46526,0.50175,12.91772,10.37877,0.89263,0.4614,81.10807,0.99632,0.59912,1,0.68368,0.59053,0.76491,0.45895,0.32,0.32,0.99702,0.32,0.89614,0.99193,0.32,1,0.32,0.96982,0,6,19.46667,0.32,0.32,0.9986,0.9993,0.60702,1,0,1,0.99158,0.32,50,1.00123,0.32,0.99596,1.9207,1,0.96456,0.40246,2.62474,0.99158,0.81596,0.37158,0.32,0.73579,0.36526,3.2,0,0,0.45842,0.66474,0,0,1.99281,2,0.32,0.32,8.50158,0.32,0.68316,0.05,0.32,0.84263,2.35018,1.65544,0.38193,0.36404,0.97912,4.29596,0,8.97474,1,0.32158,0.32,0,1.07491,0.76263,0.93596,0.81316,1,0.95895,0.84526,25.39491,1.96053,10.60877,0.96404,0.96877,1.02667,0.37105,1,1,0.9786,1,0.32,0.45404,2.78789,1,11.896,22.29561,0.32439,0.63895,2.66719,0.78193,6.52246,0.66912,0.84035,0.91596,0.32,0.32,0.59719,0.93018,0.32754,0.36667,0.62123,0.47596,1,4.72679,0,8.07246,0.32,0.65789,0.40684,0.32,0.32,0.93123,3,0,6.96842,0.53105,0.94877,1,455.28719,4.45404,0.38561,0.99298,3.35772,6.69018,8.01614,1,0,0.4014,9.81316,0.32,1,0.99702,1,65.72965,0.32702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2017-12-19","Abyss","Prophecy",0.99386,0.56965,2.25246,12.77737,1.78491,0.37316,0.98772,0.52614,0.34614,1,0.52526,0.32228,1,2.75439,0,8,8.76842,0.68456,1,1,0,0,1,0.45702,1.99965,7.4693,0.72807,0.99947,0.70368,1,1,0,1,9.95053,1,0,2,0.99614,0.39105,1,0.32175,0.97298,0.99596,1.12,0,667.22316,0.32491,13.23579,9.98298,0.93965,0.42035,81.31789,0.93912,0.35895,0.97754,0.77281,0.63175,0.81281,0.38596,0.32105,0.37561,0.92386,0.32105,0.86088,0.91965,0.36737,0.96404,0.32105,0.93404,2,6.21772,22.77211,0.32105,0.44719,0.99982,0.99754,0.32193,1,1,1,0.99193,0.35421,50,1,0.32105,0.97456,1.17456,1,1,0.32386,2.37737,0.68789,0.8014,0.35,0.32105,0.53737,0.56088,3.2,0,0,0.32421,0.74947,0,0,2.04474,2.03737,0.32263,0.32105,7.72158,0.40965,0.89368,0.05,0.32105,0.70123,1.99789,1.89123,0.32105,0.32105,0.8893,1.93491,0,8,1,0.45544,0.32105,0,1.04877,1,0.55175,1,0.8207,0.94719,0.64877,24.79474,1.92351,9.47702,0.99526,0.93123,1.43649,0.74439,0.99877,1,0.95877,1,0.35702,0.32158,2.76123,1,7.54211,20.82684,0.33175,0.41544,2.79632,0.67263,6.01123,0.99175,0.57825,1,0.41351,0.32105,0.45351,0.68,0.61456,0.32982,0.64105,0.34035,0.95614,2.83632,0,7.7393,0.32105,0.62351,0.32105,0.32386,0.35088,0.72526,3,2,3.14368,0.6307,0.93123,0.88719,578.09895,4.23158,0.32947,0.98702,2.37719,5.56912,7.80123,1,0,0.40526,10.51211,0.32105,1,1,1,64.88333,0.32105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2017-12-20","Abyss","Prophecy",0.98509,0.52825,1.99386,13.37193,1.58351,0.70526,0.86,0.48193,0.38088,0.97614,0.89351,0.53368,1,1,0,8,9.35439,0.32702,0.9993,1,2,0,0.99825,0.33649,1.97351,7.65018,0.95123,0.97509,0.55053,1,1,0,1,7.27386,1,0,2,0.96965,0.39702,1,0.32702,1,0.9486,1.72772,0,787.34456,0.48298,13.09368,8.46175,0.76807,0.44842,82.40842,0.98789,0.51333,0.98754,0.99105,0.68561,0.67684,0.58333,0.32702,0.51211,0.84965,0.32702,0.65386,0.84754,0.5293,0.89807,0.34105,0.87,1.36842,6.46386,24.95158,0.32702,0.50684,0.98509,0.98947,0.32789,1,1,0.99825,0.99982,0.32702,50,1,0.32702,1,1.99281,1,1,0.32737,2.99053,0.64316,0.99561,0.37526,0.32702,0.57649,0.44316,1.52632,0,0,0.41263,0.77632,1,0,2.56158,2.10596,0.32702,0.32702,7.23333,0.55474,0.98895,0.059,0.32702,0.58579,1.99526,1.83561,0.51211,0.32702,0.95123,1.67,0,7.24772,0.99982,0.49667,0.32702,0,1.37667,1,0.58947,0.99965,0.90105,0.45421,0.93965,25.72474,1.99509,9.69982,0.93491,0.56544,2,0.60211,0.87474,0.99947,0.99491,1,0.32702,0.32719,3.01053,18.4,13.54632,23.16789,0.32702,0.32702,2.84842,0.99702,6.20404,0.88807,0.61526,1,0.59298,0.32702,0.49281,0.92298,0.75228,0.52579,0.78719,0.32702,0.9607,2.73439,0,7.23193,0.41386,0.7207,0.32702,0.33474,0.3586,0.75667,113.08088,1.66842,1.99,0.43491,0.97053,0.73614,542.52737,4.5614,0.32702,0.9893,2,3.72842,7.74491,1,0,0.45193,12.29667,0.32702,1,0.99702,1,67.88579,0.32772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2017-12-21","Abyss","Prophecy",0.99088,0.34368,2.00649,13.58404,1.32474,0.83281,0.62316,0.45895,0.33947,0.95246,0.59965,0.95474,1,1.28947,0,6.3593,9.45789,0.44088,0.99175,1,2,0,1,0.37211,1.98018,7.18105,0.99053,0.90544,0.42842,0.99439,1,0,1,6.06544,1,0,2.36789,0.99912,0.40947,1,0.33947,0.90316,0.78333,1,0,826.31509,0.4686,14.05842,8.42544,0.87772,0.38877,81.78737,0.93895,0.77404,0.99491,0.99614,0.87895,0.77474,0.5,0.33947,0.94632,0.88684,0.33947,0.94386,0.97228,0.59684,0.73491,0.47509,0.95842,1,6.94509,24.37333,0.33947,0.8714,1,0.87,0.44877,1,1,0.99895,1,0.33947,50,1.04088,0.33947,23.07416,1.43947,1,1,0.33947,2.74526,0.88018,0.91439,0.33947,0.33947,0.61702,0.42632,1.4,0,0,0.64439,0.65053,0,0,2.80825,2.08316,0.33947,0.33947,7.40088,0.33947,0.99088,0,0.33947,0.40386,1.98947,1.7414,0.54509,0.33947,1,1.92368,0,6.44667,0.99912,0.36702,0.36842,0,1.95053,0.93088,0.74158,0.98123,1,0.62912,0.9686,26.46088,1.99684,9.9986,0.85789,0.33947,1.99333,0.39439,0.77579,0.99982,1,1,0.33947,0.33947,3.47368,9.33333,15.54333,26.46018,0.33947,0.33947,2.94404,0.88684,7.00509,0.55456,0.76772,0.98632,0.69228,0.33947,0.6586,0.88193,0.85754,0.79754,0.88421,0.33947,0.98193,2.74544,0,6.52421,0.77368,0.96807,0.33947,0.4093,0.33947,0.79754,128.03404,1.1,2.32632,0.34684,0.92982,0.75667,573.80965,4.67018,0.33947,1,2,4.20702,9.34719,1,0,0.46088,12.09895,0.33947,1,1,1,70.87263,0.33947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2017-12-22","Abyss","Prophecy",0.67379,0.35172,2.015,13.66121,1.22586,0.45638,0.35845,0.59155,0.35172,0.76293,0.37534,0.9881,1,9.25086,0,3.42052,9.4831,0.49621,0.82776,0.99759,1.35862,0,0.64414,0.43172,1.995,7.43776,0.91966,0.35793,0.35603,0.89172,5,0,0.98397,2.09466,0,0,5.83259,1,0.42,1,0.35172,0.67414,0.79983,1,0,778.79276,0.35828,14.83345,6.94414,0.74759,0.77966,80.12879,0.77328,0.68862,0.99172,0.70017,0.84448,0.63207,0.43655,0.35172,0.93983,0.65948,0.35172,0.82293,0.99103,0.68431,0.68569,0.35172,0.98259,1,5.95621,25.59483,0.35172,0.58293,0.9219,0.60621,0.42259,1,1,1,0.99207,0.35172,50,0.99431,0.35172,293.90578,1.69,1,0.92086,0.35172,2.93621,0.70983,0.39931,0.35172,0.35172,0.38431,0.3519,1.25862,0,0,0.35172,0.35172,0,8.97,2.8369,2,0.35172,0.35172,7.69414,0.37603,0.91741,0,0.35172,0.41845,2,1.98569,0.35931,0.35172,1,2.9169,20,6.3069,0.99431,0.35172,0.46345,0,1.87586,0.99017,0.37741,0.82569,0.92724,0.5231,0.39,26.35155,1.99966,10,0.95052,0.35172,1.95741,0.38638,0.62121,1,0.97259,1,0.35172,0.35172,3.16241,167.22828,13.69224,21.63603,0.35172,0.35414,2.91638,0.63138,6.60672,0.51052,0.67759,0.80845,0.58897,0.35172,0.70879,0.99448,0.45086,0.40017,0.52379,0.35172,0.82603,2.86259,9.31034,6.63069,0.35362,0.92776,0.36603,0.40224,0.44897,0.93862,29.92448,1.16828,2.2081,0.40724,0.75259,0.91431,626.77655,4.81155,0.35172,0.99638,2,7.58034,16.16672,1,0,0.47259,11.13931,0.35172,0.985,0.99707,1,77.79086,0.35276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2017-12-23","Abyss","Prophecy",0.48018,0.40772,1.91807,14.2214,1.29105,0.47772,0.36105,0.71614,0.36,1,0.39632,0.67649,1,15,0,3.39509,8.84456,0.37439,0.79772,1,1,0,0.6886,0.4907,2,7,0.57702,0.36,0.36211,0.79982,2.69509,0,0.96632,1.43368,0,0,5.1,1,0.41579,1,0.36,0.77737,0.9314,1,0,853.03719,0.36,15.24667,6.28246,0.88632,0.85263,80.90263,0.84754,0.38298,0.60404,0.52544,0.69053,0.54228,0.36,0.36,0.71965,0.63649,0.36,0.92246,1,0.69789,0.72702,0.36,0.82982,1,5.7893,31.91035,0.36,0.82,0.93632,0.39474,0.36632,1,1,1,1,0.36,50,1,0.36,1,1.34596,0.96912,0.94263,0.36,2.99947,0.59088,0.36,0.36,0.39018,0.36772,0.36,1,0,0,0.38526,0.39053,0,14.44737,2.68421,1.87509,0.36,0.36,7.74491,0.57386,0.62947,0,0.36,0.47982,2,1.27123,0.36,0.36,1,3,20,5.9607,0.99895,0.36,0.50211,0,1.97474,1,0.37,0.71281,1,0.59754,0.41053,26.36526,1.99789,9.45386,0.98474,0.36,1.88807,0.36,0.5486,0.99211,0.98667,1,0.36,0.36,2,11.82158,10.45579,20.39333,0.36368,0.36,2.89158,0.47895,7.43491,0.36,0.70947,0.44333,0.40298,0.36,0.77965,0.96491,0.36,0.36895,0.48509,0.36,0.76228,2.58807,7.78947,6.72526,0.36,0.96123,0.36,0.36,0.36,1,0.57789,1.11789,2.1407,0.4007,0.89614,0.95596,726.27018,4.82526,0.36,0.79842,2.05789,8.15439,14.53842,1,0,0.47789,11.29123,0.36,0.96526,1,0.94351,80.16947,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2017-12-24","Abyss","Prophecy",0.50351,0.46351,1.76596,15.38667,1.22333,0.39912,0.36053,0.69211,0.35123,0.66123,0.46,0.73632,0.9707,15,0,3.28281,8,0.35123,0.58228,1,0,0,0.60684,0.38053,1.99526,6.98632,0.51175,0.35123,0.35123,0.90579,2.75386,0,0.96316,1.42386,17,0,5.1,0.99561,0.36,0.98614,0.35123,0.83053,0.74667,1,0,887.42754,0.35439,15.12053,6.03281,1,0.80649,83.41158,0.88947,0.39754,0.83105,0.51404,0.37842,0.35316,0.35123,0.35123,0.46368,0.46246,0.35123,0.97386,0.96474,0.73175,0.44509,0.35123,0.57825,1,5.35158,34.57632,0.35123,0.50368,0.91579,0.47439,0.35123,1,1,0.80877,1,0.35123,6.90281,1.07193,0.34877,0.86439,1.48193,0.74754,0.93421,0.35123,2.65351,0.53614,0.37579,0.35368,0.38912,0.35123,0.35123,1,0,0,0.43719,0.36211,0,15,2.50825,1.86596,0.35123,0.35123,8.02123,0.84088,0.63614,0,0.33772,0.44982,2,1.58088,0.37281,0.35018,1,3,16.50877,7.41614,0.70702,0.35123,0.5107,0,1.50877,0.9686,0.37807,0.35123,0.94123,0.55544,0.65193,27.92088,1.96544,9.7814,0.98333,0.46175,1.44596,0.35123,0.47386,1,0.94193,1,0.35123,0.35123,1.52175,10.44632,8.22018,19.24298,0.3607,0.35912,2.03807,0.66965,7.99316,0.35123,0.69211,0.35123,0.35158,0.35123,0.3714,0.73246,0.35123,0.35123,0.36211,0.35123,0.80965,1.35386,7.11263,10.26439,0.38333,0.99649,0.35123,0.35123,0.35596,0.99772,0.61877,1,2.2107,0.37351,0.73351,0.85228,788.77544,4.93561,0.42246,0.72807,2,8,14.12772,1,0,0.48255,13.59175,0.35123,0.9914,0.97754,0.95772,82.19684,0.35123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2017-12-25","Abyss","Prophecy",0.44017,0.46966,1.98638,16.95276,1.07052,0.34983,0.34983,0.6231,0.34983,0.36431,0.42483,0.34138,0.71741,13.7069,20,3.58293,7.79517,0.34983,0.34983,1,0,0,0.56034,0.34983,1.99638,6.28017,0.56845,0.34983,0.34897,0.74621,2.10121,0,0.99966,1.01845,17,0,5.02069,0.54862,0,0.9831,0.34983,0.65293,0.42155,1,0,913.87638,0.34983,17.81086,5.24741,1,0.62431,85.3469,0.58172,0.45069,0.57414,0.35517,0.34983,0.34983,0.34983,0.34914,0.36603,0.39121,0.34983,0.41017,0.64241,0.97103,0.35259,0.34983,0.63931,1.5,5,34.07362,0.34983,0.36879,0.525,0.44845,0.34983,1,1.5,0.98,0.99017,0.34983,0.46638,1,0.34983,0.37638,1.70862,0.97793,0.41828,0.34983,2.34017,0.48983,0.42155,0.34983,0.34966,0.35379,0.34983,1,0,0,0.35103,0.34707,0,15,2.10241,1.69293,0.34983,0.34983,9.08603,0.58276,0.55552,0,0.34983,0.34983,1.98966,1.57,0.38897,0.34983,1,2.99379,9.30862,7.01914,0.66017,0.34983,0.34983,0,1,0.84603,0.36897,0.44879,0.66983,0.45034,0.36345,28.02517,2,10.26707,0.9431,0.42931,1.41483,0.34983,0.47966,0.99569,1,1,0.34983,0.34983,1,10.26483,7.84052,19.91983,0.34983,0.39672,2.00241,0.41121,7.92655,0.34983,0.67586,0.34983,0.37517,0.34983,0.34983,0.39655,0.34983,0.34983,0.34983,0.34983,0.66431,1.45293,7.39483,12.70828,0.37034,0.98931,0.34983,0.34983,0.37276,0.86672,0.56534,1,2.17621,0.34983,0.35121,0.53931,857.5169,4.98034,0.35483,0.41534,2.43707,8,13.46121,1,0,0,15.38862,0.34983,0.89517,0.46362,0.90103,82.17414,0.34983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2017-12-26","Abyss","Prophecy",0.35789,0.45684,1.79474,17.76877,1.01789,0.35649,0.35649,0.57579,0.35649,0.35649,0.35649,0.35649,0.64561,8.58211,372.47333,4.06368,7.33298,0.35649,0.35649,1,0,0,0.54754,0.35649,2,7.00579,0.92807,0.38053,0.35649,0.67754,2,0,0.91368,1,17.05789,101.68132,4.32737,0.57509,0,0.99579,0.35649,0.35649,0.35649,1,0,828.68281,0.37526,19.31018,4,1,0.45053,76.21772,0.89667,0.46877,0.68474,0.35649,0.35649,0.35772,0.35649,0.28368,0.35509,0.37105,0.35649,0.35649,0.93702,0.88175,0.35649,0.35649,0.99544,2,5.48228,34.37561,0.35649,0.39526,0.95632,0.35649,0.35649,1,2,0.94386,1,0.35649,0.42,0.93947,0.35649,0.53842,1.83754,0.97404,0.35649,0.35649,2.17965,0.45772,0.35649,0.35649,0.35649,0.35649,0.35649,1.10544,0,0,0.35649,0.35579,71.4013,15,2,1.9593,0.35649,0.35649,9.75035,0.35649,0.35649,0,0.35474,0.35649,1.99877,2.01053,0.35649,0.35649,1,3.28526,6.33351,7,0.55351,0.35649,0.35649,0,1.03737,0.8793,0.39965,0.54684,0.63667,0.35649,0.35649,25.79754,1.98772,10.94491,0.83632,0.35649,1.13193,0.35649,0.35649,0.99263,1,0.99912,0.35649,0.35649,1,9.87386,8,18.35842,0.35649,0.35649,2.07018,0.37316,7.46947,0.35649,0.43368,0.35649,0.35649,0.35649,0.35649,0.5893,0.35649,0.35649,0.35649,0.35649,0.69632,2.92105,8,14.89018,0.35649,0.99965,0.35649,0.35649,0.35649,0.5914,0.41825,1,2.80912,0.35649,0.35649,0.6586,1053.87561,4.9114,0.35649,0.37807,2.99912,8.01684,11.92754,1,0,0,18.08298,0.35649,0.75684,0.35649,0.60684,84.66912,0.35649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2017-12-27","Abyss","Prophecy",0.37211,0.37211,1.85491,18.09509,1.18333,0.37211,0.3914,0.55474,0.37211,0.40404,0.37211,0.40474,0.72737,7.9207,327.42579,3.94,7.16439,0.37211,0.37211,1,81.21651,0,0.57421,0.37211,2,7.05316,0.91526,0.43895,0.37211,0.79404,1.94912,0,0.76684,1,15.03368,94.12509,3.63561,1,0.66333,1,0.37211,0.52702,0.37211,1,0.3875,765.22877,0.38842,21.55649,4.00912,1,0.41053,66.53175,0.98842,0.37298,0.6007,0.37211,0.37211,0.37211,0.37211,0.36772,0.37211,0.40632,0.37211,0.37211,0.79368,0.78263,0.37211,0.37211,0.96053,2,5.69263,37.72211,0.37211,0.38053,0.99421,0.37211,0.37211,1,0,0.90421,1,0.36158,0.43211,0.99737,0.37211,0.77351,1.05088,0.97035,0.37211,0.37211,2,0.37386,0.37211,0.37211,0.37211,0.37211,0.37211,1.95579,0,8,0.3714,0.37211,22.66965,15,2,1.93246,0.37211,0.37211,9.69018,0.37211,0.37211,0,0.37211,0.37211,1.98965,2,0.37211,0.37211,1,3.38895,2.9193,7.02035,0.54263,0.37211,0.37211,0,1.01386,0.7814,0.54561,0.74158,0.6193,0.41579,0.37211,24.63544,1.99298,10.87947,0.99982,0.37211,1.15035,0.38298,0.37211,0.99842,0.99754,1,0.37211,0.37211,1,9.27281,7.69509,16.90281,0.37211,0.34667,2.63544,0.67667,6.77175,0.37211,0.37386,0.37211,0.37211,0.37211,0.37211,0.37211,0.37211,0.37211,0.37211,0.37211,0.75263,2.50789,6,13.79579,0.37211,1,0.37211,0.37211,0.37211,0.65561,0.42228,1.08842,3,0.37211,0.37439,0.75351,2922.19175,4.97544,0.37211,0.37772,4.25351,7.88246,12.20649,1,0,5,24.96211,0.37211,0.47912,0.37333,0.87211,81.60982,0.37211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
