"Day","Date","League","Type","Agony.Collar","Agony.Heart","Agony.Medallion","Andvarius","Angler.s.Plait","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Behemoth.Torc","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Bisco.s.Collar","Bisco.s.Leash","Blackheart","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Chimeric.Scarab","Choir.of.the.Storm","Cyclopean.Coil","Daresso.s.Salute","Darkness.Enthroned","Death.Rush","Demigod.s.Eye","Demon.Beads","Dire.Collar","Dire.Scarab","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Eagle.Braid","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Eyes.of.the.Greatwolf","Faminebind","Feastbind","Gifts.from.Above","Gloomfang","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Horror.Clasp","Hypnotic.Choker","Hypnotic.Noose","Immortal.Flesh","Impresence","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Cruelty","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Mokou.s.Embrace","Mutewind.Seal","Nemesis.Strap","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Perseverance","Plague.Noose","Praxis","Presence.of.Chayula","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Ryslatha.s.Coil","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soul.Tether","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Talisman.of.the.Victor","Tasalio.s.Sign","Tear.of.Purity","Tempest.Torc","The.Anvil","The.Ascetic","The.Aylardex","The.Halcyon","The.Hungry.Loop","The.Ignomon","The.Magnate","The.Pandemonius","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voice.of.the.Storm","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Woe.Clasp","Wrath.Locket","Wurm.s.Molt","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","Blightwell","First.Piece.of.Time","Gluttony","Mark.of.the.Elder","Mark.of.the.Shaper","Natural.Hierarchy","Second.Piece.of.Time","Stormfire","The.Effigon","The.Flow.Untethered","The.Nomad","The.Tactician","Timetwist","Winterweave","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Aul.s.Uprising","Coward.s.Chains","Coward.s.Legacy","Demigod.s.Bounty","Hyperboreus","Mark.of.Submission","Perquil.s.Toe","Precursor.s.Emblem","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Sacrificial.Heart","Solstice.Vigil","String.of.Servitude","The.Primordial.Chain","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Zerphi.s.Heart","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Hyrri.s.Truth","Icefang.Orbit","Siegebreaker","Tavukai","The.Jinxed.Juju","Venopuncture","Hallowed.Ground","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift"
11,"2017-12-18","Abyss","UniqueAccessory",0,0,0,1,0,0.31649,2.81105,12.59561,0.96649,0.99316,0.31193,0,0.33754,71.66175,3.46772,28.68281,572.81281,0.99947,0.32,3.69649,0.29614,0.98789,0.99965,3.64965,14.1293,0,159.16053,0.70579,181.77982,1.94754,20.68211,0,0,0,0,0.99649,0.99789,0.97228,0.32,0,0.32,7.61614,0.26789,0.93263,28.86105,0,50.83158,108.30807,45.23526,0.94035,5163.41211,0.31421,64.97123,0,0,0,0.31456,19.58298,0.31982,13.94018,6.62719,0.67632,0.99807,3.32281,0.31965,0.29789,0.32,0.32,0.32,0.90789,0.44579,0.32,0.35509,0,2.99596,5.1407,0,0.31737,7.01702,1,0,0.32,478.52018,0.32,0.32,0.31895,1,10.77386,35.98263,0.32,0.9993,0.32579,127.19281,0.31982,0.31825,3.74842,0.32,0.31982,49.87544,0.68298,0.2786,0,29.00982,0.32,0,0.33877,9.22596,0.32,135.00842,4.97684,0.31281,0.31982,190.00018,8.98123,197.14246,118.94649,0.32,4.63368,0.30947,9,0.27596,33.65491,0.31895,4.83246,112.06982,88.56842,10.96246,5.44368,159.70439,0.4586,1,0,0,0.31789,531.71421,490.19298,16.17491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2017-12-19","Abyss","UniqueAccessory",0,0,0,1,0,0.31914,2.8381,11.87724,0.96707,0.98621,0.31431,0,0.32328,79.71724,4.28638,29.02017,752.22293,0.98448,0.32103,3.34828,0.2731,0.93621,0.955,3.80741,13.02397,0,152.03931,0.49293,190.37879,3.36397,20.90534,0,0,0,0,0.98121,0.96655,0.98793,0.32103,0,0.32103,7.15034,0.30741,0.99207,21.01466,0,57.41776,119.98552,39.38466,0.95552,6507.42603,0.31879,67.05207,0,0,0,0.31862,18.16224,0.32,13.64362,6.35793,0.82414,0.99397,3.5469,0.32069,0.29552,0.32103,0.32103,0.32103,0.88293,0.51552,0.31724,0.48241,0,2.25362,4.99069,0,0.32103,8.02621,0.99931,0,0.32103,505.21724,0.32103,0.3219,0.32103,0.98448,9.73293,35.11086,0.32103,0.98534,0.33483,143.83966,0.32103,0.32103,2.99862,0.32103,0.32103,50.31,0.65638,0.28207,0,26.91914,0.32103,0,0.32121,16.17879,0.32103,144.10655,4.85672,0.31379,0.31724,175.58707,21.33931,212.22845,128.79879,0.32103,4.705,0.32034,0,0.27414,39.92483,0.32052,5.17603,103.27534,109.63017,9.46293,4.97621,178.5781,0.35328,1,0,0,0.32103,578.57966,581.00224,25.72121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2017-12-20","Abyss","UniqueAccessory",0,0,0,1,0,0.32544,2.57895,12.02772,0.98912,1,0.32211,0,0.32702,121.29737,4.87456,29.17684,868.10754,0.99965,0.32632,4,0.29368,0.79351,0.99789,3.79035,12.07737,0,155.64982,0.51386,207.86667,4.29544,17.40246,0,0,0,0,0.99772,0.9893,0.93386,0.32649,0,0.32702,6.84947,0.28175,0.99649,16.12281,0,75.78614,110.60912,38.64211,0.88842,7253.58702,0.31404,65.51772,0,0,0,0.32439,16.13789,0.32702,13.89421,6.07614,0.90912,0.99895,3.34754,0.32702,0.30263,0.32702,0.32632,0.32702,0.94456,0.44842,0.32702,0.38053,0,2.01193,5.61789,0,0.32702,8.05737,1,0,0.32702,532.70877,0.32702,0.32702,0.32702,0.99263,9.07351,36.46456,0.32702,0.97702,0.33053,142.02596,0.32702,0.32684,2.21667,0.32649,0.32228,45.90789,0.6093,0.26614,0,21.91439,0.32702,0,0.33982,17.53,0.32702,124.93526,4.87351,0.32053,0.32702,177.24123,32.49404,224.42456,186.68667,0.32702,4.89807,0.32702,8,0.29509,53.94737,0.32702,6.50754,177.57456,117.44754,8.32702,4.22228,200.42298,0.32702,1,0,0,0.32702,707.32526,686.64877,24.90526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2017-12-21","Abyss","UniqueAccessory",0,0,0,1,0,0.33825,1.98702,12.70333,0.9514,0.99877,0.3393,0,0.34614,141.88263,4.7886,34.43158,871.22702,0.99965,0.33947,4.14175,0.30877,0.95123,0.98632,3.91614,10.79509,0,185.69754,0.50491,249.11175,4.09193,14.93211,0,0,0,0,0.99035,1,0.98842,0.33947,0,0.33947,6.18263,0.30632,0.99263,11.40298,0,143.06298,107.59333,40.04158,0.79982,7652.16807,0.3314,64.57912,0,0,0,0.33474,16.9386,0.33649,15.18246,5.88263,0.85825,0.9886,3.53035,0.3393,0.32316,0.33947,0.33947,0.33947,0.85842,0.40035,0.33947,0.34491,0,1.9786,5.64018,0,0.33895,8.23544,1,0,0.33947,566.70228,0.33895,0.33947,0.33947,1,9.17491,33.74421,0.33947,0.93719,0.37263,137.57035,0.3393,0.33298,2,0.33947,0.33719,31.66807,0.5907,0.2886,0,21.28053,0.33947,0,0.33947,18.96351,0.33947,135.83509,4.99526,0.33526,0.33947,173.98737,24.52421,308.85351,215.00754,0.34158,4.91632,0.33947,1273.62933,0.31088,58.85053,0.33947,7.22754,191.02228,147.61754,6.21561,4.5914,225.90263,0.35088,0.99877,0,0,0.33895,675.06947,652.30877,18.72579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2017-12-22","Abyss","UniqueAccessory",0,0,0,1,0,0.34421,1.93158,12.85298,0.97561,0.97175,0.34982,0,0.35228,145.12912,4.56246,48.9386,947.46439,0.9786,0.35158,4.76737,0.30105,0.87439,0.99877,3.69772,10.33912,0,182.26965,0.37193,284.40912,3.08842,14.08772,0,0,0,0,0.97333,0.9986,0.98193,0.35158,0,0.35158,5.6693,0.28807,0.94632,9.78088,0,172.74982,93.70456,40.4993,0.48018,7342.2386,0.33491,64.46561,0,0,0,0.3493,17.24614,0.35158,16.6314,6.07632,0.69667,0.97579,3.37386,0.35123,0.33439,0.35158,0.35158,0.35158,0.74684,0.44404,0.35158,0.35158,0,1.58702,4.87246,0,0.35018,9.01368,1,0,0.35123,586.44018,0.35158,0.35158,0.35158,1,10,31.16772,0.35158,0.74754,0.35175,153.31684,0.34965,0.35158,1.91982,0.35158,0.35158,40.36228,0.55,0.28526,0,20.82263,0.35158,0,0.35123,18.39491,0.35158,145.52825,4.61,0.34719,0.35158,175.60351,16.43,315.13965,224.99386,0.35158,4.86579,0.3314,34.34298,0.30456,50.0707,0.35158,7.91158,176.8314,138.59,6.05386,4.00579,242.0786,0.47982,1,0,0,0.35158,680.07982,651.7414,15.80596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2017-12-23","Abyss","UniqueAccessory",0,0,0,1,0,0.35632,1.98526,12.7986,0.9986,0.92263,0.35842,0,0.36053,126.97526,4.18404,50.32246,1017.0707,0.98,0.36,6.2514,0.31719,0.75719,1,3.21965,10.01193,0,159.35912,0.41193,303.8386,2.46123,11.35825,0,0,0,0,0.99702,0.99175,0.97719,0.35982,0,0.36,4.98123,0.33439,0.87421,7.55491,0,195.20649,93.18561,39.07614,0.57772,7716.26035,0.32737,85.43105,0,0,0,0.36,17.12158,0.35947,14.58877,6.22596,0.58596,0.99281,3.30754,0.36,0.32491,0.35982,0.36,0.36,0.60754,0.45825,0.36,0.36,0,1.15439,4.49404,0,0.36,8.48825,0.99561,0,0.36,593.97649,0.36,0.36,0.36,1,9.91947,29.26316,0.36,0.66789,0.36158,158.17772,0.35772,0.35825,1.61737,0.36,0.36,35.14158,0.41561,0.30912,0,16.68351,0.36,0,0.36,15.5314,0.36,148.52228,4.45614,0.34228,0.36,183.93561,22.19474,339.26263,230.14596,0.36,4.9486,0.36,37.33105,0.29368,53.74351,0.36,7.62632,150.56649,119.25246,6.49807,4.55316,248.66,0.42526,1,0,0,0.35754,713.53298,700.71386,14.86667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2017-12-24","Abyss","UniqueAccessory",0,0,0,1,0,0.34655,2,13.0169,0.98552,0.99483,0.3419,0,0.35138,114.16138,4.72828,66.23966,1085.0119,1,0.35138,8.83431,0.31448,0.81862,1,2.96672,10.25655,0,167.76672,0.38483,332.16603,2.53517,9.54224,0,0,0,0,0.99828,0.98034,0.89534,0.35138,0,0.35138,4.94569,0.33224,0.96948,6.60086,44555,207.6981,111.94707,40.03207,0.41379,9045.76448,0.29879,90.71052,0,0,0,0.34914,15.20621,0.35086,14.92862,5.96845,0.52569,0.9731,3.51345,0.34603,0.30931,0.35121,0.35103,0.35138,0.81017,0.3731,0.35138,0.35138,0,1.21707,4.81741,0,0.34914,7.99069,0.98707,0,0.35138,618.08966,0.35138,0.35103,0.35138,0.98552,9.10897,29.74983,0.35138,0.45603,0.35138,158.36293,0.34948,0.35138,1.74621,0.35138,0.35138,40.63017,0.39534,0.26897,0,14.68621,0.35034,0,0.35328,10.41845,0.35138,150.9119,4.42914,0.33397,0.35138,201.51776,18.11983,371.72466,241.36121,0.35138,4.84552,0.3469,23.73466,0.29655,59.75983,0.35138,9.11379,147.19534,131.02069,6.09448,4.99983,291.225,0.36397,1,0,0,0.35086,766.23966,759.68172,13.24034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2017-12-25","Abyss","UniqueAccessory",0,0,0,1,0,0.3386,1.61263,13.61,0.99596,0.99,0.34351,0,0.35175,112.82421,4.49404,82.44649,1197.58404,0.99947,0.34982,7.53281,0.31158,0.81719,0.96982,3.0393,9.82421,0,160.80579,0.37439,309.10649,2.34246,9.13895,0,0,0,0,0.99842,0.97614,0.96263,0.34982,0,0.34982,4.8807,0.30965,0.99246,5.65544,45236.92982,197.37789,137.41526,33.19912,0.51596,10950.05596,0.31035,97.33842,0,0,0,0.34298,14.64228,0.34982,15.95386,6.76649,0.48018,0.98965,3.75386,0.34912,0.30667,0.34982,0.34982,0.34982,0.61737,0.4,0.34982,0.34982,0,1.85053,4.47596,0,0.3486,8.18,0.99246,0,0.34982,667.16035,0.34982,0.34982,0.34982,0.94982,8.06053,30.20947,0.34982,0.63895,0.34982,183.83298,0.34982,0.34982,1.85895,0.34982,0.34982,50.43579,0.47105,0.19439,0,12.97439,0.34982,0,0.3514,6.5693,0.34982,155.61228,4,0.34684,0.34982,217.04298,26.13123,373.59386,247.02667,0.33246,4.87246,0.34053,19.74649,0.26947,55.98263,0.34947,10.61596,155.93333,117.03842,6.24649,4.88842,305.04123,0.36807,0.99807,0,0,0.33719,817.41614,802.49175,13.31614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2017-12-26","Abyss","UniqueAccessory",0,0,0,1,0,0.34316,1.96035,14.75088,0.98456,0.94772,0.33386,0,0.35632,118.28439,4.28509,87.70088,1129.65175,1,0.35632,7.15702,0.28702,0.83368,0.99281,2.96263,8.94211,0,129.8186,0.47895,293.21965,1.98842,8.70895,0,0,0,0,0.99807,0.95579,0.93298,0.35632,0,0.35632,4.40316,0.28877,0.98895,5.04509,42622.10526,170.05649,135.7614,33.62825,0.44789,10817.63789,0.33281,147.23614,0,0,0,0.35439,15.49526,0.35632,17.69439,6.65035,0.54702,0.94456,3.18035,0.35439,0.32211,0.35632,0.35632,0.32895,0.54228,0.41421,0.35632,0.35632,0,1.32228,4.08281,0,0.34877,8.39105,0.98316,0,0.35632,664.68719,0.35614,0.35632,0.35632,1,8.01614,26.82544,0.35632,0.88649,0.35632,180.94088,0.35632,0.35105,1.96842,0.35632,0.35632,47.24246,0.47474,0.32561,0,10.19684,0.35404,0,0.35632,5.27421,0.35526,155.71509,3.93965,0.32456,0.35474,199.55895,24.01053,334.9307,256.29474,0.35632,5.0293,0.35632,15.97509,0.31246,49.73912,0.34333,10.47193,132.1807,102.66789,6.44509,4.7507,279.54579,0.36193,1,0,0,0.34754,800.80579,767.49439,12.71456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2017-12-27","Abyss","UniqueAccessory",0,0,0,0.99614,0,0.34439,1.76737,14.79404,0.99439,0.81526,0.35491,0,0.37316,115.04404,4.81281,106.59895,1089.38561,1,0.37158,7.33544,0.24842,0.75281,1,2.76877,8.65,0,107.83702,0.40596,316.26491,1.97246,6.92596,0,0,0,0,0.99526,0.99982,0.97281,0.37158,0,0.37158,4.72614,0.28895,0.95211,5.01105,40016.14035,153.20912,128.0514,37.86561,0.49526,10087.93,0.34035,121.73649,0,0,0,0.36719,13.54877,0.37158,18.36035,6.98947,0.53158,0.9686,3.48649,0.37158,0.26807,0.37158,0.37158,0.37158,0.75772,0.48368,0.37088,0.37158,0,1.00526,3.85719,0,0.37158,8.91246,1,0,0.37158,655.2407,0.37158,0.37158,0.37158,1,10.03772,24.94772,0.37158,0.72877,0.37456,176.25263,0.37105,0.37123,1.97298,0.37158,0.37158,46.04474,0.41912,0.29982,0,9.31368,0.31737,0,0.37158,8.81368,0.3714,148.76877,3.74754,0.29596,0.36807,185.72123,30.44684,322.07965,254.22246,0.37123,5.33316,0.35579,17.41825,0.26947,43.2093,0.3686,11.1486,169.19,80.77193,5.57649,4.85561,272.60842,0.45246,1,0,0,0.37105,741.58877,726.91351,9.77772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2017-12-28","Abyss","UniqueAccessory",0,0,0,1,0,0.3407,1.97702,13.66368,0.98421,0.92596,0.38807,0,0.39702,116.26456,4.73298,102.25509,1274.86877,1,0.39684,6.28263,0.33351,0.80175,0.99965,2.90298,9.54965,0,108.93982,0.43439,325.44368,1.89386,6.1793,0,0,0,0,0.98895,0.99895,0.94053,0.39684,0,0.39684,4.19526,0.30772,0.98684,4.89474,41165,144.68877,127.21789,36.25246,0.51263,10151.80018,0.25526,143.3314,0,0,0,0.38825,17.82316,0.39386,19.27386,6.7407,0.60351,0.98596,3.50561,0.39684,0.36386,0.39684,0.39684,0.39684,0.68737,0.41509,0.39684,0.39684,0,1,3.91561,0,0.38965,9.5586,0.9807,0,0.40158,667.58351,0.39684,0.39684,0.39684,1,12.50947,24.99947,0.39684,0.39684,0.39789,194.69544,0.39684,0.39684,1.93298,0.39684,0.39684,43.60754,0.50491,0.29,0,8.56474,0.37018,0,0.4,6.76544,0.39684,164.25158,3.99982,0.30737,0.39667,193.61246,37.10474,334.49105,249.95754,0.39684,5.73158,0.37544,20.82456,0.31807,43.53316,0.38474,12.70982,179.17193,82.25175,5,4.68456,292.09105,0.43491,0.99614,0,0,0.39404,776.65754,737.13561,10.06105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2017-12-29","Abyss","UniqueAccessory",0,0,0,1,0,0.41,1.99368,13.47965,0.99772,0.96965,0.43614,0,0.44088,116.39947,4.86281,108.25526,1255.73667,1,0.44088,6.07561,0.39105,0.66632,1,2.59105,8.95667,0,104.62263,0.52754,332.62561,1.98456,6.73737,0,0,0,0,0.96474,0.99298,0.86018,0.44035,0,0.44088,3.97719,0.4007,0.97439,4.80982,20604.99754,149.91439,138.09561,37.60404,0.50491,10101.92807,0.33158,110.85316,0,0,0,0.42386,15.68754,0.4293,20.60684,7.74877,0.75263,0.95614,3.60614,0.44088,0.38263,0.44018,0.44088,0.44088,0.74333,0.4493,0.44088,0.44088,0,1.01474,4.57754,0,0.4407,9.32825,0.99982,0,0.44053,664.02912,0.44088,0.44088,0.44088,0.99982,12.62965,26.77719,0.44088,0.44088,0.44123,203.97947,0.44088,0.44088,1.24421,0.44088,0.43754,40.5193,0.55614,0.27088,0,7.53421,0.41877,0,0.44088,5.76596,0.44088,163.37632,4,0.40368,0.43825,178.22123,39.67123,354.74561,249.39298,0.44088,6.03947,0.39404,33.48965,0.35947,40,0.43772,11.63018,286.48877,82.27474,5,4.56474,284.49088,0.44088,1,0,0,0.43754,729.38088,717.17842,10.56649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2017-12-30","Abyss","UniqueAccessory",0,0,0,1,0,0.38175,1.66175,13.96351,0.99947,0.98491,0.44421,0,0.45,116.76105,4.75649,102.02351,1219.90789,1,0.45,7.13614,0.3486,0.81561,1,2.31158,8.47737,0,97.74053,0.47,303.12895,1.88474,5.77035,0,0,0,0,1,0.93965,0.64351,0.44912,0,0.45,3.86596,0.39386,0.96561,4.88053,5460.7507,158.86632,145.91825,34.24632,0.46368,10740.57368,0.39947,134.39281,0,0,0,0.44649,15.54456,0.45,24.16158,7.95965,0.62649,0.98667,3.4107,0.45,0.41316,0.45,0.45,0.45,0.61895,0.47263,0.44982,0.45,0,1,3.97509,0,0.45,9.29842,0.99982,0,0.45,647.15491,0.45,0.45,0.45,1,14.54684,25.82,0.45,0.60825,0.4486,198.29509,0.45,0.45,1.13298,0.45,0.44965,43.14982,0.52561,0.37596,0,6.3707,0.44193,0,0.45439,4.02333,0.45,160.72193,4.24772,0.38263,0.45,175.39526,50.38018,335.2207,247.05842,0.45,5.49123,0.41509,31.5607,0.34509,38.57474,0.45,11.93158,260.76053,80.52158,4.93509,4.25368,276.50368,0.45,1,0,0,0.44912,710.08053,688.66877,11.46421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2017-12-31","Abyss","UniqueAccessory",0,0,0,1,0,0.38018,1.66947,15.28175,0.92684,0.99509,0.42351,0,0.44737,133.10439,4.28316,99.00088,1219.73579,1,0.44754,5.49298,0.35667,0.77789,0.99596,1.98649,8.69088,0,98.73316,0.51561,294.76088,1.68895,6.0793,0,0,0,0,0.95281,0.97754,0.46421,0.44754,0,0.44754,3.82807,0.38825,0.98684,4.30474,1800.84298,151.49333,148.35088,29.94439,0.55404,10376.14912,0.37263,130.3014,0,0,0,0.4286,14.58561,0.44193,23.03228,7.43684,0.52614,0.99158,3.35053,0.44754,0.42491,0.44754,0.44754,0.44754,0.54877,0.44754,0.44754,0.44754,0,1,4.36702,0,0.44754,8.85579,0.99965,0,0.44754,637.61544,0.44754,0.44754,0.44754,0.99842,15,27.65895,0.44754,0.63,0.44754,190.17281,0.44754,0.44737,1.05,0.44754,0.44754,39.98193,0.55544,0.36,0,6.07491,0.44754,0,0.44754,4.67404,0.44754,149.79228,4.53404,0.31544,0.44754,186.92018,52.65561,339.05035,253.86982,0.44754,5.53877,0.41088,28.98807,0.35246,30.85509,0.44754,11.00684,247.66105,81.58842,4.9707,4.07175,299.30877,0.44754,1,0,0,0.44035,721.04579,680.11667,10.85211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-01-01","Abyss","UniqueAccessory",0,0,0,1.02357,21925.75,0.39357,1.84839,16.7675,0.98839,0.99161,0.43089,0,0.44607,151.93339,4.14571,87.59054,1228.6275,1,0.44607,5.61857,0.40107,0.53607,1,2.10304,8.66179,0,97.02375,0.51179,264.58375,1.66696,5.73857,0,0,0,0,0.99411,0.99554,0.51411,0.44607,0,0.44607,3.26679,0.37446,0.9975,4.42804,4251.67607,153.94714,156.70714,28.64429,0.45446,10210.29464,0.40571,107.46732,0,0,0,0.42518,13.03911,0.43786,21.88268,6.99161,0.45286,0.97661,4.11089,0.44607,0.40554,0.44607,0.44607,0.44607,0.76446,0.57321,0.445,0.44607,0,1,4.09982,0,0.44393,8.985,1,0,0.44607,615.37964,0.44607,0.44375,0.44589,1,15.41607,27.30661,0.45036,0.54964,0.44607,190.27696,0.44446,0.44536,1.13339,0.44482,0.44607,37.8275,0.5325,0.35518,0,5.92321,0.44607,0,0.44607,4.22018,0.44607,152.93268,4.01232,0.42875,0.44125,181.47268,41.06071,343.88857,256.14821,0.44607,5.27196,0.4,31.96304,0.38911,26.8925,0.44607,11.22732,231.82875,79.74339,4.89929,4.19786,282.74946,0.44607,1,0,0,0.44161,719.96732,696.24018,11.91804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
