"Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe","NA."
2019-01-22,"Standard","Essence",8.14,2,12.54,2,7.36,10,7,10.81185,5.22,7,5,6.27,11.68,2,7.53,1.102,8.64,11.67,7.87345,15.63,14,166.38,30,30,0.44,0.36,0.63,0.61,0.36,0.74,0.37,1,1,0.53,0.52,0.91,0.88,1,1,1,1,0.63,1,0.92,0.53,1,0.36,0.83,0.63,1,1,1,1,1.04,1,3,1,1.42,3,1.38,2.74,1,1.26,2.11,3.04,4,2.01,2.06,1,1,1.89,1,4.07,1,0.5,0.361,0.77,0.53,1,0.36,0.48,0.47,0.36,0.72,0.75,0.53,0.53,0.6,0.36,0.95,1,0.53,1,0.75,0.57,1,1,0.89,0.36,0.93,0.74,0.65,0.93,0.36,0.36,0
2019-01-23,"Standard","Essence",9,2.06,14.16,2,7,10,6.66,14.7,5.072,5,5,7,12,2,8,1.26,10.06,11.482,8.42,20.59667,14,150,30,30,0.45,0.37,0.75208,0.74,0.37,0.74,0.38,0.97,1,0.54,0.53409,0.85,1,1,1,0.97,1,0.54,1,0.86,0.62662,1,0.37,0.825,0.90554,1,1,1,1,1,1,2.76,1,1.11,3,1.5,2.84,1.04,2.08,1.85,2.04,4,1,2.15,1,1,1.93,1,4.05,1,0.54778,0.48,0.88,0.54,0.67859,0.37,0.37,0.64,0.39,0.74,0.82,0.64,0.55,0.75,0.37,0.97,1,0.69,0.98,0.86,0.64,1,1,0.93579,0.38,0.79143,0.74,0.74,0.91,0.37,0.37,0
2019-01-24,"Standard","Essence",8,1,15,1,7,9.91,6,11.83241,4.59868,5,5,7,12,2,8.45,1,7.02,10,9,24,14.2,158.42,30,30,0.37,0.37,0.48,0.74,0.37,0.74,0.37,0.95,1,0.99,0.62,0.74,0.68,1,1,0.77,1,0.76,1,0.81,0.68,1,0.47,0.79,0.74,0.91,1,1,1,1,1,2.72,1,0.979,3,1.35,2.65375,1,1.785,1.78,2,4,1,2.22,1,1,1.67,1,3.89,1,0.5,0.52,1,0.97519,0.53,0.37,0.44,0.71,0.53,0.74,0.95,0.82,0.6,0.94,0.37,0.93,1,0.39,0.99,0.53143,0.44,1,1,1,0.37,0.74,0.74,0.37,0.74,0.37,0.37,0
2019-01-25,"Standard","Essence",8,1,15,1,7.18,8.41,5,10.29,4.00214,5,4,7,11.67,2,9,1,9.62,10,8.43,20,14.25607,145.6,29.57,30,0.36,0.36,0.57,0.75773,0.36,0.72,0.36,0.94,1,1,0.57,0.76,0.56,1,1,0.74,1,0.74,1,0.68,0.7,1,0.81,0.78,0.72,0.95,1,1,1,1,1,1.45,1,0.93,3,1.46,3,1,1.92,2.74,2.19,3.52,2.32929,2.81,1,1,1.62,1,3.97,0.98,0.56,0.45,1,0.8,0.56,0.36,0.36,0.56,0.5,0.36,0.96,0.92,0.6346,0.93,0.43,0.72,0.98,0.5,0.95,0.55063,0.53,0.95737,0.89,0.81,0.36,0.89,0.51,0.36,0.72,0.36,0.36,0
2019-01-26,"Standard","Essence",5.71,1.2,15,1,7.512,10.83706,5,11.94,5,5,4,7.37,11.74,2,9.47429,1,9.85,12.03,8.59,24,15,143.35367,29.88,30,0.36,0.36,0.45,0.77,0.44,0.67,0.36,0.62,1,0.96,0.48,0.82,0.48,1,1,0.48579,0.67946,0.41,1,0.49,0.694,0.66,0.42,0.36,0.7,0.9685,0.982,1,0.98,1,1,1.39,1,0.92,2.988,1.38,3,0.97,1.92,7.63,2.54,3.64,2.53,2.89,1,1,1.24,1,4.01,0.75,0.46,0.46,0.47,0.36,0.49389,0.36,0.36,0.42,0.43,0.36,0.54,0.73,0.46,0.599,0.4,0.61,0.49,0.36,0.49,0.44,0.38,0.79,0.46,0.61,0.36,0.46,0.45,0.36,0.44,0.37,0.36,0
2019-01-27,"Standard","Essence",8,1.86,15,1,8,12.01909,6,11.23,4,5,4,8,10.66,3,13.11,1,9.6,10,8.59,24,14,135.98,30,26.11,0.58667,0.55,0.4,0.72,0.41455,0.43,0.36,0.77,1.5,0.92,0.7,0.83,0.46392,0.9108,1,0.48355,0.68,0.4,1,0.49,0.74,0.41,0.41765,0.38,0.71,0.92,0.72,1,0.88,1,1,1.52,1,1,3,1.91,3,0.91,1,1.59,3.74,3.84,1.3,1.18,1,1,1,1.64,2.8,0.61,0.66,0.47478,0.67286,0.39,0.5,0.36,0.38625,0.44,0.48,0.36,0.37095,0.78,0.36,0.65,0.53,0.49,0.488,0.42167,0.48,0.63947,0.47,0.78,0.36,0.362,0.52,0.62,0.44,0.4,0.55714,0.49,0.72,0
2019-01-28,"Standard","Essence",9,1.65,10.5563,1,8,11.931,6,10,4.82,5,4,8,14,2.56052,8.83,1.05938,9,10.19,8,23.45875,14,130,29.97,25.9,0.7,0.69,0.7,0.7,0.5,0.43,0.29294,0.7,1.52,0.97,0.65,0.72,0.45974,0.76,0.96274,0.61,0.79,0.36,0.94,0.7,0.92,0.45,0.36,0.42017,0.72063,0.74,0.6,1,0.88235,1.25,1,1.22,1,1,1.28,1.78063,2.05,1,1,1.85,3.31,3.6125,1,1,1,1,1,1,1,0.67,0.71,0.51,0.68,0.37,0.47,0.35,0.48375,0.5,0.54,0.35,0.36,0.7,0.38077,0.83,0.6,0.48,0.49,0.45,0.48,0.51,0.47,0.7,0.35,0.35,0.53,0.59,0.45,0.5,0.38,0.35,0.7,0
2019-01-29,"Standard","Essence",9,1.53,10,1,8.09,11.24,5,10,2.52,5,4,8,14.36,2.67,13.9,1.1,9,10.08,7.39,22.77,14,130.56,27.87,27.93964,0.35,0.41,0.57,0.8,0.52,0.51,0.29,0.72441,1,0.79,0.59,0.89,0.46,0.48,1,0.65722,0.9,0.35,0.87,0.62,0.95,0.43,0.41,0.42,0.79,0.94,0.57,1,0.99,1.58,1,1.1,1,1,1.34,1.53,2.05,1.02,1,1.05,2.62,1.81,1,1,1,1,1,1,1,0.76,1,0.53,0.58,0.60729,0.49,0.4,0.58,0.59,0.66,0.35037,0.35,0.76,0.46,0.92,0.80675,0.46,0.52,0.35,0.46,0.7,0.48,0.93,0.35,0.68,0.6,0.75,0.45,0.43,0.35,0.35,0.35,0
2019-01-30,"Standard","Essence",8.14,1.77907,10,1,9,11.06,5,10,3.4,5,4,8,12.57471,3,7.87,1.92,9,10,8,24.47,14.49,132.86,29.52,33.94,0.36,0.36,0.57,0.78,0.42,0.38,0.27,0.77353,1.67,0.86,0.67,0.99864,0.47,0.51,1,0.55,0.96,0.36,0.72,0.36,0.95,0.45,0.58,0.47,0.89,0.91,0.6,0.83,1,2.29,1,1.17583,1,1,1.34,1.56438,2.16,1.31,1.31,1.23,3.01,2.07,1,1,1,1,1,1,1,0.71,0.97,0.57444,0.6,0.69,0.65,0.45,0.72,0.76,0.72,0.36,0.36,0.72,0.45458,0.8,0.57,0.68167,0.8,0.36,0.45559,0.74,0.57,0.99,0.36,0.64,0.65,0.81842,0.37,0.44,0.36,0.36,0.36,0
2019-01-31,"Standard","Essence",8.903,2,13.44083,1.58,9,9.81,5,10,3.69611,5,4,8,10.72094,3,8,1.96,9,10,8,17.38,14.74,141.15,30,35,0.36,0.36,0.57,1,0.41,0.36,0.24,1,1.9,0.88,0.74,1,0.44,0.76,1,0.67,0.86,0.93,0.74,0.36,1,0.37,0.95,0.52,0.99,0.99,0.72,1,1,3,1,1.52,1,1,1.26,1.4,2.16,1.53,1.31,2.94,3.04167,2.07,1,1,1,1,1.4,1,1,0.87577,1,0.58087,0.6,0.67,0.98,0.62,1,0.71,0.95071,0.37,0.33,0.58,0.96,0.8,0.65,0.66,0.93,0.36,0.44,0.77,0.88,1,0.36,0.99,0.71,1,0.49,0.46,0.36,0.36,0.36,0
2019-02-01,"Standard","Essence",9.95,2,12,1.68,8.72,9.77,5,10,4.42,5,4.29,8,10.11,3,8,2,9,10,8,19.23,14.74,140.01,32.84054,35,0.61,0.36,0.48,0.84375,0.39,0.32,0.17,0.95,1,0.86,0.47,1,0.43,0.77,1,0.77352,0.9,0.91,0.52074,0.46206,1,0.37,0.949,0.55,0.97,0.36,0.72,1,1,3,1,1.23,1,1,1.23,1,1.47,1.15,1,2.76,2.91,2.07,1,1,1,1,1,1,1,1,1,0.68,0.77,0.64,0.83,0.42,1,0.8,0.91175,0.61,0.33,0.49,0.88,0.43,0.68,0.64,1,0.36,0.44,0.9145,0.77167,0.51,0.37,1,0.7,0.86,0.75333,0.41,0.36,0.36,0.36,0
2019-02-02,"Standard","Essence",8.44667,2,10.12,1,8.16,8.93,5,10,4.47,5.08,4,8.14304,10,3.13,8,1.39483,9,9.41,8,17.63,14,140,30.69111,39.35,1,1,1,1,0.79,0.81,0.45083,1,1,0.99,0.56,1,0.89,0.8,1,0.97,1,0.93,0.46,0.83,1,0.45,0.9,0.80148,0.96,0.9,1,1,1,3,1,1.28,1,1,1.36538,1,1.77,1.45,1,2.76,2.12,2.67,1,1,1,1,1,1,1,1,1,0.94,0.93,0.6,0.95,1,1,0.89,1,0.93,0.7,0.87,0.92,1,0.79,1,1,1,1,1,1,0.84,1,1,0.71,1,1,0.7,1,0.36,0.86,0
2019-02-03,"Standard","Essence",9.64,2,11.68,1,8,9.05,5,14.26,5,7,4.13,8.26,10,3.09,7.98,1.45607,7.58917,8.76641,8,17.1,14,140,31.99087,40,0.8,1,1,1,1,1,1,0.95,1.81,0.72563,0.42,1,0.66,0.48375,1,0.97429,0.9,0.95,0.44,0.49769,1,0.47,0.36,0.485,1,0.68,0.65,1,1,2,0.73833,3.83,0.8,1,1.27,1,1.63,1.59633,1.02,2.84,1,3.29,1.78,2.02,1,1,3.41,1,1.55,1,1,0.81,0.64,0.6,0.61,0.36,0.88,0.90214,1,0.73273,0.36,0.36,0.36,0.355,0.36,1,1,1,1,1,1,1,1,1,0.82,1,0.99,0.91,1,0.36,0.97,0
2019-02-04,"Standard","Essence",8.24,2,9.84,1,8,8.48,5,13.85,4.67,7,5,8.0144,15.2,3.96,9.23,2,8,8.41081,9.65,16.91273,13.54,139.34214,33.77429,40.5123,0.55,0.45,0.37,0.57,0.37,0.61,0.77692,0.37,2,0.74,0.37,0.91667,0.37,0.46,1,0.37,0.66488,0.42,0.37,0.37,0.42,0.37,0.37,0.37,0.6,0.44,0.47,0.38793,1,1,1,3.71,0.74,1.11,2.17,0.96,2.34,1,2.56,2.66,3.56,2.81,1,1.49,0.92,0.99,4,1.23,4.25,1,1,0.74,0.37,0.37,0.37,0.37,0.56,0.74,0.74,0.45,0.37,0.37,0.36,0.74,0.37,0.95,0.95,0.6,0.7,0.76,0.74,0.45,0.37,0.70827,0.38,0.77,0.43,0.77,0.37,0.84,0.37,0
2019-02-05,"Standard","Essence",7.22,2,9,1,8,10.54,5,9.01538,4.99,7,5.83,9,10.69,4.21,10,2,7.69,9.45,8.08913,16,13.34,134.65102,33,38.86,0.77188,0.9995,0.56,0.67,0.37409,0.83,0.81,0.36,2,0.93,0.36,0.89,0.37,0.55,1,0.77,0.58,0.91,0.36,0.36,0.56347,0.36,0.36,0.39,0.89473,0.58,0.57663,0.82,0.89,3,1,3.77045,0.89,2.19,3.47,0.96409,3.06,2,3.1,3.66,4,7.72,3,4.06818,1,1,4,2.78,5,1,0.68,0.74,0.36,0.36,0.36,0.36,0.39,0.5,0.99087,0.38,0.36,0.36,0.36,0.59,0.36,1,1,0.36,0.72,1,0.73,0.36,0.36,0.39,0.55133,0.79,0.36,0.86,0.37,0.9,0.36,0
2019-02-06,"Standard","Essence",7.32537,2,9.22,1,8,8.4,5.01,9,5,7,9.28,9,12.29,4.88,13.05,1.75,10,9,8.92,17,12.88,130,30,48.04,0.39935,1,0.37,0.37,0.37,0.7,1,0.37,1,0.95,0.37,1,0.43,0.77042,1,0.95,0.68,0.99295,0.37,0.37,0.42,0.37,0.37,0.37,0.89,0.44,0.60308,0.63,0.91,3.87,1,3,1,1.52,3.75,1,5,1.51063,1.06,4.49,4,5.24,3.11,4.15,1,1,1.31,3.86,4.52,1,0.78,0.97,0.37,0.37,0.37,0.37,0.42,0.37,0.65783,0.37,0.37,0.37,0.37,0.62,0.37,0.5,1,0.37,0.37,0.49111,0.41813,0.45,0.37,0.37,0.38591,0.43,0.37,1,0.42,0.508,0.37,0
2019-02-07,"Standard","Essence",7.64,2,9.02,1,8,9,5,9.52,5,7,8.84,9,11.1,5,12.18,1.07,10,9.17,9.04,17,12.21,125,30,45.5775,0.37,0.37,0.37,0.37,0.45,0.46,0.71,0.37,1.26,0.89354,0.37,0.75,0.51,0.65,1,0.82,0.88,0.74,0.37,0.66,0.79,0.71429,0.37,0.4,0.94,0.58486,0.37,0.86,0.53,3.87,1,2.73,1,2.48,3.53,1.175,5.24462,2.01676,1.4,4.73,4,6.64,3.58,4,1,1,1.17,2.53,7.33,0.64,0.4,0.92,0.37,0.37,0.37,0.37,0.37,0.37,1,0.37,0.37,0.37,0.37,0.61,0.37,0.69,0.78,0.37,0.37,0.37,0.51609,0.37,0.37,0.37,0.37,0.44,0.37,1,0.37,0.37,0.37,0
2019-02-08,"Standard","Essence",7,2,8.94,1,8,9,5,8,5,7,8,9,22.86,7.06,11,1,8.43,9,8.72,16,13,125,30,49.53,0.37,0.37,0.37,0.37,0.37,0.41,0.79,0.37,1.22204,0.89,0.37,0.49,0.41,0.83,1,0.46902,0.97,0.38,0.37,0.37,0.38,0.49,0.37,0.37,0.95,0.57,0.37,0.87,0.37,5,1,3.37,1,3.16,3.45,4,5,1.67,2.15,2.25,4,4.66,3,4.33,1,1,1.22,2.6,7.33,0.44,0.88,0.91,0.37,0.37,0.37,0.37,0.37,0.37,1,0.42,0.37,0.37,0.37,0.65,0.37,0.46,0.49,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,1,0.37,0.37,0.37,0
2019-02-09,"Standard","Essence",6.7129,2,10,1,8,9.74,5,8,4,7,7.91,9,20,5.71,11.14,1,8,9,8.75625,15,12.58,120,30,44.15837,0.37,0.37,0.37,0.3,0.37,0.38,0.37,0.37,1.53092,0.87684,0.54,0.75,0.94,0.93,0.79,0.39,1,0.45,0.37,0.71,0.72,1,0.4761,0.62,1,0.74,0.37,1,0.92,2.57,0.91,3,1,4,3.69,3.57727,5,1.29,1.37,1.42,4.15,5.74,3,4.21,1,1,1,2.17,3.02,0.44,0.99152,0.93,0.37,0.37,0.3856,0.37,0.37,0.4,1,0.97,0.37,0.37,0.37,0.85,0.37,0.37,0.46,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.4,0.37,0.37,0.37,0
2019-02-10,"Standard","Essence",6.65,2.16,10,1,8,9.72,5,8.2,3.57,7,7.04,8,20,6.23,11.73,1,8,7.94,8,15,13.18,120,29.87615,40.88,0.35,0.37,0.37,0.26,0.37,0.37,0.37,0.37,2,0.74,0.47,0.77,0.79,0.99,0.41,0.37,1,0.45,0.37,0.57,0.48,1,0.75,0.69909,1,0.74,0.4,0.99,0.93397,2.98,0.96,3.48,1,4,3.94,1.49,4.38,2,1.53,1,4,7,3,4.22917,1,1,1,2.36,3,0.38,1,0.78,0.37,0.37,0.87,0.37,0.37,0.72,1,0.6,0.37,0.37,0.37,0.57963,0.37,0.37,0.45,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0
2019-02-11,"Standard","Essence",7,2.27,10.26,1,7,9,5.4,8.39,4.92,7,7.04,6.99769,20,5.53,12,1,8,6.83,7.99,14.26,15,120,30,40,0.35,0.36,0.36,0.27,0.33,0.36,0.99,0.86,2,0.93,0.39,0.85696,0.59,1,0.89,0.45,1,0.72,0.91,0.62,0.57,1,0.98,0.92,1,0.49,0.45,1,1,4.16,1,4,1,2.28,3.65,2.43,4.55,3,1.9,1.02,4,5.71,3,4,1,1,1.14,2,3,0.36,1,0.48,0.45,0.36,1,0.47,0.36,0.98,1,0.96,0.49,0.37,0.4,0.48,0.46,0.36,0.36,0.36,0.36,0.37,0.36,0.36,0.36,0.4,0.37,0.36,0.36,0.36,0.4,0.24,0.36,0
2019-02-12,"Standard","Essence",6.93,2.68,10,1,8,10.63,5,8.44,5,7,7,7,20,5.66,12,1,8,7.6,8,14.84,14.9,120,30,44.35,0.37,0.37,0.37,0.37,0.37,0.58,0.99,0.37,2,0.62,0.46,0.97,0.5,1,1,0.75566,1,0.63,0.37,0.94,0.74,1,1,0.92,1,0.62604,0.61,1,1,5,1,3.87,1,1.67,3.08,1,4.93,2.95,1.66,1.16,4.23,4.95,3,4,1,1,2,2.32,4.717,0.37,0.558,0.43,0.37,0.37,0.4,0.37,0.37,0.88,1,0.98,0.37,0.37,0.37,0.72,0.37,0.4,0.46,0.37,0.37,0.37,0.37,0.37,0.37,0.39,0.37,0.39,0.37,0.39,0.37,0.58,0.38,0
2019-02-13,"Standard","Essence",8.92,2,10,1,8,11.4,5,8.75,5,7,7,7,20,6.18,12,1,7.38,7.88,8,15,14,120,30,40,0.37,0.37,0.37,0.37,0.37,0.67,0.96,0.37,1.56,0.49,0.48,1,0.47,1,1,1,1,0.77,0.37,0.94,0.6,1,1,1,1,0.78,0.77,1,1,5,1,3,1,1.27,3,1.27,4.18,2.85,1.77,1,5,4.88,3,3.37,1,1,2,2.99224,4.64,0.37,0.66,0.47,0.37,0.37,0.38,0.37,0.37,0.9,1,0.78,0.37,0.37,0.37,0.72,0.37,0.42,0.46,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.44,0.37,0.37,0.4,0.37,0.58,0.37,0
2019-02-14,"Standard","Essence",10,2,10,1,8,12,5,8,5,7,7,7,20,5,11.26,1,7.78,7,8,14.4,14,120,30,40,0.4,0.38,0.38,0.38,0.38,0.38,0.38,0.38,1,0.61,0.64034,1,0.44,1,1,1,1,0.78,0.38,0.87813,0.88,1,1,1,1,0.74,0.74167,1,1,4.25,1,3.88,1,1.24,3,1,4,3,1.83,1,5.06,3.58,2.6,3.36,1,1,2,3.42,3.9,0.38,1,0.49,0.38,0.38,0.39,0.38,0.38,0.97,1,0.83,0.38,0.38,0.4,0.49,0.84568,0.44,0.42,0.39,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.39,0.38,0.39,0.38,0.49,0.38,0
2019-02-15,"Standard","Essence",10,2,10,1,7.35,11,5,8.43,5,7,7,7.05,20,5,12,1.53,8,8.36,8,14,13,120,30,40,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.39,1,0.54,0.55,1,0.47,0.98,1,1,1,0.88,0.39,0.9,0.86041,1,1,1,1,0.64,0.76,1,1,3.89,1,3,1,3.26,3,1,3.87,3,1.99,1,5,3,3,3,1,1,2,3.72,4,0.39,1,0.39,0.39,0.39,0.39,0.39,0.39,0.75,0.94,0.78,0.39,0.39,0.39,0.48,0.39,0.39,0.42,0.4,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.4,0.39,0.51,0.38,0
2019-02-16,"Standard","Essence",10,2,10.17,1,7.08,10,5,9,5,7,7,7.1092,20,5,11.48,1.15,8,9,8,13,12,121.05,30,40,0.4,0.39486,0.396,0.39769,0.4,0.4,0.39,0.39362,1,0.5,0.5,1,0.49,1,1,1,1,0.67015,0.39224,0.78,0.78,1,1,0.95,1,0.68,0.78,1,1,4,1,3,1,3.26,3,1,4,2.88,1.99,1,5,3,2.98,3,1,1,2,3.75,4,0.39,1,0.43,0.39341,0.39,0.39,0.39,0.39,0.86,1,0.78,0.39,0.39,0.39854,0.81,0.39,0.39931,0.44,0.39036,0.4,0.39369,0.39221,0.391,0.39351,0.39429,0.39211,0.4,0.39,0.4,0.39212,0.42,0.35,0
2019-02-17,"Standard","Essence",10,2,10,1,7,10.38,5,9.85413,4,5.19,5.62,6.33,16.93838,4.65762,10.50842,1,8,9,8,10,12.3,125,30,35,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,1.71505,0.48,0.49,1,0.41,1,0.82,0.96,1,0.592,0.4,0.8,0.82,1,1,0.89074,0.99,0.69115,0.95,1,1,3,1,3,1,1.86,2.3,1,4,1.66,1.94,1,4,3,2.84,3,1,1,2,3.28,3.21,0.4,0.41,0.78,0.4,0.4,0.41,0.4,0.4,0.41,0.41,0.82,0.4,0.4,0.4,0.41,0.41,0.40588,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.14,0
2019-02-18,"Standard","Essence",9.78,2.17,10,1,7,10.68,5,9,5,5.5,5.89,6,15.6,4.77,9.53,1,8,9,7.56,10,12,128.3,30,35,0.4,0.4,0.95,0.44,0.4,0.4,0.4,0.4,1.9,0.48,0.8,1,0.4,1,0.8,0.88,1,0.74014,0.41,0.55,0.83,1,1,1,1,0.8,0.97,1,1,3,1,3,1,4.15,2.18,1,3.59,1.84,1.83,1,4,3,2.77552,3,1,1,2,3.38,3.35,0.4,0.4,0.96,0.67,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.4,0.4,0.4,1,0.44,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.13,0
2019-02-19,"Standard","Essence",9.69,2,13,1,7,10.23,5,9,4.14,8.34,5.83,6,15,4,9.13477,1,8,9,6.67,10,10,125,30,35,0.4,0.4,0.74,0.96,0.4,0.4,0.4,0.4,2,0.49,0.78,1,0.4,1,0.86,0.95,1,0.79,0.48729,0.55,0.83,1,1,0.91,1,0.96,0.98,1,1,3,1,3,1,5,2.16,1,4,1,1.26,1,3.1,3,1.61,3,1,1,2,3,4,0.4,0.4,0.95,0.42,0.48,0.58,0.4,0.4,0.98,0.4,0.77911,0.4,0.4,0.4,0.4,1,0.43,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.43,0.4,0.4,0.4,0.4,0.4,0.4,0.34,0
2019-02-20,"Standard","Essence",9,2,11,1,7.79,10,5,9,4,9,5.13,6,14.62,4,10,1,7.25,9,7.04,11.08,10,125,29.52,34.65,0.4,0.4,0.45,0.59,0.4,0.4,0.4,0.4,2,0.49,0.59,1,0.4,1,0.89,0.97,1,0.88,0.75,0.8,0.87,1,1,0.9,1,1,1,1,1,3,1,3,1,5,1.97,1,4,1,1.2,1,2,3,1.53,3,1,1,2,2.64,4,0.4,0.4,0.99,0.4,1,0.44,0.4,0.79,0.99,0.4,0.78,0.4,0.4,0.4,0.4,1,0.46,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-02-21,"Standard","Essence",9,3,10.88516,1,8,10,5,9,4,8,5.32,6,14,4,9,1,7,9,8,12.92,10,125,29,35,0.39,0.4,0.39,0.4,0.4,0.4,0.4,0.39,1,0.47,0.55,1,0.4,1,0.94,1,1,1,0.78,0.45,0.75417,0.97,1,0.8,1,0.85,0.98,0.98,1,3,1,3,1,5,1.98,1,4,1,1.95,1,2,3.11,1.52,3,1,1,2,2,4,0.4,0.42,0.84,0.4,0.4,0.4,0.4,0.43,0.97,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-02-22,"Standard","Essence",9,3,10.33,1,7.52,10,5,9.46,4,8.76,6.20909,6,14,3.95,9,1,7,8,8,13,10,127.81,29.24,35,0.39,0.4,0.39,0.4,0.4,0.4,0.4,0.39,1.78,0.46,0.52,1,0.4,1,0.81,1,1,1,0.45,0.45,0.48,1,1,0.64,1,0.93,1,0.85975,1,3,1,3,1,5.66,2.11,1,4,1,2.21,1,2,3,1.43,3,1,1,2,2.88,4,0.4,0.42,0.88,0.4,0.67,0.48,0.4,0.78,1,0.4,0.4,0.4,0.4,0.4,0.4,0.56,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0
2019-02-23,"Standard","Essence",9,3,10,1,7.11,9.64,5,9,4,8.99,5.24711,7,14,3.01,9,1.93692,5.79,7.42,7.37,10,10,125,30,35,0.38,0.39,0.38,0.39,0.39,0.39,0.39,0.37,1.76,0.46,0.39,1,0.39,1,0.8,1,1,1,0.4,0.39,0.62,1,1,0.53429,1,0.91,0.93,0.83,1,3.26,1,3,1,5,2,1,4,1,2,1,1.44,3,1.05,2.65,1,1,2,2.96,4,0.39,0.4,0.78,0.39,0.4,0.46,0.39,1,0.85,0.39,0.39,0.39,0.39,0.39,0.39,0.58,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0.39,0
