"Day","Date","League","Type","Chayula.s.Breachstone","Divine.Vessel","Eber.s.Key","Esh.s.Breachstone","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Volkuur.s.Key","Xoph.s.Breachstone","Yriel.s.Key","Chayula.s.Charged.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
108,"2017-06-18","Legacy","Fragment",143.74,NA,1.0425,9.05,19.69125,12.8025,9,13.3675,6.9425,2,69.995,55.115,5.4025,0.9975,0.99869,3.8815,1,1.42133,0.11377,0.07706,0.11057,0.1142,7.055,8.15,7.5425,10.91,1.985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"2017-06-19","Legacy","Fragment",143.95897,NA,1,9.15128,18.57949,12.48974,8.99744,12.95385,9.22308,2,70.01026,54.00513,5.23333,0.97265,0.97668,3.98205,1,1.43394,0.11061,0.07692,0.10987,0.1083,6.97692,8.27436,8.73077,11.91282,1.73846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"2017-06-20","Legacy","Fragment",145.0025,NA,1.015,8.8275,19.655,11.995,8.85,13.1275,10.385,2,69.2675,53.8675,5.31,0.98295,0.86512,4,1,1.44745,0.11281,0.07713,0.10441,0.11499,6.8875,8.73,8.05,11.6445,1.60875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"2017-06-21","Legacy","Fragment",146.73077,NA,1.71026,9.21026,19.15897,12.41846,8.07436,13.84744,10.24359,2,69.38974,53.40256,4.19231,0.93142,0.90795,4,1,1.48404,0.11255,0.0799,0.11444,0.11965,6.6266,8.82885,9.29744,11.33846,1.92308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"2017-06-22","Legacy","Fragment",148.50769,NA,1.20769,9.39487,18.17949,11.94615,8,13.20513,10.13077,1.99487,69.44359,53.66923,3.31538,0.95029,0.83909,4,1,1.45918,0.11095,0.08247,0.11111,0.11516,7.22051,8.98974,10.37949,11.13846,2.00256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"2017-06-23","Legacy","Fragment",147.86,NA,1,8.1375,18.27,12.06,8.2525,13.7125,11.125,2,70.1425,53.4825,6.005,0.88603,0.8579,4,1,1.46785,0.11111,0.08044,0.11559,0.11956,7.4325,8.91875,9.22,10.9405,1.015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"2017-06-24","Legacy","Fragment",150.35128,NA,1,9.32564,17.63077,12.86923,8.42564,13.69487,11.71351,2,69.52051,50.73333,5.00769,0.99077,0.92961,3.97436,1,1.46507,0.11186,0.08333,0.12534,0.1277,7.58205,9.9641,10.41282,11.3641,1.38974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"2017-06-25","Legacy","Fragment",149.4625,NA,1,8.81,16.9125,12.5375,7.28,12.4425,13.0525,2,67.2725,44.4175,4.795,0.92554,0.89021,3.655,1,1.4825,0.11194,0.08333,0.12598,0.12941,6.4075,8.51,10.715,9.9825,1.625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"2017-06-26","Legacy","Fragment",149.5359,NA,0.93077,8.37692,16.28718,11.95385,7.3,12.0359,7.51538,1.99231,64.87179,40.75128,4.96667,0.75208,0.79982,3.31538,0.99744,1.43932,0.11145,0.08062,0.12018,0.12809,5.93077,8.84103,9.55641,10.00962,1.36154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"2017-06-27","Legacy","Fragment",145.10769,NA,0.84556,9.15128,15.26667,11.90684,6.98462,11.98718,7.80256,2,67.16667,48.44103,5.8,0.79103,0.75867,3.72342,0.99853,1.42513,0.11224,0.07692,0.11268,0.13695,7,9.91026,10.02821,10.03462,1.97692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"2017-06-28","Legacy","Fragment",148.1075,NA,1.62,9.3775,15,11.175,6.97,11.44,12.2,1.92,69.0425,49.925,6.315,0.98548,0.95852,2.9175,1,1.42238,0.11278,0.07801,0.11402,0.1373,6.965,9.01,9.1975,10.5925,2.3825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"2017-06-29","Legacy","Fragment",147.12,NA,1,8.62,15.3975,11.195,6.9775,11.275,12.42,1.99875,69.3075,44.355,5.815,0.92113,0.96098,3.0025,1,1.45913,0.11111,0.08311,0.1244,0.12494,7,9.307,9.5525,9.48625,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"2017-06-30","Legacy","Fragment",149.39487,NA,1.00513,8.72564,16.02821,12.06154,7.44872,12.29487,14.46923,2,68.45385,48.89487,5.57949,1,0.977,3.36667,1,1.46551,0.11111,0.08183,0.13273,0.12757,6.59487,9.9359,9.51538,10.5359,1.86538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"2017-07-01","Legacy","Fragment",151.36154,NA,1.04103,8.25128,16.45897,12.05641,7.63077,12.37949,12.44872,1.99231,68.62564,50.76667,4.85641,1,0.97881,3.87949,1,1.48113,0.10672,0.08103,0.11759,0.12012,6.48718,9.39615,6.52821,10.63077,1.87692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"2017-07-02","Legacy","Fragment",143.97,NA,1,7.95,16.9925,11.57,6.7325,12.275,10.5225,1.97,68.73,49.27125,5.0975,0.995,0.84067,3.9125,1,1.48808,0.10889,0.08329,0.1266,0.12535,6.485,9.433,11.75,9.4525,2.025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"2017-07-03","Legacy","Fragment",149.6,NA,1,8.89487,17.75385,11.67179,6.7859,12.57436,15.19744,2,67.24872,44.65897,4.97949,0.94821,0.94249,3.6641,1,1.40625,0.10629,0.08177,0.123,0.1205,7.13513,10.01538,13.27692,11.64391,1.85385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"2017-07-04","Legacy","Fragment",150.5175,NA,1.3125,9.019,17.165,11.605,7.4375,11.9,13.98,1.8,67.1675,43.4825,4.99,1,0.97989,4,1,1.48478,0.11111,0.07692,0.12496,0.13341,7.4875,10,9.6225,11.9725,1.6225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"2017-07-05","Legacy","Fragment",153.58974,NA,1.02308,8.36462,16.83333,11.33846,7.1359,11.85385,11.2641,1.97692,66.95128,42.84103,5,0.99359,0.93411,3.93077,1,1.5,0.11111,0.07938,0.11791,0.13912,7.10256,10,10.28462,11.07949,2.04103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,"2017-07-06","Legacy","Fragment",152,NA,1.1,8,17.525,10.6975,7.1475,12.36,11.1575,1.7225,63.4175,43.0925,5.0625,1,0.99541,3.99875,1,1.5,0.10603,0.08251,0.1202,0.1294,7,10.0025,10.3675,10.325,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"2017-07-07","Legacy","Fragment",159.26667,NA,1,8.03077,17.65385,11.5359,7.20513,12.61795,12.18974,2,63.96667,43.88974,5.3359,0.99487,0.95013,3.55487,1,1.5,0.10041,0.07748,0.12318,0.1235,6.91282,9.99744,8.65897,10.14615,2.37949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"2017-07-08","Legacy","Fragment",154.0025,NA,1,8.281,17.51,11.3375,7.93,13.0325,11.88,2,63.54,43.355,5.1325,0.94608,0.93295,3.97,1,1.5,0.10328,0.08259,0.11899,0.12652,6.3475,9.985,8.905,10.003,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"2017-07-09","Legacy","Fragment",161.66667,NA,1.81026,8.43846,18.85897,13.13846,8.11026,13.66923,15.44103,1.97692,65.6641,45.12564,5.99744,0.88812,0.87692,3.95897,1,1.4984,0.09949,0.08333,0.11593,0.09727,6.98205,10,8.28205,9.99487,1.59231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"2017-07-10","Legacy","Fragment",158.8775,NA,0.93333,8.325,18.21125,11.7625,8.545,14.59,13.1575,1.9475,65.15,44.3325,6.135,1,1,3.98,1,1.49869,0.1026,0.08298,0.11667,0.1232,6.8575,9.82,10.94,10,2.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"2017-07-11","Legacy","Fragment",169.55128,NA,0.9641,8.77692,18.51795,11.96154,8.53846,13.08974,11.96923,1.86667,60.81282,45.51538,6.68462,0.99957,0.99254,3.8,1,1.49875,0.10982,0.06449,0.10955,0.12039,7.28205,9.79231,11.07179,10.07949,1.83333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"2017-07-12","Legacy","Fragment",176.985,NA,1.05,8.26,18.135,11.8925,7.995,14.01,11.01,2.01,61.975,44.315,6.9575,0.99125,0.98727,3.655,1,1.5,0.10187,0.06806,0.11111,0.11827,7.5275,9.28,11.83,9.975,2.4475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"2017-07-13","Legacy","Fragment",169.975,NA,1.06,8.885,18.1625,11.82,7.8175,13.375,10.3225,2,64.98,45.4875,6.315,0.97,0.86565,3.995,1,1.5,0.0811,0.0716,0.11098,0.12035,7.61,9.7925,10.75,10.0075,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"2017-07-14","Legacy","Fragment",170.52308,NA,1,8.77436,17.99487,11.78462,7.98205,14.12949,11.04359,1.94872,67.42051,48.43077,6.52051,1,0.93078,4,1,1.50256,0.1,0.07576,0.10777,0.11928,7.42564,9.01538,12.91795,10.24432,1.37436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"2017-07-15","Legacy","Fragment",169.12308,NA,1,8.81923,16.50256,11.28718,7.96667,13.32821,12.44872,1.29231,66.35897,46.54615,4.99487,0.99658,0.98262,4,1.07821,1.5,0.11029,0.08179,0.11991,0.12308,7.07897,9.73333,11.37436,10.07607,1.63333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"2017-07-16","Legacy","Fragment",166.0525,NA,4.055,8.104,15.67,11.655,7.635,13.8475,10.795,1.8325,60.23,40.3225,5,0.88541,0.96937,3.9425,1.0275,1.49846,0.11488,0.08255,0.11928,0.12829,6.993,9.65925,10.765,9.641,1.2475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"2017-07-17","Legacy","Fragment",162.35897,NA,9.84103,8.29744,17.13846,11.50513,7,13.91795,12.07308,1.47692,62.07179,43.09744,4.54872,0.95278,0.98915,3.99231,0.99872,1.5,0.10746,0.08155,0.12077,0.12085,6.71846,9.01564,13.99744,9.45897,7.63077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"2017-07-18","Legacy","Fragment",166.225,NA,2.15,8.1325,16.265,11.2275,7.09,13.165,12.69565,1.51,56.44,40,4.5,0.84188,0.94731,4,1,1.5,0.10989,0.08276,0.11947,0.11487,6.8595,8.8975,10.08,10.02048,4.085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"2017-07-19","Legacy","Fragment",163.90769,NA,2.04359,8.72564,18.73077,11.16154,7.92821,12.95897,8.72432,2.02308,58.41282,42.29744,4.37692,0.98846,0.92357,4,1,1.5,0.10296,0.07927,0.11784,0.11913,7,9.57692,8.11026,9.59096,2.25897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"2017-07-20","Legacy","Fragment",165.645,NA,2.36917,8.7995,18.49,11.6325,8.07,12.68167,13.8,2,62.7625,45.745,5,0.92025,0.85564,4,1,1.46156,0.10722,0.07692,0.10878,0.12362,6.156,9.3665,8.99,9.4375,3.2525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"2017-07-21","Legacy","Fragment",162.94103,NA,1.30855,8.41949,17.34359,12.93333,8.0641,13.5,10.43077,2,67.87179,45.35128,4.98718,0.94414,0.89943,4,1,1.4873,0.10752,0.07695,0.11323,0.12582,5.77436,8.41795,8.6641,9.92308,2.53333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"2017-07-22","Legacy","Fragment",161.5,NA,1,7.7725,18.88,12.3575,8.8325,13.14,13.0375,2,67.6,45.5575,4.04,1,0.93773,3.995,1,1.5,0.10329,0.0798,0.11013,0.11452,6.1725,9.3225,10.0425,10.4625,1.515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"2017-07-23","Legacy","Fragment",163.58974,NA,1,7.61282,18.77179,11.34872,9.75641,12.72564,12.2,2,67.8641,46.1359,3.54615,0.99883,0.8878,3.97692,1,1.5,0.10382,0.08171,0.11207,0.12532,6.16154,9.83897,9.68462,10.56154,1.98205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"2017-07-24","Legacy","Fragment",164.36923,NA,1,7.93333,17.44103,12,8.53846,13.00769,12.03333,2.04615,68.39744,47.2,4.32051,1,0.90501,4,1,1.5,0.101,0.08223,0.11403,0.1182,6.30256,10.59897,9.76154,11.09487,1.20769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"2017-07-25","Legacy","Fragment",161.5,NA,1,7.22,18.9775,11.6725,7.61,12.97,11.57,2.025,66.04,45.985,4.845,1,0.98523,4,1,1.5,0.10388,0.08163,0.12496,0.12398,5.365,9.9875,9.05,10.19881,1.7925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"2017-07-26","Legacy","Fragment",167.1875,NA,1,8.1575,18.875,9.8225,7.2925,12.63,10.0925,1.915,60.195,46.8475,4.925,1,0.99341,4,1,1.5,0.09998,0.0803,0.12085,0.11255,5.935,10,9.3975,10.2475,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,"2017-07-27","Legacy","Fragment",173.6359,NA,1.07179,7.54359,18.48205,12,7.42308,12.99615,10.51282,2,69.69487,47.22051,5.2,1,0.98252,3.94103,1,1.5,0.09902,0.0833,0.1152,0.12053,5.65897,9.99145,9.24359,10.25385,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"2017-07-28","Legacy","Fragment",172.1,NA,1.22667,8.1475,18.185,12.03,9.395,12.395,12.835,2,70.53,48.94,5.2025,1,0.99909,3.94813,1,1.5,0.10032,0.08201,0.12046,0.13721,5.84,10,10.9875,11.3375,1.0475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,"2017-07-29","Legacy","Fragment",177.91026,NA,0.83077,9.13846,19.45128,12.31538,9.47949,12.93205,14.64103,2.05385,70.59231,44.05897,4.39744,1,0.95866,4.02564,1,1.65505,0.10099,0.07733,0.11719,0.12451,5.75385,9.48718,9.71026,10.27179,1.75641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"2017-07-30","Legacy","Fragment",181.4,NA,0.96833,8.469,19.5075,13.7925,10.5525,14.135,15.6,1.8675,77.465,45.4625,5.055,1,0.92604,4.00625,1,1.54263,0.11586,0.07692,0.11859,0.13219,5.876,8.884,10.75,10.98,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"2017-07-31","Legacy","Fragment",192.97838,NA,1.2973,8.75946,20.32432,14.22432,11.70811,13.42162,15.24324,1.86486,87.42793,55.85135,4.47297,1,0.94238,3.98919,1,1.52351,0.09588,0.07855,0.12215,0.23254,5.69459,9.82811,14.02973,11.45189,1.72432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2019-06-07","Legion","Fragment",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA
2,"2019-06-08","Legion","Fragment",40,1,2,7,18,17.38402,18.61,16.39267,3,3,9,10,4,1,1,2,1,1,1,1,1,1,9.6449,12.48863,3.56928,7,7.92045,0,0,75,9.88615,29.1697,86.91696,10.0744,28.0484,64.275,0,0,0,9,12.56843,58.10911,22.85046,0.5025,0.5025,0,1,45,0.5,25.12,0.5025,NA,NA,NA,NA,NA,NA,NA,NA
3,"2019-06-09","Legion","Fragment",29.71922,2,2,4,14.65933,14,16.79429,14,3,4,11,10,6.59717,1,1,2,1,0.53451,0.5,0.71769,0.5,0.5,10,10,4,7,5,104.45,83.07732,143,5.52029,10.65822,25,10.31941,15,35,20,46.78788,66.24848,6,10,26.72136,10.17697,0.26202,0.25,90.25,1,58.54755,0.5,17,0.32333,NA,NA,NA,NA,NA,NA,NA,NA
4,"2019-06-10","Legion","Fragment",53.25439,3,2,3.04298,19,14,15,14,3,4,19.85684,24,8,1,1,2,1,0.5,0.5,0.46179,0.5,0.33333,14,11,7,8.9,5,84,80.05425,160,5,9,28.11648,16.63396,20,53.98054,14.16701,32.77411,54.22692,8,12.09952,30,9,0.33333,0.22796,119.92791,0.83265,45,0.99861,13,0.33333,NA,NA,NA,NA,NA,NA,NA,NA
5,"2019-06-11","Legion","Fragment",79.00482,3,2,3,19,13,16,15,7,5,30.64178,26,9.78005,1,1,2.5,1,0.5,0.33333,0.33956,0.40976,0.33333,19,10,8,12.93969,7,61.50317,69.88602,175.52302,4,8,40,18,28.48779,64.98243,14,24,68.38435,8,15,50,7.56289,0.27883,0.18975,70,0.83887,36.23305,0.72177,10,0.29279,NA,NA,NA,NA,NA,NA,NA,NA
6,"2019-06-12","Legion","Fragment",75,4,2,3,18,13,16,15,7,5,37,31,10,1,1,3,1,0.94676,0.27682,0.33333,0.33333,0.33333,18,10,8,11,8.01621,75,88.49921,180,4,9,60,23,32.41209,70,15,23.01521,92.21308,12,17,68.06843,7,0.25,0.16667,47.02917,0.66667,30,0.78592,10,0.24749,NA,NA,NA,NA,NA,NA,NA,NA
7,"2019-06-13","Legion","Fragment",84.91409,4,3,3,17,13.8909,15,15,10,5.77775,37,33,11,1,1,3,1,0.75,0.16667,0.27098,0.2,0.25282,20,9.411,14,10,10,80,106.09063,180,4,9.63181,60.3847,22,32.57537,80,14,28,100.23583,10,16.97797,70,7,0.25,0.16667,54.32805,0.77346,33,0.75914,11,0.24786,NA,NA,NA,NA,NA,NA,NA,NA
8,"2019-06-14","Legion","Fragment",92.32352,5,5,3,17,12.43288,15,14,10,6.92897,36,36,14.80475,1,1,3,1,0.78436,0.16667,0.33333,0.20351,0.32001,18.04545,10,14.4402,10,10,78.65789,115,172.5,4,10,45,20,33,57.5,12,29.28466,87.48148,10,19,57.5,7,0.24923,0.16667,57.5,0.90464,36.65607,0.87656,13,0.31377,NA,NA,NA,NA,NA,NA,NA,NA
9,"2019-06-15","Legion","Fragment",85,4.22147,6,3,16,11,14,14,10,5,33,33,10,1,1,3,1,0.73956,0.16667,0.33333,0.28422,0.32983,14.70981,10,14,10,9.54841,70,100,171,4,14,37.49805,20,32,59.30457,12,33,100,10,18.27059,53.72443,7,0.26145,0.16667,57.5,0.88778,40,0.89849,11.27366,0.27703,NA,NA,NA,NA,NA,NA,NA,NA
10,"2019-06-16","Legion","Fragment",75,5,7,3,16,11,14,14,16,7.24657,32.3732,36,10,1,1,3,1,0.73166,0.16129,0.26909,0.2,0.25,12,11,14.01135,9.13888,10,68.29256,84.60942,165,5,14,40,15,29.14,68.19547,12,32,78.82283,10,19,52,8,0.27946,0.16667,79.42335,1,40,0.89026,11,0.31422,NA,NA,NA,NA,NA,NA,NA,NA
11,"2019-06-17","Legion","Fragment",78,5.90943,8,3,16,11,14.18716,14,16,8,35,40,14.38717,1,1,3,1,0.83279,0.16667,0.25952,0.32302,0.25,10,11,14,10,10,65,83.44592,154.50875,5,14,51.20259,14,25,69.56669,10,33.21161,86.8,9.1805,19,55,8,0.328,0.16667,79,1,40,0.9,14,0.28525,NA,NA,NA,NA,NA,NA,NA,NA
12,"2019-06-18","Legion","Fragment",80,6,8,3,15,11,14,14,14,9,35,40.73602,16.17417,1,1,3,1,0.82588,0.16667,0.28571,0.31354,0.24584,10,12,14,9,10,60,78.5408,160,5,13.88706,54,13.64705,21,61.71215,10,35,94,9.5514,19,57.8113,10,0.32201,0.16667,88,1,48,0.89399,18.08548,0.25608,NA,NA,NA,NA,NA,NA,NA,NA
13,"2019-06-19","Legion","Fragment",87.18799,5.91441,8,3,15,10,14,14,14,8,38.13833,40,14.79611,1,1,3,1,0.83333,0.1515,0.25005,0.27836,0.22222,11,14.63078,15,8,10,59.42283,82.29365,178.21023,5,10,53.005,12,22,70,12,35,100,10,19.94005,60,10,0.25,0.16667,94,1,48,0.84066,17,0.25,NA,NA,NA,NA,NA,NA,NA,NA
14,"2019-06-20","Legion","Fragment",90,5.36045,8,3,15,10,13,13,14,7.06875,39,40,15,1,1,3,1,0.8314,0.14286,0.24151,0.25769,0.24908,10,15,14,8,11,57.26111,85,180,4.55561,14,50,12,22.02878,70,12,37.75443,100,10,19.36195,60,9.76648,0.2405,0.16664,105,1,49.74493,0.83333,18.00189,0.25635,NA,NA,NA,NA,NA,NA,NA,NA
