"Day","Date","League","Type","Anatomical.Knowledge","Ancient.Waystones","Apparitions","Assassin.s.Haste","Atziri.s.Reign","Blood.Sacrifice","Brawn","Brittle.Barrier","Brute.Force.Solution","Careful.Planning","Cheap.Construction","Chill.of.Corruption","Clear.Mind","Coated.Shrapnel","Cold.Steel","Collateral.Damage","Combustibles","Conqueror.s.Efficiency","Conqueror.s.Longevity","Conqueror.s.Potency","Corrupted.Energy","Dead.Reckoning","Efficient.Training","Eldritch.Knowledge","Emperor.s.Cunning","Emperor.s.Mastery","Emperor.s.Might","Emperor.s.Wit","Energised.Armour","Energy.From.Within","Fertile.Mind","Fevered.Mind","Fight.for.Survival","Fireborn","First.Snow","Fluid.Motion","Fortified.Legion","Fragile.Bloom","Fragility","From.Dust","Frozen.Trail","Grand.Spectrum","Growing.Agony","Hair.Trigger","Hazardous.Research","Healthy.Mind","Hidden.Potential","Hotfooted","Hungry.Abyss","Inertia","Inevitability","Inspired.Learning","Intuitive.Leap","Izaro.s.Turmoil","Lioneye.s.Fall","Malicious.Intent","Mantra.of.Flames","Martial.Artistry","Might.and.Influence","Might.in.All.Forms","Mutated.Growth","Omen.on.the.Winds","Overwhelming.Odds","Pacifism","Pitch.Darkness","Poacher.s.Aim","Powerlessness","Primordial.Eminence","Primordial.Harmony","Primordial.Might","Pugilist","Pure.Talent","Rain.of.Splinters","Rapid.Expansion","Reckless.Defence","Ring.of.Blades","Rolling.Flames","Sacrificial.Harvest","Self.Flagellation","Shattered.Chains","Soul.s.Wick","Spire.of.Stone","Spirit.Guards","Spirited.Response","Spreading.Rot","Static.Electricity","Steel.Spirit","Sudden.Ignition","Survival.Instincts","Survival.Secrets","Survival.Skills","The.Anima.Stone","The.Blue.Dream","The.Golden.Rule","The.Green.Dream","The.Green.Nightmare","The.Long.Winter","The.Red.Dream","The.Red.Nightmare","The.Vigil","To.Dust","Unending.Hunger","Unstable.Payload","Vaal.Sentencing","Violent.Dead","Volley.Fire","Warlord.s.Reach","Watcher.s.Eye","Weight.of.Sin","Weight.of.the.Empire","Wildfire","Winter.s.Bounty","Winter.Burial","Might.of.the.Meek","Combat.Focus","Tempered.Flesh","Tempered.Mind","Tempered.Spirit","The.Blue.Nightmare","Transcendent.Flesh","Transcendent.Mind","Transcendent.Spirit","Unnatural.Instinct","Brutal.Restraint","Divide.and.Conquer","Elegant.Hubris","Fortress.Covenant","Glorious.Vanity","Lethal.Pride","Militant.Faith","Quickening.Covenant","Army.of.Bones","Thread.of.Hope"
87,"2018-08-26","Incursion HC","UniqueJewel",3.24,0,1.21,0.89,10,1.1,1.4,1.59,0,2,1,0,15.56,1,0,1.66,2,1,2.59,1.44,3,15.01,15,2.7,0,0,0,197.55,1,30,1.48,28.92,1,8,1,0,3.12,1,5,3.24,0.25,20,2.3,6.3,0.87,2.22,16.48,0,0,1.25,1,271.17,24.1,1,102.36,2,0,1.46,0.81,2.61,0,1,1,0.66,0,0.5,1,6.4,6.322,329.25,2.81,197.55,4.89,1.2,0,0.34,5,0.42,0.69,3.24,2,2.59,0.66,4.91,1.12,0,2.3,2,1,0.36,0.34,0,263.4,5,0,NA,2.41,0,0,2.3,0,5,1.12,2,0.83,3,1,266.44,0,1,1,5,1.47,197.55,70.63,0.78,1,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"2018-08-27","Incursion HC","UniqueJewel",5,0,1,0.92,10,1.1,1.4,1.59,0,2,1,0,15.56,1.2,0,1.47,0,1,2.59,2.61,3,45,3.3,5,0,0,0,198.75,1.35,30,6.19,28.92,0.79,8,1,1,3.12,1,1.21,3.48,0.86,20,2.3,6.3,0.88,3.53,16.5,10,0,1.32,2,331.25,25,1,120,2,0,1.46,0.85,2.3,0,1,1,0.61,0,1.47,1,1.31,6.64,331.25,2.81,198.75,4.89,1,0,1.1,5,0.46,0.7,3,2.24,2.3,0.71,4.92,1.12,0,2.3,2,1,0.36,0,0,265,5,0,NA,3.3,0,0,1,0,5,1.12,2,0.91,3,1,252.31,0,1.23,1,5,1,198.75,86.12,1,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"2018-08-28","Incursion HC","UniqueJewel",5,0,1,0.93,10,1,1,1.59,0,2,1,0,47.28,1.32,0,4.32,0,1,1.2,2.61,3,45,3.3,5,0,0,0,202.77,4,30,6.19,28.92,0.73,8,1,1,3.12,1,1.12,3.48,0.81,20,2,6.3,0.87,2,16.16,10,0,0.54,2,337.95,0,0,120,2,0,1.2,0.85,2,0,1,1,0.53,0,0,1,1.31,6.64,0,2.81,0,4.89,1,0,1,0,0.44,0.69,3,6.19,2,0.69,4.92,1.12,0,2,2,1,0.31,0,0,0,5,0,NA,16.09,0,0,0,0,5,0.92,2,0.97,3,1,243.32,0,1.23,1,0,1,202.77,71.41,1,1.39,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,"2017-03-03","Legacy HC","UniqueJewel",0,0,1,0,0,0,1.04,0,1,0.7,1.775,0,9.325,0,0,2,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,2,0,17.595,0,0,1,0,NA,4.4,0,1.8,0,NA,1,0,1,0,0,5,0,0,0,0,0,0,2.035,2.07333,0,0,15.25,2.1,0,1,0,0,6.585,0,0,5,NA,0,4.1,0,6.9,3.24,0,1.68,1,NA,5,0,1,NA,0,12.75,3.30143,1,1,0.76,0,0,NA,0,0,NA,0,0,0,NA,0,0,0,2.5125,5.78667,0,NA,0,0,6.85,0,2.33333,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5275,NA
2,"2017-03-04","Legacy HC","UniqueJewel",1,1.65714,0.69362,0.36981,4.29333,1.73516,0.25397,0.95935,2.11603,1.50702,0.86552,23.85688,3.75414,1.73833,0.83392,0.88828,0,0.85024,0.4816,0.9819,0,0.37845,2.88697,4.82538,0,0,0,0,0.67439,33.53826,3.17966,0,1.95224,8.24765,7.86466,1.14792,1.04167,0.69034,0,NA,2.56466,48.722,0.87103,0.92218,NA,0.73241,0,0.39345,4.609,1.03448,1.65862,12.19489,10.57098,6.35375,9.50983,1.08091,3.54,1.06672,0.60103,2,0,3.64259,1.76138,0.67469,0.72948,0.63145,1,2.11828,6.28127,44.38784,0.83,NA,4.76565,0.96034,1.57375,5.69517,0.99983,23.63741,0.92207,0.68483,NA,28.87519,2.17906,0.84528,NA,5.11807,1.11431,1.3331,0.29224,0.45483,0.26138,400,0,NA,0,0,NA,0,0,0.77481,NA,8.31023,1.02526,90.84667,4.97948,1.66483,0.85385,NA,1.0237,0.66966,2.70224,0.73263,1.25052,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28086,NA
3,"2017-03-05","Legacy HC","UniqueJewel",3.91754,2,0.20211,0.21509,2.86509,0.77105,0.20316,0.33509,2,1,0.21053,14.87614,1.95,0.93421,0.28263,0.91842,0.2975,0.83421,0.34158,0.92772,2.50769,0.21807,3.89246,1,0,76.60543,0,0,0.19982,38.31649,4.21368,23.33333,1.34702,5.65596,7.49175,0.98561,0.85719,0.20789,1,NA,2.18912,11.71,0.54614,0.89,NA,0.55456,59.93182,0.21088,2.49368,0.5586,0.93491,10.82947,8.98123,3.32491,12.21228,0.80456,3,1,0.24491,1.65491,5,1.7507,0.95105,0.20912,0.31526,0.35035,0.60745,1.26123,3.20737,44.16877,0.20018,NA,3.79228,0.90123,2.60825,3.34211,0.99684,26.03754,0.49439,0.26842,NA,5.79491,0.75053,0.89474,NA,2.6493,0.79053,0.76737,0.20035,0.1993,0.19965,289.15789,0,NA,0,0,NA,0,0,1,NA,4.77667,0.35596,31.27316,5.58596,0.99982,0.33789,NA,0.2214,0.77193,1.04807,0.32912,0.86404,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37895,NA
4,"2017-03-06","Legacy HC","UniqueJewel",5.17263,2.00421,0.19947,0.19947,0.77123,0.93596,0.22912,0.26228,1.93491,1,0.28544,19.66526,1.92982,0.9186,0.21509,0.97404,0.43368,0.57105,0.21386,1,2.73123,0.20211,4.18175,0.87754,0,61.93737,100,0,0.19947,38.56351,4.82982,10.83789,0.97667,9.73684,7.42965,0.7314,0.26561,0.19947,1,NA,1.88509,11.6014,0.30123,0.77105,NA,0.59614,34.44035,0.22421,1.59825,0.25789,0.95123,10.13,5.66842,4,11.3593,0.65579,2.33474,0.98667,0.22333,0.74719,4.17895,1.2207,0.94105,0.21368,0.22088,0.37456,0.70439,1.99912,3.92895,50.5514,0.19947,NA,1.72825,0.79825,2.71368,2.25263,0.8986,25.0986,0.21351,0.21421,NA,5.21807,0.42298,0.36158,NA,2.10439,0.39982,0.24246,0.21561,0.19947,0.19193,96.73316,0,NA,179.26563,0,NA,0,0,0.42544,NA,2.48105,0.60947,6.84684,5.50895,1,0.48684,NA,0.21912,0.20895,1,0.20123,0.79211,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20439,NA
5,"2017-03-07","Legacy HC","UniqueJewel",4.06579,1.33561,0.21105,0.24,0.82684,0.31404,0.26211,0.26772,1.90456,1,0.76123,12.55053,1.12877,0.99965,0.26772,0.99491,0.4693,0.67,0.41,1,3.49825,0.34123,10.64298,0.94123,350,96.45912,100,0,0.21105,41.11193,4.49965,5.8593,0.98684,9.38667,5.7893,0.9007,0.2586,0.21105,0.39579,NA,1.53491,13.80772,0.21105,0.26246,NA,0.26772,18.56491,0.25877,1,0.28965,0.98263,10.18404,4.6886,4,12.14491,0.41561,2,1,0.29,0.86,3.22088,1.30737,0.99368,0.2207,0.33895,0.28684,0.69632,1.45632,3.94123,80.36281,0.21105,NA,1.0093,0.51596,2.30772,2,1,25.10667,0.21105,0.21105,NA,4.83088,0.29211,0.52053,NA,2.79667,0.30316,0.37912,0.21474,0.21105,0.20649,82.08789,103.89286,NA,79.4193,0,NA,103.39063,0,0.26965,NA,1.04912,0.84842,6.71193,4.58018,0.95509,0.48614,NA,0.21105,0.21807,0.99509,0.21105,0.61772,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2114,NA
6,"2017-03-08","Legacy HC","UniqueJewel",3.73707,0.61483,0.21448,0.26017,1.74845,0.23431,0.39362,0.28138,1.83534,1,0.29224,8.3731,1.91259,1,0.28138,0.97207,0.48948,0.79431,0.71241,1,3.21793,0.31138,9.5881,0.99397,201.56052,136.03448,100,232.48333,0.21379,62.78276,7.61328,5.4581,0.95259,11.67483,5.02586,0.99983,0.21379,0.21379,1.01448,NA,1.58862,10.79638,0.25466,0.29017,NA,0.25966,15.40638,0.28138,1,0.42793,0.86655,8.02931,4,4.00379,13.39621,0.24155,1.98276,1,0.23431,0.97224,2.39966,1,0.99983,0.21397,0.45638,0.60517,0.3069,1,3.62897,96.49155,0.24776,NA,1,0.37483,2.95466,2,0.98862,24.96793,0.5119,0.21379,NA,4.48138,0.49517,0.28155,NA,2.43879,0.28241,0.42241,0.22293,0.21379,0.21379,112.77121,43.38966,NA,46.58552,0,NA,109.94741,0,0.21466,NA,1,1,12.11776,3.72293,0.99672,0.4881,NA,0.21379,0.21379,0.95276,0.21379,0.40172,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21379,NA
7,"2017-03-09","Legacy HC","UniqueJewel",2.94357,0.84161,0.25,0.26089,1.82089,0.24161,0.835,0.27625,2.25536,1,0.32232,5.63304,1.18625,0.94,0.30054,0.98286,0.63,0.96446,0.94893,1,2.31,0.40589,10.88821,0.68464,66.28571,135.17857,100,117.11089,0.21179,72.33696,10.22982,5.39321,0.99893,10.66643,3.32036,0.98286,0.21179,0.21179,0.98536,NA,1.36589,12.80554,0.29357,0.50714,NA,0.27036,14.56,0.30054,1,0.62929,0.74411,7.23357,4.57946,4.06411,21.55929,0.21179,1.07036,0.99946,0.21571,0.98643,1.13804,1,0.98893,0.21179,0.57804,1,0.30054,1,3.5075,111.00393,0.23679,NA,1,0.52464,2.05393,1.75071,0.90554,24.35089,0.96071,0.21179,NA,3.47179,0.95464,0.25179,NA,2.39089,0.31804,0.31321,0.23304,0.21179,0.21179,132.41304,102.50696,NA,34.2125,0,NA,199.16607,0,0.21179,NA,1,1,22.83464,3.47,0.99893,0.27982,NA,0.21179,0.21179,0.985,0.21179,0.36357,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21179,NA
8,"2017-03-10","Legacy HC","UniqueJewel",2.00368,1.20737,0.23298,0.3114,1.2207,0.31263,0.95772,0.24596,2.91912,1,0.24333,5.21702,1.01526,0.87053,0.31263,0.99404,0.74684,1,0.85,0.93877,2.01088,0.29421,13.52123,0.7893,31.52211,152.69123,100,87.8486,0.22,70.03825,10.21368,3.8386,0.98509,8.88719,2.08737,1,0.22,0.22,1.01667,NA,1.46614,13.67263,0.24246,0.70702,NA,0.28702,12.58789,0.2586,0.99684,0.37982,0.92614,6.26912,4.39456,4.8286,14.36368,0.22,1.04789,1,0.24667,0.93491,1,1,0.99596,0.22404,0.31263,0.99404,0.32632,1,3.03123,101.62982,0.24439,NA,0.98877,0.46912,2.59772,1.94123,0.86246,23.82895,0.75246,0.22,NA,3.41123,0.99439,0.39579,NA,3,0.31316,0.26351,0.30702,0.22,0.22,140.811,101.65456,NA,34.20895,0,NA,217.94912,0,0.22,NA,0.9814,0.98298,18.85561,3.73211,1,0.4014,NA,0.24018,0.22,0.50211,0.30491,0.30526,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22035,NA
9,"2017-03-11","Legacy HC","UniqueJewel",2.0019,2,0.22086,0.31483,1.0069,0.31,0.58931,0.22069,2.20207,1,0.28069,4.40103,1,0.9969,0.25121,0.97293,0.675,1,0.51603,0.96466,1.04276,0.27172,15.80034,0.58448,32.36,141.84172,96.0431,55,0.22086,69.27741,16.0081,2.86776,1,10.08379,1.93345,0.74793,0.2369,0.22086,1,NA,0.99207,11.54603,0.26569,0.93328,NA,0.27052,9.80759,0.24741,1,0.33707,0.5781,6.14207,4.18276,5.09517,15.32207,0.22086,1.11603,1,0.27759,0.44914,1,0.99862,0.97914,0.23397,0.24293,0.95983,0.31138,1,3.49155,114.15224,0.28345,NA,1,0.23586,3.33534,1.94431,0.78914,22.22121,0.28879,0.22086,NA,2.93103,1,0.32138,NA,2.54207,0.31,0.24259,0.30569,0.22172,0.22086,143.49569,107.85569,NA,67.08103,0,NA,197.23517,0,0.22086,NA,0.90466,0.92276,14.54207,3.41741,0.91862,0.32879,NA,0.23931,0.22534,0.96672,0.29069,0.28293,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22086,NA
10,"2017-03-12","Legacy HC","UniqueJewel",2.12456,2,0.21544,0.29,1,0.32632,0.58404,0.21737,2.67895,0.82579,0.26684,4.64386,1,0.91632,0.21544,0.97281,0.89702,0.97035,0.58754,1,1,0.21544,17.02421,0.32544,32.22737,129.3614,85.22333,53.33965,0.21544,73.82351,18.01702,1.92456,0.97895,8.11807,1.75053,0.76912,0.21544,0.21544,1.03719,NA,0.99579,10.3093,0.23895,0.35632,NA,0.22439,7.88228,0.21544,1,0.49912,0.82123,5.0393,3.92491,3.38474,17.93737,0.21544,1.49772,0.8686,0.21544,0.45175,1,0.98281,0.99737,0.29772,0.22895,0.91123,0.31,0.99842,4.02807,122.99316,0.25614,NA,1,0.27789,4.07632,2.21123,0.78456,21.80368,0.27386,0.21632,NA,3.00737,0.99789,0.52719,NA,1.78982,0.25807,0.21544,0.25228,0.21544,0.21544,157.09263,118.72,NA,88.38053,0,NA,191.99439,0,0.21544,NA,0.88018,1,12.80526,3.15386,1,0.31333,NA,0.21544,0.25456,0.99105,0.27246,0.28316,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21544,NA
11,"2017-03-13","Legacy HC","UniqueJewel",2,1.30724,0.20224,0.235,1,0.29276,0.87448,0.20224,2.60638,0.31914,0.27569,4.77155,1,0.95966,0.20224,0.99983,0.84603,0.99638,0.62241,0.96966,1,0.205,14.44552,0.3331,32,147.80897,63.38466,50.4681,0.20224,84.30621,16.5619,1.35931,0.99259,7.64793,1.74103,0.96241,0.20224,0.20224,1.14776,NA,0.99655,12.21345,0.21914,0.58707,NA,0.25845,7.16086,0.20224,0.93155,0.72638,0.99138,4.74983,3.92983,3.80431,16.52259,0.20224,1,1,0.20224,0.58672,1,0.89155,0.99414,0.20724,0.21034,0.46466,0.2869,0.99741,4.89069,121.06638,0.20224,NA,0.99207,0.24828,4.88793,2.87707,0.93414,22.77345,0.20172,0.22638,NA,2.94,1.00103,0.61448,NA,2.00621,0.25466,0.25466,0.20224,0.20224,0.20224,149.81345,123.35897,NA,80.72603,0,NA,190.05862,319,0.20224,NA,0.98017,1,14.63897,2.3831,0.97517,0.55466,NA,0.20224,0.20224,0.975,0.20224,0.22155,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20224,NA
12,"2017-03-14","Legacy HC","UniqueJewel",1.92053,1,0.19965,0.20088,0.99684,0.21386,1,0.19965,2.46807,0.46754,0.19965,4.33368,0.99877,0.92754,0.19965,0.97123,0.88053,0.98702,0.59825,0.99895,1,0.37368,13.29193,0.55088,32,131.97526,58.10404,50,0.19965,88.35333,17.8793,1,0.96596,6.58842,1.99772,1,0.19965,0.19965,1,NA,1,13.19965,0.23281,0.89912,NA,0.23544,6.95789,0.19965,0.98877,0.41789,0.97246,3.87842,4.34439,3.72544,14.50526,0.19965,1,1,0.19965,0.67526,1,0.65298,0.9793,0.2,0.19965,0.38561,0.19965,1,7.65228,129.74316,0.19965,NA,0.99982,0.28684,3.97123,2.97667,0.74474,19.89228,0.20439,0.25947,NA,2.82281,1.13614,0.94175,NA,2.49544,0.31667,0.3286,0.19965,0.19965,0.19965,143.1386,121.41333,NA,74.22737,0,NA,191.33544,319,0.19965,NA,0.98421,0.9386,14.09509,2.54421,0.84789,0.59,NA,0.19965,0.19965,1,0.19965,0.21316,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19895,NA
13,"2017-03-15","Legacy HC","UniqueJewel",1.96035,1,0.19158,0.19,1,0.19193,0.94351,0.19,2.85,0.79175,0.23807,4.01544,0.99667,0.99632,0.19,0.99754,0.67807,0.87596,0.3786,0.96877,1,0.36614,11.83667,0.60088,32,131.64,57.36053,50,0.19,90.06456,18.13,1,0.90281,8.40105,1.97737,0.99632,0.20789,0.19,1,NA,1,15.93421,0.22333,0.93439,NA,0.1907,6.40982,0.19,1,0.24842,0.62333,3.8386,6.56912,4,13.90439,0.19,1,1,0.19982,0.90386,1,0.81053,0.98123,0.19,0.19,0.26211,0.22211,1,7.95281,133.28474,0.19,NA,0.99702,0.40719,3.27544,3.30509,0.99982,19.84825,0.20807,0.22211,NA,2.42614,1,0.99982,NA,2.89386,0.39842,0.22509,0.19,0.19,0.19,169.36111,95.96456,NA,69.73842,0,NA,186.16947,0,0.19,NA,0.9693,0.82228,12.72316,2.09561,0.95825,0.50246,NA,0.19,0.21088,0.99298,0.19,0.20053,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA
14,"2017-03-16","Legacy HC","UniqueJewel",1.30345,1,0.18397,0.18397,0.99379,0.18397,0.93879,0.18397,2.99621,0.70086,0.26879,3.22638,0.99397,0.95724,0.18397,0.70086,0.75603,0.92517,0.42759,0.96862,1,0.74069,11.97966,0.42448,32,124.96931,50.49138,50,0.18397,98.69397,19.44345,1,1,6.48138,1.62948,1,0.25052,0.18397,1,NA,1,17.10293,0.27552,1,NA,0.25897,5.03707,0.18397,1,0.28983,0.71466,3.02707,9.77328,4.06034,12.61862,0.18397,1,0.98638,0.19397,0.61138,1,0.83793,0.96086,0.18397,0.18397,0.44586,0.29345,1,6.92241,116.45793,0.18397,NA,0.75931,0.55241,3.20862,3.91638,0.96897,18.21017,0.18414,0.18397,NA,1.18448,1,0.99914,NA,2.22983,0.66655,0.30379,0.18397,0.18448,0.18397,146.26947,100.8981,NA,66.83448,0,NA,179.56207,0,0.18397,NA,0.99983,0.91362,11.25517,2.47034,0.87207,0.33172,NA,0.18397,0.18397,0.92379,0.18397,0.19069,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA
15,"2017-03-17","Legacy HC","UniqueJewel",1.00375,0.99804,0.18054,0.18054,0.89679,0.18054,1,0.18054,2.71589,0.59321,0.30589,3.48125,1,0.98554,0.20536,0.94875,0.46446,0.99464,0.29946,0.97339,1,0.865,10.23125,0.32018,31.85714,117.08071,50,50.17857,0.24482,104.3175,17.95125,1,1,6.46661,1.91929,1,0.18714,0.18054,0.96696,NA,1,17.24214,0.20304,0.95179,NA,0.30446,4.98964,0.18054,0.93679,0.58214,0.895,3,10.22536,4.58661,12.33357,0.18054,1,0.99929,0.27125,0.51946,1,0.96607,0.99411,0.18054,0.18054,0.43964,0.31286,1,4.90679,115.53339,0.18321,NA,0.99946,0.84429,3,3.84196,0.99929,18.07714,0.18875,0.18054,NA,1.87446,1,0.99821,NA,2.54125,0.63089,0.25929,0.18054,0.18054,0.18054,136.78089,96.38446,NA,58.3775,0,NA,170.23696,0,0.18054,NA,1,0.88125,11.5675,2.17375,0.91786,0.41107,NA,0.18179,0.18054,0.66411,0.18054,0.28036,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18054,NA
16,"2017-03-18","Legacy HC","UniqueJewel",1,1,0.19,0.19,0.99931,0.19,0.76345,0.19,2.93431,0.65776,0.29103,2.94138,0.99328,0.91328,0.22672,0.87621,0.28517,0.96828,0.20586,0.98552,1,0.40328,8.27293,0.34672,30,117.99483,45.26983,51.18103,0.19,120.88259,18.26224,0.92466,1,4.91552,1.8131,1,0.19,0.19,0.60793,NA,1,20.92069,0.26466,0.75621,NA,0.27483,4.24259,0.19,0.87534,0.77328,0.9719,3,10.86448,4.70586,12.83121,0.19,1,1,0.24207,0.5731,0.97,0.91534,0.99897,0.19,0.20241,0.45121,0.30845,1,4.97259,122.49776,0.19724,NA,1,0.6131,2.66724,4.22414,0.62931,18.13224,0.20138,0.19103,NA,1.95621,1,0.83603,NA,2.55672,0.68345,0.20103,0.19,0.19,0.19,158.22807,89.61103,NA,56.95362,0,NA,279.03276,0,0.19,NA,1,0.66638,10.24103,2,0.88259,0.67862,NA,0.2819,0.19,0.97741,0.19,0.32345,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA
17,"2017-03-19","Legacy HC","UniqueJewel",1,1,0.18982,0.18982,1,0.18982,0.97737,0.18982,2.91737,0.73912,0.22211,2.96175,0.99825,0.3807,0.18982,0.51526,0.50386,0.9314,0.18982,0.89509,1,0.38175,8.14456,0.32246,30,127.22737,41.76561,75,0.18982,117.04754,18.56947,1,0.99947,5.12947,1.02228,0.98982,0.19667,0.18982,0.70263,NA,0.98596,23.36316,0.18982,0.6593,NA,0.53456,4.11053,0.18982,0.92193,0.63491,0.89667,3,11.57456,4.87772,11.18158,0.18982,1.02263,1,0.18982,0.63579,0.95263,0.9214,0.96912,0.18982,0.19,0.89614,0.28579,0.97456,4.84316,146.0814,0.20667,NA,0.98386,0.99316,2.78737,4.8814,0.75088,17.68123,0.19,0.1907,NA,1.90561,0.99526,0.7507,NA,2.78474,0.60632,0.19053,0.18982,0.18982,0.18982,159.12679,87.08842,NA,44.21614,0,NA,233.81368,0,0.18982,NA,1,0.94842,10.29263,1.92632,0.99965,0.55702,NA,0.30789,0.18982,0.76386,0.19667,0.19018,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20018,NA
18,"2017-03-20","Legacy HC","UniqueJewel",1,1,0.18429,0.18429,1,0.18429,0.97054,0.18429,2.99929,0.83482,0.20732,2.99946,1,0.53696,0.18429,0.97429,0.78839,0.88804,0.18429,0.76268,1,0.30732,8.00786,0.29357,70,128.2525,36.21357,80,0.18429,116.10214,17.87143,1,1,5.16179,1.62482,0.99946,0.18429,0.18429,0.53946,NA,0.98554,23.07125,0.18429,0.42429,NA,0.80214,4,0.18429,0.77554,0.77804,0.93071,3,13.32036,6.58411,11.19464,0.18429,1,1,0.20232,0.66339,0.69107,0.97482,0.96196,0.19732,0.2325,0.99429,0.34071,1,4.7075,159.35857,0.26732,NA,0.61411,0.80821,2.94321,4.41143,0.72268,18.5175,0.21589,0.18429,NA,1.90143,1,0.81661,NA,2.16625,0.61304,0.18554,0.18429,0.18429,0.18429,184.23804,71.60893,NA,39.72179,0,NA,228.77679,0,0.18429,NA,0.99661,0.83696,9.96232,1.72571,0.99821,0.61804,NA,0.30161,0.18429,0.74732,0.18429,0.27018,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18429,NA
19,"2017-03-21","Legacy HC","UniqueJewel",1,0.96316,0.18509,0.18386,1,0.18386,0.9793,0.18386,3,0.87053,0.2014,2.86,1,0.95474,0.19439,0.84,0.73018,1,0.18386,0.90807,1,0.31561,7.31912,0.26754,66.21053,140.54246,35.2993,74.36842,0.18386,127.04429,17.57526,1,1,5.08316,1.39895,0.99684,0.18386,0.18386,0.92246,NA,0.99702,19.65912,0.18386,0.37228,NA,0.97649,3.65491,0.18386,0.65298,0.90333,1,2.95772,12.63298,6.28474,11.42404,0.18386,1,1,0.26579,0.64579,0.68895,0.99123,0.8993,0.18754,0.29596,0.79474,0.32053,1,5.68982,148.1207,0.22333,NA,0.71649,0.56772,2.84947,3.98193,0.6407,19.51702,0.18614,0.19228,NA,1.10351,0.93228,0.87895,NA,2.90193,0.80561,0.22579,0.18386,0.18386,0.18386,175.88702,62.68947,NA,41.93912,0,NA,230.89737,0,0.18526,NA,0.99246,0.96368,10.00298,1.09719,0.95351,0.37561,NA,0.26316,0.20561,0.99544,0.18386,0.23333,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18386,NA
20,"2017-03-22","Legacy HC","UniqueJewel",1,0.88845,0.19741,0.18966,1,0.18966,1,0.18966,3.44569,0.60655,0.29448,2.68862,1,0.92155,0.28638,0.70776,0.79224,0.99517,0.18966,0.97517,1,0.30259,6.97828,0.19345,55.76672,136.45862,32.6081,60.97931,0.18966,177.23466,17.15931,1,0.99914,5.19069,1.24345,1,0.18966,0.18966,0.79569,NA,0.99224,19.37293,0.23879,0.32,NA,0.98741,3,0.18966,0.69086,0.3281,0.9831,2.15672,10.28069,7.17466,10.09552,0.18966,1.00759,0.98672,0.18966,0.71431,0.66828,0.87897,0.70586,0.18966,0.18966,0.94483,0.38517,1.04793,6.54638,142.46328,0.18966,NA,0.80534,0.60052,4.15259,3.97948,0.93724,18.86707,0.18966,0.21414,NA,1.09638,0.90603,0.95759,NA,3,0.52138,0.24034,0.19121,0.18966,0.18966,182.51483,81.59448,NA,47.31483,0,NA,265.98897,350,0.18966,NA,0.99862,0.91586,8.92293,1.87517,0.92328,0.53448,NA,0.18966,0.20293,0.91828,0.18966,0.34466,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18966,NA
