"Day","Date","League","Type","Deafening.Essence.of.Anger","Deafening.Essence.of.Anguish","Deafening.Essence.of.Contempt","Deafening.Essence.of.Doubt","Deafening.Essence.of.Dread","Deafening.Essence.of.Envy","Deafening.Essence.of.Fear","Deafening.Essence.of.Greed","Deafening.Essence.of.Hatred","Deafening.Essence.of.Loathing","Deafening.Essence.of.Misery","Deafening.Essence.of.Rage","Deafening.Essence.of.Scorn","Deafening.Essence.of.Sorrow","Deafening.Essence.of.Spite","Deafening.Essence.of.Suffering","Deafening.Essence.of.Torment","Deafening.Essence.of.Woe","Deafening.Essence.of.Wrath","Deafening.Essence.of.Zeal","Essence.of.Delirium","Essence.of.Horror","Essence.of.Hysteria","Essence.of.Insanity","Muttering.Essence.of.Anger","Muttering.Essence.of.Contempt","Muttering.Essence.of.Fear","Muttering.Essence.of.Greed","Muttering.Essence.of.Hatred","Muttering.Essence.of.Sorrow","Muttering.Essence.of.Torment","Muttering.Essence.of.Woe","Remnant.of.Corruption","Screaming.Essence.of.Anger","Screaming.Essence.of.Anguish","Screaming.Essence.of.Contempt","Screaming.Essence.of.Doubt","Screaming.Essence.of.Dread","Screaming.Essence.of.Envy","Screaming.Essence.of.Fear","Screaming.Essence.of.Greed","Screaming.Essence.of.Hatred","Screaming.Essence.of.Loathing","Screaming.Essence.of.Misery","Screaming.Essence.of.Rage","Screaming.Essence.of.Scorn","Screaming.Essence.of.Sorrow","Screaming.Essence.of.Spite","Screaming.Essence.of.Suffering","Screaming.Essence.of.Torment","Screaming.Essence.of.Woe","Screaming.Essence.of.Wrath","Screaming.Essence.of.Zeal","Shrieking.Essence.of.Anger","Shrieking.Essence.of.Anguish","Shrieking.Essence.of.Contempt","Shrieking.Essence.of.Doubt","Shrieking.Essence.of.Dread","Shrieking.Essence.of.Envy","Shrieking.Essence.of.Fear","Shrieking.Essence.of.Greed","Shrieking.Essence.of.Hatred","Shrieking.Essence.of.Loathing","Shrieking.Essence.of.Misery","Shrieking.Essence.of.Rage","Shrieking.Essence.of.Scorn","Shrieking.Essence.of.Sorrow","Shrieking.Essence.of.Spite","Shrieking.Essence.of.Suffering","Shrieking.Essence.of.Torment","Shrieking.Essence.of.Woe","Shrieking.Essence.of.Wrath","Shrieking.Essence.of.Zeal","Wailing.Essence.of.Anger","Wailing.Essence.of.Anguish","Wailing.Essence.of.Contempt","Wailing.Essence.of.Doubt","Wailing.Essence.of.Fear","Wailing.Essence.of.Greed","Wailing.Essence.of.Hatred","Wailing.Essence.of.Loathing","Wailing.Essence.of.Rage","Wailing.Essence.of.Sorrow","Wailing.Essence.of.Spite","Wailing.Essence.of.Suffering","Wailing.Essence.of.Torment","Wailing.Essence.of.Woe","Wailing.Essence.of.Wrath","Wailing.Essence.of.Zeal","Weeping.Essence.of.Anger","Weeping.Essence.of.Contempt","Weeping.Essence.of.Doubt","Weeping.Essence.of.Fear","Weeping.Essence.of.Greed","Weeping.Essence.of.Hatred","Weeping.Essence.of.Rage","Weeping.Essence.of.Sorrow","Weeping.Essence.of.Suffering","Weeping.Essence.of.Torment","Weeping.Essence.of.Woe","Weeping.Essence.of.Wrath","Whispering.Essence.of.Contempt","Whispering.Essence.of.Greed","Whispering.Essence.of.Hatred","Whispering.Essence.of.Woe"
71,"2019-08-16","Legion HC","Essence",4,3,12,3.27,59.0355,12.65,5,19.05,4,3.16,3.63,15.88,9.78,5,19.3,2.14,3.16,3,4.22,10.99,11,29.7,5,7,0.8,0.87,0.58,0.61,0.48,0.8,0.58,0.44,1,1,1,1,1,2.96,1,1,1,1,1,1,1.31,1,1,1,1,1,1,1,1,3,1,3.4,1.72,15,4,3,3,1.94,2,3,2.48,3,3,4.49,1.72,1.73,2,3.1,4,1,1,0.87,0.58,0.9,1,1.65,0.92,1,1,0.89,1,1,1.74,1,0.58,0.9,1,0.69,1.75,1,0.68,1.71,0.58,2.32,0.69,0.84,0.81,0.51,0.35,0.86,0.42
72,"2019-08-17","Legion HC","Essence",3,3,13,3.15,54.48,11.84,5,20.99,4,3.06,3.52,16.52,8.88,4.81,19.3,3,3.16,3,4.13,10.9,11,29.37,5,7,0.8,0.85,0.55,0.61,0.47,0.72,0.58,0.31,1,1,1,1,1,2.91,1,1,1,1,1,1,1.33,1,1,1,1,1,1,1,1.67,3,1,3.21,2.05727,14.83,4,3,3,1.95,3.84,3,2.7,2.98,3,5.32,1.8,2.19,2,2.30375,4,1,1,0.89,0.91,0.89,1,1.65,0.94,1,1,1,1,1,1.55,1,0.58,0.85,2.09,0.76,1.75,0.99,0.65,0.74,0.58,3,0.92,1.77,0.88,0.5,0.33,0.91,0.42
73,"2019-08-18","Legion HC","Essence",3,3,11.8,3.06,54.48,11.76,5.05,7.56,3.97,3,3.82,20,10.84,3.69,10.33,3,3.6,3.01,4.01,10.62,11,29,5,7,0.8,1,0.55,0.61,0.5,0.71,0.57,0.42,1,1,0.99,1,1,2,1,1,1,1,1,1,1.33,1,1,1,1,1,1,1,1.6,3,1.81,3.25,2.07,15,4,3,5.18,1.97,3,3,4.4,3,3,5,1.82,2.03,2,2.31,3.95,1.22,2.56,0.91063,0.78,0.88,1,6.12,0.88,1,1,1,1,1.44,2.31,1,0.8,1.44,3,0.76,1.75,0.96,0.65,0.75,0.57,3,0.89,1.54,0.82,0.48,0.33,0.91,0.38
74,"2019-08-19","Legion HC","Essence",3,3,12,3.47,53.6,11.76,5.09,7.56,4,5.06,3.8,20,15.65,3.73,10.33,3,3.49,3,3.82,10.52,11,27.68,5,8,0.8,1,0.66,0.58,0.49,0.71,0.4,0.41,1,1,0.99,1,1,2.07,1.15,1,1,1,1,1,1.43,1,1,1,1,1,1,1,1,2.88,1.52,3.25,1.57,15,4,3,4.74,1.91,3,3,6.03,2.88,3,5,1.7,1.61,2,2.31,3.95,1.22,13.5,2.54,0.7,1,1,5.93,0.77,1.31,1,1,1,4.14,2.22,1.41,1.32,1.44,5.93,0.74,1.66,1,1.08,0.6,0.57,3,1.8,1.31,0.81,0.47,0.3,0.91,0.38
75,"2019-08-20","Legion HC","Essence",3,3,10.74643,3.47,53.04,12.62,5.09,6.1,4,5.06,3.965,20,15.65,3.73,9.61,3,3.49,3,3.63,11.32,10.76,25,5,7.92,0.85,1.41,0.6,0.59,0.5,1.03,0.44,0.42,1,0.97,1.63,1.43,1,2,1,1,1,1,1,1,1.65,1,1,1,1,1,1,1,2.2,2.88,2,3.25,1.57,15,4,2.58,5.07,1.91,3,3,4.42,2.88,3,5,1.7,1.62929,2,2.31,4,3.29,13.5,2.54,1.63,1.63,1.55,3.54,0.75,1.31,1,1.3,1.965,3.59,2.33,3,1.32,3.59,5.15,1,2.44,2.33,1.13,0.68,0.57,3,1.8,1.34,0.82,0.48,0.3,1.63,0.58
76,"2019-08-21","Legion HC","Essence",3,3,9.42,3.8,53.6,12.62,5.32,6.1,4,5.06,4.02,20,17.62,3.73,9.61,3,3.49,3,3.63,11.32,10,29.28,5,8.98222,0.81,1.41,0.68,0.59,0.53,1.03,0.47,0.45,1,1,1.65,1.54,1,2,2,1,1.02,1,1,1,2,1.34,1,1,1,1,1,1,2.23,2.9,2,3.39,1.57,14.32,4,2.7,5.14,1.91,3,3,2.63,2.89,3,5,1.79,1.7,2,2.404,4,3.01,6.48,2.54,1.63,1.58875,2.53,3.54,0.74,1.43,1,1.41,2.02,3.59,2.33,3.21,1.32,3.59,2.91,1.36,2.44,2.22,1.13,0.75,0.57,3,1.61,1.34,1,0.52,0.3,1.63,1.16
77,"2019-08-22","Legion HC","Essence",3,3,8.82,3.25,52.68,12.65,5.32,4.64,4,4.27,3.83,20,17.33,3.62,9.61,3,3.39,4.33,3.22,17.2,10,29,5,9,0.89,1,0.67,0.89,0.54,1.4,0.44,0.6,1,1,1.54,1.28,0.99,2,2,1.22,1,1,1,1,2.42,1.27,1,1,1,1,1,1,1.62,2.98,2,3.3,1.59,12.62,4,2.6,5.16,1.92,3,3,2.22,3,3,5,1.81,1.79,2,2.52,4,2.2,6.48,2.64,1.02,1.52,2.54,3,0.72,1.54,1,1.41,1.83,3.59,2.33,3,1.32,3.59,1.39,1.36,2.44,2.22,1.11,0.75,0.57,3,1,1.34,1,0.58,0.3,1,0.67
78,"2019-08-23","Legion HC","Essence",3,3.11,8.27,3.25,52.68,12.65,5.13,4.64,4,3.76,3.83,20,17.33,3.53,9.61,3,3,4.1,3.22,17.95,10,29,5,9,0.89,1,1,0.89,0.54,1.4,0.44,0.6,1,1,1.54,1.33,0.95,2,2,1.22,1,1,1,1,2.42,1.27,1,1,1,1,1,1,1.62,2.88,2,3.19,1.59,12.62,3.9,2.6,5.09,1.92,3,2.95,2.22,2.9,3,5,1.73,1.79,2,2.445,4,2.2,6.57,2.64,1.03,1.52,2.54,3,0.73,1.84,1,1.41,1.83,3.61,2.33,3,1.33,3.61,1.39,1.36,2.44,2.22,1.11,0.75,0.58,3,1,1.35,1,0.59,0.67,1,0.67
79,"2019-08-24","Legion HC","Essence",3,3.22,8.27,3.25,52.7,12.65,5.18,4.64,4,3.76,3.83,20,17.65,3.43,8.56,3,3,5,4.41,17.95,10,29.34,5,9.09,1,1,1,1,0.54,1.4,0.44,1,1,1,2,1.72,1,2,2,1.17,1,1,1,1,3.62,1.96,1,1,1,1,1,1,1.73,2.7,2,3,1.59,12.62,3.81,2.62,5,1.94,3,2.86,2.22,2.9,3,5,1.73,1.71,2,1.51,4,2.32,5.2,2.65,1.03,1.42,3,3,0.71,1.87,1.86,1.41,1,3.65,3.63,3,1.33,3.61,1.41,1.36,3,2.22,0.84,0.924,0.76,3,1,0.76,1,0.89,0.72143,1,0.72
80,"2019-08-25","Legion HC","Essence",3,3.43,9.16,4.61,50,12.65,5.41,5.29,4.24,3.76,3.83,16.06,17.65,3.66,11.12,3,3,5.55,4.31,17.95,10,29.17,5,8.7925,1,1,1,1,0.88,1,0.66,1,1,1,2,1.72,1,2,1.83,1.08,1.32,1,1,1,3.62,2,1,1,1,1,1,1,1.73,2.32,2,3.5,1.45,12.62,3.82,2.52,4.78,1.85,2.68,2.77,2.22,3,3.43,5,1.73,1.71,2,1.51,4,2.32,5.24,2.65,1.06,1.42,3,3,0.74,1.87,1.86,1.41,1,3.65,3.63,3,1.21,3.69,1.41,1.36,4.14,2.22,0.84,0.9,1,3,1,0.74,1,0.9,0.75,1,0.72
81,"2019-08-26","Legion HC","Essence",3,3.32,9.74,4.61,57,12.65,5.41,5.29,5,3.76,5.09,16.06,17.65,4.61,11.12,3,3,5.55,4.22,17.95,10.16,29.28,5,10,1,1,1,1,0.84,1,0.66,1,1,1,2.1,1.67,1,2,1.83,1.08,1.2,1,1,1,3,2,1,1,1,1,1,1,1.73,2.66,2,3.76,1.31,12.35,3.82,2.52,4.78,1.85,2.68,2.77,2.25,3,3.43,5,1.7,1.68,2,1.51,4,2.32,5.2,2.65,1.04,1.42,3,3,0.72,1.87,1.86,1.41,1,3.65,3.63,3,1.2,3.65,1.41,1.36,12.6,4.05,0.84,0.89,1,3,1,0.73,1,0.9,0.67,1,0.72
82,"2019-08-27","Legion HC","Essence",3,4,9.67,4.63,57,11.3,5.22,4.52,5,10,5.18,16.06,17.65,4.5,9.51,3,3,5.44,5.21,12.52,10.12,25.77,5,13.02,1,1,1,1,0.84,1,0.59,1,1,1,2.1,1.64,0.96,2,1.74,1,1.17,1.63,1,1,1.99,1.98,1,1,1,1,1,1.65,1,2.66,2.54,4.62,1.31,12.41,3.73,3,5.58,1.76,2.68,2.68,2.89,3,3.43,5,1.7,1.68,2,1.51,4,2.32,2.19,2.65,1.03,1.33,3,3,0.7,1.87,1.86,1.41,1,3.65,3.63,3,1.19,3.61,1.41,1.03,12.06,4.05,3,0.89,1,3.31,1,1.4,1,1.44,1,1,0.72
83,"2019-08-28","Legion HC","Essence",3,4,9.11,4.63,56.52,9.6,6.93,4.52,5,10,5.2,16.06,17.65,4.55,6.77,3,3,5.5,5.21,12.18,10,24.24,5,10.06,0.9,0.72,1,0.64,0.76,1,0.66,1,1,1,2.1,1.64,0.89,2,2,1,2.46,1.63,1,1,1.99,2.46,1,1.43,1,1.62,1,0.66,1.49,2.66,3.82,4.62,1.31,12.41,4,3,5.67,1.68,2.68,2.58,2.93,3,3.32,5,1.7,1.68,2.66,1.51,4,2.65,1.8,3,1.04,1.44,3,3,0.71,1.87,1.86,1.32,1,3.65,3.63,3,1.19,3.65,0.57,1.03,12.06,12.6,0.43,0.31,1,3.32,0.48,0.4,1,1,0.71,0.84,0.44
84,"2019-08-29","Legion HC","Essence",3,4,8.48,4.53,56.04,9.6,6.73,4.52,5,10,5.21,16.06,17.65,4.36,6.77,3,3,5.706,5.65,10.04,10,24.46,5,9.2,0.91,1,1,1,0.76,1,0.61,1,1,1,2.21,1.53,0.94,2,2,1,2.46,1.63,1,1,1.99,1,1,1.43,1,1.62,1,2.05,1.49,2.66,3.82,4.52,2.42,12.41,4,3,5.65,1.66,2.68,2.49,2.93,3,1.81,5,1.67,1.66,1.62,1.51,4.41,2.65,1.8,3,1.04,1.44,3,3,0.746,1.87,1.86,1.32,1,5.16,3.63,3,1.196,6.48,2.22,0.58,11.73,11.7,0.42,0.96,1,3.31,1,1.48,1,1,0.72,0.84,0.45
85,"2019-08-30","Legion HC","Essence",3,4,8.81167,4.53,56.04,12.44,8.67,4.52,5,10,5.05,16.06,17.65,4.063,8.3,3,3,5.677,5,15.1,10,26.31,5,9.73,1,1,1,1,0.741,1,0.6,1,1,1,2.21,1.96,0.9,1.08,2,1.25,2.28,1,1,1.63,1.82,1.99,1,1.51,0.99,1.52,1.31,1.86,1.49,5.05,3.82,2.1,2.42,11.44,4,3.65,6.36,1.63,2.68,2.39,2.4,3,1.81,4.49,2.03,1.63,1.62,1.51,4.41,2.65,1.41,1.92,2.33,1,3,3,1.36,1.6,1.75,2.33,1,1.8,1.61,3.41,2.22,5.55,1.31,1,2.1,3,0.22,1,1,2.1675,0.8,1.41,1,1,1,0.83,1
86,"2019-08-31","Legion HC","Essence",6.21,4,8.21,4.65,56.04,9,13.01,4.52,5,10,5.07,16.09,19.2,4.05,8.3,3,3,5.6,5.65,10.5,10,25.20688,5,9.19,1,1,1,1,1,1,0.6,1,1,1,2.65,1.92,0.82,1.2,2,1.15,3,1,1,1.63,1.82,1.8,1,1.41,0.96,1.43,1.22,1.66,1.4,5.04,3.63,1.37,2.87,11.44,4,3.65,5.83,1.63,2.17,2.3,1.44,3,1.6,4.49,1.84,1.63,1.99,1.79,4.41,2.65,1.41,1.74,2.33,1.4,3,3,1.36,1.6,1.75,5,1.4,1.8,1.61,3.41,3.26,5.4,1.31,1,2.1,3,0.22,1,1,2.16,0.72,1.41,1,1,1,0.83,1
87,"2019-09-01","Legion HC","Essence",9.3,4.3,7.44,4.68,0,9,13.84667,10.8,5,10,5.09,16.09,20,6.5,13.21,3,3.22,5.6,5.65,9.99,10,23.18,4.56,14.26,1,1,1,1,1,1,0.6,1,1,1,2.65,2.64,1,2.07,2,1.4,3,1.59,1.25,1.43,1.82,1.6,1,1.31,0.88,2.6,2.1,1.66,1.8,5.47,3.5,4.15,2.87,11.07,4,3.5,5.75,2.74,1.59,2.2,1.44,3.3,1.3,4.39,3.24,2.72,1.8,1.82,5.74,2.65,1.41,1.64,2.33,1.4,3,3,1.33,1.6,1.84,5,1.43,1.8,1.8,3.41,5.3,5.3,1.31,1,2.1,3,1,1,1,2.28,0.75,1.47,1,1,1,0.82,1
88,"2019-09-02","Legion HC","Essence",9.3,4.32,7.44,4.79,0,9,17,10,5,0,5.11,16.09,20,6.32,13.21,3,3.22,5.67,5.65,9.99,10,21.72,4.56,14.26,1,1,1,1,1,1,1,1,1,1,8,2,1.59,1.97,2.35,1,1.59,1,1,1,1.82,1,1,1,0.8,1.39,1.2,1.66,1,5.55,3.52,4.16,10,10.99,4.21,1.9,5.83,5.95,1.59,2.2,1.45,3.3,1.3,5.5,3.25,1.9,1.8,1.82,7.63,1.3,1,1.64,1.2,1.4,1.4,2.17,3.2,1,1.09,5,1,1,1,3.41,1.45,1.45,1.31,1,1,1.2,1,1,1,1.19,0.76,1,1,1,1,0.82,1
89,"2019-09-03","Legion HC","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"2019-12-13","Metamorph HC","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,1.3,0,1,0,3,8,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0.58875,1,1,2
2,"2019-12-14","Metamorph HC","Essence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25.5,7,12.6,0.69,0.295,0.73,0.6,0.925,0.85,0.27,0.6,1,1.62,1,1.21,1,1.5,2,2.3,3.1,1.2,1.255,1,1.0825,1.43,1.355,1,1,1,2,1,2.21,0,0,8,0,15,3,0,0,1,0,0,0,3,0,0,0,0,3,0,0,1,1,1,0.57,1,1.32,0.78143,1.3,0.42,1,1,1,1,0.727,0.96438,1,1,1,0.50125,0.90143,1.11,0.58,1,0.26,0.916,1,0.58,0.69375,0.437,1,0.49,1.2
3,"2019-12-15","Metamorph HC","Essence",3.5,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,0,0,0,0,12,19.37826,6,8.51,0.79,0.28,0.91,0.26,0.63,0.9,0.28,0.39292,1,1,1,2,1,2.93,1,3,3,1,1,1,1,1,1,1,1,1,2,1,1,3,4,8,0,15,2.43,5,12,1,0,4,0,3,0,2.22,0,3,3,0,5,1,1,1,0.58,1.21,2.31,1,0.5,0.28,0.57,0.96,0.87,0.72,1.5125,0.84,1,0.51,0.45,0.98,0.78,1,0.63,0.85,0.28,0.73875,1,0.9475,1,0.28,0.85,0.28,1
4,"2019-12-16","Metamorph HC","Essence",9,0,0,0,0,0,9.8775,0,0,0,0,0,0,0,0,0,0,0,0,0,12.21,9.294,5,6.97,0.95,0.29,0.4,0.29,0.29,0.26,0.29,0.46,1,1,1,2,1,2.16727,1,3,2.64563,1,1,1,1,1.1,1,1,1,1,2,1,1,3.1,4,5.39,0,15.99,2.43,8.05,10,3,0,4,0,3,3,4,1,3,8.99,1.43,5,0.96,1,1,1,1,1.36,1,0.53,0.29,0.77367,1,1,1,0.97,0.9,1,1,1,1,0.95,1,1,0.3,0.3,1,1,0.85,1,0.29,0.29,0.29,0.29
5,"2019-12-17","Metamorph HC","Essence",6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,14.59412,8.65529,3.74,6,0.33,0.33,0.34,0.33,0.33,0.32,0.33,0.33,1,1,1,2,1,2.82162,1,3,2.9963,1,1,1,1,1,1,1,1,1,2,1,1,3.32,4,5,0,12.48,1,15.656,12,2.69,3.11,3.68,5,3,3,4,1,3,9.52,1.33,5,1,1,1,1,1,1,1,0.61,0.33,0.87,1,1,1,0.99806,1,1,1,0.98,1,1,1,1,0.35,0.3445,0.99,1,0.66,0.86,0.33,0.33,0.33,0.33
6,"2019-12-18","Metamorph HC","Essence",6.43,0,0,0,0,0,11,0,9,0,0,15,0,0,0,0,0,10,0,0,13,9.53,3.14474,5,0.35,0.35,0.36,0.35,0.35,0.35,0.35,0.35,1,1,1,1.89,1,3,1,3,3,1,1,1,1,1,1,1,1,1,1.62,1,1,4,4,5,0,12.48,3.31,8.55,7.41,2,3.11,4,4,3,6,4.3,1,3,6.64,1.44,4.39,1,1,1,0.93,1,1,1,0.61,0.35,1,1,1,1,1,1,1,0.95342,1,1,1,1,1,0.36,0.4,1,1,0.61526,0.88,0.35,0.35,0.35,0.35
7,"2019-12-19","Metamorph HC","Essence",6,0,0,0,0,0,13.56,0,8.2,30,0,15,10,0,0,0,5,10,0,0,12,16.033,3,5,0.38,0.36,0.36,0.36,0.36,0.35,0.36,0.38,1,1,1,1.36,1,2.56,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3.25,1.37,5,3,15.82,2.94,8.23,7.86,2,3,4,4,2.92,5.73,4,1,2.88,4.77,1.78,4.5,1,0.86,1,0.82,1,1,1,0.49,0.40339,1,0.45,0.91,0.74,1,1,0.82,1,1,0.44,1,1,0.81,0.39,0.88,0.7,0.96,0.42,0.72,0.36,0.29194,0.36,0.36
8,"2019-12-20","Metamorph HC","Essence",4.61,0,11.06667,12,0,15,13.83,0,8.2,30,0,10,9,0,0,0,5,20.2,0,0,11,17,2.06,5,0.39,0.65,0.35,0.35,0.35,0.35,0.35,0.36,1,1,1,2,1,2,1,3,2.99019,1,1,1,1,1,1,1,1,1,2,1,1,3,1.21,4.96706,3,13.85,3.24,6,6.27,2,3,3.38,7,2,4,3.86,1,3,4.05,1.9,5,1,0.92,1,0.69,1,1,1,0.66,0.48,1,0.53,1,1,1,1,1,1,1,0.41,1,1,1,0.83,0.7,0.74,1,0.47,0.72,0.35,0.35,0.35,0.35
9,"2019-12-21","Metamorph HC","Essence",5.44,0,11,12,0,15,14.12,28,7,30,9,10,9,0,0,0,5,20.2,49.54,10,9,15,2,4.82,0.41,0.55,0.33,0.36,0.33,0.35,0.33,0.34,1,1,1,2,1,2.5088,1.02,3,3,1,1,1,1,1,1,1,1,1,1.47,1,1,3,1.52,4,2.86,12.27,4,6,7.97,2,3,4,5.838,2.89,4,4,1,2.84,3.84,3,4,1,1,1,0.63,1,1,1,0.85,0.35,0.81,0.74,1,0.73171,1,1,1,0.96,0.99527,0.42,1,0.97,1,1,1,1,1,0.39,0.7,0.33,0.33,0.33,0.33
10,"2019-12-22","Metamorph HC","Essence",5,0,10.6,12,40,14.1,12,28,7,30,9.11,12,10.2,10,7.21,0,5,17.45,35,10,9,13,3,4.92809,0.4,0.99,0.33,0.37,0.33,0.36,0.33,0.34,1,1,1,1,1,2.5,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1.06045,4,2.46,11,4,6,6.52,1.67,3,3,4,2.13,3,4,1,2.65,4,2.9725,4,1,1,0.93,0.73,1,1,1,0.94,0.36,0.75,0.79103,1,0.75,1,1,1,0.99,1,0.4,1,1,1,1,1,1,1,0.39,1,0.33,0.3,0.32,0.33
11,"2019-12-23","Metamorph HC","Essence",7.02,10,9.42,5,40,13.2,13.38688,15,7,30,9,12,9.11,9.4,7.21,12,5,17.1,35,15,8,12.91516,3,4.96,0.42,0.95,0.32,0.39,0.32,0.4,0.32,0.39,1,1,1,1,0.97,2.5,1.96,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1.34,3,3,12,4,5,6.52,2.16,3,3,4,2,3,3,1,2,4.24,3,4,0.95526,0.99,1,0.9,1,1,1,1,0.56,0.75,0.67,1,0.95,1,1,1,0.98,1,0.43,1,0.99,1,1,0.96,1,1,0.32,1,0.32,0.32,0.32,0.32
12,"2019-12-24","Metamorph HC","Essence",7.5,10,9.86,5,40,13,10.68,51,6.77,13.8,8,25,7.4,9.4,6.82,12,5,14.65,30,15,8,12,3,5,0.45,0.74714,0.3,0.41,0.3,0.42,0.3,0.44,1,1,1,1,0.99,2,1.88,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2.76,1.3,4,3,7.95,4,6,8.49667,2.4,3,3,4,2,4,3,1,2,3,3,5,0.9,0.97,1,0.89,1,1,1,1,0.33,0.92,0.7,0.91,0.9,1,0.9,1,0.63,0.86,0.45,1,1,1,1,0.98,1,1,0.3,1,0.3,0.3,0.3,0.3
13,"2019-12-25","Metamorph HC","Essence",6.22,10,9.49,3.4,40,13,10,30,6,13.8,7,23,7.63,6.65,6.3,12,3.2,14.32,23.46,15,8,13.56,3,5,0.48,0.61,0.29,0.4,0.29,0.45,0.29,0.44,1,1,1,1,0.98,2,1.7,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2.71,1,4,3,8.98682,4,5.14,6.32,2.6775,3,3,4,2,3,3,1,2.13,3,3,4.78,0.96,0.98,1,0.97,1,1,1,0.99,0.38,0.99,0.98,0.95,0.94,1,0.98,1,0.56,0.77,0.48,0.88756,0.99,1,1,1,1,1,0.3,1,0.29,0.29,0.29,0.29
14,"2019-12-26","Metamorph HC","Essence",6,3,8,3.62,30,12.39,10,25,6,9.195,7,20.89,6.01,5.82,5.4,5.7,7.18,11.86,14.06,6,10,16,3,5.71,0.5,0.5,0.28,0.28,0.28,0.5,0.28,0.29,1,1,1,1,1,2,1.44,2,3,1,1,1,1,1,1,1,1,1,1,1,1,2.68,1.21,4,3,9,4,5.47932,5.42,3,3,3,3.92,2,3,3,1,2,3,3,5,1,1,1,1,1,1,1,1,0.37,1,1,0.85446,1,1,1,1,0.72,0.92,0.5,1,1,1,1,0.51106,1,1,0.38,1,0.28,0.28,0.28,0.28
15,"2019-12-27","Metamorph HC","Essence",5,2.83,5.95,3,23.03,12.39,8.27,24.01,5,9.01,6.86,9.27,6.01,5.42,5.21,5,5.54,10,6,6,9,16.37,3,8,0.5,0.46,0.26,0.36,0.26,0.5,0.26,0.29,1,1,1,1,1,2,1.01,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,8.9,4,5,6.34,2,3,3,4.17,2,3,3,1,2,3,3,4.75,1,1,1,1,1,1.78,1,1,1,1,0.89,0.91,1,1,1,1,0.67,0.95,0.5,1,1,1,1,0.98,1,1,0.35,1,0.26,0.26,0.26,0.26
16,"2019-12-28","Metamorph HC","Essence",5,2.94,9,3,23.58,12.39,8,26.48,5,9.23,6,13.6,5.8,5,6.63,5,5,9,6,6,10,14.93,3,8,0.51,0.45,0.25,0.48,0.25,0.5,0.25,0.35,1,1,1,1,1,2,1.31854,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,8,4,5,10.91,2,3,2.22,2.42,2,3,3,1,2,3,3,5,1,1,1,1,1,1,1,1,1,0.99,1,0.98,1,1,1,1,0.7736,0.99,0.5,1,1,1,1,1,1,1,0.5,1,0.25,0.25,0.25,0.25
17,"2019-12-29","Metamorph HC","Essence",5,2.65,10,3.1,23.03,12.5,9.54,30,4.82,9.83,6,18.6,7.31,7.65,8,5,5,8,8.1,0,11.29,13,3,7.25,0.51,0.4,0.25,0.48,0.24,0.51,0.24,0.29,1,1,1,1,1,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,8,4,5,12,2,2.85,2,6,2,3,3,1,2,3,3,5,1,0.67,1,1,1,1,1,1,1,0.97049,1,1,1,1,1,1,0.95679,0.51,0.49,0.93596,1,1,1,0.85,0.91,1,0.56,1,0.24,0.25,0.24,0.24
18,"2019-12-30","Metamorph HC","Essence",5,2.65,12.82,3.1,19.11,12.62,11.22,29.2,4.13,8.12,6,20,7,6.92,5.01,5,4.23423,8,7,0,11.89959,14.41988,3,7,0.52,0.28,0.44,0.48,0.24,0.53,0.23,0.43,1,1,1,1,1,2,2,2.35,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,4,3,8,4,5,12,2,3,2,6,2,2,3,1,2,3,2.52,4,1,0.79,1,1,1,1.02,1,0.64,1,0.7,1,1,0.59,1,1,1,0.77,0.53,0.39,0.48,1,0.7,1,0.53,0.57,0.97524,0.53,1,0.23,0.26,0.23,0.23
