"Day","Date","League","Type","Andvarius","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Bisco.s.Collar","Bisco.s.Leash","Blackheart","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Choir.of.the.Storm","Cyclopean.Coil","Daresso.s.Salute","Darkness.Enthroned","Death.Rush","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Faminebind","Feastbind","Gifts.from.Above","Gloomfang","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Immortal.Flesh","Impresence","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Cruelty","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Miracle.Gorget","Mokou.s.Embrace","Mutewind.Seal","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Perseverance","Praxis","Presence.of.Chayula","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Ryslatha.s.Coil","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soul.Tether","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Tasalio.s.Sign","Tear.of.Purity","The.Anvil","The.Ascetic","The.Aylardex","The.Halcyon","The.Hungry.Loop","The.Ignomon","The.Magnate","The.Pandemonius","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voice.of.the.Storm","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Wurm.s.Molt","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","First.Piece.of.Time","Gluttony","Mark.of.the.Elder","Stormfire","The.Effigon","The.Nomad","The.Tactician","Timetwist","Winterweave","Blightwell","Mark.of.the.Shaper","Natural.Hierarchy","Second.Piece.of.Time","The.Flow.Untethered","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Aul.s.Uprising","Coward.s.Chains","Coward.s.Legacy","Eyes.of.the.Greatwolf","Hyperboreus","Mark.of.Submission","Perquil.s.Toe","Precursor.s.Emblem","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Sacrificial.Heart","Solstice.Vigil","String.of.Servitude","The.Primordial.Chain","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Zerphi.s.Heart","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Hyrri.s.Truth","Icefang.Orbit","Siegebreaker","Tavukai","The.Jinxed.Juju","Venopuncture","Demigod.s.Bounty","Demigod.s.Eye","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift"
12,"2017-12-19","Abyss HC","UniqueAccessory",1.09561,0.24456,5.90772,20.04895,1,3.19965,0.23333,1,32.7636,7.25561,20.72123,225.90421,0.97561,0.99702,4.99614,0.23351,1,1,3.32123,9.41,85,2,51.63123,9.28351,74.08807,1.01719,0.98614,0.99596,0.46965,0.85754,22.95281,0.23123,0.98614,216.06609,41.68123,39.0114,29.75526,1.84281,0,0.23123,125,0.2586,208.7386,0.23404,32.14158,5.33368,1,1.89228,3.90895,0.35298,0.23123,0.29263,0.32175,0.23123,1,1,0,0.30877,0.75702,3,4.47719,0,0.23404,11.84246,2,0.76193,601.96429,0.90351,0.97561,0.33211,0.99211,16.68421,60,0.73439,1,0.99947,106.42105,0.23158,0.51298,54.51,0.23123,0.28175,0,0.83123,0.23281,27.52421,0.32684,0.94737,2.57667,0.81193,92.65807,4.99544,0.24035,0.29,165,31.47386,120.13158,117.5,0.5393,7.29754,0.23123,0,0.23123,0,0.23175,1.97684,0,15.5386,81.25649,4,160.9393,0.61842,2.4293,0.24421,298.97491,274.40316,94.57895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2017-12-20","Abyss HC","UniqueAccessory",1.85431,0.26931,4.72724,20.35069,1.245,2.81845,0.23207,0.95672,81.65,5.78276,19.27121,350.34672,0.9719,0.9969,4.99966,0.23052,1,1,3,9.5769,79.31034,1.79052,43.31034,12.35914,56.33241,1,0.99328,0.9019,0.36948,0.84,26.14345,0.23052,1,177.64862,51.94362,43.18172,31.09741,1.28397,0,0.23052,0,0.23052,134.25345,0.34431,31.48362,5.75569,1,1.85828,3.51724,0.60759,0.22828,0.31103,0.31345,0.23121,0.99966,0.86259,0,0.23052,0.93483,3,5,0,0.24155,10.09207,1.33741,0.85448,607.45614,0.84828,0.97724,0.34552,1,5,52.2531,0.99655,1,1,120,0.23328,0.33517,35.9119,0.23052,0.23276,0,0.86241,0.23241,28.41379,0.23052,0.94293,2.5219,0.43328,101.79103,4.85466,0.24879,0.41517,0,25.04776,140.86207,103.74517,0.65172,7.06793,0.23052,0,0.24328,0,0.235,1.66621,0,14.63483,57.62138,3.11,162.54146,1,2,0.25534,296.72534,318.28276,86.01136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2017-12-21","Abyss HC","UniqueAccessory",1.99772,0.23614,3.96263,22.36561,1.88421,2,0.23246,0.96702,96.48474,6.10754,17.45579,366.39404,1,0.95614,4.57947,0.23246,1,1,2.98667,9.59561,75,1.02105,44.66912,10.6793,52.88456,1.05912,1,0.96579,0.7707,0.83018,27.98702,0.23246,1,145.8586,59.1314,41.70842,28.71316,1.05123,2514,0.23298,297.82609,0.25895,105.19772,0.29211,30.69509,5.60491,1,1.57544,3.56018,0.35895,0.23246,0.23246,0.24298,0.26667,1,0.58965,0,0.23246,0.72579,3,4.84439,0,0.26825,9.94386,1.93702,0.97754,606.85193,0.81228,0.94842,0.3693,1,5,99.72982,0.96789,1,0.99737,477.77778,0.26667,0.40544,20.00526,0.23246,0.38807,0,0.92526,0.23246,25.68877,0.23509,0.90877,2.18842,0.44018,97.66404,4.58754,0.23246,0.55895,187.95,30.24368,172.69368,92.80667,0.50614,6.07491,0.23246,0,0.23246,0,0.33667,1.73509,35.9375,11.70561,51.97737,3.29579,100.31667,0.79123,2,0.29018,310.59333,350.03579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2017-12-22","Abyss HC","UniqueAccessory",1.32158,0.24228,3.05211,25.17772,1.43579,1.99596,0.25982,0.97316,91.85684,5.90281,16.63649,373.05158,1,0.92175,4.38877,0.23509,1,0.9993,3.01474,9.99702,73.2,1,47.0607,8.62474,54.76877,1,1,0.99825,0.96281,0.75211,23.31912,0.23509,0.99947,138.54754,59.37895,39.48316,23.71772,1,0,0.24333,205.26316,0.23509,107.75,0.42368,29.97509,6.80456,0.99947,1.7514,4.82439,0.23509,0.23509,0.23509,0.36825,0.30088,0.9993,0.81684,0,0.27246,0.68526,3,4.03754,0,0.23509,7.66614,1.99456,0.73123,619.26316,0.53175,0.99754,0.38754,1,5,67.96965,0.82456,0.95719,0.99947,460.35088,0.23509,0.53351,9.8593,0.23509,0.94421,0,0.92368,0.23509,22.76667,0.54105,0.88807,1.98105,0.63281,99.86509,4,0.23509,0.25614,200,29.96175,175.33123,87.05404,0.68088,5.80614,0.23509,0,0.23509,0,0.30053,1.42368,20.96491,11.41333,37.03684,3.21754,274.30438,0.4986,2,0.23579,352.34614,323.12737,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2017-12-23","Abyss HC","UniqueAccessory",1.70474,0.34596,3,24.78596,1.70088,1.98982,0.2607,0.9986,74.30702,5.99456,17.78316,369.04579,1,0.75825,4.68386,0.23579,1,0.99965,3,10.00474,80,1,44.91228,7.41035,47.84386,1.32298,0.97474,1,0.58421,0.99404,22.72544,0.23579,1,106.59789,53.44351,35.26246,22.3707,0.99982,2878.72105,0.23579,137.47368,0.23579,98.75333,0.28193,29.24772,6.92579,1,1.84632,4.9386,0.2414,0.23579,0.23614,0.40088,0.36807,0.99825,0.65825,0,0.23667,0.71877,2.68579,4.74018,0,0.23579,7.92754,2,0.87088,650.85175,0.42246,1,0.40877,1,4.43158,170.88947,0.83105,0.83035,0.99614,377.45614,0.23579,0.52123,8.45193,0.23579,0.61316,0,1,0.23579,22.63772,0.31509,0.95316,1.88544,0.41825,100.26982,4,0.23579,0.35211,181.79694,21.87246,153.625,81.4407,0.98474,6.53088,0.23579,0,0.23579,0,0.31088,1.38,80.18519,13.33,21.20456,3.69053,418.2,0.79211,2,0.23649,381.34091,315.36246,144.82456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2017-12-24","Abyss HC","UniqueAccessory",1.90897,0.24086,2.98155,27.20362,1.08603,1.99379,0.31466,0.99534,41.39379,6.05103,18.44724,371.4031,1,0.95414,3.9769,0.24,1,1,2.97983,11.53017,80,0.99103,66.57448,7.69724,43.52414,1.67724,0.99448,0.92138,0.73552,1,23.66466,0.24,1,90.92052,53.6431,32.92,20.31948,1,2931.64138,0.24,200,0.24,99.85,0.41948,26.885,6.62621,1,1.98603,5.38793,0.24069,0.24,0.36534,0.41345,0.24414,1,0.84655,0,0.24,0.79862,2.96138,4.83483,0,0.24,7.98707,1.99224,0.68103,650.68345,0.59345,0.995,0.43793,1,3.2,257.7,0.94224,0.80569,0.99879,348.10345,0.24,0.34086,5.6981,0.23655,0.3931,0,0.93897,0.24,24.16259,0.24,0.95983,1.80603,0.345,88.90983,4,0.24,0.41569,185.10345,19.52552,122.28914,75.81793,0.67,7.17897,0.24,0,0.24,0,0.24,3.19276,173.06034,14.065,13.94552,3.95931,962.4,0.83776,2,0.3669,478.07179,308.91862,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2017-12-25","Abyss HC","UniqueAccessory",1.84281,0.24,2.68456,25.1786,1.02298,1.73667,0.24035,0.98193,31.59158,6.28614,18.44088,369.37246,1,0.93351,3.85088,0.25263,1,1,3,13.16561,0,1,60.26842,7.87561,39.57211,1.03825,1,0.75193,0.37368,0.99158,23.46579,0.24,1,67.3007,50.40649,26.8286,17.47175,1,2876.1,0.24,200,0.27456,92.57614,0.39404,27.06088,6.63333,0.99474,1.97614,5.21842,0.37211,0.24,0.40088,0.3814,0.24702,1,0.69825,0,0.24018,0.78491,2.07912,4.31316,0,0.2407,7.26474,2.00263,0.64895,658.79825,0.61509,0.96439,0.4286,1,5,262.30368,0.98368,0.79105,0.99947,322.10526,0.24,0.38456,5.21509,0.24,0.76719,0,0.96088,0.24,22.65123,0.24,0.99614,1.32825,0.42053,85.77123,3.31333,0.24,0.30632,200,17.33667,115.4014,86.92982,0.43386,7.80456,0.24,0,0.24,0,0.24,3.99333,166.88491,10.9186,13.78474,4.58053,482.26615,0.96772,2,0.29088,498.77579,311.79088,69.94365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2017-12-26","Abyss HC","UniqueAccessory",2,0.29298,2.41105,26.75333,1,1.92333,0.26509,0.99018,29.67667,7.11158,17.01228,360.25772,0.98596,0.90351,3.62211,0.24018,1,0.9993,2.99351,14.3814,54.08333,1,62.19368,8.05123,36.66667,1,1,0.99035,0.36596,0.97228,21.58632,0.24,1,74.90702,44.33105,24.66912,12.98263,1,2985.22474,0.24,111.54895,0.24,74.35316,0.29456,32.29421,7.17737,0.98877,1.83579,4.53684,0.29947,0.24,0.32509,0.24526,0.32281,0.99719,0.99614,0,0.24596,0.81386,2,3.21351,0,0.24,6.37632,2.89105,0.79509,654.98526,0.75719,0.99965,0.45053,1,5,237.9886,0.79895,0.79754,0.99526,325.4386,0.24,0.37912,5,0.24,0.68,0,0.89211,0.24,16.65947,0.28351,0.93035,1.36088,0.56632,84.89526,3,0.24,0.45649,200,28.7686,104.24123,87.87649,0.41965,10.01,0.24,0,0.24035,0,0.24,4.11877,161.29193,11.74386,12.86246,4.73228,184.97,1,2.00246,0.26368,468.51421,367.2875,66.01316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2017-12-27","Abyss HC","UniqueAccessory",2,0.25789,2.3893,29.09912,1,1.96526,0.24,0.99825,29.36228,7.60316,17.44281,373.43053,0.79895,0.87614,3.32702,0.23912,1,1,3.18035,13.17807,70.90316,1,64.6507,8.42175,27.26754,1,1,0.99947,0.40035,0.99333,20.7493,0.23789,1,74.28561,41.27614,23.40544,10.94088,1,3078.21073,0.26018,70.00228,0.27772,59.94439,0.45684,34.72263,7.97526,0.99895,1.2807,4.03316,0.27386,0.24,0.2493,0.2593,0.37912,0.99351,0.96368,0,0.24351,0.96421,2,3.49281,0,0.27421,6.76579,2.98298,0.65649,643.56526,0.48877,0.99895,0.3986,1,5,285.15088,0.71825,0.85526,1,267.68421,0.24,0.40316,5,0.24,0.26105,0,0.99246,0.24,12,0.32965,0.98316,1.88579,0.92421,99.70368,2.97737,0.25263,0.36579,195.57895,29.89193,98.62,89.32947,0.46281,8.03263,0.24,0,0.24,0,0.28877,3.78421,158.28632,13.05228,10.78,4.81965,149.31123,0.99737,2.63842,0.2693,477.68018,470.54448,143.11965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2017-12-28","Abyss HC","UniqueAccessory",1.98316,0.30386,1.98123,31.28737,1.07912,1.79211,0.23982,0.95912,32.04526,6.63895,19,381.0014,0.95193,0.79596,3.00719,0.23982,0.99667,1,3.73193,13.46544,69.56842,0.99632,63.52912,8.60053,20.94912,1,1,0.97947,0.37281,1,18.63614,0.23982,1,63.47,47.12105,19.58281,13.66632,1,2989.03842,0.23982,67.60719,0.24035,49.55509,0.44754,38.19175,7.75737,0.98193,1.72421,4.52211,0.29298,0.23982,0.29368,0.23982,0.24298,0.98965,0.84105,0,0.23982,1,2,3.80281,0,0.23982,7.57509,2.05228,0.87561,588.77368,0.62,0.99895,0.38526,1,5,167.70228,0.9707,0.89965,0.99772,115.38246,0.25526,0.34404,5,0.23982,0.44825,0,0.94228,0.23982,10.58386,0.44281,0.85789,1.97053,0.49491,105.73509,2.22632,0.24877,0.39719,178.14175,27.11579,93.01105,87.67857,0.57368,7.93,0.23982,0,0.23982,0,0.5786,3.24877,152.05947,13.8607,10.01632,4.19912,169.05702,0.97649,2.89123,0.28158,463.2993,406.47526,140.78632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2017-12-29","Abyss HC","UniqueAccessory",1.01228,0.34281,1.84175,30.91895,1.00614,1.99228,0.24,0.98158,36.38561,7.24088,36.97143,397.31298,0.92684,0.94947,3.10912,0.24,0.98509,1,3.36246,14.84737,59.42561,1,63.1114,8.18614,18.44386,1,1,0.99772,0.38947,0.99912,16.24193,0.24,1,58.00105,50.55053,18.8686,13.02825,1,2741.29773,0.24,51.48825,0.29053,52.81807,0.65912,49.44825,6.85965,0.99912,1.93772,4.17333,0.30719,0.24,0.31807,0.24,0.25246,0.98246,0.60667,0,0.35439,0.9307,2,4.44491,0,0.24,8.51965,1.94737,0.93667,592.12491,0.44035,0.97298,0.33684,0.99053,5,131.30053,0.99842,1,0.9993,51.51769,0.24368,0.30877,5,0.24,0.64684,0,0.76298,0.24,10.14298,0.24509,0.93789,1.68263,0.50193,98.24947,2.55596,0.24,0.36702,199.52632,26.00912,86.99456,167.99286,0.6486,7.60298,0.24,20,0.24982,0,0.99035,3.58333,135,14.7893,10,4.99614,247.03125,0.98754,2.86351,0.34754,411.65,386.13,138.18456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"2017-12-30","Abyss HC","UniqueAccessory",1.01175,0.24175,2.15088,31.18439,1.04105,1.97404,0.27474,0.98754,36.99175,7.22211,18.44,406.29246,1,0.96491,3.02684,0.24,1,1,2.86404,12.81474,53.93614,1,60.33561,7.61421,16.58982,1.16667,1,0.94228,0.47474,0.93,16.76596,0.24088,1,58.39877,49.48053,16.49596,9.52491,1,0,0.24105,49.57544,0.24053,57.09719,0.3714,47.64,6.89561,0.99123,1.91877,4.71298,0.41667,0.24,0.24,0.24,0.29772,1,0.48404,0,0.24895,0.63211,2.02439,4.93228,0,0.24,8.06614,1.31175,0.72491,611.76281,0.56246,0.98789,0.38649,0.99965,5,83.9314,0.97281,0.96053,0.94228,140.36842,0.24,0.2614,3.98684,0.24,0.67579,0,0.97281,0.24,9.94912,0.2907,0.9214,1.99649,0.60281,98.92316,2.19491,0.25895,0.34053,125.06947,34.23982,101.09789,150.82807,0.77912,7.30754,0.24579,46.36364,0.24,0,0.35509,4.40772,134.44263,11.46825,10,4.44088,253.46154,0.97544,2.40053,0.24,354.61193,330.32632,134.59632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"2017-12-31","Abyss HC","UniqueAccessory",1,0.24,2.56386,42.57526,1,1.72316,0.2514,0.9407,37.2493,5.65298,15.40561,440.6014,1,0.83825,3,0.24,0.99947,0.87439,2.97018,12.20053,54.84211,0.98702,57.03456,6.77123,13.99526,1.02491,1,0.99123,0.55035,0.72228,16.09088,0.24,1,46.77947,39.20684,15.33193,9.72912,1,0,0.24,45.11544,0.31281,47.91912,0.45246,47.60386,6.97053,1,1.96491,4.07895,0.3093,0.24,0.24,0.3393,0.34351,0.99439,0.55421,0,0.24123,0.57895,2.46702,4.75772,0,0.24,6.98333,1.03246,0.97719,582.43246,0.37158,0.97123,0.38246,1,5,76.57158,0.82228,0.83474,1,119.89404,0.24,0.38035,2.5607,0.24,0.46263,0,0.91877,0.24,8.80246,0.27298,0.88719,1.98316,0.24,92.00018,2,0.24,0.40246,133.65158,33.92772,97.74281,150,0.86702,8.37789,0.26404,50,0.24,0,0.24175,6.54,110.53772,12.95351,10.01684,3.95614,210.40075,0.86877,2.92825,0.24737,347.50263,301.00333,116.28211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"2018-01-01","Abyss HC","UniqueAccessory",1,0.24286,2.18482,45.53304,1.52554,1.61643,0.29696,0.86804,37.07982,5,14.82393,457.79857,1,0.89018,3.00214,0.23946,1,0.56161,2.97571,12.02536,53.23214,0.99714,57.53696,6.84214,13.62982,1.01339,0.84536,1,0.3875,0.86393,13.95286,0.23946,1,44.29036,40.47054,18.19964,9.22768,1,2777.36585,0.23946,47.34,0.35107,45.53929,0.44786,43.40571,6.93339,1,1.91339,4.50304,0.2925,0.23946,0.29607,0.52911,0.31857,0.99286,0.63214,0,0.24929,0.72161,2.79786,4.22518,0,0.23946,7.85054,1.32982,0.98018,615.53339,0.30268,0.99446,0.40768,1,5,72.64893,0.68,0.91321,0.99714,86.05714,0.23946,0.29339,2,0.23946,0.43929,0,0.96946,0.23946,8.26857,0.415,0.75661,1.7025,0.25893,102.80617,2,0.23946,0.86536,147.23036,33.20571,96.71875,153.58214,0.82732,8.77589,0.23946,50,0.23946,0,0.26554,5.58125,113.73286,16.36857,10,3.67143,199.45107,0.82232,2.90143,0.24357,384.24554,310.92482,106.51732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"2018-01-02","Abyss HC","UniqueAccessory",1,0.26709,2.62018,59.65509,1.00164,1.99782,0.24364,0.92727,38.56218,4.99364,13.93018,487.316,1,0.87836,3.00182,0.24691,1,1,3.10745,12.62618,55,0.98927,62.61182,6.95145,17.68818,1.13055,0.76327,1,0.41764,0.76855,13.96236,0.238,1,61.87327,45.24891,17.99327,8.77018,0.99945,3451.42,0.238,50,0.23873,44.45073,0.35036,37.92273,6.65545,0.96636,1.94473,5.88745,0.37236,0.238,0.242,0.69473,0.31873,0.99164,0.59618,0,0.254,0.72436,2,3.85764,0,0.27618,9.14545,1.82891,0.85327,569.43055,0.512,0.944,0.47509,1,6.09091,61.26509,0.89927,0.84055,0.99727,115.14782,0.238,0.32073,2.15836,0.238,0.38945,0,0.94036,0.238,7.83491,0.44982,0.97073,1.96291,0.24782,115.11,1.89636,0.238,0.27364,147.776,32.66945,117.35709,139.09091,0.65982,9.04564,0.238,50,0.25345,0,0.68182,5.378,111.05982,16.37236,9.852,3.71273,178.57127,0.99073,2.99127,0.25091,385.53709,315.78727,95.30145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"2018-01-03","Abyss HC","UniqueAccessory",1.00593,0.27704,2.82778,60.90352,1.24333,1.88981,0.23926,0.98019,39.77204,4.87556,12.61278,479.36333,1.00037,0.91204,3.79444,0.23778,0.9887,1,3.23204,14.42407,125.95238,0.99037,60.31667,6.96407,14.62222,1,0.96519,1,0.37741,0.45333,13.75407,0.23778,1,62.88352,61.25111,18.10759,8,0.99981,3135.68907,0.23778,50,0.31741,41.56222,0.3113,38.65463,6.19204,0.99611,1.97963,5.785,0.34537,0.23778,0.27037,0.62111,0.33389,0.99519,0.80463,0,0.295,0.8037,2,4.01315,0,0.28315,9.54944,1.06889,0.7513,553.2163,0.48352,0.98296,0.71074,0.98741,6.81481,44.69796,0.94389,0.72,1,142.96667,0.23778,0.33019,2.05074,0.23778,0.43407,0,0.97852,0.23778,7.55037,0.49944,0.99556,2,0.30852,104.09241,2,0.23778,0.27167,137.51593,31.82611,121.83556,117.20278,0.39056,7.83056,0.23778,25.5,0.23778,75,0.86426,5.03685,89.63148,17.04519,8.99759,3.06222,156.28426,0.98593,3,0.25019,361.56722,366.405,73.85389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"2018-01-04","Abyss HC","UniqueAccessory",1.35268,0.29482,2.82321,64.02625,1.17661,0.97071,0.23071,0.95,42.07589,4.40821,13.76696,479.64268,1,0.88536,4.28375,0.23071,1,1,3.72661,14.59839,108.64393,1,51.52554,6.98714,12.01054,1,0.96143,0.97589,0.42625,0.98804,12.56411,0.23071,1,60.53875,55.08607,21.20107,7.91125,1,3091.74517,0.23071,50,0.39714,49.03196,0.43643,41.21714,6.03304,0.99875,1.92268,5.82911,0.48893,0.23071,0.27018,0.38857,0.31357,0.99964,0.56214,0,0.23071,0.87054,2,3.65929,0,0.23071,11.10768,1,0.95161,574.97429,0.88411,0.87286,0.73518,1,5,36.41768,0.67857,0.77786,0.97,118.64589,0.23071,0.28464,2,0.23071,0.46571,0,0.93321,0.23071,7.88125,0.39554,0.95768,2,0.25571,116.33214,2,0.23071,0.37839,151.29518,31.48339,120,117.13804,0.40446,7.7,0.23071,23,0.23071,63.125,0.87339,4.52196,68.24304,16.29071,9.41214,3,168.82321,0.86339,2.92321,0.23071,405.56875,359.19875,59.07536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
