"Day","Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Ahn.s.Might","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Arakaali.s.Fang","Arborix","Ashcaller","Atziri.s.Disfavour","Augyre","Aurumvorax","Axiom.Perpetuum","Balefire","Beltimber.Blade","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Cane.of.Unravelling","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Debeon.s.Dirge","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Duskdawn","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Ewar.s.Mirage","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hopeshredder","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kitava.s.Feast","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Martyr.of.Innocence","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Nebuloch","Ngamahu.s.Flame","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Oni.Goroshi","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taproot","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Gryphon","The.Harvest","The.Poet.s.Pen","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Wasp.Nest","The.Whispering.Ice","Tidebreaker","Touch.of.Anguish","Tremor.Rod","Trypanon","Tulborn","Tulfall","Twyzel","Ungil.s.Gauche","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Vulconus","White.Wind","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Xoph.s.Inception","Xoph.s.Nurture","Corona.Solaris","Dreadbeak","Geofri.s.Devotion","Mirebough","Panquetzaliztli","Sanguine.Gambol","The.Dancing.Duo","The.Stormwall","Cameria.s.Avarice","Disintegrator","Dreadsurge","The.Enmity.Divine","The.Rippling.Thoughts","Voidforge","Cerberus.Limb","Chaber.Cairn","Earendel.s.Embrace","Fate.of.the.Vaal","Paradoxica","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","The.Crimson.Storm","The.Grey.Spire","Cold.Iron.Point","Nebulis","Sign.of.the.Sin.Eater","The.Goddess.Unleashed","The.Black.Cane","The.Saviour"
11,"2017-12-18","Abyss HC","UniqueWeapon",0.23316,0.81825,1.64193,1.68333,1.87912,2,1.32825,0.44263,0.89263,3.00351,1,3,100,0.23316,555.72518,52.00281,0.64895,0.99807,0.99947,59.48421,1,0.23316,0.23316,1,29.98684,93.52316,6.28053,694.2,0.89737,0.23316,0.3007,0.74702,1,0.81877,0.90842,14.02105,0.23316,0.23316,0.23316,1.94614,0.70789,7.82333,0.70439,1.99579,0.44912,13.31053,1,4.6393,65.11211,0.23404,0.95877,0,1.81088,0.98035,0.23316,4.74175,0.54772,0.79772,0.92018,0.25175,0.22772,0.35211,0.40667,0.4793,0.85386,0.43632,0.23316,3.93263,4,74.73191,0.95702,9.17982,1.96368,0.25579,18.87614,3.03719,0.23368,0.45456,3.15228,0.33544,0.96281,0.23316,1.05825,0.95544,0,0.98263,0,138.79,0.92333,1,0.92263,0.73667,0.31614,1.78982,0.61719,0.98211,0.23316,0.67842,7.93,0.99877,0.69544,4.79158,0.30649,0.89982,0.23316,0.8993,26.2507,20.60211,0.45702,0.3286,0.98105,0.23596,0,0.9186,0.35947,0.23316,1.06193,1,0.99263,0.34719,0.23316,4.97333,0.67982,6.93421,4.6014,3,0.23316,0.96702,0.23316,0.98474,0.72298,0.99333,0.39316,0,941.53273,0.99895,0.23316,0.99684,39.16895,3.8614,30.7393,0.23316,3.87404,0.2986,0.99982,0.99825,4.8207,64.65439,1,1175,0.50596,0.31561,0.23316,1,0.93298,0.89193,0.23316,12.69193,0.91614,0.30912,8.7314,0.7693,7.48421,6.95912,18.15789,36.01,0.98088,153.98611,0.99386,0.92035,0.23316,1.72193,10.07351,1.98193,1,0.59614,42.23,10.70667,0.46246,4.96491,2,0,0.23316,0.26228,0,0,2.00298,0,29.59404,0.23316,0.9993,47.18,0.39298,0.73596,0.23316,0.23316,49.65386,0.23316,2.99825,0.99509,19.28571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2017-12-19","Abyss HC","UniqueWeapon",0.2319,0.99069,2,1.62621,1.98328,2,1.53397,0.33224,0.84948,3.07724,1,3,82.37069,0.23121,650.85714,40.11276,0.68741,0.96138,1,49.97052,0.99897,0.23121,0.23121,1,23.28862,70.18241,7.22776,705.36,1,0.23121,0.29586,0.92759,1,0.61259,0.92345,13.45328,0.23121,0.26586,0.23121,1.08155,0.78155,7.68466,0.61207,2,0.39552,13.32569,1,4.63466,59.63983,0.25483,0.95603,0,1.73603,0.99983,0.23121,4.99052,0.93552,0.52207,0.89034,0.25655,0.22776,0.58224,0.61241,0.77138,0.77397,0.40069,0.23121,3.11776,4.115,67.98246,0.98586,9.95534,1.24793,0.23121,13.24534,3.98328,0.23414,0.82328,2.53448,0.25707,0.99948,0.23121,1,1,200,1,0,88.74052,0.94793,1,0.83103,0.33741,0.28931,1.68207,0.91621,0.70448,0.23121,0.60086,7.80931,0.98345,0.61948,4.67948,0.32207,0.81155,0.23241,0.99638,23.37052,22.56534,0.49517,0.24707,1,0.2319,0,1,0.57707,0.23121,1.92983,1,0.99517,0.24448,0.23121,4.98,0.6669,4.08707,3.17862,2.58741,0.23121,0.92379,0.23121,0.86914,0.67672,0.89759,0.31569,0,462.9,0.99862,0.23121,1,40,4.82069,31.245,0.23121,3.52569,0.30569,1,0.77517,3.12052,62.73103,1,1168.28895,0.4731,0.2881,0.24966,0.96983,0.90552,0.95897,0.23121,12.97086,0.97586,0.31034,6.57517,0.99155,5.72741,9.32086,19.18,43.54069,0.90724,166.27621,0.9969,0.99793,0.23121,2,9.56483,1.82776,1,0.92793,38.83431,9.69052,0.30293,3,1.83828,0,0.23897,0.24345,0,0,2.22707,0,24.75793,0.23121,0.8369,31.97241,0.33017,0.62362,0.23121,0.23121,46.72483,0.23379,2.78897,0.99897,15.825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2017-12-20","Abyss HC","UniqueWeapon",0.23053,0.9914,1.91754,1.99579,1.84754,2,2.26333,0.52737,0.8793,3,1,3.00386,66.47368,0.23053,650,41.76351,0.75439,0.90789,1,43.01526,0.60754,0.23053,0.23053,1,13.59632,84.43982,7.68737,606.25,0.99667,0.23053,0.23123,1,1,0.80333,0.98719,11.25737,0.25474,0.2307,0.23053,1,0.55684,8.41211,0.81158,1.94702,0.66105,12.7707,1,3.77544,64.6807,0.50018,0.87684,100,1.9186,0.87719,0.23298,4.59912,0.78614,0.4214,0.9093,0.23053,0.23035,0.46772,0.37842,0.79386,0.75456,0.48772,0.23053,3.58649,5.92509,94.14561,0.9407,9.9807,1,0.2814,9.56491,4.33614,0.23053,0.7614,2.25123,0.27263,0.96596,0.23053,1,0.97719,174.5614,0.97263,0,80.31386,0.98649,0.99526,0.90281,0.26561,0.35,1.69105,0.72789,0.63333,0.23053,0.78193,6.73825,0.74105,0.5693,4.54649,0.42404,0.67965,0.23053,0.94895,20.92298,27.35263,0.37947,0.23053,0.99807,0.35544,0,0.9893,0.72544,0.23053,1.85947,1,0.99509,0.23298,0.23105,4.3514,0.49333,3.83807,3,2.32351,0.23053,0.69281,0.24649,0.89579,0.90965,0.63596,0.34368,0,462.9,1,0.23351,0.99789,35.72509,6.98614,25.96982,0.23053,3.75526,0.35228,0.94053,0.49386,3.00263,59.83982,0.99649,863.14789,0.66877,0.42,0.23053,1,0.97649,0.97175,0.23053,15.52842,0.75404,0.24947,5.15877,1,5.43789,8.02316,21.20368,42.01947,0.8914,137.72491,0.99667,0.99895,0.23053,2.22228,13.47439,1,0.96667,0.63193,39.89228,8.70491,0.29368,15,1.99596,0,0.23053,0.23053,0,0,2.52088,0,23.29333,0.23053,0.41211,28.96456,0.33965,0.51825,0.23053,0.23053,43.77018,0.25737,3.23456,0.99158,18.1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2017-12-21","Abyss HC","UniqueWeapon",0.24526,0.99105,2,2,1.99825,2,2.07263,0.36526,0.39632,3.00316,1,2.89719,65.12281,0.23246,650,33.08491,0.93877,0.9614,1,40.75456,0.40544,0.23246,0.23246,1,11.33439,81.35965,7.21877,559.6807,0.9914,0.26316,0.25667,1,1,0.56018,0.89702,9.94421,0.23895,0.23368,0.23246,1,0.87754,9.24105,0.25544,1.05772,0.5293,12.37316,1,3.91614,76.58649,0.34947,0.90123,72.22667,1.95368,0.95579,0.27579,4.82088,0.94526,0.40123,0.95579,0.23246,0.23246,0.95789,0.79561,0.53526,0.88596,0.46667,0.23246,3.38789,6.12193,48,0.63386,10.30737,1.8707,0.37351,7.08298,4.35561,0.23246,0.58982,2.0007,0.23246,0.98246,0.23246,1,0.97737,43.18182,0.96737,91.17778,79.4014,0.80772,0.97684,0.86561,0.24561,0.29316,1.47368,0.96474,0.67456,0.23246,0.84228,6.96386,0.51737,0.42579,4,0.32123,0.91877,0.23246,0.99561,23.57789,27.36825,0.70123,0.23246,0.99684,0.33912,798.65,0.99561,0.27807,0.23246,1,1,0.99368,0.26123,0.23246,3.80105,0.72421,2.82649,1.67667,2,0.23246,0.92105,0.23246,0.95596,0.87333,0.79088,0.37614,0,336.82982,0.94702,0.23246,0.94895,29.95456,6.96772,19.39351,0.23246,3.99719,0.44491,0.99175,0.70561,2.95421,56.67649,0.99842,602.24754,0.81421,0.34018,0.2386,1,0.94088,0.92175,0.23246,15.64053,0.57825,0.26491,4.52351,0.98035,5,7.95386,16.84158,42.09,0.93246,172.94842,0.99772,0.98351,0.23246,2.80825,13.55474,1,0.81895,0.66702,45.97105,7.65351,0.26281,15,2,0,0.23298,0.23404,0,0,2.96947,0,22.64263,0.23246,0.30596,28.04596,0.34877,0.59947,0.2314,0.23246,42.38158,0.28175,3.02895,0.93754,20.7486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2017-12-22","Abyss HC","UniqueWeapon",0.28509,0.90737,2,1.89263,1.95263,2,1.53877,0.30158,0.38386,3,1,3,65,0.23509,650,32.55825,0.47316,0.99842,1.00298,33.61,0.33386,0.23509,0.23509,1.11053,8.85246,74.97368,6.95912,600,1,0.24807,0.34491,0.93333,1,0.73807,0.81175,9.10667,0.23509,0.23509,0.23509,1,0.77509,9.7714,0.23509,1.00386,0.75719,13.37912,1,3.09895,76.35175,0.49684,0.99842,46.94456,1.85772,0.99807,0.23509,3.07614,0.66807,0.38754,0.8214,0.23509,0.23509,0.60193,0.34474,0.85018,0.95912,0.80947,0.23509,2.95298,8.59368,47.92447,0.83351,9.59614,1.8486,0.65982,5.72035,3.41456,0.23509,0.53351,1.99982,0.23509,0.98333,0.23509,1,0.96825,50,0.98807,63.21053,70.25667,0.8714,1,0.88947,0.3114,0.23509,1.51825,0.88193,0.72105,0.23509,0.94965,7,0.53193,0.76088,4.47088,0.23509,0.91123,0.23509,0.98053,24.88789,24.51632,0.33439,0.23509,0.98737,0.23509,56.23614,1,0.34263,0.23509,1,1,0.99596,0.23509,0.23509,3.44351,0.88702,2,1.03789,1.94965,0.23509,0.97912,0.23509,0.84263,0.88772,0.90474,0.39561,0,644.51724,0.92351,0.23509,0.99158,29.59632,6.23,14.9586,0.24368,3.85895,0.27842,1,0.57316,2,57.98877,1,453.16298,0.62333,0.37509,0.24281,1,0.91912,0.85193,0.23509,13.69825,0.50596,0.23509,3.54544,0.87123,5,7.81263,15.29,47.18246,0.95088,162.11053,0.99491,0.94789,0.23509,2.95421,14.27439,1,0.99368,0.81404,47.54474,5.26684,0.24123,0,2,0,0.23509,0.23509,0,0,2.99895,0,20.14281,0.23509,0.28105,21.85807,0.58018,0.42351,0.23509,0.23509,50.1,0.23509,3,0.6593,15.92491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2017-12-23","Abyss HC","UniqueWeapon",0.2607,0.99702,1.92281,1.83649,1.8486,1.97088,1,0.23579,0.34895,3,1,2.59246,71.91842,0.23579,605.33462,25.54526,0.43649,0.97105,1.04246,46.08158,0.37982,0.23579,0.23579,1.07404,4.8814,69.57719,6.98982,600,1,0.23579,0.25193,0.98421,1,0.59491,0.83368,9.87719,0.23579,0.23579,0.23579,1,0.79614,9.91596,0.25421,1,0.60877,13.44105,1,3.05982,64.52947,0.25,0.92386,32.73351,2.00228,1,0.23579,3.22298,0.87333,0.40088,0.48579,0.25298,0.23579,0.82509,0.23579,0.56684,0.92825,0.38982,0.23579,3.38649,7.73877,43.08333,0.64035,11.79193,1.00035,0.92175,5.01053,3.50158,0.23579,0.62649,1.98684,0.23667,0.9886,0.23211,1,0.94351,50,0.95018,56.27273,74.58175,1,1,0.65474,0.23579,0.23579,1.67333,0.83088,0.73386,0.23579,0.88439,7,0.38526,0.86281,4.20281,0.31965,0.52561,0.23579,0.87965,22.27842,23.13263,0.24491,0.23579,0.96421,0.2407,30.46561,0.99386,0.54772,0.23579,1,1,0.98772,0.23579,0.23579,3,0.67807,2,1.07018,2,0.23579,0.96298,0.23579,0.85298,0.65456,0.88035,0.37825,0,884.49123,0.99842,0.23579,0.9493,23.86702,6.44386,14,0.23579,4,0.2793,1,0.81947,2,53.18649,1,580.07088,0.55982,0.34965,0.23579,0.99965,1,0.96877,0.23579,13.23368,0.81544,0.30263,3,0.97561,5,6.78228,13.07702,45.60561,0.92825,158.47386,0.99632,0.69947,0.23579,2.84579,17.35193,1.19105,0.99667,0.50842,48.21228,4.72351,0.28,0,2,0,0.23579,0.23579,0,0,3,0,21.26105,0.23579,0.60667,17.68404,0.27035,0.27211,0.23579,0.23579,46.63684,0.24947,3,0.7893,12.83789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2017-12-24","Abyss HC","UniqueWeapon",0.2419,1,2,1.75517,1.98914,1.98466,0.99931,0.40603,0.32069,2.88983,1,2.98759,69.42862,0.24,651.47586,24.75362,0.3331,0.99534,2.05517,57.93862,0.39431,0.24,0.24,1,4.30362,74.36638,7.05776,511.55172,1,0.24397,0.24,0.83224,1,0.37586,0.88655,10.22414,0.26328,0.24,0.24,0.99897,0.8169,9.91207,0.36207,1,0.77293,11.46776,1,3.89707,73.27914,0.24,0.91948,19.02207,2.12,0.99862,0.24,2.91483,0.81724,0.40276,0.7431,0.24,0.23897,0.9231,0.35862,0.41155,0.61034,0.31397,0.24,3.96121,6.29534,45.48362,0.93552,11.99586,1.00017,0.45603,5,3.71879,0.24,0.42155,2,0.24862,0.97224,0.24,1,0.99983,50,0.9831,0,75.69052,0.99897,1,0.69586,0.24,0.24,1.53534,0.84534,0.7219,0.24,0.65914,7,0.54759,0.51517,3.87931,0.33672,0.55241,0.25828,0.95224,20.31414,22.95569,0.25724,0.24,0.9919,0.24,26.54379,0.96776,0.47655,0.24,1,1,0.99983,0.24,0.24,3.30828,0.61414,2,1.95431,2,0.24,0.97879,0.24,0.79345,0.77897,0.62931,0.25172,849,1488,1,0.24,0.99121,23.88655,6.29414,13.08845,0.24,3.73224,0.27172,1,0.63397,2,50.38931,1,601.6331,0.65,0.24655,0.24,0.99724,0.95483,0.95621,0.23138,11.32828,0.55534,0.40466,3,0.97241,4.50345,6.49103,9.56862,43.76259,0.77379,145.15638,0.97448,0.34879,0.24,3.045,15.25983,1.30086,0.96552,0.58638,49.67759,5.34414,0.24,15,2,0,0.24,0.24,0,0,3,0,21.65897,0.24,0.76379,16.62966,0.43103,0.24345,0.24,0.24,49.26879,0.39741,2.45793,1,11.42586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2017-12-25","Abyss HC","UniqueWeapon",0.24088,1,1.99246,1.99684,1.76561,1.96158,1,0.3686,0.40719,2.00123,1,2.94386,75.5,0.24,630,24.54263,0.33,0.99228,2.22123,58.94368,0.35719,0.24,0.24,1,4,73.15351,6.50263,515.52632,1,0.24,0.24,0.73825,1,0.46912,0.94491,21.67421,0.24,0.25386,0.24,0.99544,0.54474,11.38316,0.84351,1.02193,0.77053,10.44281,1,3.94544,75.39368,0.2607,0.59982,23.26737,2.45,0.97316,0.24,2.35789,0.89105,0.39526,0.82246,0.24,0.24,0.9393,0.51123,0.95281,0.7493,0.47333,0.24,4.02316,6.40807,43.41158,0.99947,10.96719,1,0.28193,4.59509,4.01421,0.24,0.73579,2,0.28632,0.93982,0.23351,1,0.99789,50,0.91105,0,68.4914,0.80737,1,0.39772,0.24,0.24,1.06246,0.84,0.89298,0.24,0.72509,6.84702,0.44404,0.70895,3.88474,0.34789,0.62386,0.24175,0.82649,17.57491,20.10754,0.31474,0.24,0.97895,0.24,25.93088,0.96263,0.63509,0.24,1,1,0.9314,0.24,0.24,4.00193,0.7493,2,1.93386,1.98035,0.24,0.99825,0.24,0.82544,0.65754,0.82035,0.24,849,1488,0.96965,0.24,0.98105,27.4014,7.33316,11.37263,0.24,4,0.42737,1,0.73281,2,50.40772,1,587.79404,0.45018,0.2407,0.24,1,0.97737,0.91912,0.24,12.14386,0.44404,0.41123,2.91105,0.99702,5.03509,6.19211,11.00737,42.25667,0.76421,135.35035,0.99474,0.35825,0.24,2.94737,15.18474,1.09386,0.98667,0.24474,46.48947,4.66965,0.24,16.28579,2,0,0.24,0.24,0,0,3,0,25.09158,0.24,0.64526,14.49316,0.88561,0.29842,0.24,0.24,51.50246,0.29614,2.94456,1,11.02509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2017-12-26","Abyss HC","UniqueWeapon",0.24483,1,1.79138,1.61793,1.8269,1.97759,1,0.24,0.57914,2.47741,1,2.22052,0,0.24,641.65,29.935,0.44034,0.94293,2.08603,63.91052,0.30931,0.24,0.24,1.12155,4,67.42603,5.85034,462.2069,1,0.24,0.24,0.8319,1,0.61155,0.92586,26.44897,0.24,0.24397,0.24,1,0.40707,10.94586,0.89672,1.35034,0.43086,10.96328,1,3.8219,72.23638,0.24103,0.72466,30,2.98362,1,0.24,2.73845,0.94914,0.44655,0.62931,0.24,0.2381,0.7331,0.44431,0.76897,0.9581,0.26121,0.24,4,6.99793,39.76121,0.98655,9.72414,1,0.24,3,4.67517,0.24,0.60603,1.91655,0.24172,0.98776,0.24,1,1,50,0.79397,0,61.93017,0.77259,0.99741,0.66328,0.24,0.24,1.09828,0.63862,0.89259,0.24,0.41276,5.60655,0.72724,0.37517,3.14224,0.39862,0.91379,0.24,0.80293,12.29,20.22534,0.39276,0.24,0.98466,0.24,28.91034,0.95845,0.62724,0.24,1,1,0.98534,0.25603,0.24,4.55034,0.93241,2,1.87897,2.09483,0.24,0.99172,0.24,0.77362,0.94552,0.8731,0.3519,683.48276,1488,0.85655,0.24,0.97948,29.89517,6.97603,10,0.24,3.98759,0.28552,1,0.82034,2,53.66241,1,618.11466,0.39466,0.26138,0.24,1,0.85672,0.99638,0.24,12.34276,0.6819,0.38138,3,0.95534,7,6.85638,10.2731,39.45603,0.77672,120.06638,0.96224,0.25879,0.24,2.75672,13.43483,1.54121,0.99431,0.435,38.07448,4.80586,0.24,36.96707,1.97241,0,0.24,0.24,0,0,2.69224,0,23.00586,0.24,0.98897,11.5169,0.38672,0.25948,0.24,0.24,65.89707,0.39017,2.04845,1,10.56103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2017-12-27","Abyss HC","UniqueWeapon",0.24,1,1.18895,1.89421,1.39825,1.99789,1,0.26544,0.72825,3,1,2.56421,0,0.24,636.11786,34.39368,0.32561,0.91175,1.43632,66.63175,0.54368,0.24,0.24,2.34825,3.55526,63.63105,5.94175,429.87825,1,0.24,0.24,0.93316,1,0.65281,0.78772,20.45895,0.24,0.28316,0.24,1,0.76561,9.93754,0.32439,1,0.39667,11.32053,1,3.97456,73.75228,0.24544,0.95211,30,2.99877,0.99982,0.24035,3,0.91158,0.43649,0.74333,0.24,0.23526,0.64614,0.60386,0.57596,0.90982,0.31526,0.24,4.61877,6.78474,36.06439,0.98246,8.30684,1,0.24,2.8714,4.98439,0.24,0.41491,1.65667,0.2607,0.98386,0.24,1,1,50,0.84333,0,57.30877,0.87526,1,0.77298,0.24965,0.24,1.00333,0.80877,0.91105,0.24,0.58561,4.52105,0.86947,0.60632,3.21842,0.25596,0.81404,0.24,0.99754,8.20895,18.18947,0.36526,0.24,1,0.24,27.71737,0.92965,0.64579,0.23474,0.99754,0.99667,0.98211,0.24,0.24,4.16,0.66579,2,1.47982,2.26982,0.24,0.99965,0.24,0.82579,0.58649,0.91877,0.27088,449,1488,0.74439,0.24,0.96228,31.71649,7.36404,7.55333,0.24,3.97368,0.25912,1,0.81842,2,59.91333,1,763.26679,0.40333,0.25614,0.24,1,0.8414,0.93772,0.24,11.07544,0.83509,0.29544,2.9993,0.99596,7,7.16649,10,46.23614,0.65386,113.94684,0.97596,0.37702,0.24,3,13.30754,1.99912,0.87982,0.45368,38.49018,3.53088,0.24825,14.8193,2.00175,0,0.24,0.24,785.58824,0,3,400,22.69474,0.24,0.87982,11.37158,0.32982,0.38123,0.24,0.24,77.06123,0.38211,2,1,8.33298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2017-12-28","Abyss HC","UniqueWeapon",0.23982,1,1.58509,1.94351,1.8293,1.82754,1.83316,0.32702,0.57509,3,0.9993,4.17754,86.53846,0.24088,642.52316,27.35509,0.39614,0.9793,1.88684,69.87158,0.52754,0.23982,0.23947,4.29684,3.20807,62.45105,5.96526,386.14947,1,0.23982,0.23982,0.99263,1,0.46789,0.8614,25.91175,0.23982,0.26947,0.23982,1,0.9,11.15614,0.40912,1,0.26263,10.10281,0.98018,4.48123,76.0714,0.24298,0.78175,30.50912,3.78333,0.92281,0.23982,2.70439,0.63649,0.42456,0.82579,0.23982,0.23982,0.65579,0.24,0.67544,0.86982,0.28456,0.23982,6.17807,6.75737,34.03404,0.76684,5.97053,1,0.23982,2.35982,4.44561,0.23982,0.36719,1.39491,0.23982,0.87368,0.23982,1,0.95789,52.12947,0.8486,70.74468,57.46228,0.99368,0.9986,0.75035,0.23982,0.23982,1.00439,0.97088,0.88912,0.23982,0.4807,4.73123,0.67579,0.78123,3.22246,0.25842,0.80368,0.23982,0.93684,7.52895,17.31632,0.26175,0.23982,0.9714,0.23982,22.1293,0.99404,0.63175,0.2393,1,0.98386,0.98474,0.23982,0.23982,4.26684,0.83667,2,1,2,0.23982,0.96053,0.23982,0.71035,0.53912,0.75316,0.28228,491.03636,1488,0.78807,0.23982,0.97298,28.09754,7.74526,7.14965,0.2393,3.97263,0.23982,1,0.80895,2,56.04772,1,812.36684,0.62684,0.24228,0.23982,1,0.85579,0.90035,0.23982,9.84491,0.75351,0.23982,3,0.68316,7,8.03474,9.85895,60.95912,0.60947,124.17211,0.96912,0.39965,0.23982,2.77105,14.38053,1.54614,0.98439,0.32035,32.97526,2.51737,0.23982,11.74,2.34772,0,0.23982,0.23982,0,0,3,400,22.47018,0.23982,0.73158,10.01789,0.28719,0.37947,0.23965,0.23982,80.00807,0.24509,2,1,7.12316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
