"Day","Date","League","Type","Gilded.Ambush.Scarab","Gilded.Bestiary.Scarab","Gilded.Breach.Scarab","Gilded.Cartography.Scarab","Gilded.Divination.Scarab","Gilded.Elder.Scarab","Gilded.Harbinger.Scarab","Gilded.Perandus.Scarab","Gilded.Reliquary.Scarab","Gilded.Shaper.Scarab","Gilded.Sulphite.Scarab","Gilded.Torment.Scarab","Polished.Ambush.Scarab","Polished.Bestiary.Scarab","Polished.Breach.Scarab","Polished.Cartography.Scarab","Polished.Divination.Scarab","Polished.Elder.Scarab","Polished.Harbinger.Scarab","Polished.Perandus.Scarab","Polished.Reliquary.Scarab","Polished.Shaper.Scarab","Polished.Sulphite.Scarab","Polished.Torment.Scarab","Rusted.Ambush.Scarab","Rusted.Bestiary.Scarab","Rusted.Breach.Scarab","Rusted.Cartography.Scarab","Rusted.Divination.Scarab","Rusted.Elder.Scarab","Rusted.Harbinger.Scarab","Rusted.Perandus.Scarab","Rusted.Reliquary.Scarab","Rusted.Shaper.Scarab","Rusted.Sulphite.Scarab","Rusted.Torment.Scarab","Gilded.Legion.Scarab","Polished.Legion.Scarab","Rusted.Legion.Scarab"
41,"2020-01-22","Metamorph","Scarab",9,29,9,6,14,6,18.80081,4,5,4,26,2,2,16.07086,2,3,3,2,6,1,1,1,15,1,1,7,1,1,1,1,2,1,1,1,10,0.93015,40,12.00025,7
42,"2020-01-23","Metamorph","Scarab",9,29.34848,9,6,15,6,19,4,5,5,26,2,2,15.93515,2,3,3,1,6,1,1,1,15,1,1,6,1,1,1,1,3,1,1,1,10,0.5,41,14,6
43,"2020-01-24","Metamorph","Scarab",9,27,9,6,16,6,18,4,5,4.5901,25,2,2,15,2,3,3,1,6,1,1,1,15,1,1,6.44051,1,1,1,1,2,1,1,1,10,0.5,43,14.92025,6.90045
44,"2020-01-25","Metamorph","Scarab",9,28.57687,8.99505,6,15,5.14051,18,4,5,4,26,2,2,16,2,3,3,2,6,1,1,1,15,1,1,6,1,1,1,1,2,1,1,1,10,0.8601,43,14,7
45,"2020-01-26","Metamorph","Scarab",9,25,8,6,14,5,18,4,5,4,25,2,2,15,2,3,3,2,5,1,1,1,15,1,1,5.87626,1,1,1,1,2,1,1,1,10,0.4901,40,14,6.7804
46,"2020-01-27","Metamorph","Scarab",9,25,8,6,14,5,18,3.14525,5,4,24,2,2,14.88525,2,3,3,2,5,1,1,1,14.17646,1,1,6,1,1,1,1,2,1,1,1,10,0.5,39.18687,12,7
47,"2020-01-28","Metamorph","Scarab",9,25,8,5,13,5,18,4,5.4302,4,25,2,2,15.70045,2,3,3,2,5.78005,1,1,1,14,1,1,7,1,1,1,1,2,1,0.90005,1,10,0.5,39.0304,13,6
48,"2020-01-29","Metamorph","Scarab",9.88025,27.9403,8,5,13,5,17.36,4,6,4,24.00505,2,2,14.00061,2,3,3,2,6,1,1,1,14,1,1,7,1,1,1,1,3,1,0.61025,1,10,0.5,39,13,6.00025
49,"2020-01-30","Metamorph","Scarab",9,25.39515,8.73,5,12,5,18,4,6,4,24,2,2,13.63505,2,3,3,2,5,1,1,1,14,1,1,6,1,1,1,1,3,1,0.5,0.46,10,0.5,40,14,6
50,"2020-01-31","Metamorph","Scarab",9,26,8,6,12,5,18,5,6,4,23.22157,2,2,15,2,3,3,1,6,1,1,1,14,1,1,6,1,1,1,1,3,1,1,1,10,0.2001,40,14,7
51,"2020-02-01","Metamorph","Scarab",10,25,7,6,12,5,18,5,7,4,23,2,2,15,2,3,3,2,6,1,1,1,14,1,1,5.00404,1,1,1,1,3,1,0.51025,1,10,0.15,39.59015,14,7
52,"2020-02-02","Metamorph","Scarab",10,26.05051,8,6,13,5,19.16111,4,6,4,24.29586,2,2,15.35859,2,3,3,1,7,1,1,1,14,1,1,7,1,1,1,1,3,1,0.45,1,10,0.41,40,14,7
53,"2020-02-03","Metamorph","Scarab",10,25.84657,9,6,15,5,20,5,5,4,25,2,2,15.0101,2,3,3,1,7,1,1,1,15,1,1,7,1,1,1,1,3,1,0.9901,1,10,0.15,41.79051,15,7
54,"2020-02-04","Metamorph","Scarab",10,30.24328,9,5,17,5,20,5,5,4,27,2,2,15.73015,2,3,3.6101,1,8,1,1,1,15,1,1,7.46101,1,1,1,1,2,1,0.6401,0.60005,10,0.15056,42,16,8
55,"2020-02-05","Metamorph","Scarab",10,34,10,5,18.10091,5,25,5,6,4,30,2,2,18,2,3,4,2,8,1,1,1,17,1,1,9,1,1,1,1,3,1,1,1,10,0.5,42,15,8
56,"2020-02-06","Metamorph","Scarab",10,35,10,5,20,5,25,5,6,4,31.9604,2,2,18,2,3,4,2,8,1,1,1,18.9901,1,1,8,1,1,1,1,3,1,1,1,11,0.4,40,16,8
57,"2020-02-07","Metamorph","Scarab",10,35,10,5,20,5,25,5,6,4,32,2,2,18,2,3,4,1.85,9,1,1,1,17.95505,1,1,7,1,1,1,1,3,1,1,1,12,0.5,40,16,8
58,"2020-02-08","Metamorph","Scarab",10,37,10,5,19,5,24,5,6.9604,5,34.9901,2,2,18,2,3,4,1,8,1,1,1,20,1,1,7.9802,1,1,1,1,3,1,1,1,12,0.47505,40,15,7.56525
59,"2020-02-09","Metamorph","Scarab",10,37.82091,10,6,17.9402,5,24,4,7,4,35,2,2,20,2,3,4,1,8,1,1,1,20,1,1,9,1,1,1,1,3,1,0.68162,1,13.2803,0.40005,40,15,8
60,"2020-02-10","Metamorph","Scarab",10,37,10,6,17,4.29141,23,4,6,4,35,2,2,20,2,3,3,1,8,1,1,1,20,1,1,8,1,1,1,1,3,1,0.16,0.8102,14,0.16,40,15,8
61,"2020-02-11","Metamorph","Scarab",10,35.14091,10,5,18,5,24,4,6,4,37.00202,2,2,19,2,3,3,1,8,1,1,1,20,1,1,7,1,1,1,1,3,1,1,1,14.06045,0.16,40,15,7
62,"2020-02-12","Metamorph","Scarab",10,38.0404,10,5,18,4,23,4,5,4,39.4702,2,2,20,2,3,3,1,7,1,1,1,20,1,1,7.28505,1,1,1,1,3,1,0.6301,1,15,0.16,40,14,7
63,"2020-02-13","Metamorph","Scarab",10.0001,37.22111,10,6,17,4,23.43091,4,5,4,39,2,2,19.6004,2,3,3.87005,1,8,1,1,1,22,1,1,8,1,1,1,1,2.65081,1,0.2001,1,15,0.17,40.44056,15,8
64,"2020-02-14","Metamorph","Scarab",10,36,10,6,15,4,23,4,5,4,38.56535,2,2,19,2,3,3,1,7.10101,1,1,1,22,1,1,7.92051,1,1,1,1,3,1,0.68515,1,15,0.17,40,15,7
65,"2020-02-15","Metamorph","Scarab",10,34,10,5,15,4,23,4,5,4,38,2,2,16.96015,2,3,3,1,7,1,1,1,22,1,1,9.33157,1,1,1,1,2,1,0.67035,1,15.89056,0.5,40,14,7
66,"2020-02-16","Metamorph","Scarab",10,32.58157,10,5,12,4,23.6802,4,5,4,35,2,2,17.00212,2.7002,3,3,1,7.0002,1,1,1,21.45091,1,1,7,1,1,1,1,2,1,0.84005,1,15,0.18,40,14.9801,7
67,"2020-02-17","Metamorph","Scarab",10,35,10,5,13,4,24,4,5,4,38,2,2,17,3,3,3,1,7,1,1,1,22.69116,1,1,7.02045,1,1,1,1,2,1,1,1,17,0.1801,40,15,7
68,"2020-02-18","Metamorph","Scarab",13.58515,35,10,5,13,4,25,5,5,4,38,2,2,17,3,2,3,1,8,1,1,1,24,1,1,9,1,1,1,1,3,1,1,1,19,0.5,41,15,7
69,"2020-02-19","Metamorph","Scarab",13.34015,35,11,5,12,5,25,5,5,4,39.66005,3,3,17,3,2,3,1,8,1,1,1,24,1,1,9,1,1,1,1,4,1,1,1,19.1703,0.19,41,16,8
70,"2020-02-20","Metamorph","Scarab",14,35,10,5,12,5,25,5,5,4,39.36566,3,3,18,3,2,3,1,8,1,1,1,24,1,1,9,1,1,1,1,3.11616,1,1,1,19.89505,0.5,43.02515,17,7.91091
71,"2020-02-21","Metamorph","Scarab",14,39.86071,10,6,12,5,29.8601,5,5,4,40,3,3,17.35106,3,2,3,1,8,1,1,1,24.5,1,1,8,1,1,1,1,3,1,1,1,20,0.5,42,18,7.90051
72,"2020-02-22","Metamorph","Scarab",14,40,10,6,14,5,30,5,5,4,41,2.94,3,20,3,2,3,1,8.00015,1,1,1,24,1,1,9,1,1,1,1,3,1,1,1,20.00051,0.5,43,18.36051,7.6102
73,"2020-02-23","Metamorph","Scarab",15,40,10,6,14,5,28.59162,5,5,4,40,2.76505,3,20,3,2,3,1,9,1,1,1,23.07505,1,1,9,1,1,1,1,2.79515,1,1,1,20,0.46,43,19,7
74,"2020-02-24","Metamorph","Scarab",15,40,10,6,14,5,28,5,5,4,40,3,3.73,20,3,2,3,1,9,1,1,1,23,1,1,9.62025,1,1,1,1,3,1,1,1,20,0.5,44,18,8
75,"2020-02-25","Metamorph","Scarab",15,38.22,10,6,14,5,28,5,5,4,39,3,3,20.4301,3,2,4,1,9,1,1,1,23,1,1,8,1,1,1,1,4,1,1,1,18,0.5,44,18,8
76,"2020-02-26","Metamorph","Scarab",15,40.00066,10,6,13,5,28,5,5,4,40,3,3,21,3,2,4,1,9,1,1,1,23,1,1,10,1,1,1,1,4,1,1,1,17,0.5,44,18,8
77,"2020-02-27","Metamorph","Scarab",15,41,10,6,13,5,27.2902,5,5,4,40,2.55,3,20,3,2,4,1,9.2701,1,1,1,22,1,1,9,1,1,1,1,3.60515,1,1,1,16.39505,0.5,43,19,8
78,"2020-02-28","Metamorph","Scarab",15,40,10.0303,6,13.0803,5,26,5,5,4,40,3,3,20,3,2,4,1,9,1,1,1,21,1,1,8,1,1,1,1,3,1,1,1,15.80646,0.5,40,18.27273,9
79,"2020-02-29","Metamorph","Scarab",15,39.84576,10,6,13,5,26,5,5,4,40,3,3,15,3,2,3,1,8,1,1,1,21,1,1,7,1,1,1,1,2,1,1,1,15,0.29,40,17,8
80,"2020-03-01","Metamorph","Scarab",15,40,10,6,13,5,25,5,5,4,40,3,3,20,3,2,3,1,9,1,1,1,22,1,1,9,1,1,1,1,3,1,1,1,15.8503,0.45,39,16,8
81,"2020-03-02","Metamorph","Scarab",15,34.33071,10.10606,6,13,5,25,5,5,4,40,2.46,3,15,3,2,3,1,8.3901,1,1,1,21,1,1,7.42707,1,1,1,1,3,1,1,1,16,0.5,39.07071,16,8
82,"2020-03-03","Metamorph","Scarab",16,38.69162,11,5,13,5,25,5.63071,5,4,40,2.35,3,18,3,2,3.0301,1,9,1,1,1,22,1,1,7,1,1,1,1,4,1,1,1,18,0.5,40,16,8
83,"2020-03-04","Metamorph","Scarab",16,40,11,5,14,5,28.97005,5.24,5,4,40,2,3.40005,17,3,2,3,1,10,1,1,1,22.5,1,1,7.00051,1,1,1,1,3,1,1,1,18,0.5,40,16,8
84,"2020-03-05","Metamorph","Scarab",16,40,12,5,14,5,29,5,5,4.46,42,2,4,19,3,2,3,1,9,1,1,1,22.5,1,1,7.75101,1,1,1,1,3,1,1,1,19.2402,0.5,40,16,8
85,"2020-03-06","Metamorph","Scarab",15,37.85525,12,5,14,5,29,5,5,5,42,2,4,14.63162,3,2,3,1,9,1,1,1,22.35,1,1,6.75121,1,1,1,1,3,1,1,1,20,0.5,40,16.69253,8
86,"2020-03-07","Metamorph","Scarab",15.69,35.21015,12,5.67167,14,5,27,5.0601,5,5,41,2,4,13.7101,3,2,3,1,9,1,1,1,22.5,1,1,5,1,1,1,1,3,1,1,1,20,0.5,40,16,8.36247
87,"2020-03-08","Metamorph","Scarab",16,35.87556,12,5,14,5,29.30505,5.4,5,5,41,2,4,14,3,2,3,1,9,2,1,1,23,1,1,6,1,1,1,1,3,1,1,1,19.88505,0.62,40.51545,16,8
88,"2020-03-09","Metamorph","Scarab",14.74,35,10.75,5,14,5,28.42556,5.26505,5,4.09,40,2,3.11616,14.04646,3,2,3,1,9,2,1,1,23.08515,1,1,5,1,1,1,1,3,1,1,1,18.66566,1,39.15091,15,8
1,"2019-03-08","Synthesis","Scarab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
2,"2019-03-09","Synthesis","Scarab",10,7.94,10.9,20,18.29,26.5,9.11833,10.54,9.65375,3.33,17.085,10,5,5,8,5.44,5.5,15.66,5.26,5.32,2.31,5,17,3.11,2.704,2,2,5,4,2,3,2,1,1.1,6.66,1,NA,NA,NA
3,"2019-03-10","Synthesis","Scarab",10,5,9.42,20.02,14.38444,14.49,5,8,4,4,19,3,5,3,9.22,50,6.64,7,3,3,5.2,4,15.1062,3,2,2,2,8,3,1.34339,2,1.01647,1,1,12.79082,1,NA,NA,NA
4,"2019-03-11","Synthesis","Scarab",15,9.79743,9.69,52.95619,25,11.64417,6.95,5,4.2075,5,20,2.49,12.61,5,9.00625,31.97,18,6.55,8.61,3,5,3,18,3,4,2,2,12.9,4.32234,1.62904,3,1,1,1,14,1,NA,NA,NA
5,"2019-03-12","Synthesis","Scarab",18,14,10,55,26,12.829,19.39667,5,10,5,28,2,12.88688,9,8.49,35,17.17962,7,15,3,5,2,24,3,7,3,2.09,15,8,2,5,1,1,1,19,1,NA,NA,NA
6,"2019-03-13","Synthesis","Scarab",15,15,10.9,55,35,12.62856,17.67,5,8,5,30,2.95974,10.63796,9,8,35,22.27,6.3942,10,2.72,5,2,25,2.79,7,5,3,15,9.14054,2,6,1,1,1,22,1,NA,NA,NA
7,"2019-03-14","Synthesis","Scarab",16,15,16.94308,50,35,11,18.93,5,9,5,30.37056,3,10,9,9.08688,35,24.97,6,10,3,5,2,25,2,7,5,3,18,13,2,5,1,1,1,22,1,NA,NA,NA
8,"2019-03-15","Synthesis","Scarab",16,16.30514,17.47,49,40,10,18.26,5,9,4,38,2.02,10,8,10,33.56458,25.41957,6,12,3,4.93,2,33,2,7,5,3,16,13.00061,2,5.85005,1,1,1,27.83778,1,NA,NA,NA
9,"2019-03-16","Synthesis","Scarab",15,11,15,40,35,9,17,5,9,3,38,2,10,9,10,24,23.91,4.6101,11,3,5,1,31.18101,2,7,5,3,15,10,2,5,2,1,1,27,1,NA,NA,NA
10,"2019-03-17","Synthesis","Scarab",15,20,13,39,27,9,15,4.99,8,3,35,2,9,10,9,22,16,5,10,3,5,1,28,2,6,5,3,12,9.00101,1,5,2,1,1,26,1,NA,NA,NA
11,"2019-03-18","Synthesis","Scarab",15,21,14,39,27,8,14,5,8,3,35,2,9.70056,11,7,20,16,4,9.54098,3,5,1,28,2,7,5,3,10.89056,9,1,5,2,1,1,25,0.54,NA,NA,NA
12,"2019-03-19","Synthesis","Scarab",15,21.8,13,30,26,9,14,5.79219,8,3,35,2,9,10,7,20,16,3,9,3,5,1,29,1.11,6,5,3,9,9,1,5,2,1,1,25,1,NA,NA,NA
13,"2019-03-20","Synthesis","Scarab",15,18,14,29.85005,27,9,14,7.64747,7,4,35,2,10,8,7.2,20,16,3,9,4,5,1,29,1,7,5,3,8,6,1,4,3,1,1,25,1,NA,NA,NA
14,"2019-03-21","Synthesis","Scarab",17,17,14,30,27,8,14,9,7,4,38,2,11,8,8,17,16,3,8,4,4,1,30,1,8,5,3,9,6,1,4,3,1,1,27.72005,1,NA,NA,NA
15,"2019-03-22","Synthesis","Scarab",19,14.00005,14.42175,30,28,8,14,6,7.88,4,42,1.81,13,8,8,17,16,3,8,4.09507,4,1,33,1,8,4,3.78005,9,6,1,4,3,1,1,30,1,NA,NA,NA
16,"2019-03-23","Synthesis","Scarab",19,18.3901,18,33.67227,29.66,7,14.00702,17,8,4,48.53061,2,13.93,8.4101,8,18,18,3,8,5.75006,4,1,38.13525,1,9,5,3.92505,9.57505,6,1,4.72,5.0303,1,1,35,1,NA,NA,NA
17,"2019-03-24","Synthesis","Scarab",18,17,19.76,38,38.62081,7,15,17,8,4,45,2,13,9.88525,8,19,20,3,9,10,4,1,39,1,8.0402,5,3,9,7,1,4.5,7,1,1,35,1,NA,NA,NA
18,"2019-03-25","Synthesis","Scarab",19,20,18.72444,36,39,7,15.34,16,8.36,4,47,2,12,9,8.142,19,21.85,3,9,10,5,1,38,1,8,5,3,9,7,1,5,5.13025,1.54,1,36,0.55,NA,NA,NA
19,"2019-03-26","Synthesis","Scarab",20,23,16,37,38,7,15.617,16,9,4,49,2,12,9.93,9,18,24,3,10,10,5,1,39,1,8,5,3,9.4,9,1,5,6,2,1,36,0.55,NA,NA,NA
20,"2019-03-27","Synthesis","Scarab",20,24.2104,18.31922,38,38,7,15,17,9.59198,4,49,2,12,11,8,19,23,3,10,11,5,1,40,1,8,5,3,9.66525,9.80515,1,6,7,2,1,35,0.53,NA,NA,NA
21,"2019-03-28","Synthesis","Scarab",21.9802,19.54,17,38,40,7,17,9,10,5,48.61778,2,13,12,10,19,22.1501,3,11,6,5,1,40,1,8,5,3,10,8,1,6,4,1.98,1,35.62061,0.51,NA,NA,NA
22,"2019-03-29","Synthesis","Scarab",25,24,25.91242,38,41,7,18.05,8,15,5,50,2,13,10,10,19,21,3,10,5,4,1,40,1,8,5,3,10,8,1,5,3,2,1,35,0.5,NA,NA,NA
23,"2019-03-30","Synthesis","Scarab",28,23.54556,26,37,40,7.46,23,8,15,6,50,2,15,8.13525,10.0202,19,21.09,3,10.78,5,4,1,40,1,9,5,3,9.35515,8,1,5,3,2,1,36,0.49,NA,NA,NA
24,"2019-03-31","Synthesis","Scarab",25,21,18,34,40,7,20,8,14,6.46,50,2,15,7.5404,9,18,23,4,11,5,4.48,1,42,1,9,5,3,9.02525,8,1,6,3,1,1,37.22091,0.49,NA,NA,NA
25,"2019-04-01","Synthesis","Scarab",25,20,18,34,40,7,20,8,13,6,55,2,14.1902,7.7703,8,16,24,4,10,4,4.42,1,45,1,9,5,3,9,8,1,6,3,1,1,40,0.48,NA,NA,NA
26,"2019-04-02","Synthesis","Scarab",25,20,18,34,43.15,6.25,21,8,13,5.8902,63,2,15,7.9201,8,16,24,3,11,4,4,1,48,1,9,4,3,8,8,1,6,2.25,1.63,1,43,0.45,NA,NA,NA
27,"2019-04-03","Synthesis","Scarab",25,20,17,34,47.75015,5.98,21,7.34005,12,6,63,2,14.42005,8,8,15.66045,24,3,12,4,4,1,52,1,9,4.29061,3,8,8,1,6,2,1,1,48,0.44,NA,NA,NA
28,"2019-04-04","Synthesis","Scarab",26,24,15,32,53.33061,6.02515,21,8,10,6,63.35818,2,15,8,8.76,15.18,25,3,12,4,4,1,54,1,8,5,3,8.5301,8,1,6,2.19545,1,1,49,0.42,NA,NA,NA
29,"2019-04-05","Synthesis","Scarab",29,21,14,30,54,7,21.92,8,10,5,60,2,15,8,8.56,15,26,3,12,4,4,1,51,1,8,5,3,8,8,1,6,2.8402,1,1,47,0.42,NA,NA,NA
30,"2019-04-06","Synthesis","Scarab",27,18,15,30,40,7,21,8,11,5,54,2,14.85,8,8,14,25,3,12.9501,5,4,1,45,1,9,5,3,8,8,1,5,3,1,1,40.99505,0.41,NA,NA,NA
31,"2019-04-07","Synthesis","Scarab",26,19,15,29,37,7,21,8,10,5,52,2,13.26,9,8,14,23,3,13,4,3.83,1,42.97015,1,9,5,3,6.92025,8,1,5,3,1,1,39,0.4,NA,NA,NA
32,"2019-04-08","Synthesis","Scarab",26,20,15,28,38,7,21,8,10,5,50,2,13.50045,8,8,14.58015,21,3,12,4,3,1,40.34,1,7,5,3,6,8,1,7,2,1,1,35,0.37,NA,NA,NA
33,"2019-04-09","Synthesis","Scarab",27,19.8,15,28.30505,40,6,22,8.4804,9.74,5,48,2,14,8,8,14,22,3,12,4,3.02,1,39,1,7,5,3,7,8,1,7,3,1,0.66,35,0.33,NA,NA,NA
34,"2019-04-10","Synthesis","Scarab",28,19,15,28,39,6,22,8,10,6,48,2,14,10,8,14,21,3,12,4.9601,4,1,38,1,7,5,3,7,8,1,7,3,1,0.65,35,0.3,NA,NA,NA
35,"2019-04-11","Synthesis","Scarab",28,19.3402,15,28,39,7,20,8,10,7,48,1.9,15,10,8,14,22,3,12.86,4,4,1,39.0101,1,7,6,3,7,8,1,7,3,1,0.71,36,0.27,NA,NA,NA
36,"2019-04-12","Synthesis","Scarab",28.10061,17,15,26,39,6,20,7,10,7,48,1.77005,15,10,8,13.79106,20,3,13,4,4,1,40,1,7,5,3,7,9,1,7,2,1,0.79,37,0.25,NA,NA,NA
37,"2019-04-13","Synthesis","Scarab",27,18,16,26,36,6,22,7,10,7,49,1.41,14.83515,9.76,8,13,19,2.96515,11.77525,4,4,2,41.6702,1,7,5,3,7,8.9004,1,6.5801,2,1,1,37,0.24,NA,NA,NA
38,"2019-04-14","Synthesis","Scarab",24,18,16,26,39.24005,6,22.71,7,9.23,7.11066,50,1.5,14.4,9,8,13,20,3,10,4,4,2,41.7303,1,7,5,3,7,8,1,7,2,1,0.88005,38,0.23,NA,NA,NA
39,"2019-04-15","Synthesis","Scarab",25.7102,18.2601,16,27,40,7,21,7,9.95545,7,50,1.51,15,10,8.4501,13,20,3,10,4,4,2,42.4601,1,7,5,3,7,7,1,7,3,1,0.63,39,0.22,NA,NA,NA
40,"2019-04-16","Synthesis","Scarab",25.7601,19,16,28,39,6.55005,20.04,7,9,7.86056,51.27005,1.54,15,9.46035,9,12.10217,20,3,10.45,4,4,1.5,44,1,7,5,3,6.62,7,1,6,2,1,0.72015,39,0.21,NA,NA,NA
41,"2019-04-17","Synthesis","Scarab",26.22086,19.24,16,28,40,6.61096,21,7,9,8,55,1.48,15.20045,10,10,12.92,20,3,10,4,4,2,44,1,7.69005,5,3,6.7502,7,1,6,2,1,0.45,39,0.2,NA,NA,NA
42,"2019-04-18","Synthesis","Scarab",27,20,16.51,28,45,7,21,8,9,7,60,1.4701,15,10,10,12,20,3,10.66,4,3,2,45,1,8,5,3,7,7,1,6,2.60025,1,0.62,40.59,0.2,NA,NA,NA
43,"2019-04-19","Synthesis","Scarab",27,20,15,27,42,7,21,7,9,8,64.50545,1,14,10,9,12,20,3,10,4,3,2,55,1,7,5,3,7,7,1,6,2,1,0.6,49,0.2,NA,NA,NA
44,"2019-04-20","Synthesis","Scarab",27,24,14,26,45,7,20,7,9,8,68,1,14,10,9,12,20,2.00066,12,4,3,2.10005,54.35,1,8,5,3,6.12035,7,1,6,2,1,0.76,50,0.2,NA,NA,NA
45,"2019-04-21","Synthesis","Scarab",28,27,15,25,42,7,20,7,9,9,70,1.31,14,10,9,12,19.12,2,11.20515,4.65,3,2,55,1,8,5,2.6701,7,7,1,6,2.61505,1,1,50,0.2,NA,NA,NA
46,"2019-04-22","Synthesis","Scarab",25,28,16,25.66025,40,7,20.0801,8,8,9,71.7401,1,14,12,9,12,19,2,12,5,3,2,58.3403,1,7,5.07157,2,7,7,1,6,3,1,0.89005,55,0.2,NA,NA,NA
47,"2019-04-23","Synthesis","Scarab",24.88,28,15,25,38,7,21,8,8,9,75,1,13,12,8,12,19,2.76515,12,4.26535,3,2,62.63505,1,7.46,7,2,7,7,1,5.64,3,1,1,59.63,0.2,NA,NA,NA
48,"2019-04-24","Synthesis","Scarab",24,28,15,25,39,7,21,8,8,8,77,1,14,12,8,12.78025,18,2.04,12,5,3,2,60,1,7,7,2.50005,7,7,1,5.12015,3,1,1,59,0.21,NA,NA,NA
49,"2019-04-25","Synthesis","Scarab",24,25,16.86,25,37,7,22,8,7.69,8.22071,80,1,13,13.0003,8,12,17.87,2,12,5,3,2,60,1,6.97,7,2.51005,6,7.04025,1,5,2.9301,1,1,55,0.97015,NA,NA,NA
50,"2019-04-26","Synthesis","Scarab",25,30,17,25,37,7,22,8,8,8,80,1,14,14,8.91,12,18,2.24,12,5,3,2,60,1,6,7,2,6,8,1,5.15535,2.0802,1,1,55.01505,0.6,NA,NA,NA
51,"2019-04-27","Synthesis","Scarab",24,30,16,25,35,7,22,8,8,8,79.9403,1,14,15.32005,8.57005,12.2301,18,3,14,5,2,2,65,1,6,9.5001,2.56056,6,8,1,6,3,1,1,58.56,0.23,NA,NA,NA
52,"2019-04-28","Synthesis","Scarab",24,30,17,25,34,7,22,8,8,8,80,1,14,15,9,12,18,2,13.47407,5,2,2,70,1,7,10,2,5,8,1,6,3,1,1,60,0.28,NA,NA,NA
53,"2019-04-29","Synthesis","Scarab",24,30.73091,17,25,34,7,22,8.4202,8,8,80,1,14,15,9,12,18.31005,2.66005,14,5,2,2,70,1,7,10,2,5,9,1,7,3,1,1,60,0.70005,NA,NA,NA
54,"2019-04-30","Synthesis","Scarab",24,31.2901,17,25,35,7,22,9,9,8,84.08515,1,14,14.46505,9,13,18.01,3,14,5,2,2,70,1,7,9,2,5,9,1,7,3,1,1,65,0.82,NA,NA,NA
55,"2019-05-01","Synthesis","Scarab",24,30,15.76,25,35,7,23,8,9,9,84.35025,1.74,14,14.5101,9,13,19.64101,3,14,5,2,2,70,1,7,9,2,6,9,1,7,2.6402,1,1,61.9502,0.98005,NA,NA,NA
56,"2019-05-02","Synthesis","Scarab",24,30,15,25,35,7,23,8,8,10,82.8601,1,14,15,9,13,20,2.43,14,5,2,2.39005,71.12035,1,7,9.26,2,6,8,1,7,3,1,1,61.77015,1,NA,NA,NA
57,"2019-05-03","Synthesis","Scarab",24,32,15,25,35,7,22.11,8,8,14,85,2,14,15,9,13.5,20,3,14,5,2,3,70,1,8,9,2,6,8.4004,1,6,3,1,1,63.16505,1,NA,NA,NA
58,"2019-05-04","Synthesis","Scarab",24.69015,29.8401,17,25.28,35,8,23.03005,7,8,13.95,84,2,14,15,9,13.57,20,3,14,4,2,3,72,1,9,8.5404,2,6,9.26045,1,6.52,2,1,1,65,0.51,NA,NA,NA
59,"2019-05-05","Synthesis","Scarab",25,30,16,25,35.6,8,23,7,8,13,82,2,14,15.88,8.84,13,20.15,2.03,14.67505,4,2,2.33,72,1,9,9,2,6.3301,9,1,7,2,1,1,64.6601,0.56,NA,NA,NA
60,"2019-05-06","Synthesis","Scarab",25,30,16.44,25,35,7,22.97,6,7.25859,11,84,2,14,15,8,13,20,3,14,4,2,2.6,72,1,8,8,2,6,9,1,6.4102,2,1,1,65,0.91,NA,NA,NA
61,"2019-05-07","Synthesis","Scarab",25,30,18,25,37,7,22,6.98005,7,10,84.18,2,14,15,8,12,22,3,14,4,2,3,72,1,8,8,2,6,9,0.97,6.18045,2,1,1,64,0.77,NA,NA,NA
62,"2019-05-08","Synthesis","Scarab",25,26.44091,17,26.71106,38.9204,8,21.47,6.96,7,10,85,2,15,15,8,12,24,2.34,14,3.49005,2,3,72,1,8,8,2,6,9,0.92,7,2,1,1,63,0.78,NA,NA,NA
63,"2019-05-09","Synthesis","Scarab",25,25.8101,17,27,40,8,21.23157,7,7.46,10,85,2,15,14.79076,8,12,24,2.35,13,3.42,2,1.21,72,1,8.78,8,2,6,9,1,7,2,1,1,64,0.8,NA,NA,NA
64,"2019-05-10","Synthesis","Scarab",25,25,15,28,40,8,21.27,7,8.64182,10.48015,89.14025,2,14.34909,15,8,11.01,24.41061,3,12.67,3.50015,2,1,73.79,1,9,8,2,6,9,1,7,2,1,1,65,0.9,NA,NA,NA
65,"2019-05-11","Synthesis","Scarab",29,18.99505,15,28,40,8,21.93,7,8,11,85,2,15,15,6.77505,11,25,3,12,4,2,1,74,1,8,8,2,5,9,1,7,2,1,1,65.72,1,NA,NA,NA
66,"2019-05-12","Synthesis","Scarab",29.83,20,15,28,40,7,21.48,7,8,10,86.66,2,15,15,7,10.68,25,3,12,4,2,1,74,1,8,8,2,5,8,1,7,2.7801,1,1,66,1,NA,NA,NA
67,"2019-05-13","Synthesis","Scarab",25,20,15,28,40,7.71,21,7,8.54,10,89,2,16,15,7.76,10,25,3,12,4,2,1.96,74,1,8.33,8,2,5,7.55505,1,6.18,3,1,1,65,1,NA,NA,NA
