"Day","Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coralito.s.Signature","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Sin.s.Rebirth","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Wise.Oak","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Cinderswallow.Urn","Soul.Catcher","Soul.Ripper","Bottled.Faith"
69,"2017-05-10","Legacy","UniqueFlask",0.48724,1,NA,3.29276,1.27414,0.97621,377.50241,0.23207,59.81724,0.99862,3.01621,0.33172,1.84707,580.68655,99.47621,0.34621,0.32931,9.9469,0.97362,48.06862,4.07776,0.91414,NA,NA,NA,NA
70,"2017-05-11","Legacy","UniqueFlask",0.50559,0.99983,NA,3.19831,1.52458,0.69814,387.40763,0.32458,59.16898,1,3.20746,0.34119,1.63712,561.74051,103.3261,0.33153,0.34966,9.9578,0.94407,46.71508,3.79508,0.9322,NA,NA,NA,NA
71,"2017-05-12","Legacy","UniqueFlask",0.57517,1.17621,NA,3.48207,1.99172,0.60414,376.44672,0.30759,54.78586,0.99948,3.42793,0.33466,1.78414,558.66672,105.45466,0.33466,0.33466,9.83069,0.96293,45.81793,3.66414,0.9331,NA,NA,NA,NA
72,"2017-05-13","Legacy","UniqueFlask",0.54407,1.17186,NA,3.19017,1,0.91542,377.01051,0.29085,56.23814,1,3.21983,0.32729,1.93203,563.45288,99.93542,0.32729,0.32729,9.90119,0.81932,46.25068,3.75661,1,NA,NA,NA,NA
73,"2017-05-14","Legacy","UniqueFlask",0.40627,1.01576,NA,3,1,0.79576,380.93746,0.20763,58.1078,0.99932,3.49983,0.31525,1.80746,578.28119,98.94915,0.31237,0.31932,9.73102,0.83864,44.62441,3.49949,0.99898,NA,NA,NA,NA
74,"2017-05-15","Legacy","UniqueFlask",0.42552,1,NA,2.99707,1,0.77983,389.63172,0.25914,58.77586,1,3.49983,0.3231,1.52517,573.82931,100.7981,0.29414,0.325,8.73224,0.79224,45.39569,3.47121,1,NA,NA,NA,NA
75,"2017-05-16","Legacy","UniqueFlask",0.50153,1,NA,2.74508,1.00102,0.9439,391.10119,0.25966,55.51746,1,3.48695,0.33017,1.32373,561.31085,101.66288,0.33068,0.33068,9.40271,0.86305,46.35186,3.68746,1,NA,NA,NA,NA
76,"2017-05-17","Legacy","UniqueFlask",0.54695,1.11186,NA,2.00153,1.28458,0.95898,431.36576,0.25508,52.23017,0.98712,3.7622,0.32254,1.17119,574.22695,98.78559,0.32254,0.32254,9.78136,0.96305,44.44627,3.04525,1,NA,NA,NA,NA
77,"2017-05-18","Legacy","UniqueFlask",0.51153,0.99949,NA,2.68136,1.18441,0.90763,457.71305,0.30356,49.82288,0.98153,3.72831,0.32,1.50898,566.66661,99.00322,0.32,0.32,9.33576,0.93051,48.25797,3.40797,0.99576,NA,NA,NA,NA
78,"2017-05-19","Legacy","UniqueFlask",0.49655,0.99586,NA,2.94483,1.07552,0.78483,452.46707,0.32776,49.36707,1,3.40845,0.32155,1.8381,550.32448,97.92586,0.32793,0.33103,9.88086,0.97638,46.48448,3.37345,0.99414,NA,NA,NA,NA
79,"2017-05-20","Legacy","UniqueFlask",0.51466,1.00534,NA,2.99172,1,0.86155,469.83293,0.32103,49.54759,1,3.32552,0.32345,1.61397,517.58052,99.91879,0.32345,0.32345,9.84483,1,45.14017,3.55466,0.93534,NA,NA,NA,NA
80,"2017-05-21","Legacy","UniqueFlask",0.50424,1,NA,3,1.48729,0.77356,477.76542,0.29949,49.86254,0.99831,3.56678,0.32017,1.4222,509.2678,104.07085,0.32017,0.32017,9.58661,1,48.5878,3.89508,0.89627,NA,NA,NA,NA
81,"2017-05-22","Legacy","UniqueFlask",0.36441,1,NA,2.88339,1.54254,0.8978,502.89576,0.31966,49.83102,1,3.62593,0.32,1.90898,519.54492,102.48898,0.32,0.32,9.66102,0.99407,47.29119,3.83644,0.99661,NA,NA,NA,NA
82,"2017-05-23","Legacy","UniqueFlask",0.42466,1,NA,3,1.38328,0.84276,518.26862,0.315,49.61172,1,3.86569,0.32,1.53707,508.16483,108.33517,0.32,0.32,9.88,0.83586,45.67862,3.80638,1,NA,NA,NA,NA
83,"2017-05-24","Legacy","UniqueFlask",0.50729,1.39661,NA,2.84695,1,0.95797,530.16119,0.31983,47.29288,1,2.99508,0.31983,1.71237,501.88746,122.89305,0.31983,0.31983,9.58831,0.99729,45.26356,3.56712,1,NA,NA,NA,NA
84,"2017-05-25","Legacy","UniqueFlask",0.49,1.05525,NA,3,1.15763,0.85864,522.64136,0.29881,43.46119,1,3.04458,0.31661,1.99627,506.63508,114.72797,0.31661,0.31661,9.62458,0.95593,45.77034,3.39068,0.99932,NA,NA,NA,NA
85,"2017-05-26","Legacy","UniqueFlask",0.49288,1.07017,NA,3,1.14305,0.66949,528.06814,0.27644,41.9022,1,3.90559,0.31034,1.99525,509.13525,108.65169,0.31034,0.31034,9.60017,0.99898,48.20237,3.77712,0.82763,NA,NA,NA,NA
86,"2017-05-27","Legacy","UniqueFlask",0.46898,1.33627,NA,3,1,0.87407,528.4761,0.20797,40.53559,0.98831,3.47797,0.31,1.8578,489.49763,101.70576,0.31,0.30881,9.7022,0.85593,46.48339,3.36593,0.66441,NA,NA,NA,NA
87,"2017-05-28","Legacy","UniqueFlask",0.42879,1.13069,NA,3,0.99966,0.97724,519.72086,0.31,40.03828,0.99983,3.85621,0.31,1.88259,467.55621,102.46983,0.31,0.31,9.84862,0.78483,45.12414,3.20483,0.99862,NA,NA,NA,NA
88,"2017-05-29","Legacy","UniqueFlask",0.49966,1.56322,NA,2.95746,1.00424,0.9978,524.07085,0.2939,40.64881,0.99949,4.06932,0.31,1.33559,486.5339,102.00932,0.31,0.31,9.76153,0.94407,46.19763,3.09915,1,NA,NA,NA,NA
89,"2017-05-30","Legacy","UniqueFlask",0.58695,1.87068,NA,2.91695,1.05814,0.98949,507.05034,0.21136,40,1,4.06322,0.30712,1.51424,443.63051,103.38153,0.30712,0.30712,9.68576,1,44.92932,3.21271,0.99068,NA,NA,NA,NA
90,"2017-05-31","Legacy","UniqueFlask",0.53458,1.99932,NA,2.90136,1,1,507.67847,0.29119,39.98593,1,4.29288,0.31525,1.94678,443.37508,101.85763,0.30186,0.30424,9.50576,0.95932,44.47763,3.06966,0.99712,NA,NA,NA,NA
91,"2017-06-01","Legacy","UniqueFlask",0.43559,2.5861,NA,2.48169,1,0.74407,497.26373,0.27966,39.11881,1,4.01542,0.2978,1.51034,431.08593,99.53068,0.29983,0.2978,9.53576,0.87593,44.92763,2.95593,0.99322,NA,NA,NA,NA
92,"2017-06-02","Legacy","UniqueFlask",0.53362,1.26655,NA,1.57379,1,0.80276,485.95603,0.29086,36.39862,1,3.64586,0.29086,1,421.99552,100.30897,0.33448,0.29086,9.36345,0.79879,45.26897,3.035,0.955,NA,NA,NA,NA
93,"2017-06-03","Legacy","UniqueFlask",0.50339,1.38203,NA,1.90627,1.05424,0.70525,459.13186,0.24051,34.79271,0.99644,3.78356,0.29881,1.06949,423.88932,98.38559,0.28136,0.28136,9.19712,0.77492,44.49424,3.1739,0.95966,NA,NA,NA,NA
94,"2017-06-04","Legacy","UniqueFlask",0.56593,1.61525,NA,2,1.5461,0.72661,466.32169,0.18644,33.60424,0.99814,4.05542,0.27729,1.62153,420.78458,98.02881,0.29966,0.27729,9.65915,0.9022,43.95898,3.24339,0.99017,NA,NA,NA,NA
95,"2017-06-05","Legacy","UniqueFlask",0.50241,1.51155,NA,1.99586,1,0.96914,469.38207,0.27103,34.32121,1,4.28569,0.27759,1.48569,399.54793,102.5631,0.27276,0.27759,9.79431,0.99379,43.39379,3.20414,1,NA,NA,NA,NA
96,"2017-06-06","Legacy","UniqueFlask",0.38525,1.86525,NA,1.98864,1,0.98949,459.41983,0.27458,34.92458,0.98644,4.32203,0.27559,1.83763,413.89814,103.27288,0.27559,0.27559,9.50746,0.81932,42.79356,3.01695,1,NA,NA,NA,NA
97,"2017-06-07","Legacy","UniqueFlask",0.47983,1.48898,NA,2.14237,1.00305,0.85814,435.56271,0.27525,35.04847,0.99763,4.20322,0.27,1.52542,415.81119,100.19915,0.27,0.27,9.09881,0.48356,41.06678,3,0.99847,NA,NA,NA,NA
98,"2017-06-08","Legacy","UniqueFlask",0.5061,1.33,NA,2.00678,1,0.76373,429.38441,0.26983,35.10712,0.98949,4.04932,0.26983,1.64085,413.75712,100.68729,0.26983,0.26983,9.02136,0.83322,42.38814,3.02034,0.99763,NA,NA,NA,NA
99,"2017-06-09","Legacy","UniqueFlask",0.57356,1.09508,NA,2.06678,1.00407,0.94966,429.2122,0.25966,34.99,0.92458,4.11424,0.26169,1.99271,415.39729,96.71814,0.26169,0.26169,9.09864,0.94119,43.81424,2.8222,0.96814,NA,NA,NA,NA
100,"2017-06-10","Legacy","UniqueFlask",0.47106,1.79191,NA,2.17766,1,0.9483,452.48277,0.24915,35.36234,0.99979,4.20596,0.26,1.98809,419.37979,98.68511,0.26,0.26,8.43106,1,44.25766,3.01766,1,NA,NA,NA,NA
101,"2017-06-11","Legacy","UniqueFlask",0.64615,2.15949,NA,2.70564,1,0.84538,447.51949,0.22051,35.31846,1,4.35051,0.25359,2.04205,407.34026,95.82103,0.25359,0.25359,8.83718,0.97487,44.86026,3.29872,1,NA,NA,NA,NA
102,"2017-06-12","Legacy","UniqueFlask",0.65675,2.585,NA,3,1,0.92075,445.05325,0.227,34.478,1,4.41,0.25,2,411.11775,99.24075,0.25,0.25,8.93425,0.8825,44.15325,3.58175,1,NA,NA,NA,NA
103,"2017-06-13","Legacy","UniqueFlask",0.7359,2.41872,NA,2.93051,0.98872,0.89179,444.76154,0.23,35.96103,0.98308,4.26821,0.25,1.99077,404.64744,99.52538,0.25,0.28154,9.0041,0.77333,41.25026,3.06,0.98564,NA,NA,NA,NA
104,"2017-06-14","Legacy","UniqueFlask",0.61231,2.64974,NA,2.99667,0.99692,0.91103,449.24821,0.20051,37.38385,0.97333,4.13821,0.25,1.99103,399.52667,99.78487,0.25,0.25,8.86359,0.95308,41.68462,3.46179,0.84974,NA,NA,NA,NA
105,"2017-06-15","Legacy","UniqueFlask",0.558,2.36225,NA,2.9855,1,0.64075,450.61425,0.25,37.34125,1,4.49725,0.25,2.00725,404.02725,100.44375,0.25,0.25,8.7235,0.98825,42.39975,3.55,0.85625,NA,NA,NA,NA
106,"2017-06-16","Legacy","UniqueFlask",0.75897,1.73051,NA,2.94308,0.93,0.49821,450.68949,0.25077,38.08051,0.97641,4.73026,0.25077,1.99923,414.03923,101.39179,0.25077,0.25077,8.49308,0.99949,43.11179,3.68026,1,NA,NA,NA,NA
107,"2017-06-17","Legacy","UniqueFlask",0.64525,1.57825,NA,2.7455,0.94975,0.72475,432.11825,0.25,39.66425,0.9985,4.7365,0.25,1.9975,417.69475,104.96375,0.25,0.25,9.1575,0.98875,44.09325,3.21925,1,NA,NA,NA,NA
108,"2017-06-18","Legacy","UniqueFlask",0.70769,2.14128,NA,2.70872,1,0.69154,417.44641,0.25,40.07051,0.99,4.44179,0.25,1.99769,427.89718,112.74026,0.25,0.25,8.36821,1,44.72846,3.18436,0.99846,NA,NA,NA,NA
109,"2017-06-19","Legacy","UniqueFlask",0.87175,2.04675,NA,2.75225,1,0.8595,418.883,0.25,40.64375,0.99525,4.86425,0.25,2.002,429.526,111.9855,0.25,0.25,8.63575,0.996,44.82825,2.9695,0.98625,NA,NA,NA,NA
110,"2017-06-20","Legacy","UniqueFlask",0.62256,2.19615,NA,2.97897,1,0.82256,416.99359,0.24923,41.40179,0.97897,4.56923,0.24923,2,420.30795,111.18436,0.24923,0.24923,8.20513,0.97667,44.37872,3.13692,0.99231,NA,NA,NA,NA
111,"2017-06-21","Legacy","UniqueFlask",0.719,2.758,NA,3,1,1,407.14675,0.24875,41.321,1,4.087,0.24875,1.99925,418.81875,107.63925,0.25975,0.24875,8.32275,1,42.47,3.2725,1,NA,NA,NA,NA
112,"2017-06-22","Legacy","UniqueFlask",0.62385,2.87128,NA,2.99538,1.01872,0.99513,406.45538,0.25,39.63282,1,4.80205,0.25,2,422.95974,105.30795,0.25,0.25,8.04949,1,40.38051,3.07256,0.98923,NA,NA,NA,NA
113,"2017-06-23","Legacy","UniqueFlask",0.57231,2.83231,NA,2.59205,1,0.93077,399.05282,0.2459,39.74205,1,3.99564,0.24846,2,423.20026,102.07436,0.24846,0.24846,7.94256,0.9941,41.53128,3.25513,1,NA,NA,NA,NA
114,"2017-06-24","Legacy","UniqueFlask",0.7535,2.73175,NA,2.5565,1,0.79175,394.70325,0.238,40.6815,1,4.2215,0.2445,2.0535,416.5905,99.67175,0.25725,0.24525,7.7065,0.9875,42.47075,3.4665,1,NA,NA,NA,NA
115,"2017-06-25","Legacy","UniqueFlask",0.54846,2.09462,NA,2.43692,1,0.51667,384.33205,0.24026,40.60282,1,4.37538,0.22641,1.76897,419.24821,99.05795,0.24026,0.24026,7.64282,0.99462,44.31667,3.02487,1,NA,NA,NA,NA
116,"2017-06-26","Legacy","UniqueFlask",0.73154,2,NA,2.16436,1,0.43436,381.12846,0.24487,39.28179,1,3.84821,0.24667,2.01487,434.39308,96.75564,0.24846,0.24667,7.77205,0.9659,44.24051,3.17564,0.87974,NA,NA,NA,NA
117,"2017-06-27","Legacy","UniqueFlask",0.7755,1.97275,NA,2.31125,1,0.26275,389.19175,0.2105,39.95675,1,3.89125,0.24775,2.00175,428.8915,93.09175,0.24775,0.24775,7.4905,0.9195,45.357,3.219,0.8125,NA,NA,NA,NA
118,"2017-06-28","Legacy","UniqueFlask",0.74179,2.42385,NA,2.88846,1.41256,0.67821,390.17333,0.24538,38.62667,0.9741,4.64667,0.24641,1.85385,424.09795,96.10308,0.25615,0.24538,7.3659,0.98564,46.02538,3.43256,1,NA,NA,NA,NA
119,"2017-06-29","Legacy","UniqueFlask",0.80846,2.79205,NA,2.84821,1,0.80897,380.71282,0.24,38.05744,0.9341,4.64872,0.24,1.63,433.32231,100.73103,0.24,0.24,7.23103,0.93487,42.33308,3.37077,1,NA,NA,NA,NA
120,"2017-06-30","Legacy","UniqueFlask",0.77923,2.70718,NA,2.98615,1,0.87282,380.16308,0.24513,38.44462,0.90282,4.13128,0.24564,2.00077,447.66,98.78974,0.24564,0.24564,7.42513,0.89538,39.65077,3.21641,1,NA,NA,NA,NA
121,"2017-07-01","Legacy","UniqueFlask",0.63325,2.88225,NA,3,1,0.79375,389.13425,0.2405,39.19425,0.9405,3.826,0.2405,1.81125,447.772,98.85775,0.2405,0.2405,7.62225,0.97875,42.06875,2.9465,1,NA,NA,NA,NA
122,"2017-07-02","Legacy","UniqueFlask",0.67462,2.79128,NA,3,1,0.37667,396.89026,0.24,37.57641,0.98308,4.40077,0.24,1.91205,428.88231,96.46923,0.24077,0.24,7.09821,0.96282,45.07897,2.76718,0.98564,NA,NA,NA,NA
123,"2017-07-03","Legacy","UniqueFlask",0.74225,2.934,NA,3,1.11075,0.636,410.98575,0.241,36.20125,0.99375,3.6295,0.24,1.7195,402.87325,100.151,0.2755,0.24075,7.79725,1,44.65775,2.36225,0.98825,NA,NA,NA,NA
124,"2017-07-04","Legacy","UniqueFlask",0.60846,2.28769,NA,2.99077,1,0.88282,436.39487,0.24923,36.70256,0.99872,3.91897,0.24923,1.83513,412.40564,111.78692,0.24923,0.24923,7.15667,1,45.12538,2.47436,1,NA,NA,NA,NA
125,"2017-07-05","Legacy","UniqueFlask",0.5955,2,NA,2.998,1,0.8325,439.97825,0.25,32.30925,1,4.379,0.25,1.94375,430.87625,126.916,0.25,0.25,7.78425,1,45.03975,3.17025,1,NA,NA,NA,NA
126,"2017-07-06","Legacy","UniqueFlask",0.58564,2.41154,NA,3,1,0.72974,425.47923,0.25,35.66744,1,4.49205,0.25,1.8559,432.37718,127.62923,0.25,0.25,7.31923,1,44.53385,2.89026,1,NA,NA,NA,NA
127,"2017-07-07","Legacy","UniqueFlask",0.67641,2.79051,NA,3,1.00615,0.81564,420.02974,0.24718,38.61077,1,4.58744,0.25,2.03513,430.57641,118.88154,0.25,0.25,7.26692,1,40.87897,2.91077,1,NA,NA,NA,NA
128,"2017-07-08","Legacy","UniqueFlask",0.67333,2.45897,NA,3,0.99846,0.78462,418.59821,0.25026,38.06282,1,4.92795,0.25026,1.99256,421.65769,124.86821,0.25026,0.25026,7.16,1,41.78462,2.91385,1,NA,NA,NA,NA
129,"2017-07-09","Legacy","UniqueFlask",0.897,2.41875,NA,3.131,1,0.8,409.0965,0.2535,37.38375,1,4.9925,0.2535,1.68175,421.48425,132.59175,0.2535,0.25625,7.052,1,40.8585,2.87425,1,NA,NA,NA,NA
130,"2017-07-10","Legacy","UniqueFlask",0.70128,2.20179,NA,3,1.0041,0.83667,400.72821,0.23205,36.25641,1,4.88462,0.25077,1.44615,408.96,121.77,0.25077,0.25077,7.01385,0.99846,40.51462,3.34231,1,NA,NA,NA,NA
131,"2017-07-11","Legacy","UniqueFlask",0.89795,2.66846,NA,3,0.99846,0.90564,401.33897,0.21077,33.94846,1,4.92795,0.26667,2,406.11795,117.9341,0.26615,0.26667,6.98333,0.89846,40.38897,3,1,NA,NA,NA,NA
132,"2017-07-12","Legacy","UniqueFlask",0.69125,2.56175,NA,3.1035,1,0.98575,407.181,0.25725,34.65675,1,4.97675,0.25675,1.81625,401.2555,111.99175,0.25725,0.25725,6.95225,1,42.04325,3.066,1,NA,NA,NA,NA
133,"2017-07-13","Legacy","UniqueFlask",0.6559,2.7,NA,3,1,0.9241,409.13026,0.25282,34.40256,1,4.71359,0.25282,2,400.02872,110.70846,0.25282,0.25282,6.35359,0.99846,44.17692,3.04256,1,NA,NA,NA,NA
134,"2017-07-14","Legacy","UniqueFlask",0.71225,2.0365,NA,3.04225,1,0.9215,398.1305,0.27075,34.89725,1.1935,4.5175,0.27075,1.99575,398.845,110.6405,0.27075,0.27075,6.31075,1,41.995,2.75775,1,NA,NA,NA,NA
135,"2017-07-15","Legacy","UniqueFlask",0.68641,1.94974,NA,3,1,0.70026,399.97179,0.32923,33.28179,1,3.98949,0.33231,1.74949,397.31795,110.39513,0.33795,0.33795,6.69154,1,41.97282,2.8941,1,NA,NA,NA,NA
136,"2017-07-16","Legacy","UniqueFlask",0.65897,1.98179,NA,3,1,0.74026,409.43795,0.42667,29.95949,1,4.4141,0.43,1.69462,399.56949,103.97333,0.4459,0.44462,5.99077,1,41.17026,2.86308,1,NA,NA,NA,NA
137,"2017-07-17","Legacy","UniqueFlask",0.84725,1.80375,NA,3,1,0.63575,416.236,0.349,29.85725,1,4.55175,0.35075,1.85375,393.644,101.821,0.35075,0.35075,6.01775,0.98625,44.1255,3.0445,1,NA,NA,NA,NA
138,"2017-07-18","Legacy","UniqueFlask",0.64103,1.01,NA,3,1,0.51487,401.62487,0.26051,29.63308,1,4.83487,0.26051,1.90051,376.50333,104.78718,0.26051,0.2641,6.70385,1,41.37231,3.11667,1,NA,NA,NA,NA
139,"2017-07-19","Legacy","UniqueFlask",0.8165,1.09525,NA,3,1,0.75425,399.171,0.26,29.24875,1,4.701,0.274,2,403.03325,107.0425,0.26025,0.26025,7.3315,0.9465,44.001,3.61925,1,NA,NA,NA,NA
140,"2017-07-20","Legacy","UniqueFlask",0.81513,1.12205,NA,2.94308,0.99974,0.99051,408.33615,0.26718,27.00564,1,4.91538,0.26769,1.89974,417.32872,110.35333,0.26718,0.26718,7.49487,0.99769,44.49256,3.00308,1,NA,NA,NA,NA
141,"2017-07-21","Legacy","UniqueFlask",0.63359,1.97462,NA,3.03923,1,0.97564,404.27564,0.26615,27.54718,1,4.58641,0.27154,1.97564,418.86487,113.41282,0.26615,0.26615,7.07795,0.99821,44.48513,3.28872,1,NA,NA,NA,NA
142,"2017-07-22","Legacy","UniqueFlask",0.80325,2.1475,NA,3.001,1,0.984,395.28825,0.2935,25.62625,1,4.8005,0.30475,1.622,407.7175,117.76875,0.2985,0.29975,7.017,0.70625,41.48,3.25075,1,NA,NA,NA,NA
143,"2017-07-23","Legacy","UniqueFlask",0.52564,2.61641,NA,3,1.02231,0.89231,397.60154,0.2459,28.29641,1,4.58385,0.25462,1.57949,426.85872,110.17897,0.2641,0.2641,7.50077,0.91231,41.39821,3.67795,1,NA,NA,NA,NA
144,"2017-07-24","Legacy","UniqueFlask",0.677,2.2005,NA,3.45875,1,0.74875,398.88925,0.2645,28.831,1,4.912,0.245,1.9735,437.55725,109.65925,0.2675,0.2675,7.44825,0.8625,40.94275,3.71725,1,NA,NA,NA,NA
145,"2017-07-25","Legacy","UniqueFlask",0.59359,2.14333,NA,3.7559,1,0.82051,400.30333,0.27718,28.61692,1.03077,4.85769,0.27718,1.71667,438.70564,109.17282,0.27795,0.27718,7.90718,0.89513,40.1441,3.36462,1,NA,NA,NA,NA
146,"2017-07-26","Legacy","UniqueFlask",0.587,3.224,NA,3.5175,1,0.974,389.4525,0.28925,28.455,1.582,4.94525,0.28925,1.85925,435.2945,109.13975,0.28925,0.28925,7.7125,0.99925,39.4765,3.62525,1,NA,NA,NA,NA
147,"2017-07-27","Legacy","UniqueFlask",0.84,3.68103,NA,3.3959,1,0.99795,400.43846,0.28256,27.82128,1.64564,4.76205,0.28923,1.95103,436.44128,106.95359,0.28949,0.28923,8.05205,1,38.98128,3.97359,0.91872,NA,NA,NA,NA
148,"2017-07-28","Legacy","UniqueFlask",0.679,3.0005,NA,3.699,1.0035,0.96475,404.12575,0.25375,28.14325,1.5555,8.19275,0.29675,1.90125,448.71175,115.71325,0.29675,0.29675,47.42375,0.996,39.35225,4.51175,0.72875,NA,NA,NA,NA
149,"2017-07-29","Legacy","UniqueFlask",0.57925,2.93175,NA,3.421,1,0.991,467.2595,0.27925,29.307,1.7655,9.573,0.30525,1.89275,511.22875,130.70425,0.30525,0.295,77.8735,0.9705,39.981,4.57675,0.65275,NA,NA,NA,NA
150,"2017-07-30","Legacy","UniqueFlask",0.86538,2.99487,NA,3.31282,1,0.98128,685.44154,0.30615,29.97051,1.60051,9.12718,0.35128,1.81821,584.92333,155.78641,0.30615,0.32538,64.82897,0.90846,47.12128,4.99436,0.45026,NA,NA,NA,NA
151,"2017-07-31","Legacy","UniqueFlask",0.84474,3.19703,NA,3.78605,1.02237,0.98842,671.89711,0.30395,30.39474,1.17974,9.33447,0.35421,1.77737,631.605,178.605,0.35816,0.35816,69.60474,0.64974,50.815,6.26263,0.80027,NA,NA,NA,NA
1,"2019-06-07","Legion","UniqueFlask",0,0,1,0,2,0.28773,0,1,0.27,0,14.96462,0.5,0,27.72,0,1,0,1,0,0,0,13.646,0,0,0,NA
2,"2019-06-08","Legion","UniqueFlask",3,2,1,10,1,0.24,282.5,0.22,0.23414,3,20,0.22843,2,14,34.40969,0.24,1,1,2,11.19,8,4.17522,0,1,0,NA
3,"2019-06-09","Legion","UniqueFlask",2,2,1,6.43,1,0.25505,135.59,0.25505,0.25505,2,40.01708,0.25505,2,24,42.16489,0.25505,1,1,2,4,7.9604,3.26829,101.65846,0.27,0,NA
4,"2019-06-10","Legion","UniqueFlask",2,2,0.93,5,1,0.31,98.20277,0.31,0.31,1,73.87258,0.31,2,39.383,50,0.31,1,2,1,3,7,3,49.54,0.31,1620,NA
5,"2019-06-11","Legion","UniqueFlask",1,3,0.43025,4,1,0.31,79.87126,0.31,1,1,74.00131,0.31,2,37.18635,44.06268,0.31,1,2,1,3,6,2,35,0.31,1770.2,NA
6,"2019-06-12","Legion","UniqueFlask",1,3,1,3,1,0.31,50,0.31,1,1,74.04515,0.31,2,34,42.19192,0.31,1,2,1,2,5,2,20,0.31,1888.075,NA
7,"2019-06-13","Legion","UniqueFlask",1,4,0.97005,2,1,0.29,44.86071,0.29,1,1,78.00091,0.29,2,40,40,0.29,1,2,1,2,5,2.72241,15,0.29,2098.35,NA
8,"2019-06-14","Legion","UniqueFlask",1,4,0.28,2,1,0.28,40,0.28,1,1,72.00449,0.28,2,37.32,39.39061,0.28,2,2,1,2,4,3,15,0.28,2209.73,NA
9,"2019-06-15","Legion","UniqueFlask",1,4,0.56,2,1,0.28,29,0.28,1,1,58.00687,0.28,2,28.82056,35,0.28,2,2,1,2,3,3,19.00222,0.28,1777.3,NA
10,"2019-06-16","Legion","UniqueFlask",1,4.52116,0.54,2,1,0.26,28.23051,0.26,1,1,64.45278,0.26,2,28.93035,40,0.26,2,2,1,2,4,2,15,0.26,1646.38389,NA
11,"2019-06-17","Legion","UniqueFlask",1,4,0.94,1.9203,1,0.27,25,0.27,1,1,65,0.27,2,29,40,0.27,2,2.38535,1,1.19505,3.45162,3,15,0.27,1327.30667,NA
12,"2019-06-18","Legion","UniqueFlask",1,5,0.9801,1,1,0.28,25,0.29,1,1,69.00141,0.29,2,30,47.43056,0.29,2.84,3,1,1,4,2.67005,15,0.29,971.5325,NA
13,"2019-06-19","Legion","UniqueFlask",1,5,0.66,1,1,0.32,25,0.33,1,1,65,0.33,2,30,49.86596,0.33,2,2.9604,1,1,4,2,18.34535,0.33,939.46333,NA
14,"2019-06-20","Legion","UniqueFlask",1,5,1,1,1,0.36,23.00202,0.36005,1,1,60,0.37,2,30,50,0.37,3,2.08131,1,1,3,2,15,0.37,964.048,NA
15,"2019-06-21","Legion","UniqueFlask",1,5,0.96515,1,1,0.42,21.36101,0.42,1,1,58.46545,0.42505,2,30,50,0.42,2.5,3,1,2,3,2,20,0.43,1095.01875,NA
16,"2019-06-22","Legion","UniqueFlask",1,4,0.6301,1,1,0.43,20,0.43,1,1,41.19162,0.43,1,30,47.50505,0.43,2,3,1,2,3,2,18.26121,0.43,1005.8832,NA
17,"2019-06-23","Legion","UniqueFlask",1,5,0.43,1,1,0.43,28,0.43,1,1,50,0.43,1,30,49,0.43,2,3,1,2,3,2,20.42727,0.43,1017.85905,NA
18,"2019-06-24","Legion","UniqueFlask",0.99,5,0.43,1,1,0.43,25,0.43,1,1,50,0.43,1,29,50,0.43,2,3,1,2,3,2,30,0.43,968.56104,NA
19,"2019-06-25","Legion","UniqueFlask",0.97,5,0.41,1,1,0.41,25,0.41,1,1,50,0.41,1,29.06566,48,0.41,2,3,1,2,3,2,30.0404,0.41,1279.41556,NA
20,"2019-06-26","Legion","UniqueFlask",0.91005,5,0.41,1,1,0.4,25,0.41,1,1,45,0.41,1,30,44.79101,0.41,2,3,1,2,3,2,35,0.41,1169.98615,NA
21,"2019-06-27","Legion","UniqueFlask",0.94005,5,0.4801,1,1,0.41,25,0.41,1,1,43,0.41,1,29,40,0.41,2,3,1,2,3,1,40,0.41,1259.94571,NA
22,"2019-06-28","Legion","UniqueFlask",0.97505,5,0.41,1,1,0.41,24.51566,0.41,1,1,40,0.41,1,28.2102,40,0.41,2,3,1,2,3,1,50,0.41,1253.176,NA
23,"2019-06-29","Legion","UniqueFlask",1,5,0.42,1,1,0.4,25,0.42,1,1,40,0.43,1,29,39.57162,0.42,2,3,1,2,3,2,50,0.42,1244.16,NA
24,"2019-06-30","Legion","UniqueFlask",0.99005,5,0.43,1,1,0.43,25,0.43,1,1,36.67167,0.6101,1,26.21025,39,0.43,2,3,1,2,3,2,50,0.43,1242.784,NA
25,"2019-07-01","Legion","UniqueFlask",0.88,4,0.44,1,1,0.26005,25,0.44,1,1,30,0.44,1,25.00146,39,0.44,2,3,1,2,3,1,50,0.44,1229.74897,NA
26,"2019-07-02","Legion","UniqueFlask",0.9501,4,0.44,1,1.35,0.44,25,0.44,1,1,24.27596,0.45,1,25,35,0.44,2,4,1,2,2,1,60,0.45,1248.4,NA
