"Day","Date","League","Type","Chayula.s.Breachstone","Divine.Vessel","Eber.s.Key","Esh.s.Breachstone","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Volkuur.s.Key","Xoph.s.Breachstone","Yriel.s.Key","Chayula.s.Charged.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
26,"2019-07-02","Legion HC","Fragment",96.85714,3.61125,3,3,13,8,5.10825,12,8,4,10,14,4.49965,1,1,1,1,1,0.16667,0.2,0.28167,0.2,4.40152,19,4,8.38,8,80,115.5,168.22472,4,11.85859,49.8303,6.57292,13,44.7501,25,26.314,32,10,14.37392,49,7,0.16667,0.125,85.93691,1,28,0.44444,11,0.16493,NA,NA,NA,NA,NA,NA,NA,NA
27,"2019-07-03","Legion HC","Fragment",94.54082,4,3,3,13.53544,8,6,12,8,4,10,13,5,1,1,1,1,1,0.16667,0.2,0.25,0.2,4.65304,18.47699,4,8,7.17041,82.18,101.035,160,4,11.499,45,7,13.07041,45,20.91837,22.912,32.29697,10,11.76882,46.66836,8,0.16667,0.1195,84.90909,1,27,0.4,11,0.16667,NA,NA,NA,NA,NA,NA,NA,NA
28,"2019-07-04","Legion HC","Fragment",94.80738,4,3,3,11.535,8,5.78833,12,8,4,10,12.8329,5,1,1,1,1,1,0.16667,0.2,0.322,0.2,5,19,4,8,8,86.51,96.5,160.68811,4,11.73232,44.25306,6,13,44.58367,21.82626,22.621,37.71111,10,13,44.76306,8,0.16483,0.10828,83.54702,0.9,27,0.39126,12,0.15789,NA,NA,NA,NA,NA,NA,NA,NA
29,"2019-07-05","Legion HC","Fragment",88.43759,4,3,3,12,8,6,12,8,4,9,10.02775,4,1,1,1,1,1,0.16667,0.2,0.32033,0.2,5,19,4,8,8.66071,92.5,96.56701,160,4,10.755,40,5.72211,12.52784,40,25,22,63.1,9,14.86869,41.73261,7,0.15789,0.10714,83.9773,0.9,25,0.38462,13,0.15789,NA,NA,NA,NA,NA,NA,NA,NA
30,"2019-07-06","Legion HC","Fragment",87.02727,3.5,3,3,12.16582,8,5.67019,12,7.9494,3,8.85012,10,3.5,1,1,1,1,1,0.15661,0.19575,0.32577,0.2,4.10744,19,4,8,9,90.45833,93.93939,160,4,10,43.528,6.87917,12,40,24.172,25,57.36,10,15,45,7,0.15789,0.10542,84.23694,0.8965,27,0.37917,13.97948,0.14286,NA,NA,NA,NA,NA,NA,NA,NA
31,"2019-07-07","Legion HC","Fragment",89,3.5,3,3,12,8,5.85661,12,7,3,8,10,4,1,1,1,1,1,0.16536,0.16667,0.3195,0.2,4,19.56972,3,8,8.06633,87.1,80,139.07908,4,10,40,8,14,40,21.035,35.5,51.19,10,15.94227,45,7,0.15789,0.10386,85.70912,0.9,27,0.33333,13,0.14286,NA,NA,NA,NA,NA,NA,NA,NA
32,"2019-07-08","Legion HC","Fragment",85,3.5445,3,3,12,8,6,12,7,3,7,10,4,1,0.9567,1,1,0.93928,0.15385,0.15444,0.29117,0.18607,4,18,3,8,8,86.68,73.85859,134.7638,4,10.44348,40.72591,8,14.65714,44.79063,22.78646,35,64,9,17.11354,47.325,7,0.15789,0.1,88.83268,0.9,30,0.33333,13.17513,0.15,NA,NA,NA,NA,NA,NA,NA,NA
33,"2019-07-09","Legion HC","Fragment",75,4,3,3,12,7,6.04521,12,7,3,7.11429,10,4,1,0.901,1,1,0.98455,0.14906,0.15153,0.27257,0.19365,3.7303,18,3,8,7,86.58586,72.92424,135.705,4,10.96404,40.15464,8,14.63299,41.72363,22.675,35,70,8,18,45,7,0.15705,0.1,80.61765,0.9,28,0.33333,11.81059,0.14304,NA,NA,NA,NA,NA,NA,NA,NA
34,"2019-07-10","Legion HC","Fragment",64.10638,4,3,3,11,7.5602,6,12,7,3,7,9.0478,4,1,0.88722,1,1,0.9899,0.15016,0.15105,0.25,0.17699,3,18,3,8,6,82.44949,74.45455,135.24608,4,11.259,41.30168,7,15,40,27.15,35,70,8.6125,18,45,6,0.15789,0.1,83.684,0.89715,29,0.33333,8.64954,0.14286,NA,NA,NA,NA,NA,NA,NA,NA
35,"2019-07-11","Legion HC","Fragment",64.16675,3,3,3,11.345,7.97273,6,12,7,3,7,9.32105,4,1,1,1,1,1,0.15218,0.15088,0.25,0.17847,3,17,3,8,5,81.9697,74.45455,138,4,10,41.43125,7,15,38.46,29.39583,26.9899,70,7,17,47.79414,6,0.15385,0.09999,91.02204,0.89566,30,0.33333,10,0.14286,NA,NA,NA,NA,NA,NA,NA,NA
36,"2019-07-12","Legion HC","Fragment",68.40086,3,4,2.54286,11,8,7.858,12,7,3,7,10.35517,5,1,1,1,1,0.96833,0.14817,0.15409,0.2099,0.19201,3,17.69596,3,7,6.85758,81.96939,74.08713,139.26879,4,10,43,6.5386,15.70505,36.57,29.26263,25,68.94898,7,17,50,6,0.14492,0.08964,87,0.89504,29,0.3166,12,0.14013,NA,NA,NA,NA,NA,NA,NA,NA
37,"2019-07-13","Legion HC","Fragment",65,3,3.63535,3,11,8,8,12,7.88418,3,7,11,5,1,1,1,1,0.9925,0.14877,0.16667,0.17464,0.1975,3,17,3,6,7,79.692,74.65306,185.80555,3.684,9.98469,43,5,15.01924,37.67857,30,12.4,69.3,6,17,50,6,0.14657,0.08333,89,0.84601,29,0.32258,12,0.13286,NA,NA,NA,NA,NA,NA,NA,NA
38,"2019-07-14","Legion HC","Fragment",62.4878,3.88982,3,3,11.73636,8,8.20687,12,8,3,7,12,5,1,0.94473,1,1,0.99697,0.14547,0.16667,0.26992,0.1903,3,16,3,6,7,71.48485,78.59394,165.86274,3,9.76804,40.3,5,15,41.98557,28.76531,25,69.3,6.25575,14.53939,49.34343,6,0.1563,0.08333,94,0.9,26.45914,0.32952,12,0.13333,NA,NA,NA,NA,NA,NA,NA,NA
39,"2019-07-15","Legion HC","Fragment",62.44875,3.64202,3,3,10,8.30337,9,12,7,3.12245,7,11.41562,5,0.96939,0.9256,1,1,1,0.14286,0.15697,0.29562,0.16778,3,15,3,6,7,69.505,79.26875,141.06115,3.06989,9.242,43.29032,6.055,15,49.05833,26.96875,45,76.55208,6.07416,14.34343,50,6,0.15054,0.08261,94,0.9,26.67534,0.31998,10.98706,0.13327,NA,NA,NA,NA,NA,NA,NA,NA
40,"2019-07-16","Legion HC","Fragment",64.81053,4,4,2.96324,9.45697,7.59231,8,12.2596,8,4,8,11.29,6,0.98377,0.73184,1,1,0.90906,0.14286,0.14286,0.26167,0.16667,3,14.29468,3,6,7.439,70,79.26875,188,3,8.27071,50,6,15,59.28571,23.33838,45,80,6,14.08065,50,7,0.15296,0.07317,94,0.90599,28.02048,0.33102,11.71214,0.13086,NA,NA,NA,NA,NA,NA,NA,NA
41,"2019-07-17","Legion HC","Fragment",64.84021,3.56507,4,2,10,7.95968,8,12.98721,9,4,7,11,5.674,0.9,0.61696,1,1,0.9,0.14286,0.14286,0.32376,0.16667,3,15,3,6,7,70,95.6898,168.60412,3,8.08081,50,6,15,54.9899,21.26804,18,80,6,15.36023,50,7,0.14286,0.07302,115,1,30.86586,0.33333,12,0.13298,NA,NA,NA,NA,NA,NA,NA,NA
42,"2019-07-18","Legion HC","Fragment",63.81667,3.5,4,2,10,7.95606,7.31716,13.09783,10,3,7,10,5.945,0.97602,0.66346,1,1,0.90352,0.14286,0.14286,0.32423,0.16667,3,15,3,5,7.09574,64.5051,80,172.46875,3.11724,7.648,50,6,15,60.42857,20.73,17.725,80,5,15.344,50.8172,7,0.1447,0.07143,118.11688,1,32.18675,0.33333,12,0.13538,NA,NA,NA,NA,NA,NA,NA,NA
43,"2019-07-19","Legion HC","Fragment",60,4,4,2,10,8.15169,8,13.64944,10,3.645,6,10,6,1,0.68395,1,1,0.90877,0.14286,0.14286,0.32033,0.16667,3,15,3,5,9,60,82.95714,170.05217,4,11.71053,63.23711,6,15,70,21.07879,20.4798,68.01531,6,16.754,57.04,6.90033,0.14628,0.07143,120.89103,1,39.69676,0.33333,12,0.12606,NA,NA,NA,NA,NA,NA,NA,NA
44,"2019-07-20","Legion HC","Fragment",60,4,4,2,10,9.3887,8.40412,12.96484,10,3,6.67041,10,6,1,0.87818,1,1,0.92004,0.14286,0.14286,0.31833,0.16667,3,14.28705,3,5,8.45455,62.0625,94.327,173.81556,4,14.04545,63.23711,6,15,70,21.07879,16.63636,75.5,5.89561,22,73.0303,7,0.15,0.07143,154.45055,1.3907,43,0.33333,12,0.1266,NA,NA,NA,NA,NA,NA,NA,NA
45,"2019-07-21","Legion HC","Fragment",62.74509,3.8394,4,2,10,9.45828,8.34592,12.29348,10,3,6.15,10,5,1,1,1,1,0.91884,0.13205,0.13945,0.31922,0.16246,3,15,3.83205,5,8.1793,68.72258,90,180,3,14.35319,70.73333,5,15,73.25895,22.10612,16.63636,75.5,5.99875,16.71111,74.60104,7,0.15,0.07143,159.91763,1.5,43,0.33333,12.89767,0.13,NA,NA,NA,NA,NA,NA,NA,NA
46,"2019-07-22","Legion HC","Fragment",62.62257,3.15653,4,2,11.0404,9,8,15,9,3,6,11,5,1,1,1,1,0.93975,0.13233,0.14029,0.31805,0.16329,3,16.07753,3,5,9.08,75.99192,94.65758,174,3,20.545,68.16531,5,20,70.18333,22,16.63636,75.08,5.88466,14,80,7,0.15,0.07988,165,1.6,43,0.33333,13,0.13386,NA,NA,NA,NA,NA,NA,NA,NA
47,"2019-07-23","Legion HC","Fragment",62.61,3,4,2,10,9,7,16.26162,9,3,6,11,5,1,1,1,1,0.96845,0.13218,0.14081,0.3202,0.1645,3,15,3,5,8.64,75.99192,94.65758,174,3,13.6898,75.945,5,19.90909,64.97449,18.356,17.17,74.24,6,15,80,7,0.15754,0.08061,165,1.7,43.299,0.33333,13.35694,0.14241,NA,NA,NA,NA,NA,NA,NA,NA
48,"2019-07-24","Legion HC","Fragment",62.7,3,4,2,10,9.01694,7,16.29794,9.07252,3,6,11,5,1,1,1,1,0.92734,0.12467,0.14095,0.32266,0.15744,3,18.19388,3.20619,5,9,75.99192,97.327,174,3,5.7,68.25,5,16.04687,64.814,17.797,27.5,112.4,6,13.48298,69.13608,8,0.16131,0.08333,169.63744,1.7,43,0.4023,14,0.14286,NA,NA,NA,NA,NA,NA,NA,NA
49,"2019-07-25","Legion HC","Fragment",62.41765,3.53867,4,2,10,9,7,15.99474,9,3,6,11,5,1,1,1,1,1,0.12458,0.14071,0.32267,0.15643,3,19.375,3,5,8,90.10204,97.327,174,3.52151,12.942,73.9433,5,14.14343,64.95361,17.19394,27.5,112.4,5.204,10.03816,69.249,8.62411,0.16165,0.08333,160,1.7,40,0.4197,14,0.14286,NA,NA,NA,NA,NA,NA,NA,NA
50,"2019-07-26","Legion HC","Fragment",60.81928,3.20139,4,2,10.95745,9,7,15,10,3,6,12,5,1,1,1,1,0.97629,0.1246,0.14027,0.32475,0.15629,3,20,3,5,8.28182,84.24242,91,174,3.52151,6.61856,73.32727,5,15,65,25.156,19,114.4485,5.85859,8,69.80825,9.94049,0.15789,0.08364,160.02198,1.50086,40,0.41694,14,0.14682,NA,NA,NA,NA,NA,NA,NA,NA
51,"2019-07-27","Legion HC","Fragment",62.605,3,4,2,11,9,7,15,10,3,6,12,5.07667,1,1,1,1,0.97397,0.12468,0.14088,0.32526,0.15638,3,19,3,5,8.09495,77.52604,91.57,173.32879,3.26522,6.75,70,5,15,63.86134,100,60,91.62347,5.86,8,70,9,0.14286,0.09445,160,1.5,40.75438,0.42468,14,0.15,NA,NA,NA,NA,NA,NA,NA,NA
52,"2019-07-28","Legion HC","Fragment",58.79,3,4,2,11,9,7,15,10,4,6,12,6.57273,1,1,1,1,0.9722,0.1333,0.14286,0.33333,0.16211,3,19,3,5,7,77.52604,91.57,170,3.9949,6.75,70,5,14.10505,64.16383,100,59.1,85,6,8,70,9,0.14286,0.1,152.48534,1.5,40,0.43281,14,0.15,NA,NA,NA,NA,NA,NA,NA,NA
53,"2019-07-29","Legion HC","Fragment",58.98,3.72771,4,2,11,8.56316,7,15,10,4,5.32949,13.44022,5.02424,1,1,1,1,0.9847,0.125,0.14286,0.33333,0.15179,3,19.69158,3,5,7,76.59192,91.09,166,4.07789,6.75,54.97475,4.03939,14,60,100,59,83,5,8,73.96667,9,0.14286,0.09047,150,1.5,40,0.45,14,0.15,NA,NA,NA,NA,NA,NA,NA,NA
54,"2019-07-30","Legion HC","Fragment",60,3,4,2,11,8,7,15,9.46478,4,7,13,5,1,1,1,1,0.98375,0.125,0.14142,0.3185,0.1483,3,14.46122,3,5,7,75.99495,91.09,160.30612,3.98958,7.9697,57.7551,4.07,14,63.56977,40,29.35,80,5,8,70,9.02823,0.14286,0.08333,148.26882,1.5,40,0.43461,14.99485,0.14931,NA,NA,NA,NA,NA,NA,NA,NA
55,"2019-07-31","Legion HC","Fragment",60,3.83763,4,2,10.98824,8,7,15,9,5,7,13,5.5398,1,1,1,1,1,0.09604,0.1047,0.17709,0.14338,3,14.89691,3,4.74421,7,75.79596,91.09,164.82424,4.41875,9.49485,60.25,4,14,63.18202,40,29.935,79,5,8.53171,65,9,0.14286,0.08415,155,1.5,40,0.43583,14.45657,0.16,NA,NA,NA,NA,NA,NA,NA,NA
56,"2019-08-01","Legion HC","Fragment",60,3.78054,4,2,10.77629,8,7,14.08485,8,5,7,12,5,1,0.99378,1,1,0.89384,0.11111,0.13122,0.17582,0.14344,3,15,3,5,7.17895,75,92.19192,192.33615,4.655,6.834,60.25,4.849,13.96429,57.95455,40,27.16,79.16,6,8,65.10612,9,0.14218,0.08333,158.33763,1.5,40,0.42371,14,0.15333,NA,NA,NA,NA,NA,NA,NA,NA
57,"2019-08-02","Legion HC","Fragment",60,4,4,2,10,8,6.835,14.03633,7.01809,4,6,12.76044,5.89419,1,0.9936,1,1,0.88503,0.11111,0.1324,0.17366,0.14346,3,15,2.88214,5,7,67.04375,141,194.1,5,21.45,58.4,4.849,13.95161,57.995,32.3,19.4,80,6.46753,18.6303,50,10,0.13606,0.08333,160,1.5,40.09777,0.44366,14,0.14894,NA,NA,NA,NA,NA,NA,NA,NA
58,"2019-08-03","Legion HC","Fragment",60,4,3.6398,2,10,8,7,14.04688,7,4,6,13,6,1,0.99291,1,1,0.92058,0.10994,0.11056,0.17365,0.13339,3,14.99468,2.81887,5.58953,7.309,67.725,141,187.87755,5,30,56.48,4.9798,13.86452,71.00187,30,19.4,130.66667,6,18.90909,73.52928,8.69286,0.1395,0.08333,156.91667,1.5,39.40916,0.42961,14,0.14729,NA,NA,NA,NA,NA,NA,NA,NA
59,"2019-08-04","Legion HC","Fragment",59.32151,4,3.14105,2,10,8,7,14.429,6.92755,4,6,13,5.12842,1,1,1,1,0.92132,0.10318,0.10047,0.17375,0.125,3,15.34624,2.82525,6,8,67.725,119.97475,166.474,4,30,56.48,4,17.46701,72.47053,30,15,130.66667,5.89087,10,76.38385,10,0.14286,0.08333,154,1.5,37.96458,0.45755,14,0.15803,NA,NA,NA,NA,NA,NA,NA,NA
60,"2019-08-05","Legion HC","Fragment",59.32151,4,3,2,11.22,8,7,14.429,7,4,5,12.98204,6,1,1,1,1,0.93333,0.1,0.1,0.17473,0.125,3,15.36556,2.83878,6,7.76737,70.4798,119.97475,172.34848,4,30,63,4,17.44747,74.38265,30.5,15,114,5.1375,16.45625,76,10,0.14286,0.08333,152,1.5,39.31697,0.47929,14,0.15248,NA,NA,NA,NA,NA,NA,NA,NA
61,"2019-08-06","Legion HC","Fragment",59.634,4,3,2,11.468,8,7,15,7,4,5,11,6.07053,1,1,1,1,0.91533,0.1,0.1,0.17482,0.125,3,20,2.90663,5.92245,7.67374,73.6,104.45455,166.11,4,30,70,4,17.436,117.8,26,15,114,5.03684,15.13608,72.67102,10,0.14361,0.08333,152,1.5,51.67677,0.5,14,0.15843,NA,NA,NA,NA,NA,NA,NA,NA
62,"2019-08-07","Legion HC","Fragment",59.445,4,3,2,10.959,8,7,15,7,3,5,11,6,1,1,1,1,0.90667,0.10219,0.10195,0.1803,0.1271,2.892,20,2.54949,6,7,73.485,141,169.16163,4,23.97959,70,4.6,20,91,23,0,111.74242,5.13956,15.812,57.72449,10,0.14286,0.08333,140.18444,1.5,35.8046,0.5,14,0.15795,NA,NA,NA,NA,NA,NA,NA,NA
63,"2019-08-08","Legion HC","Fragment",59.05729,4,3,2,11,8,7,15,6.56122,3,5,10.9,5.58542,1,1,1,1,0.93862,0.10339,0.10195,0.19549,0.13099,2.039,20,2.85253,6,7.00515,69.79798,140,173.11579,4.72045,20,70,4,20,89.3,23,0,101.59091,5.62826,18.89899,62.16842,10,0.14252,0.08827,141.61443,1.5,41.528,0.5,14,0.15836,NA,NA,NA,NA,NA,NA,NA,NA
64,"2019-08-09","Legion HC","Fragment",59.824,4,3,2,11,8,7.33708,15.45699,6.419,3,5.28,10,5,0.89435,1,1,1,0.9579,0.10219,0.1,0.19846,0.12936,2.56061,17.61224,3,6,7.26429,67.425,126.5,169.65625,5,19.4,62.9697,4.4128,17.92424,92.12121,23,0,98.06818,5.06742,18,82.38,10,0.14286,0.09091,142.38182,1.5,50,0.5,14,0.1486,NA,NA,NA,NA,NA,NA,NA,NA
65,"2019-08-10","Legion HC","Fragment",59.95408,4,3.02551,2,10.59881,8,8,15.67423,6.58257,3,5.09429,10,5,1,1,1,1,0.95852,0.10124,0.1,0.19549,0.1294,2.22121,20,3,5.35,7.88265,69.07576,125,185.04474,5,19.4,60,4,14.59082,100.425,20.3,0,98.06818,4.535,18.09375,82.96907,10,0.14286,0.0916,139.93061,1.25,60,0.5,13,0.14756,NA,NA,NA,NA,NA,NA,NA,NA
66,"2019-08-11","Legion HC","Fragment",59,4,3,2.07172,10,8,8.51124,15.5303,7.629,3,5,10,5,0.784,1,1,1,0.96967,0.11071,0.10517,0.32738,0.14286,2.99,20,3,5.94,7.82708,69.07576,125,189.07527,5,19.41414,60,5,13.58485,95.545,20.63367,0,91.58,4.67347,15,82.96907,10,0.14195,0.09086,137.03262,1.25924,57.83805,0.5,12,0.14777,NA,NA,NA,NA,NA,NA,NA,NA
67,"2019-08-12","Legion HC","Fragment",65.86837,4,3,2.614,8.54194,8,9.359,15,6.82887,3,5,6.15876,5,0.71118,1,1,1,1,0.11111,0.13094,0.32738,0.14286,3,14.408,3,5.79353,7.73125,67.65152,125,190,5,19.41414,60,5,10.33939,86.18557,23,0,96.35714,5,13,81.14583,8.92832,0.14286,0.09212,140,1.5,58.08081,0.5,12,0.14496,NA,NA,NA,NA,NA,NA,NA,NA
68,"2019-08-13","Legion HC","Fragment",70,4,3,3,8.524,8,9,14,6.56436,3,5,5.63299,5,0.72896,1,1,1,0.99057,0.12476,0.12739,0.29528,0.14419,3,9.85567,3.589,5.77789,7.52062,66.21212,125,168.47959,5,19.41414,60,5,10.33939,121.56162,23,0,92.67347,4.88384,13,60.4,8.01205,0.14441,0.0921,140,1.5,49.99984,0.5,11,0.14286,NA,NA,NA,NA,NA,NA,NA,NA
69,"2019-08-14","Legion HC","Fragment",70,4,3.54124,2.717,9,8.02,9,14,8.64444,3,5,5.42,5,0.6962,1,1,1,0.98518,0.13229,0.1163,0.28316,0.13718,3,13.28947,3.66625,5.119,8.53646,64.56,125,168.46,5,19.42857,60,4.77959,10.728,114,60,0,115.90303,5,11.29895,98.26804,9.83313,0.14087,0.09033,140,1.5,50,0.51742,11.90549,0.14406,NA,NA,NA,NA,NA,NA,NA,NA
70,"2019-08-15","Legion HC","Fragment",70,3.72449,3.67263,2.84747,8.17551,8,8.97423,14,8.49388,3,5,6.15484,5,0.67896,1,1,1,0.99663,0.13232,0.11647,0.26483,0.13718,3,17.51649,3.599,5.57708,8.66915,61.635,125,173.74737,5,19.33061,60,4.81667,9.384,90.9697,60,0,119.34663,5,11.12421,98.72239,9.89213,0.1424,0.09018,150,1.5,55.06281,0.66667,12.50308,0.14548,NA,NA,NA,NA,NA,NA,NA,NA
71,"2019-08-16","Legion HC","Fragment",70,3.6875,5,2.84747,8.08571,8,8.90104,13,8.94792,3,5,5.84792,5,1,1,1,1,0.99259,0.1324,0.13438,0.26483,0.1342,3,17.614,3.505,5.574,9.07,65,0,173,4.495,25.545,63.906,4.81667,9.216,98.01818,60,0,120.9,5,10.40323,121.9899,10,0.15385,0.09056,150.05114,1.5,55.22727,0.65647,13,0.16156,NA,NA,NA,NA,NA,NA,NA,NA
72,"2019-08-17","Legion HC","Fragment",70,3,5,2.797,8.349,8,8.98636,13.01515,9.16083,3,5,5.77053,5,1,1,1,1,0.9866,0.13258,0.13438,0.26483,0.1342,3,19.49293,3.314,4.94,8.79592,68.12053,0,173,4.495,25.545,80.075,4.81212,9.29485,94,59.1,0,120,5,10.40323,95.75758,10,0.15954,0.09068,162.175,1.67896,57.46154,0.58759,12.31889,0.16372,NA,NA,NA,NA,NA,NA,NA,NA
73,"2019-08-18","Legion HC","Fragment",70,3,5,3,8.242,8,8.92347,13.80202,9.22766,3,4.71489,6.10638,5.13535,1,1,1,1,0.9796,0.13438,0.13635,0.53131,0.13438,3,19.49293,3.32727,4.35833,8,68.2679,0,194.28571,4.5101,30,80.66667,4.72653,9.29485,99.19822,58.19899,0,120.9734,5,10.65051,96.13432,10,0.15835,0.09054,162.57831,1.94368,57.46154,0.59364,12.5988,0.16405,NA,NA,NA,NA,NA,NA,NA,NA
74,"2019-08-19","Legion HC","Fragment",70,3.2,5,3,8.00505,8,8.86824,13,9.31212,3,5.58485,13.195,5.01653,1,1,1,1,0.98093,0.13268,0.13465,0.4,0.13268,3,23.178,4,5.76804,7.60825,83.20202,0,177.72355,4.41414,30,81.74141,3.51053,21.635,90,58.19899,0,93.24196,5.97475,14.37634,89.51275,10.65584,0.16388,0.09056,192.84,1.83358,59.94301,0.66667,12.87654,0.16578,NA,NA,NA,NA,NA,NA,NA,NA
75,"2019-08-20","Legion HC","Fragment",70,3,5,3,8.22857,8,9,13.045,7.02809,3,5.80825,17,4.70619,0.95862,1,1,1,1,0.11355,0.11355,0.22094,0.12722,3,23.62041,4,5.76804,7.60825,83.14242,0,176.85125,4.41414,30,0,3.51053,23.255,90,58.19899,0,84.428,5.9949,14.47826,90.47671,10.92632,0.16313,0.09084,316.46206,1.78063,65.55556,0.66667,13.78442,0.16667,NA,NA,NA,NA,NA,NA,NA,NA
76,"2019-08-21","Legion HC","Fragment",69.95455,3,5,2.77,8.945,8.02551,9,13,9.5,3,5.92188,10.67938,4.70619,0.86066,1,1,1,1,0.11355,0.11355,0.2034,0.12718,3,24,10,4.648,9.53131,70,0,185.22223,4.31717,0,0,3.57813,22.17,90,58.19899,0,84,6.03889,15.3375,120,10,0.2,0.10028,323.83853,2,70,0.67589,12.71071,0.1663,NA,NA,NA,NA,NA,NA,NA,NA
77,"2019-08-22","Legion HC","Fragment",71.6,3.419,5,3,9,9,9,13,8.808,3,6.05556,10.589,5.24082,0.91276,1,1,1,1,0.11818,0.11837,0.20209,0.13459,3,35,10,4.668,10,70,130,168.36596,4.31717,0,125,5.648,14.42474,90,58.1,0,84.99479,7.66465,18.62121,102.98485,10,0.23144,0.10007,171.90919,2,60,0.80027,12.37865,0.16667,NA,NA,NA,NA,NA,NA,NA,NA
78,"2019-08-23","Legion HC","Fragment",70,3.86122,5,3,9,9,9,13,8.96381,3,5.915,10.589,5.24082,0.92929,1,1,1,1,0.118,0.11837,0.2034,0.13473,3,39.36,10,4.94845,10,75.45,130,170.17526,6.09,0,125,5.648,14.42474,100,58.1,0,85.08763,7.51429,18.62121,101.5,10,0.30168,0.12317,170.17526,2,60,0.84296,12.38901,0.19358,NA,NA,NA,NA,NA,NA,NA,NA
79,"2019-08-24","Legion HC","Fragment",70,4,5.63367,3,9.314,9,9.535,13,8.81633,3,5.84242,9.72222,4.46667,1,1,1,1,1,0.11389,0.11837,0.2034,0.13459,3,40.425,10,5,10.2,80.85,130,170.33478,15,0,125,9.3,14.691,100,58,0,85.16739,6.742,20,115,10,0.29545,0.12457,180.54,2,59.92105,0.58039,10,0.1916,NA,NA,NA,NA,NA,NA,NA,NA
80,"2019-08-25","Legion HC","Fragment",70.87677,4,5.545,2.94845,7.60619,9,9.39394,13,8.81633,3,5.95455,10.94796,4.24082,1,1,1,1,1,0.11862,0.119,0.34,0.13465,3,40.425,10,4.88298,11.09,70,130,170.11957,5,0,125,5.6,13.417,100,35,0,85.05978,7.72083,20,110.5,10,0.31225,0.14317,176.43939,2,64.8,0.45287,11.57813,0.24188,NA,NA,NA,NA,NA,NA,NA,NA
81,"2019-08-26","Legion HC","Fragment",71.32245,4,10,3,7.59697,10.65306,9.39394,13.42708,8,3.13736,6,10.06701,4.29485,1,1,1.4375,1,1,0.12293,0.119,0.34,0.13465,3,40.425,10,4.96739,10,70,130,209.59338,6.853,0,125,5.82474,14.84949,100,35,0,85.33933,7.62396,20,110.5,10,0.2,0.0917,168.98897,1.95434,55.96875,0.45818,10.7,0.2,NA,NA,NA,NA,NA,NA,NA,NA
82,"2019-08-27","Legion HC","Fragment",71.7732,3.94845,10,3,7.3,18.218,9.19899,13.628,4.728,3.13736,6,10.06701,7.1,1,1,1.525,1,8.55,0.14286,0.15057,0.33333,0.13465,3,50,10,5,5.26531,70,130,210.87963,6.853,0,125,5.505,14.84949,100,35,0,85.33933,6.59691,20,110.5,9,0.23494,0.09197,148.48235,1.91294,58.29032,0.45818,10,0.19778,NA,NA,NA,NA,NA,NA,NA,NA
83,"2019-08-28","Legion HC","Fragment",71.7732,3.08936,0,3,6.20102,8.39798,8.3,13.628,3.98,4.025,5,17.14286,7.1,1,1,1.525,1,4.1,0.1476,0.16667,0.33333,0.13323,3.115,20.30303,10,5,3.23,120,130,209.58401,6.853,0,125,5.42424,14.84949,100,35,0,90.86421,6.5,20,110.5,9,0.22849,0.09931,151.6659,1.93732,56.52128,0.46251,10,0.276,NA,NA,NA,NA,NA,NA,NA,NA
84,"2019-08-29","Legion HC","Fragment",75,3.23906,0,3,6.20102,8.39798,8.3,15.7,3.6,5,5,16.51546,10,1,1,1.5404,1,2.67525,0.14779,0.16667,0.33333,0.13314,3.35758,16.6,10,5.144,3.27273,120,130,198.25655,6.853,0,125,4.50521,25.545,100,35,0,92.97419,6,20,110,8.82796,0.27117,0.13839,243.23002,2.52165,54.585,0.5,10,0.29257,NA,NA,NA,NA,NA,NA,NA,NA
