"Day","Date","League","Type","A.Call.into.the.Void","A.Firm.Foothold","A.Forest.of.False.Idols","A.Gracious.Master","A.Master.Seeks.Help","A.Prodigious.Hand","A.Regal.Death","A.Valuable.Combination","A.Whispered.Prayer","Abnormal.Effulgence","Against.the.Tide","An.Unseen.Peril","Anarchy.s.End.I","Anarchy.s.End.II","Ancient.Doom","Baptism.by.Death","Beyond.Sight.I","Beyond.Sight.IV","Blood.in.the.Eyes","Blood.of.the.Betrayed","Bountiful.Traps","Cleanser.of.Sins","Crushing.Squall","Custodians.of.Silence","Day.of.Sacrifice.I","Day.of.Sacrifice.II","Day.of.Sacrifice.III","Day.of.Sacrifice.IV","Deadly.Rivalry.I","Deadly.Rivalry.II","Deadly.Rivalry.III","Deadly.Rivalry.IV","Deadly.Rivalry.V","Deadly.Twins","Defiled.in.the.Sceptre","Dying.Cry","Echoes.of.Witchcraft","Ending.the.Torment","Erased.from.Memory","Erasmus..Gift","Fated.Connections","Fear.s.Wide.Reach","Fire.and.Brimstone","Fire.and.Ice","Fire.from.the.Sky","Fire..Wood.and.Stone","Flesh.of.the.Beast","Forceful.Exorcism","From.Death.Springs.Life","From.The.Void","Gilded.Within","Golden.Touch","Graceful.Flames","Heart.of.the.Fire","Heavy.Blows","Hidden.Reinforcements","Hidden.Vaal.Pathways","Holding.the.Bridge","Hunter.s.Lesson","Ice.from.Above","In.the.Grasp.of.Corruption","Kalandra.s.Craft","Lasting.Impressions","Lightning.Falls","Living.Fires","Lost.in.the.Pages","Monstrous.Treasure","Mouth.of.Horrors","Mysterious.Invaders","Nature.s.Resilience","Nemesis.of.Greed","Notched.Flesh","Overflowing.Riches","Plague.of.Frogs","Plague.of.Rats","Pleasure.and.Pain","Pools.of.Wealth","Possessed.Foe","Power.Magnified","Rebirth","Reforged.Bonds","Resistant.to.Change","Risen.Blood","Roth.s.Legacy","Severed.Limbs","Smothering.Tendrils","Soil..Worms.and.Blood","Storm.on.the.Horizon","Storm.on.the.Reef","Strong.as.a.Bull","Thaumaturgical.History.I","Thaumaturgical.History.II","Thaumaturgical.History.III","The.Alchemist","The.Ambitious.Bandit.I","The.Apex.Predator","The.Beautiful.Guide","The.Beginning.and.the.End","The.Bloody.Flowers.Redux","The.Bowstring.s.Music","The.Brothers.of.Necromancy","The.Brutal.Enforcer","The.Corrupt","The.Cursed.Choir","The.Dream.Trial","The.Dreamer.s.Dream","The.Eagle.s.Cry","The.Feral.Lord.I","The.Feral.Lord.II","The.Feral.Lord.III","The.Feral.Lord.V","The.Flayed.Man","The.Flow.of.Energy","The.Fortune.Teller.s.Collection","The.Four.Feral.Exiles","The.God.of.Misfortune","The.Hardened.Armour","The.Hollow.Pledge","The.Hungering.Swarm","The.Invader","The.Jeweller.s.Touch","The.Karui.Rebellion","The.King.s.Path","The.King.and.the.Brambles","The.Lady.in.Black","The.Last.Watch","The.Lost.Maps","The.Lost.Undying","The.Misunderstood.Queen","The.Mysterious.Gift","The.Nest","The.Petrified","The.Plaguemaw.I","The.Plaguemaw.II","The.Plaguemaw.IV","The.Plaguemaw.V","The.Prison.Guard","The.Prison.Key","The.Queen.s.Vaults","The.Scout","The.Servant.s.Heart","The.Sharpened.Blade","The.Silverwood","The.Singular.Spirit","The.Sinner.s.Stone","The.Snuffed.Flame","The.Soulless.Beast","The.Stockkeeper","The.Sword.King.s.Passion","The.Trembling.Earth","The.Twins","The.Unbreathing.Queen.I","The.Unbreathing.Queen.II","The.Unbreathing.Queen.V","The.Undead.Brutes","The.Undead.Storm","The.Vanguard","The.Walking.Mountain","The.Ward.s.Ward","The.Warmongers.I","The.Warmongers.II","The.Warmongers.III","The.Watcher.s.Watcher","The.Wealthy.Exile","Touched.by.the.Wind","Trash.to.Treasure","Twice.Enchanted","Unbearable.Whispers.I","Unbearable.Whispers.II","Unbearable.Whispers.III","Unbearable.Whispers.V","Undead.Uprising","Vaal.Winds","Visions.of.the.Drowned","Vital.Transformation","Waiting.in.Ambush","Weeping.Death","Wind.and.Thunder","Winter.s.Mournful.Melodies","A.Dishonourable.Death","A.Rift.in.Time","A.Vision.of.Ice.and.Fire","Agony.at.Dusk","Beyond.Sight.II","Black.Devotion","Blind.Faith","Blinding.Light","Burning.Dread","Cold.Blooded.Fury","Cold.Greed","Crimson.Hues","Dance.of.Steel","Dark.Instincts","Darktongue.s.Shriek","End.of.the.Light","Greed.s.Folly","Last.of.the.Wildmen","Song.of.the.Sekhema","Sun.s.Punishment","The.Dreaded.Rhoa","The.Fall.of.an.Empire","The.Great.Leader.of.the.North","The.Great.Mind.of.the.North","The.Malevolent.Witch","The.Nightmare.Awakens","The.Storm.Spire","Trapped.in.the.Tower","Anarchy.s.End.III","Anarchy.s.End.IV","Beyond.Sight.III","Fallow.At.Last","Path.of.Betrayal","Thaumaturgical.History.IV","The.Ambitious.Bandit.II","The.Child.of.Lunaris","The.Feral.Lord.IV","The.Queen.s.Sacrifice","The.Unbreathing.Queen.III","The.Unbreathing.Queen.IV","The.Warmongers.IV","Unbearable.Whispers.IV","Unnatural.Energy","Vaal.Invasion","Battle.Hardened","Faith.Exhumed","The.Ambitious.Bandit.III","The.Bishop.s.Legacy","The.Forgotten.Garrison","The.Forgotten.Soldiers","The.Mentor","The.Plaguemaw.III","Ancient.Rivalries.I","Ancient.Rivalries.II","Ancient.Rivalries.III","Ancient.Rivalries.IV","Brothers.in.Arms","Echoes.of.Lost.Love","Echoes.of.Mutation","Storm.on.the.Shore","The.Aesthete.s.Spirit","The.Blacksmith"
11,"2017-12-18","Abyss HC","Prophecy",1.2007,0.95439,2,4,1.5007,1,0.84158,0.41596,0.9886,2.56769,0.23316,1.13684,7,0,12.80105,0.80509,0.91579,0,1.84789,0.68754,1.99842,11.43333,0,1,0.70754,2,0,0,2.37474,0,0,0,0,1,0,4.71719,1,1.25649,3,3,517.61825,0.43105,2.50667,7.92421,1.77632,0,86.09386,0.76193,1,1,3,0.54,3.18737,0.84596,0.45649,3,0.99474,0,1.07837,1.18947,0,2.63368,0.96561,3,0,15.2514,12.49789,0.73386,0.59579,3,1,0.99263,1.08754,1.80421,1.89263,1,0,1,0.99088,1.34561,2,0,1.91123,1.49526,9.11386,1,0.93491,0.79895,1.79,0.81175,1,0,0,1,1.63509,5.03772,1.97368,1,0.9993,5.2386,1.06737,0,0.9286,1.06737,2,2.46439,0.68772,0.97737,0,0,13,2.30088,1.17439,2,0.96351,1,1,0.7786,0.68737,0.97368,22.34877,1.94596,31.15825,5.7607,0.68912,1,0.98509,1,1.47193,0.99947,0.93,1,0.82,0,0,0,0.60088,1,2.14614,1,13.69421,0.91298,1.92509,2.08772,1,0.99737,1,14,0.79421,1,1,1,2.64,3.47368,1.46246,3.4,1,1,1,1.54175,0,0,0.89579,1.06737,1,456.05263,4.03754,1,0,0,0,2,5,1,0,1.21596,1,32.78088,1.4386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2017-12-19","Abyss HC","Prophecy",1.08105,0.94614,2,4,1,1,0.86895,0.33228,0.95702,1.4,0.23123,1.24,7,0,12.92281,0.36965,1,0,1.97053,0.72614,2,5.27692,1,1,0.88667,2,0,0,2.31,0,0,0,0,1,0,4.98807,1,1.38702,3,3,530,0.55211,2.17386,10.13632,1.43,0,96.84982,0.7507,1,1,3,0.46246,3.58035,0.94491,0.46105,2.65965,0.86982,0,1.24,1.2,0,1.66386,0.81386,3.10947,0,16.05193,12.20035,0.75228,0.65175,3.06298,1,0.98807,1.35702,1.99719,1.8714,0.88088,0,0.9693,0.98491,2,2,0,1.92,1.19298,9.07053,1,0.7093,0.63719,1.38439,0.71175,1,0,0,1,1,4.02982,2,1,0.94053,4.99544,1.24,2,0.81912,1.30053,1.92789,2.88947,0.56421,0.96561,0,0,13,2.05526,1.1407,2,0.97947,1,1,0.80579,0.66228,0.98754,22.01702,2.00544,28.65018,6.24754,0.62193,1,1,1,1.65965,1,0.88754,1,0.96211,0,0,0,0.74702,1,2.34053,0.98088,12.58596,0.92684,1.85684,2,1,0.99439,1,11.48842,0.44526,1,1,1,2.75158,2,2.64491,3.06316,1,1,1,1.55263,0,0,0.99123,1.24,1,333,3.92158,1,0,0,0,2,6.24667,1,0,1.24561,1,14.00053,1.15702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2017-12-20","Abyss HC","Prophecy",1,0.91719,2,4.01123,1.06123,1,0.84368,0.34719,1,1.4,0.23053,1.24,7,0,13.39351,0.41825,1,0,2,0.74509,2,4.81649,1,1,0.96842,1.75263,0,0,2.31,0,0,0,0,1,0,4.61123,1,1.32105,3,3,530,0.64368,2.08421,12.07684,1.43,0,90.52754,0.85719,1,1,3,0.46105,3.87368,0.76368,0.36561,1.24,0.83789,0,1.20754,1.2,0,1.57,0.54105,3.26018,0,15.26912,12.7907,0.75158,0.78526,3,1,1,1.49158,1.99263,1.94842,0.69404,0,0.91158,0.99719,2,2,0,2.14,1,7.59158,1,0.6586,0.69088,1,0.74596,1,0,0,1,1,5.29105,1.95772,0.94807,0.93158,4.92263,1.79579,1.55789,0.76193,2.81211,2,2.92105,0.44123,1,0,0,12.16281,1.66368,1,2,0.99421,1,1,0.78965,0.55807,0.89982,23.81509,2.66298,26.91632,6.40684,0.47246,1,1,1,1.06614,1.04246,0.73702,1,0.9693,0,0,0,0.52368,1,2.00719,0.88965,11.97982,0.64579,1.1586,2,1,0.8786,1,2.42965,0.46035,1,1,0.95439,2.52509,2,2.66316,1.54246,1,1,1,1,0,0,1,1.3086,0,333,3.99614,1,0,0,6.94,2,6.17947,1,0,1.55719,1,46.12719,1.85368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2017-12-21","Abyss HC","Prophecy",1,0.94281,2.08965,4.73491,1,1,0.85,0.3693,0.95702,1.40456,0.3486,2.47509,0,0,10.15316,0.46614,1,0,2,0.76404,2,9,1,1,1,1,0,0,2.31,0,0,0,0,1,0,4.00105,1,1.32035,3,3,530,0.67737,3.04702,8.98351,1.43,0,85.10053,0.89456,1,1,3,0.46491,4.56474,0.88579,0.31649,1.24,0.97246,0,1.51105,1.2,0,1.49386,0.67632,2.17333,0,16.02088,14.34649,0.77614,0.88789,2.99404,1,0.99614,1.69509,1.89386,1.76491,0.79333,0,0.93561,0.99807,10.33112,0,0,2.36,1,10.04825,1,0.64,0.79035,1,0.87895,1,2,0,1,1,5.07614,1.71965,0.93842,0.98281,5.06842,2.43158,1.00526,0.74842,3,1.94491,2.86754,0.49807,1,0,0,10.4,1.09965,1,2,1,1,1,0.82228,0.62421,0.99754,22.89474,2.81737,29.64263,6.50544,0.75737,1,1,1,1,1.36404,0.81509,1,1,1,0,0,0.41351,1,2.12684,0.89754,13.92842,0.63211,1,2,1,0.90807,1,1.64228,0.47246,1,1,1,2.3893,2,2.2,1,0.84702,0.92316,1,1,0,0,1,1.32982,0,0,3.98281,1,0,0,5.89263,0,5.94088,1,0,2.11684,1,41.01684,1.89947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2017-12-22","Abyss HC","Prophecy",1,0.46034,2,5.1,0.99897,0.99328,0.88466,0.38759,0.97517,1.5569,0.85103,3,0,0,7.99155,0.44517,1,0,2,0.92948,2,9,1,1,1,1,0,0,2.27207,0,0,0,0,1,0,4.01448,1,1.17345,3,3,540.44724,0.77724,3.25276,8.10931,1.40672,0,86.54431,0.93397,1,1,3,0.47,4.53293,0.84931,0.34172,1.55069,1,0,1.2,1.03879,0,1,0.64069,1,0,17.49172,15.625,0.82707,0.95759,2.99379,1,0.96672,1.81621,1.99448,1.87,0.81707,0,1,0.92259,3.41429,0,0,2.34276,1,10.52707,1,0.7519,0.76328,1,0.99569,1,2,0,1,1,3.82707,1.90328,0.98293,0.9331,5.24897,1.03103,1,0.77966,3,2,2,0.59362,1,0,0,10.4,1,1,2,1.13397,1,1,0.84,0.66345,0.99552,22.18741,2.94569,28.73966,5.85828,0.7019,1,1,1,1,1.21879,0.85569,1,1,0,0,0,0.44983,1,2.15948,0.99741,13.41603,0.63534,1,2,1,0.95776,0.99034,1.50448,0.4969,1,1,1,2.67879,2,2.2,1,0.68672,0.94414,1,1,0,0,1,1.22069,0,0,3.98207,1,0,3,4.19914,0,5.65052,1,1,2.68862,1,37.40879,1.77138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2017-12-23","Abyss HC","Prophecy",1,0.44684,1.91509,5.89632,1.07614,0.95439,0.89351,0.57754,0.79789,1.3614,0.88053,3,0,0,8.68211,0.41912,1,0,2,0.8986,2,9,1,0.98158,1,1,0,0,2.41649,0,0,0,0,0.9893,0,4.18702,1,1.18912,2.97526,2.99982,674.2214,0.60789,3.4207,8.00053,1,2,90.09439,0.98982,0.99789,1,2.66316,0.47193,4.17754,0.7393,0.28579,1.7,0.99982,0,1.17193,82.4007,0,1.06018,0.64351,1,0,19.79561,16.34386,0.79386,0.92702,2.98281,1,0.90825,1.77351,1.99333,1.77263,0.76772,0,1,0.71368,1,20,0,2.55614,1,9.40088,1,0.79614,0.59263,1,0.99754,1,2,0,1,1,2.08193,1.99965,0.96596,0.43491,5.42912,1,1,0.81193,3,2,1.93947,0.58491,1,0,0,10.3014,1,1,1.78474,1.17333,1,1,0.86737,0.53579,1,22.04175,3.25386,27.29123,4.85649,0.7293,1,1,1,1,1.24246,0.87123,1,0.9986,0,0,0,0.46193,1,1.99,0.97456,13.88298,0.60123,1.03667,2,0.99982,0.72263,1,1.26053,0.69439,1,1,1,2.73947,2.48421,2.2,1,0.42088,0.88912,0.99982,1,0,0,1,1,0,0,3.95193,1,0,2.54386,5.19895,0,5.21474,1,1,2.42211,1,37.38474,1.99211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2017-12-24","Abyss HC","Prophecy",1,0.40737,1.94474,5.96754,1,0.95561,0.75368,0.50561,0.7514,1.09474,0.83053,3,649.93333,0.98114,8.47,0.4193,1,0,2,0.83246,1.99982,9.04421,1,0.80895,1,1,0,0,1.21754,0,0,0,15,0.97719,0,4.42719,1,1,1.59,2.95544,749.02526,0.80088,3.59754,8.04649,1,2,90.75211,0.95368,0.97421,1,2.2,0.48,4.46158,0.73667,0.38526,1.7,0.94965,0,1,60.8,0,1.05053,0.79579,1,0,20.43,15.39877,0.78158,0.8493,2.90316,1,0.7607,1.86386,2,1.4486,0.61368,0,0.97439,0.72632,1.03684,18.86316,0,1.11579,1,8.93561,1,0.76,0.44982,0.9893,0.97316,0.98175,2,0,1,1,3.5386,1.94877,0.88263,0.40561,6.03404,0.92912,1,0.72368,3,1.94088,1.49684,0.60491,1,0,0,10,1,1,1.79807,1.37158,1,1,0.82158,0.46,0.97439,21.9707,4.21439,28.67439,5.24561,0.58912,0.99772,0.98351,1,1,1.75579,0.91,0.99737,1,0,0,0,0.4793,0.97439,1.99702,0.91667,14.39772,0.70895,1.07158,1.55263,0.68789,0.70123,0.96877,1,0.63386,1,1,0.99947,3.32351,2.91421,2.14825,1,0.45368,0.84456,0.97439,1.00421,0,0,0.98368,1,0,0,3.82123,1,0,3,3.12,0,5,0.99825,1,2.12772,1,37.56053,1.40561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2017-12-25","Abyss HC","Prophecy",1,0.43828,1.72345,5.96672,1.02034,0.92052,0.39534,0.56397,0.70052,1.13879,0.86397,3,639.14828,0.97638,8.35259,0.41724,1,0,1.89017,0.82793,2,8.52914,1,0.52293,0.99534,1,0,0,1,0,0,0,12.58621,0.98241,0,5.19966,0.94655,1,1.47276,2.39345,587.30759,0.77707,3.02603,8.94707,1,2,88.28862,0.99397,0.9731,1,2.11379,0.60155,4,0.69621,0.36052,1.31379,0.79552,0,1.17897,1,0,1.19138,0.77276,1,0,20.38741,15,0.7581,0.50517,2.88793,1,0.75207,1.99086,2,1.30397,0.62707,0,0.97483,0.59414,1,3.02414,0,1.66845,0.99776,8.86638,0,0.80435,0.34431,0.94707,0.98621,0.97966,2,0,0.90121,1.12069,4.1719,1.97534,0.9269,0.39534,6.61517,0.58534,1,0.44966,3,1.895,1.26586,0.48759,0.9131,0,0,10,1,1,1.82483,1.12224,1,1,0.98724,1.00862,0.98207,22.3131,4.4481,27.68138,5.76466,0.39534,0.99741,0.98724,1,0.99983,1.01017,1,0.98983,0.99466,0,0,0,0.51897,0.96293,1.71983,0.46034,14.10776,0.80379,1,1.07759,0.66,0.74293,0.96845,1,0.81638,1,1,0.9731,3,4.3481,2,1,0.44397,0.39362,0.97431,1.23707,0,0,0.73207,1,0,773.36964,3.99672,1,0,3,4.17155,0,5.30121,0.95862,1,1.74,1,36.55121,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2017-12-26","Abyss HC","Prophecy",1,0.48404,1.63298,6.13596,1.03175,0.63649,0.39877,0.73211,0.65842,1.28667,0.98807,2.90877,639.0807,1.03474,8.68526,0.66947,1.46158,0,1.89175,0.79526,2,8.42982,1,0.58561,0.64632,1,0,0,1,0,0,0,8,0.97105,0,5.7907,1,1.01474,1.31,2.26175,681.95807,0.73,3.94228,8.24105,1,2,90.94509,0.86596,0.98281,1,2,0.60789,3.59965,0.57982,0.46456,0.93982,0.96702,0,1,1.10947,0,1.82912,0.79737,1,0,20.21053,14.94947,0.69895,0.42544,3.05088,1,0.7207,2.01386,2,1,0.52965,0,0.93333,0.62842,0.98474,2,0,1.71474,1,10.23667,0,0,0.46667,0.76544,1,1,2.20877,0,0.42105,1.22298,4.2086,2,0.93807,0.39877,7.58825,0.28404,1,0.53456,3,1.97825,1.95386,0.47947,0.72,0,0,10,1,1,1.42105,1.03386,1,1,1,1.16491,1,23.35211,2.12351,29.73211,6.64719,0.76228,1,1,1,1,1.02667,1,1,0.96982,0,0,0,0.59368,0.93895,1.80579,0.54684,13.63737,1,1,1,0.60912,0.65316,1,1,0.99175,0.87947,1,0.93807,3.3193,8.1,1.96421,0.91333,0.43474,0.39842,0.99228,1.39561,0,0,0.57667,1,0,639.0807,3.9793,1,0,3,4.32,0,5.14737,1,1,1.59263,1,31.79912,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2017-12-27","Abyss HC","Prophecy",1,0.77228,1.1093,6.11018,0.99105,0.6786,0.39789,0.73509,0.69649,1,1,2.27737,610.54842,1.05298,8.09719,0.66351,1.21754,0,1.79439,0.79772,2,7.47263,1,0.62298,0.58719,1,0,0,1,0,0,0,8,1,0,5.04772,1,1.79895,1.33544,3,577.39351,0.63351,3.6993,7.54772,1,2,88.15895,0.66719,0.97667,0.98018,2,0.67421,3.59333,0.66947,0.40491,1.01702,0.66667,0,1,1.05684,0,1.98737,0.97105,1,0,20.08772,14.95193,0.80684,0.3886,3.79825,1,0.70544,2.00702,1.97316,1,0.81789,0,0.88439,0.70982,0.95754,2,0,1.51842,0.99263,10.6414,0,0,0.45491,0.72579,1,1,2.35,0,0.50298,1,4.79807,1.58596,0.91035,0.4114,7.01825,0.27,1,0.51368,2.87368,1.54298,1.82211,0.62105,0.72,0,0,10,0.9986,1,1.29579,1.01228,1,1,0.92737,1,1,23.55333,3.88772,32.1714,6.50175,1,1.03351,0.99544,0.99754,1,1,1,1,0.98228,1.02824,0,0,0.7886,0.68579,1.61351,0.99491,8.75088,0.98842,1,1,0.60912,0.67351,0.98526,1,1,0.45351,1,0.99754,3.81596,8.1,1.33281,0.74544,0.47719,0.48649,0.96474,2,0,0,0.78491,1,1,616.37632,3.99579,1,0,3,3.70105,0,4.73491,1,1,1,1.01053,47.75212,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"2017-12-28","Abyss HC","Prophecy",1,0.88,1.00632,6.2307,1.0014,0.86298,0.39491,0.72088,0.72807,1,1,1,67.26737,1.05982,7.91105,0.57368,1,0,1.11158,0.54789,2,6.61421,0,0.58491,0.80754,0,0,0,1,0,0,0,8,0.96842,0,5.51421,1,1.45158,1.2,3,667.74053,0.67105,3.91456,7.63333,1,2,81.67175,0.64684,1,0.9814,2,0.82895,4.67018,0.66614,0.38754,0.90596,0.51649,0,0.9814,0.95404,0,1.63035,0.98667,1,0,20.1614,16.0686,0.96158,0.37386,3.93789,0.81544,0.74018,1.58088,1.96684,1,0.90281,0,0.87316,0.73439,0.96018,2,0,1,0.94175,9.68,2.23077,1,0.54737,0.86333,0.9993,0.95228,2.67544,0,0.59982,1,3.45526,1.40842,0.68193,0.45193,5.96561,0.27158,1.02982,0.53298,2.2,1.57509,1.44088,0.49895,0.75719,0,0,10,1,1,1.09333,1.00018,1,1.04421,0.98105,1,0.99614,22.92,2.8907,35.72789,6.41228,1,1.02018,0.94175,0.99772,1,1.00737,1,0.96211,0.99351,1.24,0,0,0.81684,0.55632,1.97561,0.96035,6.80404,0.97175,1,1,0.74982,0.42211,0.81719,1,1,0.39491,1,1,4,8.08246,1,0.65018,0.38614,0.9314,0.93649,2.03158,1.06115,0,0.4286,1,1,471.91667,4,1,0,3,3,0,4.86263,1,1,1,1.00561,18.64286,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"2017-12-29","Abyss HC","Prophecy",1,0.89316,1.00789,6.34526,0.98877,0.92263,0.43316,0.48053,0.61386,1,0.99825,1,65.20614,1.04158,8,0.71246,1.05895,0,1,0.45614,2,6,0,0.62386,0.86719,0,0,0,1,0,0,0,8,0.95842,0,4.89632,1,1,1.2,2.83386,617.12474,0.58702,3.7786,8,0.96789,0,84.80088,0.76526,0.99825,0.53526,2,1,3.22053,0.70807,0.46123,0.91456,0.48,0,0.98316,0.92,60.749,1.7286,0.81614,1,0,20,15.54193,0.99474,0.35965,3.96263,0.77544,0.8293,1.87158,0.98895,1,0.95579,0,0.92211,0.41754,0.95632,1.58263,0,1.07579,0.91737,8.29737,1.4,3,0.48,0.86018,0.99825,0.63018,5,0,0.61842,1,5.12614,1.8286,0.74561,0.46912,5.94211,0.29,0.99895,0.48,1.96053,1.53509,1.49649,0.51491,0.85772,0,0,10,1,1.18333,1.01175,1,1,1.08842,0.99895,1,0.90509,22.58175,2.56965,38.08333,7.33035,0.99825,1,0.93105,1,1,1,1,0.87123,0.98754,1.12632,0,0,0.39614,0.6014,1.99439,0.83474,9.85351,0.84912,1,1,0.71684,0.39719,0.90439,1,1,0.39526,0.99825,1,3.75351,8,1,0.5586,0.40421,0.96754,0.94684,1.14702,1.04158,0,0.39263,1,1,0,3.94404,1,1,3,2.89509,0,5,1,1,1,0.82737,75.5586,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
