"Date","League","Type","Eber.s.Key","Fragment.of.the.Chimera","Fragment.of.the.Hydra","Fragment.of.the.Minotaur","Fragment.of.the.Phoenix","Inya.s.Key","Mortal.Grief","Mortal.Hope","Mortal.Ignorance","Mortal.Rage","Sacrifice.at.Dawn","Sacrifice.at.Dusk","Sacrifice.at.Midnight","Sacrifice.at.Noon","Volkuur.s.Key","Yriel.s.Key","Chayula.s.Breachstone","Divine.Vessel","Esh.s.Breachstone","Splinter.of.Chayula","Splinter.of.Esh","Splinter.of.Tul","Splinter.of.Uul.Netol","Splinter.of.Xoph","Tul.s.Breachstone","Uul.Netol.s.Breachstone","Xoph.s.Breachstone","Chayula.s.Enriched.Breachstone","Chayula.s.Pure.Breachstone","Esh.s.Charged.Breachstone","Esh.s.Enriched.Breachstone","Esh.s.Pure.Breachstone","Tul.s.Charged.Breachstone","Tul.s.Enriched.Breachstone","Tul.s.Pure.Breachstone","Uul.Netol.s.Charged.Breachstone","Uul.Netol.s.Enriched.Breachstone","Uul.Netol.s.Pure.Breachstone","Xoph.s.Charged.Breachstone","Xoph.s.Enriched.Breachstone","Xoph.s.Pure.Breachstone","Chayula.s.Charged.Breachstone","Timeless.Eternal.Emblem","Timeless.Eternal.Empire.Splinter","Timeless.Karui.Splinter","Timeless.Maraketh.Emblem","Timeless.Maraketh.Splinter","Timeless.Templar.Emblem","Timeless.Templar.Splinter","Timeless.Vaal.Emblem","Timeless.Vaal.Splinter","Fragment.of.Constriction","Fragment.of.Emptiness","Fragment.of.Enslavement","Fragment.of.Eradication","Fragment.of.Knowledge","Fragment.of.Purification","Fragment.of.Shape","Fragment.of.Terror"
2019-08-30,"Standard","Fragment",15,11.11441,8,9,9,23,5.33229,40,55,10,1,1,3,2,34.94898,18.55934,268.10675,1,5.26495,2.5,0.11471,0.13087,0.30118,0.2,6,13,9.10808,251.03931,1072.95877,27.475,40,357.65432,26.625,72.74468,376.98485,27.14286,68.01546,517.75,24.89388,49.24742,443.915,268.24074,178.82731,0.33333,3,0,0,556.23716,5,416.13081,0.3,0,0,0,0,0,0,0,0
2019-08-31,"Standard","Fragment",13,14.15306,7.72523,9,9,22,5.66804,38.675,52.60127,10,1,1,3,1.43085,34.54082,18.60349,267,1,5.60379,2.33933,0.10888,0.13333,0.31805,0.2,5.934,13.25969,9,255.208,984.5,27.07071,45.18149,357.02083,26.52,25,445,27.14286,65.56701,534,23.4866,49.34375,441.975,267,178,0.33333,3,0,0,553.402,5,414.206,0.3,0,0,0,0,0,0,0,0
2019-09-01,"Standard","Fragment",14,12.52083,7,9,9,20.95995,6.494,35,53.17987,10,1,1,2.07053,1,30,18,268.5,1.61711,5,2,0.12067,0.13333,0.32707,0.2,5,13.01444,8.32832,194.17419,961.47117,26.5,49.3134,367.35593,25,40.12626,447.5,27.21649,68.41146,537,25.5375,48.86458,447.4625,225.02772,179,0.4,3,0,0,556.511,5,416.533,4,0,0,0,0,0,0,0,0
2019-09-02,"Standard","Fragment",14.109,12.17,7,9,9,22.68687,5.27416,35,50,9.20211,1,1,2.62,1,35,16.93814,268.5,1.98157,5,2.24222,0.1224,0.13577,0.32961,0.19852,5,13,9,196.74987,895,25,49.42708,367.98382,25,43.80208,447.5,34.12371,66.12727,537,20,50,440.26515,233.1375,178.63116,0.4,3,611.28117,4.36878,555.46158,5,415.72793,4,0,0,0,0,0,0,0,0
2019-09-06,"Standard","Fragment",9,14,8,9.24519,10,17.38508,3,20,50,5,1,1,2,1,24.537,14,180,1,2,1.9599,0.14144,0.16667,0.31982,0.16667,3,10,4,182,643.39353,5,30,272.59794,7,30,248.95833,20,54.02908,364,5,34.64667,220,182,19.20408,0.44102,0.33333,371.20821,3.5,110.96154,1,34.50145,0.33333,0,0,0,0,0,0,0,0
2019-09-07,"Standard","Fragment",9,14.17,8,9.57,10,14,3,20,50,5,1,1,2,1,24.829,14,180,1,2,1.72443,0.14114,0.16667,0.32027,0.16823,3,10,4,180,630,5,30,270,7,30,235.49296,20,55.02083,360,5,30,224.11458,180,19.31522,0.45547,0.35077,375.87844,3.11417,118.75,1,40,0.38379,0,0,0,0,0,0,0,0
2019-09-08,"Standard","Fragment",9,14.72981,8,9,9.71723,14.10283,3,19.65,50,5,1,1,2,1,23.93488,13.06362,179,1,2,1.96849,0.14062,0.16667,0.32054,0.1693,3,10,4,179,626.5,5,30,268.5,7,30,244.88015,20,54.8125,358,5,30,220.86957,179,19.42424,0.46875,0.35398,397.81752,3.10345,120,1,40,0.44603,0,0,0,0,0,0,0,0
2019-09-09,"Standard","Fragment",9,15,7,9,10,14.12525,3,19.72449,49.99184,5,1,1,2,1,23.10976,13,176.9639,1,2.14286,1.87461,0.14111,0.16667,0.32063,0.17295,3,10,4,176.93188,700.64083,5,30,265.48753,7.04426,30,253.56137,20,50,353.85417,5,32.60938,259.40763,176.97017,20,0.46864,0.41315,389.44764,3.03378,120,1,43.64061,0.5,0,0,0,0,0,0,0,0
2019-09-10,"Standard","Fragment",9,14,8,9,10,13.90635,3,18,50,5,1,1,2,1,22.53478,13,176.26949,1,2.99967,1.82139,0.14205,0.16667,0.3208,0.18035,3,10,4.23656,176.11209,704.61121,5,30,264.32432,7,30,229.56522,19.8125,49.58826,374.53895,5,31.96271,228.827,176.01761,20,0.46058,0.45645,399.79167,3.1372,117.33126,1,35,0.5,0,0,0,0,0,0,0,0
2019-09-11,"Standard","Fragment",9,14,7,8.01183,10,12.67229,3,20,49.86768,5,1,1,2,1,21.75632,13,176.94977,1.5,3,1.67627,0.14269,0.16667,0.31928,0.1734,3,10,5,176.66667,706.66668,5,30,265.42465,7.50211,30,247.44394,19.76962,50,353.99992,5,32.10787,246.5935,169.51836,20,0.4836,0.48028,368.48065,3.557,118.39394,1,32.49,0.5,0,0,0,0,0,0,0,0
2019-09-12,"Standard","Fragment",9,14,6,8,10,11.57619,3,20,47.24286,5,1,1,2,1,20.01676,12.76875,175.77578,1.6441,3,1.75112,0.14213,0.16062,0.30826,0.16818,3,10,5,175,700.86357,4.37303,30,261.42287,9.79474,30,262.5,18.55769,50,351.50538,5,33.11047,262.82189,175,20,0.47366,0.45859,350.28787,3,116.1765,1,30,0.5,0,0,0,0,0,0,0,0
2019-09-13,"Standard","Fragment",9,12,6,8,9,11.12099,3,20,46.07129,5,1,1,2,1,20.30808,13.79605,224.27778,1.72463,3.97043,1.84539,0.14286,0.16667,0.31715,0.20228,3,10.16279,5,175,692,6.875,35,259.5,10.23505,30,259.5,22.63483,49.675,404.10287,5,30,259.5,173,20,0.5,0.49466,346,3,119.13211,1,30,0.5,0,0,0,0,0,0,0,0
2019-09-14,"Standard","Fragment",9.92094,11.97802,6,7.09681,8,14.60323,3.337,22,45,5,1,1,2,1,20,12.68163,240,2,2.299,1.87674,0.14286,0.14081,0.33333,0.21953,3,10,4.63835,230.80164,765.69308,9.34091,33.61735,256.5,10.4172,30,256.5,21.84545,49.89796,349.97526,8.00505,30,256.5,171,20,0.5,0.49796,345.61892,2.125,120,1,30,0.5,0,0,0,0,0,0,0,0
2019-09-15,"Standard","Fragment",9,11.277,5.86176,7,7.00714,15,3,22,40,5,1,1,2.19693,1,20.22045,12.48454,240,1.5,2.237,1.87674,0.14286,0.14947,0.33333,0.22054,4.4,9.37895,5,337.46173,765,9.37791,32.85567,207.16673,3.87575,30,251.7255,25.9,49.2,372.73196,5.36,30,253.16737,168.11767,20,0.5,0.49735,337.88184,2.81818,120,1,30,0.5,0,0,0,0,0,0,0,0
2019-09-16,"Standard","Fragment",8.16211,12,5.93134,7,7.47842,16.65895,3,22,40,5,1,1,2,1,20,12.65055,227.02821,1.5,2,1.67369,0.14286,0.14734,0.32816,0.19402,4.30104,8.44421,4.64694,332,825,10.58698,31.60938,166,9.90625,30,248.47141,27.28571,49.31474,332,7.19121,30,248.85852,130.65027,20,0.5,0.5,332,2.44021,120,1,30,0.5,0,0,0,0,0,0,0,0
2019-09-17,"Standard","Fragment",8.20638,12,6,7.41224,8,17.41758,3,21.26264,39.8954,5,1,1,2,1,20,12.95833,240,1.53166,2,1.81951,0.14284,0.15697,0.30172,0.20374,3.90816,8.54565,4,330.33978,825.89971,8.98438,31.63025,165.16959,14.57071,30,247.83273,26.77083,49.31474,330.37947,8.19121,30,237.67677,152,20,0.5,0.48028,330.3609,2.739,120,1,30,0.5,0,0,0,0,0,0,0,0
2019-09-18,"Standard","Fragment",8.86848,12,6,7,8,17.35506,3,20,40.8338,7.61212,1,1,2,1,20,8.35714,240,1.89116,2,1.98475,0.14218,0.15222,0.29917,0.19169,4.36966,8.40494,5,303.5,825,8.70313,31.6413,165,15,37.625,319.85673,25.76531,49.05851,330,9.31515,30,213.90909,151.11111,19.55408,0.5,0.5,330,2.90318,120,1,34,0.5,0,0,0,0,0,0,0,0
2019-09-19,"Standard","Fragment",9.77021,12,6,7,8,15,3,20,40.65058,8,1,1,2,1,23.575,7.82369,215.66215,1.975,2,1.99271,0.14286,0.16667,0.30338,0.20811,4.54706,8.34217,6.11494,236.21094,825,9.18333,32.27041,165,15,34,328.65927,30,49.095,330,9.63636,30,188.14318,148.96465,20,0.5,0.5,330,3,133.63636,1,34,0.5,0,0,0,0,0,0,0,0
2019-09-20,"Standard","Fragment",10,12.38202,6.54592,7,7.54407,15.54,3,20,41.93118,7.8556,1,1,2,1,23.404,8.34787,200,2,2,1.98245,0.14286,0.16667,0.32262,0.23758,4.36354,8.48608,5.21266,310.08258,825,8.33271,33.78495,165,15,34,318.7918,30,48.51959,330,9.92857,30,191.50549,147.49706,20,0.5,0.5,330,3,133.27604,1,34.35595,0.5,0,0,0,0,0,0,0,0
2019-09-21,"Standard","Fragment",10,12,7,7,7,16.448,3,20,41.56683,8,1,1,2,1,23,14.49231,201.175,2,3,2,0.14286,0.16667,0.32916,0.19174,5,9.60606,5,272.9925,825,8.29375,32.94444,166.96875,15.86465,31.36842,324.04119,28.4798,48.36768,330,10,32.0554,200,143.1,24,0.5,0.5,330,3,119.38848,1,33.21622,0.5,0,0,0,0,0,0,0,0
2019-09-22,"Standard","Fragment",10,12,6.54544,7,7,16.21443,3.35204,17.92566,43.64,8.01379,1,1,2,1,21.257,20,215.56216,2,3,2,0.14286,0.16667,0.32823,0.19136,5,10,5,217.01579,832.60986,10.872,30,200,15,33.68421,256.89143,23.16146,49.43838,307.82648,9.20515,30,226.85366,139.23913,25,0.5,0.5,332.625,3,117.89545,1,31.16364,0.5,0,0,0,0,0,0,0,0
2019-09-23,"Standard","Fragment",10,11.28822,6,7,8,18.04124,3.992,17,48.25532,8.59375,1,1,2,1,21.40313,15,205.625,2,4,2,0.14286,0.16667,0.33333,0.20562,5,10,5,219.12121,840,8.48901,30,200,16.34848,33.30105,252,22.42105,58.54167,336,10,30.23196,230,168,20,0.5,0.5,336,2.51003,114.95521,1.34309,30,0.5,0,0,0,0,0,0,0,0
2019-09-24,"Standard","Fragment",10,12.13636,6,7,8,17,3.44208,16.15682,47.55844,8.32258,1,1,2,1,23,15,226.03409,2,4,2,0.14286,0.16667,0.33333,0.22937,4,10,5,261.16484,845,10.5125,30,185.70313,17.68182,29.55263,253.5,19.43684,50,338,9,30.23196,219.59416,169,20,0.5,0.5,338,2.02674,115,1.48083,30,0.5,0,0,0,0,0,0,0,0
2019-09-25,"Standard","Fragment",10,12.06327,7,7.30707,7,12.86495,4,17,47.40408,9,1,1,2,1,22.66004,15,207.17895,2,4,2,0.14286,0.16667,0.33333,0.23992,4.725,10,5,274.02915,850,10.5125,30,186.23684,16.65773,30.2,236.56301,16.62632,51.33,340,9,35,209.26471,169.95354,24.18,0.5,0.5,340,2,120,1.48739,30,0.5,0,0,0,0,0,0,0,0
2019-09-26,"Standard","Fragment",10,11.9099,7,7.694,7,17.8,4,18.13334,47.97475,7,1,1,2,1,22.14691,15.20851,246.41406,1.73392,4,2,0.14286,0.166,0.33333,0.2381,4.65055,10.23548,5,333.64408,1008.39814,8.61176,30,171.99787,10.84375,30.88776,230,16.75,50,343.99574,9.14737,35,237.09211,161.12485,24.429,0.5,0.5,343.99574,2.15573,120,1.48944,30,0.5,0,0,0,0,0,0,0,0
2019-09-27,"Standard","Fragment",10,10,7,7,7,14.78788,4.11087,18,40,7.2899,1,1,2,1,20,15,271.74603,1.96684,3,2,0.14286,0.1654,0.33333,0.2381,4,10,4,335.948,996.3939,11.38333,30,172,9.90625,32.30645,195.89893,15.81915,52.85,341.34021,9,35,229.97101,172,20,0.5,0.5,344,2.24561,120,1.13225,26.92529,0.5,0,0,0,0,0,0,0,0
2019-09-28,"Standard","Fragment",10,9.84109,6.90657,7,7,13.7899,3,19,43.59368,6.45455,1,1,2,1,18.60619,11.00408,272.81452,2,3,2,0.14286,0.16667,0.33333,0.23854,4,10,5,288.53878,1020,10.03778,29.68182,170,7.352,32.95714,255,19.36957,50,340,9,29.625,242.24095,170,20,0.5,0.5,340,2.11465,124.74778,1.05169,27.21412,0.5,0,0,0,0,0,0,0,0
2019-09-29,"Standard","Fragment",10,9.01684,7,7,7,16.93434,4,20,45,8.02842,1,1,2,1,17,10,288.83735,2,3,2,0.14286,0.16667,0.33333,0.24324,4,10,5,272.30816,989.43434,10.05192,29.36224,170,3.43636,39.134,234.01031,21.00833,50,340,9.4899,29.18902,205.44086,173.78191,19.34896,0.5,0.5,340,2.05108,120,1,27.54414,0.5,0,0,0,0,0,0,0,0
2019-09-30,"Standard","Fragment",10,10,7,7,8,20,5,19.94388,45,6.30208,1,1,2,1,16.30217,10,281.03659,2,3,2,0.14286,0.16667,0.33333,0.2381,4,10,5,255,993.27907,19,28.89796,170,4.20312,39.98485,212.84343,22.84348,69.28571,340,9.60204,33.01136,170,173.93939,19.339,0.5,0.5,340,2.03111,120,1,27,0.5,0,0,0,0,0,0,0,0
2019-10-01,"Standard","Fragment",9.76458,10,7,7.325,8,20.58043,5,19,45,6,1,1,2,1,18.93878,12.37374,254.29758,1.21837,3,2,0.14286,0.16667,0.33333,0.22813,4,10,5,254.56977,933.80161,19,29.04171,169.7812,4.26248,39.93299,191.04124,21.85556,70,334.38282,9.93478,27.68817,168.83,169.79792,19.44271,0.5,0.5,339.56505,2.40942,120,1,25.30778,0.5,0,0,0,0,0,0,0,0
2019-10-02,"Standard","Fragment",9.08485,10.71978,7,7,7.459,20,5,15.6,45.71,5,1,1,2,1,17.02105,15,291.25483,1.11599,3,2,0.14286,0.16667,0.33092,0.19938,3.60563,10,5,253.01211,934.34668,19,29.65789,169.87579,4.97419,40,184.84,26.23438,70.70652,283.78421,10,28.28261,169.31046,177.31067,17.62821,0.5,0.5,339.75149,2.16721,105.5188,1,25.86027,0.5,0,0,0,0,0,0,0,0
2019-10-03,"Standard","Fragment",9.73711,11,7,7.39796,7,20.76162,5,16.68,49.56566,6,1,1,2,1,16.73535,10.3125,261.79629,2,3,1.89629,0.14286,0.16667,0.33285,0.19511,4.509,10,5,212.63701,929.5,20,31.48864,157.56486,7.01531,40,169.33683,26.31,70,299.34177,9.04,34.39372,150.89373,169,17.89333,0.5,0.5,338.65855,2,120,1,25.41072,0.5,0,0,0,0,0,0,0,0
2019-10-04,"Standard","Fragment",10,10,7,7,7,20.33673,4.20515,19.4798,49.94367,6,1,1,2,1,20,14.76277,333.444,1.914,3,1.60157,0.14286,0.16667,0.33333,0.2,4.56153,10,5,214.06667,929.5,20,30,148.74105,8.1234,45.34848,169,26.9697,70,327.92653,10,37.2398,137.55386,164.4697,19,0.5,0.5,338,2,125.6,1.0185,27.075,0.5,0,0,0,0,0,0,0,0
2019-10-05,"Standard","Fragment",9,10.52956,7,7.25556,7.002,20,4,19.86452,49.79293,6.04372,1,1,2,1,20,15,338,1,3.79082,1.85915,0.14286,0.16667,0.33333,0.2,4,9.83478,5,270.88989,845.4386,20,29.97993,127.75281,8.34,50,153.12285,20.99474,85.41053,253.5,10,42.3,140,168.80102,18.12727,0.5,0.62345,338,2,130,1,30,0.5,0,0,0,0,0,0,0,0
2019-10-06,"Standard","Fragment",8.529,11,7,8,8,19.28283,4,18.45263,50,6,1,1,2,1,20,14.84239,311.875,1.29121,3.2967,1.80525,0.14286,0.16667,0.33333,0.2,4,10,4,300.56122,849.66162,20,29.775,113.90805,13.79023,50,140,20.99474,67.92424,253.5,10,45,130,169.98912,19,0.5,0.95251,339.86465,2.04831,140,1.6225,30,0.5,0,0,0,0,0,0,0,0
2019-10-07,"Standard","Fragment",8.32258,11.27695,6.63343,8,8,20,4,17.7268,50,6,1,1,2,1,20,14.13519,322.2523,1.05657,3.30068,1.7641,0.14286,0.16667,0.33333,0.2,4.41075,10.11111,4.1592,299.39844,845.38231,19.9893,30,137.09677,13.2625,49.1697,140,22.11837,67.92424,250,10,45,135.01534,169.7439,20,0.5,0.77679,338.16674,2.35705,136.46703,1.5,30.56898,0.5,0,0,0,0,0,0,0,0
2019-10-08,"Standard","Fragment",9,12,7,8,8,18.818,4,16.45227,50,8.30221,1,1,2,1,20,15,322.1988,2,3.20619,1.58489,0.14286,0.16667,0.33333,0.1881,4,10,4.62879,291.54839,845,20,30.36458,125.80357,14.85,49.20204,140,21.81237,77.34848,250,10,45,137.57856,169.70737,19.74949,0.5,0.5,337.93965,2.5,129.81264,1.25672,33.24157,0.5,0,0,0,0,0,0,0,0
2019-10-09,"Standard","Fragment",8.28763,12,6.64731,7.989,8,19.479,4,15.73,50,7,1,1,2,1,20,15,322.10263,2,4,1.70974,0.14286,0.16667,0.33333,0.19489,4.72,10.67475,5,317.852,843.33335,15.70106,30,110,18.941,49.198,140,25.4,72.05,211.10791,10,45,135,168.66667,20,0.63594,0.5,337.28651,2.5,139.68633,1,40,0.5,0,0,0,0,0,0,0,0
2019-10-10,"Standard","Fragment",9,11.545,6,7,7.14286,19.61818,4,18.245,49.61416,7.99192,1,1,2,1,20,14.63838,323.26372,1.55208,4,1.71334,0.14286,0.16667,0.33333,0.19543,4.994,10,5,323.81228,843.94701,15.73011,30,102.81818,18.81837,49.27629,139.73636,25.699,72.60101,200,10,45,130,168.78998,22.38095,0.92298,0.5,337.58389,2.5,142.07372,1,40,0.5,0,0,0,0,0,0,0,0
2019-10-11,"Standard","Fragment",9,11,6,7,7.57576,18.09553,4,18.55279,50,8,1,1,2,1,20,15,337.64133,1.05556,4,2,0.14286,0.16667,0.32696,0.18151,5,10.17932,5,325.13131,844.85097,15.58043,30,100,18.335,49.08247,135,19.68793,73.095,180.33333,13.1383,45,124.49688,168.99588,22.41429,1,0.52604,337.9779,2.65217,149.98498,1,40.875,0.5,0,0,0,0,0,0,0,0
2019-10-12,"Standard","Fragment",8.82472,12,6,7,8,17.77789,4,20,49.65263,8,1,1,2,1,20,15,338.93955,1.02922,5,2,0.14286,0.16667,0.33333,0.17899,5,12.02074,5,285.44107,847.70373,15.97727,28.75,100,20,45.95269,120.52818,19.93434,61.78,170,13.64286,45,122.41633,169.54853,24.8928,1,0.5,339.09705,3,150,1,41.44838,0.5,0,0,0,0,0,0,0,0
2019-10-13,"Standard","Fragment",8.45745,12,6,7,7.61936,17.88427,4,20,45.55474,8,1,1,2,1,19.62188,15,340,1.5,5,2.15263,0.14286,0.16667,0.33333,0.2,5,13.66364,5.1122,178.07071,850,15.97727,26.92,101.4433,20,44.57071,120,20,66.24242,170,14.18454,45,110.6148,170,29.2758,1,0.5638,340,3,152.10051,1,49,0.63909,0,0,0,0,0,0,0,0
2019-10-14,"Standard","Fragment",8.61413,11.634,6,7,7,19.21633,4,20,45,8,1,1,2,1,19.86774,15,340,2,5,2.3545,0.14286,0.16667,0.33333,0.2,5,15,5.51849,178.07071,850,13.42778,26.39899,101.96809,14.69651,45,116.57979,20.64421,60.07653,170,14.327,45,100,170,30,1,0.9895,340,3,169.29751,1.08696,49,0.71946,0,0,0,0,0,0,0,0
2019-10-15,"Standard","Fragment",9.03,11.17097,6,7,6.2449,23.75333,4,20,45,8,1,1,2,1,21.85263,15,340,1.84317,5,2,0.14286,0.16667,0.33333,0.2,6.828,15.61979,7.76835,205.63131,850,6.95714,26.39899,100,14.91647,45,112.84,20.99574,50.84375,170,15,42.46809,100,170,26.04113,0.99977,0.9704,340,2.91571,159.91546,1.5,49,0.97539,0,0,0,0,0,0,0,0
2019-10-16,"Standard","Fragment",9.26667,11,6,7,6.25957,23.70101,4,22.77717,45,6.27083,1,1,2,1,25,14.23461,340,1.66823,5,2,0.14286,0.16511,0.33321,0.2,7,15,7.66977,255,935,4.67423,19.59677,100,13.92857,45,112.84,21.15055,60.13469,170,15,48.17677,114.3044,170,25,1,0.97919,340,2.97349,157.31579,1.90552,49,1,0,0,0,0,0,0,0,0
2019-10-17,"Standard","Fragment",10,10.0287,6,7,7,24.48367,4,24,45.32323,5.9268,1,1,2,1,25,13.349,340,1.77763,5,2.39016,0.14286,0.16667,0.33333,0.2,5.13,15,7,255,935,6.6044,18.68085,100,13.19,44.22,119.097,21.15055,58.7861,170,15,49.589,119.09184,170,28.55208,1,0.97525,340,3,154.9657,1.73049,54.58947,1,0,0,0,0,0,0,0,0
2019-10-18,"Standard","Fragment",9.27245,11.59,6,7,7.22882,21.95556,4,20.7,46.34903,6.43763,1,1,2.13265,1,24.82609,13.49184,340.07358,1,5,2.5,0.14286,0.16667,0.33333,0.21364,5.13,15,7.58247,255.114,850.22588,7.50562,18.77419,100,12.84694,40,108.3871,21.24432,58.13673,170.04694,14,49.589,112.91633,170.04321,27.25658,1,0.98244,340.09255,3,150,1.52811,49.30202,0.95912,0,0,0,0,0,0,0,0
2019-10-19,"Standard","Fragment",10,12,6,7,7,23.4378,4.46869,24,45,6.84588,1,1,2.48704,1,26.62577,14.137,340,1,4.045,2.5,0.14286,0.16667,0.33333,0.20622,5.01047,15,8,255,935,7.45349,22.90213,105.835,10.52105,44.07368,108.23077,20.64719,59.37629,170,10.73263,47.71515,113.09634,239.375,26.61873,0.97069,0.98856,340,3,148.56383,1.54787,50.45699,0.97222,0,0,0,0,0,0,0,0
2019-10-20,"Standard","Fragment",9.10879,12,6,7,7.99474,24,4,22.77938,40,7.65158,1,1,2,1,24,14,341.29404,1,4.12143,2.5,0.14286,0.16667,0.33333,0.20425,5,14.05037,7.43459,259.4617,856.79039,12.31443,19.71939,104.33333,10,36.9,100,20,57.47579,170.86344,10.82062,41.66452,109.00918,225.74099,28.41739,0.83165,0.97792,340.43387,3,143.64992,1.94659,55,0.65702,0,0,0,0,0,0,0,0
2019-10-21,"Standard","Fragment",9,12,7,7,8,24,4,23.188,42.23356,7.14253,1,1,2,1,24,14,428.44132,1.99343,4,3,0.14286,0.16667,0.33333,0.22096,5,14.05833,6,257.49676,926.91278,15,24.95581,100.89381,9.32021,38.73684,100,20,57.68298,171.80835,12.55,39.94949,101.65938,234.10183,25,0.91956,0.96204,343.63209,3,149.875,2,55,0.77919,0,0,0,0,0,0,0,0
2019-10-22,"Standard","Fragment",9.46277,13,7,7.90515,8,20,4,23,43.185,9.8022,1,1,2,1,24,14,429.7319,2,4,2.67043,0.14286,0.16667,0.33333,0.24313,5,14.04045,6,257.48355,866.53451,15,26.285,113.58427,10.48046,29.60204,120,20,64.92188,197.11638,12.48372,39.53125,100,251.30208,25,0.95673,0.99703,346.53333,3,149.46471,2,55,0.9979,0,0,0,0,0,0,0,0
2019-10-23,"Standard","Fragment",10,13,7,7.81579,8,15.349,4,22.8988,45,8.70306,1,1,2,1,23.70105,14.156,435,1.79955,4,2.91186,0.14286,0.16667,0.33333,0.24409,5,12.57059,6,251.20421,870,15,35,116.39535,10.22791,24.7125,120,20,66.04082,200.42642,8.1913,40,110,339.072,25,0.89007,0.9354,348,3,145.1297,2,55,0.99958,0,0,0,0,0,0,0,0
2019-10-24,"Standard","Fragment",10,12,6,7.99192,8,15,5,20,45.33706,9.61031,1,1,2,1,22.14891,14.37653,433.85236,1.91778,4,3,0.14286,0.16667,0.33333,0.24781,5,12.04063,6,260.07526,868.69153,15,35,116.02041,10.62322,22.93548,120,20,61.71212,173.28021,7.11398,40,112.5,335.24599,25,0.54627,0.99563,346.56761,3,150,2,55,0.52257,0,0,0,0,0,0,0,0
2019-10-25,"Standard","Fragment",10,12.31111,6,7.57951,8,15,5,23,45.60865,10,1,1,2,1.07308,22.14815,15,434.95663,1.83731,3.27365,3,0.14286,0.16667,0.33333,0.25631,5,12,5,346.66666,869.33507,14,35,114.41579,10.82976,33.55625,110,22.11616,60,173.84128,6,36.26087,110,300,24.95114,0.5,0.9982,347.69585,3,152.02002,2,55,0.99845,0,0,0,0,0,0,0,0
2019-10-26,"Standard","Fragment",10,11.10083,6,7,7,15,5,23,45.06547,10,1,1,2,1.23418,22.225,15,519.78827,2,4,3.18854,0.14286,0.16667,0.4294,0.32375,5,10.04468,5,348,918.28156,13.93548,34.24681,114.05376,10.025,24.935,96.43263,22.67857,56.25789,174,6.928,49.49697,110,213.13754,25,0.5,0.68157,348,3,145,1.75818,53.1449,0.74495,0,0,0,0,0,0,0,0
2019-10-27,"Standard","Fragment",10,9,6,6,6,16.10606,5,23,48.22326,10,1,1,2,1,21.23111,16.9798,522.43203,1.97433,4.98,3.39826,0.14286,0.16667,0.46819,0.33333,5,9.69716,5.58324,338.3369,943.43244,10.76531,34.27172,110,10,23.31705,95.11277,22.31383,56.44624,174.13211,5,40,110,241.72426,25,0.5,0.5,348.28597,3,154.66037,1.18183,50,0.5,0,0,0,0,0,0,0,0
2019-10-28,"Standard","Fragment",10,10.37286,6,6.10436,6,19.18817,5,23,50,10,1,1,2,1.105,21.4764,15,522,2,5,3.35238,0.14286,0.16667,0.49898,0.27328,5,9.3641,5,348,870,13.18125,30,110,10,32.84,100,25.2,60,174,10,48.82653,108.87755,261,27.71717,0.5,0.5,348,3,150,1.2,50,0.5,0,0,0,0,0,0,0,0
2019-10-29,"Standard","Fragment",10,10.42766,6,6.61824,6.08151,18.75,5,24,47.125,10,1,1,2,2,21.03372,15,522,2,5,3,0.14286,0.16667,0.5,0.22103,5,9.36579,6.10526,348,957,13.28043,30,110,10,31.92,100,26.42424,60,174,10.85326,47.99022,110.02247,261,25.10316,0.5,0.5,348,3,148.10101,2,50,0.5,0,0,0,0,0,0,0,0
2019-10-30,"Standard","Fragment",10,10,6,6.59174,6.52292,20,5,23.53289,46.37,10,1,1,2,2,21.30233,15,521.00839,2,5,3.48987,0.14286,0.16667,0.5,0.2181,5,11.48732,7,347.33334,971.9372,15.0687,26.11579,110,10,33.20408,100.55921,29.81633,52.27778,173.66733,10.85326,50,110,260.50122,30,0.5,0.5,347.3334,3,153.92852,2,51.62706,0.5,0,0,0,0,0,0,0,0
2019-10-31,"Standard","Fragment",10,9.98947,6,6.63736,6,20,5,23.54225,47.396,10,1,1,2,1,23.5,15,509.76631,2,5,3.02933,0.14286,0.16667,0.5,0.22205,5,12.86601,7,346,951.14935,18.356,22.02222,110,10,48.04787,120.45161,30,56.39583,173,14.77778,50,110,246.47909,30,0.5689,0.5,345.7611,3,150,2,52.11111,0.93052,0,0,0,0,0,0,0,0
2019-11-01,"Standard","Fragment",10.19898,9,6,6,6,20,5,21.93247,47.50714,9.37316,1,1,2,1.405,23.50309,15,518.75826,2,5,3.28283,0.14286,0.16667,0.5,0.22166,5,12.87275,7,346,951.5,18.40417,24.48864,110,13.05233,48.54,135,30,52.02826,173,15,50,139.04,201.43467,30,0.665,0.5,346,3,150,2,54.14821,1,0,0,0,0,0,0,0,0
2019-11-02,"Standard","Fragment",10,7,5,5.967,5,20,4,25,45,8.70833,1,1,2,1,23.72917,15,519,2,5,4,0.14286,0.16667,0.5,0.21816,5,12.9404,7,346,951.5,18.17474,23.66802,110,15,52.225,144.44444,30,58.51,198.93169,15,50,137.21818,205.56124,30,0.73194,0.5,346,3,150,2,50,1,0,0,0,0,0,0,0,0
