"Day","Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coralito.s.Signature","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Sin.s.Rebirth","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Wise.Oak","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Cinderswallow.Urn","Soul.Catcher","Soul.Ripper","Bottled.Faith"
109,"2017-06-19","Legacy HC","UniqueFlask",1.715,2.714,NA,3,1,0.69425,824.887,0.349,73.96975,1.13125,16.549,0.38375,10,313.915,218.65825,0.696,0.694,22.49825,1.096,71.3785,25.39,0.4015,NA,NA,NA,NA
110,"2017-06-20","Legacy HC","UniqueFlask",1.73385,3.00795,NA,3,1,0.52667,847.66846,0.37462,95.82949,1.3459,18.37462,0.40615,9.67179,310.30872,221.13974,0.73154,0.95436,23.52026,1.17308,69.66949,25.79821,0.41205,NA,NA,NA,NA
111,"2017-06-21","Legacy HC","UniqueFlask",1.46692,3.00923,NA,3,1,0.73359,790.22897,0.39744,90.24872,1.07872,20.22872,0.49231,8.65872,281.38897,218.65641,0.75051,0.99769,24.4841,1,69.89103,25.74718,0.78359,NA,NA,NA,NA
112,"2017-06-22","Legacy HC","UniqueFlask",1.774,3.06975,NA,3,1,0.98725,770.93275,0.52675,95.63575,1.4085,23.45525,0.65325,7.99625,286.90325,222.8415,0.875,1,25,1.2715,69.28625,25.4205,0.827,NA,NA,NA,NA
113,"2017-06-23","Legacy HC","UniqueFlask",1.98231,3.21282,NA,3,1,0.99744,764.94179,0.54718,101.79949,1,23.61795,0.88256,6.96923,279.0141,217.52359,0.73949,1,25.38872,1.03231,72.88513,25.00615,1,NA,NA,NA,NA
114,"2017-06-24","Legacy HC","UniqueFlask",2,4.00975,NA,2.6175,1,1,800.726,0.5375,123.19875,1,27.041,0.92725,6.27475,274.0655,216.8225,0.653,0.98725,26.69875,1,96.07825,26.6815,1,NA,NA,NA,NA
115,"2017-06-25","Legacy HC","UniqueFlask",2,3.85256,NA,2.00769,1,1,777.65872,0.52846,123.14718,1,21.33641,0.92154,7.91897,255.03564,211.26179,0.41385,0.83615,24.74513,1,135.46359,27.02821,1,NA,NA,NA,NA
116,"2017-06-26","Legacy HC","UniqueFlask",2,2.72385,NA,2,1,1,785.12692,0.59667,75.50333,1,18.25846,0.94462,8,262.34974,199.23949,0.36077,0.7341,18.21667,1,128.95821,26.48385,1,NA,NA,NA,NA
117,"2017-06-27","Legacy HC","UniqueFlask",1.9815,1.938,NA,2,1,1,833.534,0.5735,70.792,1,14.74875,0.93275,7.87,266.34775,204.12575,0.5535,0.845,13.612,1,91.75825,27.4645,1.753,NA,NA,NA,NA
118,"2017-06-28","Legacy HC","UniqueFlask",1.90769,1.88154,NA,2,1,1,796.00641,0.50667,79.26205,1,14.76923,0.94846,7.55154,260.91103,199.60128,0.32128,0.82538,13.91385,1,89.02282,28.57744,1.62462,NA,NA,NA,NA
119,"2017-06-29","Legacy HC","UniqueFlask",1.6059,1.86231,NA,2,1,1,750.84103,0.50949,84.51949,1,13.8959,0.93026,6.55769,256.62385,191.78205,0.32872,0.6159,13.62615,1,87.04436,31.0741,1.25667,NA,NA,NA,NA
120,"2017-06-30","Legacy HC","UniqueFlask",1.59154,1.81154,NA,2,1,1,746.65282,0.46256,89.41718,1,12.61308,0.67846,7.30615,245.60103,199.07,0.41462,0.70615,12.12897,1.26821,82.47718,23.34949,1,NA,NA,NA,NA
121,"2017-07-01","Legacy HC","UniqueFlask",1.9915,1.61175,NA,2,1,0.97225,729.582,0.5705,86.478,1,13.0855,0.4565,7.81325,244.0425,203.56875,0.29675,0.76625,12.7415,1.328,82.953,26.7575,1,NA,NA,NA,NA
122,"2017-07-02","Legacy HC","UniqueFlask",2.10231,1.71769,NA,2,1.78769,0.43385,734.52923,0.56487,82.25821,1,15.29872,0.34026,7.99949,169.58821,201.53667,0.48974,0.88897,15.99564,1.35,83.38667,31.33103,0.92308,NA,NA,NA,NA
123,"2017-07-03","Legacy HC","UniqueFlask",1.94075,4.44125,NA,2,3.38725,0.283,737.121,0.98675,91.14675,1,19.6975,0.2925,7.6205,127.939,202.42925,0.85925,0.94725,17.7195,1.61,84.27675,30.38675,0.8815,NA,NA,NA,NA
124,"2017-07-04","Legacy HC","UniqueFlask",1,7.30821,NA,2,3,0.29718,719.13462,0.70795,108.70718,1,16.82128,0.27744,9.11385,108.98692,198.52846,0.87333,0.90282,17,2,90.9841,36.82026,0.87077,NA,NA,NA,NA
125,"2017-07-05","Legacy HC","UniqueFlask",1.037,5.8495,NA,1.949,2.43375,0.3225,732.70325,0.46975,114.79325,1,15.183,0.316,9.17425,97.04525,222.893,0.816,0.8875,17.513,2,93.91425,42.344,0.87825,NA,NA,NA,NA
126,"2017-07-06","Legacy HC","UniqueFlask",1.80974,4.22051,NA,2.51231,3,0.34846,705.25487,0.52949,84.45179,3.75231,14.26846,0.32667,7.79538,101.53974,231.99231,0.73923,0.92333,18.38436,2,118.40833,38.07615,0.89513,NA,NA,NA,NA
127,"2017-07-07","Legacy HC","UniqueFlask",1.94231,6.25846,NA,2.92,2.93974,0.37487,679.22538,0.49179,90.83872,1.16051,14.33359,0.38256,8.70308,113.86359,238.7841,0.42974,0.93308,18.91564,2,163.98857,39.64128,0.77538,NA,NA,NA,NA
128,"2017-07-08","Legacy HC","UniqueFlask",1.99949,7.56436,NA,8.58846,2.97692,0.36718,673.08667,0.47308,97.16462,1,13.31,0.58974,7.64359,109.00923,194.76231,0.83051,0.81179,19.6241,2,130.52795,37.81231,0.76359,NA,NA,NA,NA
129,"2017-07-09","Legacy HC","UniqueFlask",2,8.37125,NA,9.54325,3.0815,0.797,634.252,0.48325,65.531,1.4985,12.93575,0.78625,8.12725,171.2305,181.858,1,0.83325,19.944,1.47,98.4615,40.8715,0.82025,NA,NA,NA,NA
130,"2017-07-10","Legacy HC","UniqueFlask",2,4.60718,NA,3.42564,2.42436,0.99615,616.33179,0.53667,70.35103,1.90718,12.77026,0.83051,8.46333,269.44051,181.48436,0.91205,0.83538,21.15846,1,90.44769,40.11846,0.96897,NA,NA,NA,NA
131,"2017-07-11","Legacy HC","UniqueFlask",2,5.1,NA,3.02179,1.3059,1,621.33333,0.63308,65.42897,1.74615,11.61564,0.68641,8.90641,249.23949,206.44051,0.58051,0.97282,22.16103,1,90,37.88872,0.99897,NA,NA,NA,NA
132,"2017-07-12","Legacy HC","UniqueFlask",1.934,4.8225,NA,3.34975,1.284,1,610.145,0.99425,62.0765,1.9425,21.88375,0.35475,9.76825,244.058,211.727,0.6255,0.9865,22.99175,1,90.6925,38.706,0.996,NA,NA,NA,NA
133,"2017-07-13","Legacy HC","UniqueFlask",2,3.20308,NA,3.73,1.45462,1,594.48974,1,59.75949,2.38538,30.87923,0.45667,8.84103,237.7959,239.64282,0.71897,0.99538,23.82718,1,95.54,37.4559,1,NA,NA,NA,NA
134,"2017-07-14","Legacy HC","UniqueFlask",2,3,NA,3.73,1.32846,1.06026,600.13974,1,59.88103,4.15128,29.41769,0.39564,7.77641,239.06051,249.46103,0.85513,0.96692,23.02205,1,95.39077,39.74128,1,NA,NA,NA,NA
135,"2017-07-15","Legacy HC","UniqueFlask",2,3,NA,3.1685,1,1.38,607.672,1,59.44225,4.391,25.09875,0.30825,8.675,235.812,246.069,0.3845,0.916,18.44,1,95.439,38.022,1,NA,NA,NA,NA
136,"2017-07-16","Legacy HC","UniqueFlask",2.03077,3,NA,13.31487,1.01538,3.0941,667.32333,1,58.33128,5,22.63385,0.30179,8.83949,233.95282,232.35667,0.33205,0.97667,18.08513,2.05564,98.54513,32.43,0.93564,NA,NA,NA,NA
137,"2017-07-17","Legacy HC","UniqueFlask",2.074,7.4625,NA,24.25,1,5,676.932,1,57.586,6.0165,26.19575,0.2785,7.61625,225.644,207.6975,0.2935,0.8545,16.7265,5,114.7165,36.898,1,NA,NA,NA,NA
138,"2017-07-18","Legacy HC","UniqueFlask",2.07154,7.2,NA,17.68077,1,2.98846,664.51077,1,57.19513,5.84846,25.06692,0.51359,8.34103,221.50359,210.18692,0.44436,0.66974,16.30103,5,116.00205,39.16923,1,NA,NA,NA,NA
139,"2017-07-19","Legacy HC","UniqueFlask",2.408,6.675,NA,4.7165,1,1.21,62.63725,0.95825,56.937,5.59,25.363,0.9595,8.39575,242.76175,71.76925,0.415,0.67925,15.9075,5,98.1555,37.64375,1.018,NA,NA,NA,NA
140,"2017-07-20","Legacy HC","UniqueFlask",2.37436,6.27586,NA,3.2,1,1.09154,193.80256,0.79538,57.31462,7.96462,23.67128,0.96179,7.93103,265.49513,100.76846,0.32667,0.80462,16.11667,5,81.17795,37.25538,1.96205,NA,NA,NA,NA
141,"2017-07-21","Legacy HC","UniqueFlask",2.37154,8,NA,3.20615,1.32308,1,796.76333,0.80077,57.32154,10,20.47077,1,7.28974,336.00974,217.81333,0.32231,1.16923,17.34821,0,85.02359,38.62205,3,NA,NA,NA,NA
142,"2017-07-22","Legacy HC","UniqueFlask",2.31475,8,NA,3.21,1.57225,1,759.39825,0.35425,56.609,6.23529,18.0935,0.8465,7.4115,350.4915,209.72825,0.53325,1.00125,18.901,0,84.34575,40.3645,3,NA,NA,NA,NA
143,"2017-07-23","Legacy HC","UniqueFlask",2.23564,8,NA,3.24077,1.72333,1,763.96667,0.32026,52.95718,12,18.93615,0.6,9.00128,352.6,200.78692,0.6141,1.11385,20.65308,0,86.27564,34.13462,1.77432,NA,NA,NA,NA
144,"2017-07-24","Legacy HC","UniqueFlask",2.21275,0,NA,3.33,2.90575,1,744.79925,0.34175,46.6605,12,18.52075,0.5975,12.046,343.7535,209.25,0.615,1.14025,32.46175,1,83.61175,29.37525,0.18475,NA,NA,NA,NA
145,"2017-07-25","Legacy HC","UniqueFlask",1.86795,11.91111,NA,3.31615,2.82333,0.68667,709.08667,0.37436,39.11462,10.54615,19.70128,0.58974,13.26487,327.27077,207.20641,0.59846,0.99205,31.87,1,83.43872,29.66487,0.22564,NA,NA,NA,NA
146,"2017-07-26","Legacy HC","UniqueFlask",1.714,8.85333,NA,3.922,2.5005,0.42275,761.70975,0.36925,37.079,3.9,17.4435,0.46675,12.42425,338.955,225.48425,0.38125,1,32.4165,1,100.86425,35.24275,0.18725,NA,NA,NA,NA
147,"2017-07-27","Legacy HC","UniqueFlask",1.69333,0,NA,5,2.54615,0.43538,888.89538,0.50462,38.34,8.88462,15,0.51667,13.25615,0,248.40077,0.32897,1,26.13077,1,130.99846,39.9459,0.24538,NA,NA,NA,NA
148,"2017-07-28","Legacy HC","UniqueFlask",1.6485,0,NA,5,2.77525,0.41025,879.6,0.473,38.34,12,20.27375,0.6685,11.49625,0,209.8915,0.73425,0.9945,27.97775,1,116.172,38.67575,0.19625,NA,NA,NA,NA
149,"2017-07-29","Legacy HC","UniqueFlask",1.57,0,NA,5,3,0.826,0,0.78,38.65225,12,37.8655,0.61925,10,0,219.1285,0.9045,1,28.04825,1,111.57825,35.8265,0.16625,NA,NA,NA,NA
150,"2017-07-30","Legacy HC","UniqueFlask",1.59333,10,NA,4.87143,3,1.45231,0,1,55.22051,1,41.29641,0.44077,9.38846,0,236.94462,0.87795,1,27.13538,1.38308,74.84769,38.88872,0.1713,NA,NA,NA,NA
151,"2017-07-31","Legacy HC","UniqueFlask",1.76838,10,NA,0,3.45568,0.78919,0,1,124.34568,0,40,0.36432,9.14189,0,331.58162,0.78676,1,27.67054,1.67919,78.48026,40,0,NA,NA,NA,NA
1,"2019-06-07","Legion HC","UniqueFlask",0,0,1,0,0,0.66231,0,0,5,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,NA
2,"2019-06-08","Legion HC","UniqueFlask",5,4,1,25,2,0.21,0,1,1,4,24.2765,1,15.983,11.952,161.575,0.43,1,2,6,0,26.06833,10,0,1,0,NA
3,"2019-06-09","Legion HC","UniqueFlask",4,2,1,24,1,0.22,0,1,1,2,40,0.46,9.7765,11.83,104.25067,0.91667,2,2,3,20,26,10.4,0,1,0,NA
4,"2019-06-10","Legion HC","UniqueFlask",4,2,1,24,1,0.28,492.5825,0.8404,1,1,40.035,0.7296,6,13,79.01,0.81,3.64,1.08,2,20,24.85328,25.5,90.27667,1,0,NA
5,"2019-06-11","Legion HC","UniqueFlask",3,2,1,10,1,0.29,400,0.87,0.58,1,49.92333,0.3,5.09075,20,77.33,0.66,3,1.87,2,20,24.32956,12,53.94,1,0,NA
6,"2019-06-12","Legion HC","UniqueFlask",2,2,1,7,1,0.29505,340,0.98,1,1,48.73037,0.31505,4.17063,19.5,80,0.97,3,2,1,13.61,24,12,20.06313,0.97505,0,NA
7,"2019-06-13","Legion HC","UniqueFlask",2,2,1,4.14,1,0.3,190,0.92005,1,1,50,0.44,4,20,71.34448,0.87005,3,2,1,9.39,25,8.68,20.31667,0.89,0,NA
8,"2019-06-14","Legion HC","UniqueFlask",2,2,1,4,1,0.3,140,0.71,1,1,52.9819,0.56,4,20,69.92875,0.38,2,2,1,8.23,23,8,19.83,0.99,0,NA
9,"2019-06-15","Legion HC","UniqueFlask",2,2,1,3,1,0.3,92.69,0.6,1,1,49.98245,0.62,3.39955,25.22,70,0.48,3.62,2,1,3.98,25,7.62,15.57944,0.92,0,NA
10,"2019-06-16","Legion HC","UniqueFlask",2,2,1,3,1,0.3,68.0369,0.48,1,1,45,0.6,3,18.86,68,0.4,2.3,2,1,5,20,7,15,0.54,0,NA
11,"2019-06-17","Legion HC","UniqueFlask",2,2,1,3,1,0.3,61.47909,0.48,0.96,1,59.99,0.3,4,17.62591,62.77,0.54505,3,2,1,3,19.46522,2.9,19.166,0.6,0,NA
12,"2019-06-18","Legion HC","UniqueFlask",1.8402,2,1,3,1,0.3,61.35,0.51,0.98,1,65,0.3,3.86,17,64.95,0.6,3.69474,2,1,2,22.95075,5,22.32,0.7801,0,NA
13,"2019-06-19","Legion HC","UniqueFlask",2,2,1,3,1,0.3,60.64,0.65,0.9,1,60,0.3,3,16.87,69.772,0.82,4,2,1,2,23,5,19.35526,1,0,NA
14,"2019-06-20","Legion HC","UniqueFlask",2,2,1,3,1,0.3,71.57875,0.34005,0.9,1,60,0.3,3,18,70.75565,0.94,4,2,1,2,20,5,20,0.6,0,NA
15,"2019-06-21","Legion HC","UniqueFlask",2,2,1,3,1,0.3,76.81563,0.54,1,1,60,0.48,3.4302,18,81.69,0.6,3.86,2,1,2.58,18,5,35.40419,0.6,0,NA
16,"2019-06-22","Legion HC","UniqueFlask",2,2,0.96,2.99797,1,0.3,79.043,0.6,1,1,70,0.32,3,19.49,83.60556,0.56,3.67,2,2,2,15,5,40,0.67,0,NA
17,"2019-06-23","Legion HC","UniqueFlask",2,2,0.9,2.85,1,0.3,100.5277,0.56,1,1,69.72494,0.3,3,19.53,79.96333,0.4201,4,2,1.09,2.39,13,5,40,0.56,0,NA
18,"2019-06-24","Legion HC","UniqueFlask",2,2,0.9,2,1,0.3,106.95707,0.33,1,1,66.33052,0.3,3,21.65921,79.02087,0.3,4,2,1.06,2.3,12,4.6,40,0.56,0,NA
19,"2019-06-25","Legion HC","UniqueFlask",1.98505,2,0.9,2,1,0.3,91.67019,0.3,1,1,65,0.3,3,21.51,80,0.3,4,2,1.04545,1.85,10,5,40,0.61,0,NA
20,"2019-06-26","Legion HC","UniqueFlask",2,2,1,2,1,0.29,90,0.5,1,1,67.85,0.29,3,20,85,0.53,3.08,2,2,2.31,10,5,36.05,0.63,0,NA
21,"2019-06-27","Legion HC","UniqueFlask",2,2,1,2,1,0.28,82.41893,0.80005,0.92,1,60,0.28,4,22,85.14,0.54,3,2,2,2.56,10,4.13,35,0.64,0,NA
22,"2019-06-28","Legion HC","UniqueFlask",1.80505,2,1,2,1,0.28,80,0.65,1,1,58.17566,0.29,4,22,87.29366,0.28,3,2,2,2,10,4.25,32.38512,0.64,0,NA
23,"2019-06-29","Legion HC","UniqueFlask",2,2,0.97005,2,1,0.28,74.83,0.57,1,1,60,0.28,4,18,85,0.28,3,2,2,2,9,4,36.57,0.6001,0,NA
24,"2019-06-30","Legion HC","UniqueFlask",2,2,0.98,2,1,0.28,72.96716,0.34,1,1,55,0.28,3,17,85.40585,0.28,3,2,1.06,2,9,4,39.61,0.7601,0,NA
25,"2019-07-01","Legion HC","UniqueFlask",1.98,2,0.97,2,1,0.28,75.68156,0.29,1,1,50,0.3,4,15,85,0.28,2.39112,2,1,1.99,9,4,40,0.56,0,NA
26,"2019-07-02","Legion HC","UniqueFlask",1,2,0.99,2,1,0.28,74.98135,0.57,1,1,51.66535,0.32,4,15,80.06,0.28,3,2.18566,1,2,8.6302,4,40,0.56,0,NA
27,"2019-07-03","Legion HC","UniqueFlask",1,2,1,2,1,0.29,78.01485,0.85,1,1,50,0.43,4,15.319,78.09652,0.5,3,3,1,2,8.64005,3,40,0.85,0,NA
28,"2019-07-04","Legion HC","UniqueFlask",2,2,1,2,1,0.32,80.5025,1,1,1,47.82121,0.64,4,20,80,0.53,3,3,1,1.78,8,3,44.88,1,1633.2,NA
29,"2019-07-05","Legion HC","UniqueFlask",2,2,1,2,1,0.33,84.11833,1,1,1,45,0.65,4,23,80,0.52,3,3,1,1,8,3,45,1,0,NA
30,"2019-07-06","Legion HC","UniqueFlask",2,2,1,2,1,0.37,86.02,1,1,1,40,0.52,4,23.29,75,0.52,3,3,1.16005,1,7,3,41.76,1,0,NA
31,"2019-07-07","Legion HC","UniqueFlask",2,2,0.92,2,1,0.37,88.5,1,0.76,1,37,0.74,3,20,69.67019,0.62,3,3,2,1,7,3,40,1,0,NA
32,"2019-07-08","Legion HC","UniqueFlask",2,2,0.83,2,1,0.37,89.5,0.54,0.74,1,35,0.8,3.5801,20,69.46,0.71005,3,3,2,1,6,3,45.84989,1,2240.5,NA
33,"2019-07-09","Legion HC","UniqueFlask",2,2,0.95,2,1,0.37,89.79667,0.68,0.74,1,33.84,0.81,3,20,74.53,0.91,3,3,2,1.31,6,3,47.98963,1,2243.25,NA
34,"2019-07-10","Legion HC","UniqueFlask",2,2,1,2,1,0.37,91,0.93,0.86,1,35,0.74,4,20,70,0.89,3,3,2,1,6.2204,3,45,1,2265,NA
35,"2019-07-11","Legion HC","UniqueFlask",2,2,1,1.95,1,0.36,100.892,0.83,0.75,1,35,0.74,4,20,75,0.72,3,3,2,1,7,3,43.59,0.99,2296.5,NA
36,"2019-07-12","Legion HC","UniqueFlask",2,2,1,1.96,1,0.37,100,0.7901,1,1,34,0.76,4,19.21,80,0.72,3,3,2,1,7,3,43.72,0.93005,2334.25,NA
37,"2019-07-13","Legion HC","UniqueFlask",2,2,1,2,1,0.37,108.40296,0.77,1,1,35,0.98,4,18,80,0.74,3,3,2,2.81,7,3,46.34,1,2337.25,NA
38,"2019-07-14","Legion HC","UniqueFlask",2,2,1,1.98,1,0.37,106.86444,0.86051,1,1,35,0.76,5,17.89794,84.35754,0.76,2.64036,3,2,3.05,7,3,49.09,1,33279.85,NA
39,"2019-07-15","Legion HC","UniqueFlask",2,2,1,1.99,1,0.39,104.64,0.99,1,1.84,35,0.75,4.6001,19.41,85,0.78,2,3,2,5,8,3,50,1,33785.55,NA
40,"2019-07-16","Legion HC","UniqueFlask",2,2,1,2,1,0.4,103.39,0.66,0.98515,1.95,36.4002,0.8,4,20,85,0.64,2.5,2,2,5,7.46,3.73,50,1,35405.62,NA
41,"2019-07-17","Legion HC","UniqueFlask",2,2,1,2,1,0.4,117.53,1,1,1.27,35,0.95,3.28,20,85.04,0.86,3,2.14045,2,5,7,6.97,50,1,35225.885,NA
42,"2019-07-18","Legion HC","UniqueFlask",2,2,0.9,2,1,0.4,112.46,1,1,1.41,31.78717,0.83,3.25515,20,86.65,0.92,3,3,2,5,7,7.19,54.14,1,37455.4125,NA
43,"2019-07-19","Legion HC","UniqueFlask",2,2,0.76,2,1,0.39,120,1,1,1.9101,37,0.92005,4,20,92.26259,1,3,3,1,5.36,7,7.42,64.16404,1,0,NA
44,"2019-07-20","Legion HC","UniqueFlask",2.22,2,0.56,2,1,0.39,119.95654,1,1,2,38.8502,0.83,4.38,20,91.93231,0.9,3,3,1,6.08,7,8,69.95,1,0,NA
45,"2019-07-21","Legion HC","UniqueFlask",2.17025,2,0.67,2,1,0.39,118.62204,1,1,2,38.00081,0.83,4.67,21.47,90.5,0.62,2.78,3,1,5.14,7,7.52,74.46,1,0,NA
46,"2019-07-22","Legion HC","UniqueFlask",2,2.82,0.98,2,1,0.39,120,0.84,1,2,35.00116,0.87,4.67,20.73,92.11,0.73,2.46,3,1,4.29,6,7,70.36,1,0,NA
47,"2019-07-23","Legion HC","UniqueFlask",2.48096,2.19,0.99,2,1,0.39,114.87,0.91,1,1.9,35.8401,0.79,4.96,21.44,92.91,0.57,2.09,3,1,5.39,6,6.85,82.86,1,0,NA
48,"2019-07-24","Legion HC","UniqueFlask",3,2,1,2,1,0.39,119.24622,0.9101,1,2,35,0.76,4.15,24.03,90,0.78,2,3,1.19,5.39,6,5.79,86.49,1,0,NA
49,"2019-07-25","Legion HC","UniqueFlask",3,2,1,2,1,0.39,119.99,1,1,2,35.95051,0.76,4.5,22.73,90.85,0.78,2,3,1.43,6.05,5.73,5.72,86.49,1,0,NA
50,"2019-07-26","Legion HC","UniqueFlask",2.3801,2,1,2,1,0.39,121.3075,1,1,2,35,0.74,4.11005,22.58,94.61,0.57,2.18,3,1.28,4.98,5,5.81,86.49,1,0,NA
51,"2019-07-27","Legion HC","UniqueFlask",2.24157,2,1,2,1,0.36,115,0.93,1,2,38.36,0.57,5,19.64,95,0.57,2.14,3,1.5,5.71,5.6,4.48,86.07049,1,0,NA
52,"2019-07-28","Legion HC","UniqueFlask",2,2,1,1.98,1,0.36,110,0.95,1,2,35,0.57,5,20.78,96.97,0.57,2,3,1.71,4,5,3,85.02,1,0,NA
53,"2019-07-29","Legion HC","UniqueFlask",2.01,2.27,0.904,1.89,1,0.36,109.97,0.94,1,2,35,0.57,5,20,97.4,0.59,2.03,3,1.11379,5.86,6,3,81.7433,1,0,NA
54,"2019-07-30","Legion HC","UniqueFlask",3,3,0.86,1.98,1,0.35,110,1,1,2,35,0.87,5,20,96.46,0.78,2,3,1.02,5.52,7,3,81.1916,1,0,NA
55,"2019-07-31","Legion HC","UniqueFlask",3.05,3,0.7038,1.79,1,0.34,107.58,1,1,2,35,1,5,18.88,100,0.89,2,3,1.22,6.12,6.95051,3,65,1,0,NA
56,"2019-08-01","Legion HC","UniqueFlask",3,3,0.87,1.61,1,0.33,112.54,1,1,2,35,1,5,19.79,100,1,2.04,3.74,1.8,7.18,6,3,60,1,0,NA
57,"2019-08-02","Legion HC","UniqueFlask",3,3,0.85,1.61816,1,0.33,112.62,1,1,1.94,37.17,0.99,5,18.74,100,1,2,4,2,7.34,6,3,55.43,1,0,NA
58,"2019-08-03","Legion HC","UniqueFlask",3.21,3,0.85,1.80106,1,0.33,114.00571,0.97,1,1.54,40,1,5,18.74,99.98,0.99,2,4,2,7.18,6,3,61.76,1,0,NA
59,"2019-08-04","Legion HC","UniqueFlask",3.58,3,1,2,1,0.33,110,1,1,2,40,1,5,18.59,100,0.99,2,4,2,10.76,7,3,59.73,1,0,NA
60,"2019-08-05","Legion HC","UniqueFlask",4,3,1,1.8,1,0.32,110,1,1,1.91,39.06,1,5,19.15,99.143,0.74,2,4,2,9.18,6.56,2.94,60.49647,1,0,NA
61,"2019-08-06","Legion HC","UniqueFlask",4,3,1,1.55167,1,0.32,112.15447,1,1,2,40,1,5,18.8,98.04014,0.92,2,4,2,9.18,7,2.85,63.4,1,0,NA
62,"2019-08-07","Legion HC","UniqueFlask",4,3,1,1.25,1,0.32,112.52,0.98,1,1.82,40,1,4.31,19,97.87,0.97,2,4,2,11,7,2.54,75.01,1,0,NA
63,"2019-08-08","Legion HC","UniqueFlask",3.97,3,1,1.18,1,0.31,112.52,1,1,2,40,0.99,5,19,98.87,0.99,2,4,2,12.84,7,1.02,73.91,1,0,NA
64,"2019-08-09","Legion HC","UniqueFlask",3.17,3,1,1.15,1,0.3,112.15,1,1,2,40,1,5,19,94.73706,0.86,2,3.08,2,12.4,7.32,1.07,74.76,1,0,NA
65,"2019-08-10","Legion HC","UniqueFlask",3,3,1,1.17,1,0.3,112.32182,1,1,1.73,40.09,0.72,5,19,90,1,2,4,2,12.73,7,1.3,75.01,1,0,NA
66,"2019-08-11","Legion HC","UniqueFlask",3,3,1,1.14,1,0.29,113.26,1,1,1.77,41.24,0.69,5,19,90,1,2,4,2,22.14,7.857,1.3,71.13,1,0,NA
67,"2019-08-12","Legion HC","UniqueFlask",4,3,1,1.14,1,0.29,114.17,1,1,2,43.67,1,5,19,92.75,1,2.10909,4,2,22.14,8,2.64,75.29,1,0,NA
68,"2019-08-13","Legion HC","UniqueFlask",4.93,3,1,1.05,1,0.29,114.21,0.98,0.92,2,43.59,0.93,5,19.25,90,1,2,4,2,22.14,8,2.76,75.88,1,0,NA
69,"2019-08-14","Legion HC","UniqueFlask",4.68,3,1,1.071,1,0.295,114.26,1,0.94,2,44.16,0.97,5.62,19.92,90,1,1.87,4,2,22.14,8,4.26,75.9,1,0,NA
70,"2019-08-15","Legion HC","UniqueFlask",4.7,3,1,1.1,1,0.31,116.74,0.97542,1,1.99,44.7,0.75,6.41,20.28,90,0.96,1.87,4,2,22.14,8,4.53,76.49,1,0,NA
71,"2019-08-16","Legion HC","UniqueFlask",3.71505,3,1,1.16,1,0.31,118.59,0.93,1,1.99,44.01,0.74,5.39,23.87,87.84,0.98,1.79,4,2,22.05,8,4.53,70,1,0,NA
72,"2019-08-17","Legion HC","UniqueFlask",3.83,3,1,1.09,1,0.31,112.9,0.99,1,1.94,50,0.76,5.29,23.87,87.11,1,1.89,4,2,20,8,4.53,70.88,1,0,NA
73,"2019-08-18","Legion HC","UniqueFlask",3,4,1,1,1,0.31,113.38,1,0.62,2,50,0.7,5,22.71,87.73,1,3.59571,4,2,20,8,4.636,80.36,1,0,NA
74,"2019-08-19","Legion HC","UniqueFlask",3,4,1,1.02,1,0.29,111.05,1,0.56,2,50,0.76,5.11489,23.59,89.28,1,3.38,4.09,2,20,12.56,4.66,80.97,1,0,NA
75,"2019-08-20","Legion HC","UniqueFlask",4,4,1.12,1.04,1,0.3,122.04,1,0.55,2.04,50,0.92,5.76,23.64,89.2,1,3.39,4.32,2,20,14,4.66,81.96043,1,0,NA
76,"2019-08-21","Legion HC","UniqueFlask",3.23,4,1.43,1,1,0.33,122.1,0.98,0.66,2.3,50,0.95,6.03,34.28,85,1,4.26,4.87,2,20,14,4.66,81.99,1,0,NA
77,"2019-08-22","Legion HC","UniqueFlask",3.25,4,1.03,1.1,1,0.42,110.51,0.98,0.66,2.11,50,0.97,5,35.83,89.14,0.95,3.51,5,2,20,15,4.66,81.99,1,0,NA
78,"2019-08-23","Legion HC","UniqueFlask",3.46,4,1,1.1,1,0.54,114.15,0.97,0.78,2,55.61,0.96,7.8,40,88.41,0.91,2.84,5,2,17.9,15,4.7,82.41,1,0,NA
79,"2019-08-24","Legion HC","UniqueFlask",3.56,4,1.03,1.00615,1,0.58,127.62,1,0.77,2,54.26,1,9.05,40,81.64,0.82,2.85,5,2,17.6,15,34.61,78.17,1,0,NA
80,"2019-08-25","Legion HC","UniqueFlask",3.62,4,1.72,1.17,1,0.61877,127.88909,1,0.79,2,50,1,9.21,40,85.2,0.73,2.61,5,2,17.6,15,40.1,77.41,1,0,NA
