"Day","Date","League","Type","A.Mother.s.Parting.Gift","Abandoned.Wealth","Anarchy.s.Price","Assassin.s.Favour","Atziri.s.Arsenal","Audacity","Birth.of.the.Three","Blind.Venture","Boundless.Realms","Bowyer.s.Dream","Call.to.the.First.Ones","Cartographer.s.Delight","Chaotic.Disposition","Coveted.Possession","Death","Destined.to.Crumble","Dialla.s.Subjugation","Doedre.s.Madness","Dying.Anguish","Earth.Drinker","Emperor.s.Luck","Emperor.of.Purity","Gemcutter.s.Promise","Gift.of.the.Gemling.Queen","Glimmer.of.Hope","Grave.Knowledge","Her.Mask","Heterochromia","Hope","House.of.Mirrors","Hubris","Humility","Hunter.s.Resolve","Hunter.s.Reward","Jack.in.the.Box","Lantador.s.Lost.Love","Last.Hope","Left.to.Fate","Light.and.Truth","Lingering.Remnants","Lost.Worlds","Loyalty","Lucky.Connections","Lucky.Deck","Lysah.s.Respite","Mawr.Blaidd","Merciless.Armament","Might.is.Right","Mitts","No.Traces","Pride.Before.the.Fall","Prosperity","Rain.of.Chaos","Rain.Tempter","Rats","Rebirth","Scholar.of.the.Seas","Shard.of.Fate","Struck.by.Lightning","The.Aesthete","The.Arena.Champion","The.Artist","The.Avenger","The.Battle.Born","The.Betrayal","The.Blazing.Fire","The.Body","The.Brittle.Emperor","The.Calling","The.Carrion.Crow","The.Cartographer","The.Cataclysm","The.Catalyst","The.Celestial.Justicar","The.Chains.that.Bind","The.Coming.Storm","The.Conduit","The.Cursed.King","The.Dapper.Prodigy","The.Dark.Mage","The.Demoness","The.Doctor","The.Doppelganger","The.Dragon","The.Dragon.s.Heart","The.Drunken.Aristocrat","The.Encroaching.Darkness","The.Endurance","The.Enlightened","The.Ethereal","The.Explorer","The.Eye.of.the.Dragon","The.Feast","The.Fiend","The.Fletcher","The.Flora.s.Gift","The.Formless.Sea","The.Forsaken","The.Fox","The.Gambler","The.Garish.Power","The.Gemcutter","The.Gentleman","The.Gladiator","The.Harvester","The.Hermit","The.Hoarder","The.Hunger","The.Immortal","The.Incantation","The.Inoculated","The.Inventor","The.Jester","The.King.s.Blade","The.King.s.Heart","The.Last.One.Standing","The.Lich","The.Lion","The.Lord.in.Black","The.Lover","The.Lunaris.Priestess","The.Mercenary","The.Metalsmith.s.Gift","The.Oath","The.Offering","The.One.With.All","The.Opulent","The.Pack.Leader","The.Pact","The.Penitent","The.Poet","The.Polymath","The.Porcupine","The.Queen","The.Rabid.Rhoa","The.Realm","The.Risk","The.Road.to.Power","The.Ruthless.Ceinture","The.Saint.s.Treasure","The.Scarred.Meadow","The.Scavenger","The.Scholar","The.Sephirot","The.Sigil","The.Siren","The.Soul","The.Spark.and.the.Flame","The.Spoiled.Prince","The.Standoff","The.Stormcaller","The.Summoner","The.Sun","The.Surgeon","The.Surveyor","The.Survivalist","The.Thaumaturgist","The.Throne","The.Tower","The.Traitor","The.Trial","The.Twins","The.Tyrant","The.Union","The.Valkyrie","The.Valley.of.Steel.Boxes","The.Vast","The.Visionary","The.Void","The.Warden","The.Warlord","The.Watcher","The.Web","The.Wind","The.Wolf","The.Wolf.s.Shadow","The.Wolven.King.s.Bite","The.Wolverine","The.Wrath","The.Wretched","Three.Faces.in.the.Dark","Thunderous.Skies","Time.Lost.Relic","Tranquillity","Treasure.Hunter","Turn.the.Other.Cheek","Vinia.s.Token","Volatile.Power","Wealth.and.Power","Blessing.of.God","Forbidden.Power","The.Breach","The.Deceiver","The.Dreamer","The.Insatiable","The.Iron.Bard","The.Obscured","The.Puzzle","The.World.Eater","A.Dab.of.Ink","Beauty.Through.Death","Boon.of.the.First.Ones","Harmony.of.Souls","Immortal.Resolve","Perfection","The.Admirer","The.Army.of.Blood","The.Beast","The.Cacophony","The.Celestial.Stone","The.Darkest.Dream","The.Dreamland","The.Endless.Darkness","The.Fathomless.Depths","The.Hale.Heart","The.Innocent","The.Jeweller.s.Boon","The.Master","The.Master.Artisan","The.Mayor","The.Nurse","The.Price.of.Protection","The.Professor","The.Rite.of.Elements","The.Sacrifice","The.Samurai.s.Eye","The.Sword.King.s.Salute","The.Twilight.Moon","The.Undaunted","The.Undisputed","The.Wilted.Rose","The.Witch","Three.Voices","Akil.s.Prophecy","Alluring.Bounty","Alone.in.the.Darkness","Arrogance.of.the.Vaal","Azyran.s.Reward","Boon.of.Justice","Buried.Treasure","Burning.Blood","Dark.Dreams","Dark.Temptation","Demigod.s.Wager","Echoes.of.Love","Imperial.Legacy","Monochrome","More.is.Never.Enough","Nook.s.Crown","Pride.of.the.First.Ones","Remembrance","Sambodhi.s.Vow","Seven.Years.Bad.Luck","The.Archmage.s.Right.Hand","The.Bargain","The.Damned","The.Deal","The.Deep.Ones","The.Demon","The.Eye.of.Terror","The.Fool","The.Golden.Era","The.Heroic.Shot","The.Journey","The.Landing","The.Life.Thief","The.Lord.of.Celebration","The.Mad.King","The.Messenger","The.Mountain","The.Old.Man","The.Price.of.Loyalty","The.Primordial","The.Seeker","The.Side.Quest","The.Skeleton","The.Wolf.s.Legacy","Thirst.for.Knowledge","Vanity","Vile.Power","Void.of.the.Elements","Baited.Expectations","Cameria.s.Cut","Deathly.Designs","Divine.Justice","Etched.in.Blood","Friendship","Squandered.Prosperity","Succor.of.the.Sinless","The.Bones","The.Chosen","The.Craving","The.Escape","The.Fishmonger","Underground.Forest"
11,"2017-12-18","Abyss HC","DivinationCard",0.23316,13.07596,0.70193,0.33877,1,1,1,1,0.95754,5,0.99561,0.33,1,0.97667,0.67895,0.4514,1,0.32158,0.33,4,0.66491,3.98965,1,0.88772,1,1,0.70404,4.98368,0.87877,0,0.33,1.50298,1,99.01684,1,0.23316,2,4,0.97175,2.92018,1.32684,0.64754,0.99754,1.99947,1,70,1.05439,1,0.60368,1.31105,26.73193,0.90053,0.34509,0.83,0.5986,0,1,0.75509,0.66053,1.50614,1,17.38667,1.41316,0.93579,0.23316,0.33,1,10,0.57421,0.23316,1.59614,0.86281,0.33,24.3586,3.37456,0.33,0.68456,2,7.49509,3,1,218.87614,0.43912,1,13.07,1,0.64088,0.9986,8.94246,9.50877,0.58053,0.41561,0.44491,148.69263,1,0.45947,28.13456,2,0.78807,0.3514,1,0.26737,0.98737,1.36895,5,0.26018,2,15.92596,0,0.30421,0.99754,0.97561,2.13544,0.23316,26.34649,46.50509,0.23316,1,1,0.67018,0.92298,0.90772,0.23316,0.84842,26.27684,0.96404,0.63614,1,0.67614,1.98737,1.40316,5.53877,2,7.33474,0.66,1,2.9414,1,0.3807,4.49667,0.51754,1,0.45982,4.85754,0.91298,1,5.9114,8,1,2.77596,1,0.33,1,0.80772,1.18474,0.51596,10.72947,13.46316,1,1,1.23684,1,1,1,2.44053,1,9.29895,0.96316,4,0.23316,4.04737,0.91263,0.59912,5.97614,5.46737,0.66421,4.52439,0.98298,1.00246,0.99842,0.64825,0.25386,3,1,0.99298,0.46649,1,0.75561,20.20175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"2017-12-19","Abyss HC","DivinationCard",0.23123,13.23719,0.71386,0.33386,1,1,0.91491,1,0.71281,5,0.99263,0.33228,0,1,0.59211,0.34351,1,0.33228,0.37,3.99737,0.66456,3.94719,1,0.77772,1,1,0.39649,5,0.95877,0,0.55246,1.5,1,99.12,1,0.23123,2,3.70404,0.88579,3,1.02807,0.53053,1,2,1,70,0.88842,1,0.66754,1.78333,28.07825,0.89474,0.44158,0.83649,0.66333,0,1,0.74719,0.68772,1.44965,1,16.19789,1.76316,1,0.23123,0.31088,1,11.17351,0.5414,0.23123,2.85509,0.89088,0.29035,24.7993,2.9986,0.34018,0.59333,1.5207,7.31754,3,1,255.78316,0.47789,1,13.07,1,0.85632,0.81491,10.10333,8.77474,0.64509,0.53175,0.59632,152.36053,1,0.45544,28.58474,1.9193,0.93351,0.44386,1,0.23123,0.82491,1.38281,4.4386,0.30316,2,15.18386,0,0.30351,0.95789,0.82947,3,0.2386,27.10246,46.45491,0.23123,1,1,0.88544,0.99737,0.72211,0.23123,0.51263,27.1593,0.94263,0.72211,1,0.62579,1.64772,1,5.09649,1.96702,7.04088,0.66982,1,2.13175,1,0.50351,4.31105,0.57018,1.00526,0.46018,5,0.94316,1,6.03404,7.60298,1,2.60333,0.93474,0.37825,1,0.82772,1.00789,0.54614,10.74596,13.56211,1,1,1.15649,1,1,1,2.92737,1,9.32,0.81386,4.83439,0.23123,3.87351,0.96842,0.54912,5.23579,6.08175,0.67965,4.02211,1,1,1,0.67544,0.23123,2.70456,1,1,0.40211,1,0.41404,15.8993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,"2017-12-20","Abyss HC","DivinationCard",0.23053,13.5986,0.88947,0.34719,1,1,0.87667,0.97281,0.72702,4.48035,0.94351,0.34719,0,0.94509,0.59281,0.34719,1,0.32351,0.36877,4,0.71105,4,1,0.70105,1,1,0.56386,4.90649,0.91228,499.975,0.98561,1.32456,1,99.12,1,0.23053,2,3.88035,0.91825,2.61404,1.00158,0.38754,1,2,0.99526,70,0.75772,0.99912,0.69719,1.65912,28.91895,0.70719,0.34228,0.80386,0.71509,0,1,0.70772,0.78333,2,0.97193,15.42228,1.96596,0.95772,0.3786,0.30982,1,13.71737,0.69877,0.23053,2.09228,1,0.23053,24.94368,3,0.59719,0.76088,1.39702,7,3,1,298.84421,0.74579,1,14.26842,1,1,0.6486,12.38404,7.88596,0.57982,0.38947,0.82053,164.95368,1.01667,0.4493,30.78947,1.78544,1,0.49491,0.9993,0.23053,0.88526,1.05526,2.89825,0.31772,2,14.07298,0,0.23053,0.93702,0.69614,3,0.27877,28.08053,49.35789,0.2414,1,1,0.92667,0.97544,0.70754,0.23053,0.4414,27.52667,0.96053,0.76,1,0.58842,1.86246,1.05579,5.08684,1.79895,7.01754,0.69456,1,2.42509,1,0.55807,4.56456,0.41211,1,0.45719,4.7386,0.92614,1,5.18386,5.80737,1,2.53035,0.98246,0.57,1,0.75123,1,0.53947,9.04456,12.75842,1,1,1,1,1,1,3.36737,1,9.31807,0.80211,4.46807,0.25526,4.59333,0.9293,0.66439,5.01526,6.4407,0.68982,4,1,1,1,0.69719,0.23053,2.7586,1,1,0.32842,0.97456,0.37895,16.96667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,"2017-12-21","Abyss HC","DivinationCard",0.23246,14.29439,0.9086,0.3693,1,1,0.56351,0.81772,0.99649,4,0.98632,0.37018,0,1,0.66123,0.3693,1,0.30737,0.40298,4,0.53404,4,1,0.74193,1,1,0.74544,4.66754,0.96088,516.74211,1,1.13211,1,97.45333,0.99982,0.23246,2,4,0.79895,2,1,0.37281,1,2,1,70.20702,0.77807,0.99912,0.70684,1.64684,29.0907,0.90895,0.24193,0.86246,0.8086,15.3685,1,0.68298,0.93491,1.98754,0.95035,14.57,1.80053,0.98807,0.49088,0.27754,1,13.92035,0.75211,0.21877,2,1,0.23246,24.63298,3,0.65,0.69965,1.82246,6.90649,2.99895,1,319.84526,0.65421,1,15,1,1,0.74649,13.65105,6.96684,0.65754,0.60947,0.99789,171.48386,1.04789,0.46456,34.17351,1.94316,1,0.76982,0.99825,0.23246,0.48772,1,1.65351,0.23246,2,14.28596,0,0.23825,0.93649,0.68632,3,0.33509,28.55053,51.55211,0.28246,1,1,0.89281,1,0.67579,0.23246,0.43368,28.90649,0.99614,0.95158,1,0.58298,1,1.23895,5.88632,1.70789,7.02246,0.73456,1,2.69807,1,0.7107,4.93351,0.43719,1,0.43895,4.21088,0.9186,1,5.05263,6.36807,1,2.02246,0.86368,0.74614,1,0.73491,0.98246,0.65825,8.98281,11.86877,1,1,1,1,1,1,3.44088,1,9.31,0.83053,3.61018,0.24702,4,0.76035,0.68965,5.70877,5.81439,0.75789,4.3793,1,1.01439,0.99947,0.72211,0.23246,4.35632,1,1,0.43263,0.97649,0.23561,19.29263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"2017-12-22","Abyss HC","DivinationCard",0.235,16.99707,0.73448,0.38759,1,1,0.64448,0.83534,0.88741,4,1,0.40603,0,0.96638,0.59379,0.38759,1,0.235,0.33483,3.93379,0.59379,3.63293,1,0.77983,0.90466,1,0.65845,4.05293,0.98914,417.57,1,1.0431,0.92534,72.02034,1,0.235,2.17948,3.76017,0.80483,1.92586,1.16466,0.48517,0.96086,2,1,71.18,0.80517,1,0.68483,1.67862,28.50621,0.91466,0.32276,0.79586,0.88672,3.15328,1,0.45534,0.92,2.08224,0.75466,11.775,1.95259,0.95172,0.41103,0.35121,1,15.40414,0.70948,0.22828,2,0.99241,0.25207,25.01241,2.99672,0.56552,0.75448,2,6.96328,3,1,325.83655,0.58966,1,15.50862,0.78897,1,0.93431,12.91017,7.06224,0.7331,0.60672,1,175.05483,1.37586,0.52328,33.21672,1.25638,1,0.5631,0.89293,0.2381,0.55414,1,4.35534,0.235,2.05207,14.12638,0,0.2681,0.85707,0.8019,1.99914,0.40724,27.82345,56.26586,0.31569,1,0.71,0.90293,0.99276,0.51845,0.235,0.70707,32.30034,0.98724,0.99655,1,0.48431,0.95793,1,5.93569,1.99759,6.89414,0.72845,1,2.97793,0.65259,0.72862,5.45879,0.51707,1,0.38862,4.50155,0.82897,1,5.28466,7.15345,0.91293,2.69483,0.86431,0.37103,0.88845,0.83534,0.96328,0.71155,8.00138,12.02914,1,1,1,1,1,1,3.84379,1,9.28759,0.5231,4.24207,0.235,4,0.78879,0.56345,5.61517,7.5219,0.4281,4.67966,1,1.335,1,0.63793,0.235,4.60759,1,1,0.36483,1,0.25345,19.91724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"2017-12-23","Abyss HC","DivinationCard",0.23596,17.86298,0.70035,0.40123,1,0.99807,0.92649,0.85491,0.89789,3.94737,1,0.40123,2,0.9314,0.44421,0.40123,1,0.23596,0.2793,4,0.60193,3.85421,1,0.85263,0.80491,1,0.77211,4.17614,0.99982,294.67263,1,1.44053,0.95018,62.41825,1,0.23596,2.25491,3,0.92123,1.95789,1,0.61947,0.9893,2,1,72.72737,0.82439,1,0.66825,0.93825,29.53088,0.86789,0.32474,0.81614,0.86421,1.01193,1,0.47702,0.96158,2.73807,0.63877,9.26,1.95614,0.91842,0.23596,0.41263,1,16.1007,0.87772,0.23509,2,0.74544,0.36947,26.29807,3,0.8293,0.89965,2,7,2.99298,1,340.08544,0.95754,1,17.48737,0.82386,0.99982,0.53649,10.72246,7.31474,0.92281,0.85035,0.94825,181.62263,1.88526,0.51526,31.99702,1.2014,1,0.89421,0.81316,0.34772,0.40737,1,4.66298,0.24789,2.70632,14.31018,0,0.23596,0.83544,0.88667,1.19491,0.78404,28.04491,54.98895,0.32526,0.95965,0.60509,0.8714,0.86719,0.63018,0.23877,0.83123,32.78965,0.95404,0.9993,1,0.50228,0.93877,1,6.5893,1.78316,6.07947,0.76772,0.9986,3,0.41789,0.75211,6,0.59965,1,0.68088,4.4286,0.86754,1,5.45088,6.98246,0.85772,2.9486,0.99772,0.41491,0.28088,0.75439,0.92509,0.78561,8,11.88351,1,1,1,1,1,1,3.97719,1.13737,9.84754,0.46246,4.4314,0.23596,3.52754,0.92404,0.51228,5.04123,7.20596,0.42772,3.29298,0.99982,1.40982,1,0.95877,0.23596,3.45123,1,1,0.23649,1,0.33789,18.92684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"2017-12-24","Abyss HC","DivinationCard",0.24,18.60842,0.72105,0.40263,1,0.9986,0.82035,0.91632,0.97579,4,1,0.41316,0,0.96632,0.66982,0.40439,1,0.24,0.34474,3.98456,0.8793,3.95649,1,0.98474,0.83351,1,0.61807,4,0.98561,291.97105,0.99421,1.00667,0.97439,59.06175,1,0.24,3,3,0.97298,2,1,0.6114,1,2,1,71.78947,0.87579,0.9986,0.5893,1,30.50667,0.84263,0.3914,0.88263,0.82895,1,1,0.58877,1,2.74491,0.73474,9.44649,1.95614,0.9993,0.24,0.41211,1,15.29228,0.99754,0.24,1.89123,0.60982,0.30316,26.67877,2.97684,0.98298,1,2,7,2.7107,1,338.38789,1,1,19.64263,0.85175,0.97684,0.51509,10.69018,7.84789,1,0.86737,0.83351,188.95351,1,0.52316,31.95614,1,1,0.99947,0.77439,0.29579,0.46263,1,2.68614,0.29175,2.67333,15.46772,0,0.24,0.96895,0.88561,1.30596,0.56632,30.85246,56.93421,0.69456,0.97,0.81825,0.87474,0.6814,0.5993,0.24,0.98053,31.55544,0.73368,0.99228,1,0.77035,0.88456,1,6.96439,1.98596,4.80263,0.84842,0.96877,2.86105,0.6,0.86018,6.8,0.90825,0.99965,0.84053,4.99474,0.99298,0.94807,5.58158,7,0.89509,3,1.95228,0.40263,0.63825,0.84018,0.96842,1,8,11.57596,0.9993,1,1,1,1,1,4,1.54474,10,0.51877,5.00579,0.24,2.99439,1,0.54175,5.28719,7.12035,0.48895,3.98842,0.99333,1.40912,1,1,0.24,3.23702,1,1,0.26211,1,0.4014,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"2017-12-25","Abyss HC","DivinationCard",0.24,18.97069,0.78069,0.40259,1,1,0.77414,0.77586,1,4,1,0.48259,0,1,0.45845,0.39534,1,0.24,0.315,4,0.96621,4,0.88983,0.99517,0.86138,1,0.83224,4,0.99224,265.24672,1,1.01931,0.97431,42.12414,1,0.24,2.93052,3,0.9531,1.93672,1,0.68052,1,2,1,71,1,0.99828,0.53776,1.22603,32.39241,0.85207,0.25017,0.89897,0.7481,1,1,0.73034,1,2.23155,0.72621,13.19362,1.95603,0.98724,0.24,0.35707,1,15.26293,1,0.24,2,0.87655,0.36948,27.42638,2.98379,0.97448,1,2,7.01655,2.97207,1,338.49862,1,1,18.30534,0.84345,0.97431,0.45103,9.96138,7.90569,1,0.64914,0.3931,219.93,1,0.42259,31.97621,1,1,0.95052,0.90431,0.26966,0.46983,1,1.47,0.27345,2.49259,15.98655,0,0.24,0.84448,0.98552,1.08,0.56586,31.79086,51.50224,0.72621,0.99741,0.88,1,0.67155,0.70121,0.24,1,33.80017,0.83241,0.99603,1,0.94793,0.94414,1,7,1.99534,4,0.83431,0.81224,2.98328,0.6,0.94759,6.34707,0.99638,1,0.60379,4.8881,1,0.99828,4.55259,6.29586,0.87586,3,1.87552,0.40448,0.51241,0.68793,0.9719,1,7.91914,10.80793,1,1,1,1,0.88552,1,3.87569,1.31569,9.44966,0.48,5,0.24,3,1,0.56379,5.96931,7.67034,0.52379,4,0.96655,1.07845,1,0.82328,0.24,3.97552,0.99069,1,0.2919,1,0.44517,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"2017-12-26","Abyss HC","DivinationCard",0.24,18.26895,0.75246,0.39912,1,0.99737,0.88772,0.81281,1,3.98439,1,0.59789,3,1,0.58737,0.39947,1,0.24,0.24772,4,0.9814,4,0.80298,1,0.88982,1,0.74474,4,1,265.21912,1,1,1,40,1,0.24,2.96175,3,0.91982,1.77263,1,1,0.9986,2,1,66.89474,1,1,0.40158,1.49263,33.41877,1,0.24,0.88754,0.8586,1,1,0.61439,1,3,0.77351,14.7193,1.22684,0.9707,0.24,0.24754,1,15.77456,1,0.24175,2,0.9,0.38333,27.61684,3.00912,0.76719,1,1.98807,7.05684,2.99825,1,345.25281,0.95895,1,21.00263,0.84228,1,0.28316,10.22193,7.67509,1,0.41649,0.30158,248.62018,1.10246,0.47316,28.26088,1,0.99579,0.63053,0.76281,0.42632,0.54298,1,1.47,0.30807,2.51175,16.89211,0,0.2414,0.81702,0.9986,1.08,0.78053,33.85123,54.16404,0.73456,1,0.86772,1,0.77246,0.86368,0.24,1,33.90526,0.99035,0.75439,1,0.95772,0.93333,1,7.00632,1.97474,4,0.77263,0.9307,3,0.6,0.99965,5.9893,1,1,1,4.31281,1,0.85526,4.56947,6.25316,0.88825,3,1.12053,0.48737,0.24,0.38965,0.98053,1,7.30579,11.05912,1,0.98018,1,1,0.82737,0.98404,3.9393,1.9014,5.98316,0.48175,4.97421,0.24,3,1,0.59211,5.99404,7.37912,0.59404,4.24105,0.94368,1.22088,1,0.84649,0.24,3.42281,1,0.99474,0.25789,1,0.49018,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"2017-12-27","Abyss HC","DivinationCard",0.24,17.44123,0.80649,0.39789,1,0.99632,0.94105,0.76509,1,4,1,0.83105,2.77193,1,0.47404,0.41842,1,0.24,0.24561,4,0.91596,3.9307,0.7314,1,0.91912,1,0.40842,4.00456,1,255.79,1,1,1,56.03368,1,0.24,2.9686,3,1,1.71754,1,1,0.95439,2,1,64.60526,2,0.99737,0.46877,1.62491,35.48544,1,0.24,0.86105,0.92912,1,1,0.65842,1,2.34456,0.79877,14.96947,1,0.94509,0.24,0.24,1,15.02526,1,0.24175,2.16526,0.8086,0.59912,28.03947,2.96035,0.84316,1,1.99579,7.85018,3,1,376.83579,0.99035,0.88263,27.12035,0.84579,1,0.3107,11.4386,7.04035,1,0.39789,0.2993,213.98491,2.02596,0.44772,22.90684,1,0.95526,0.41614,0.60281,0.56509,0.56772,1,2.59825,0.33947,2.4493,16.55246,0,0.25228,0.91702,0.97105,0.92842,0.48,34.83509,54.6086,0.42211,1,0.98842,0.92667,0.52649,0.91491,0.24,1,35.98596,1,0.93404,1,1,0.90596,1,7.67211,1.99789,4,0.72,1,3,0,0.97088,6,1,0.82772,1,4.99649,1,0.70421,4.39386,5.84877,0.89439,3.25544,0.83807,0.66263,0.29509,0.47877,0.98439,0.89737,6.63,11.07719,1,1,1,1,0.76,1,4,1.87491,5.42404,0.48807,4.71772,0.24,3,0.8386,0.55526,7.28649,8.28439,0.59754,5.20035,0.99158,1.29912,1,0.88614,0.24,3.36561,1,0.87965,0.24,1,0.24,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
