"Day","Date","League","Type","Acton.s.Nightmare","Caer.Blaidd..Wolfpack.s.Den","Death.and.Taxes","Hall.of.Grandmasters","Hallowed.Ground","Maelstr√.m.of.Chaos","Mao.Kun","Oba.s.Cursed.Trove","Olmec.s.Sanctum","Pillars.of.Arun","Poorjoy.s.Asylum","The.Coward.s.Trial","The.Putrid.Cloister","The.Twilight.Temple","The.Vinktar.Square","Vaults.of.Atziri","Whakawairua.Tuahu","The.Beachhead_T10","The.Beachhead_T15","The.Beachhead_T5","The.Perandus.Manor","Doryani.s.Machinarium","Altered.Distant.Memory","Augmented.Distant.Memory","Cortex","Rewritten.Distant.Memory","The.Beachhead","Twisted.Distant.Memory"
75,"2017-05-16","Legacy","UniqueMap",0.97119,3.6278,0.98034,1.09407,1.9278,0.95356,14.82864,3.57576,0.96932,NA,9.24915,0.98508,61.38407,NA,46.60322,4.01034,0.98034,NA,NA,NA,182.05983,NA,NA,NA,NA,NA,NA,NA
76,"2017-05-17","Legacy","UniqueMap",0.97948,3.64741,0.97552,0.9931,1.81293,0.96569,15.14052,3.39793,0.97828,NA,8.72586,0.9831,59.33328,NA,46.715,4.08,0.97707,NA,NA,NA,178.75897,NA,NA,NA,NA,NA,NA,NA
77,"2017-05-18","Legacy","UniqueMap",0.97508,3.32119,0.9661,1.31508,1.60881,0.97356,14.85186,3.21102,0.96492,NA,8.36593,0.98898,58.43186,NA,47.20203,4.04203,0.95305,NA,NA,NA,173.79288,NA,NA,NA,NA,NA,NA,NA
78,"2017-05-19","Legacy","UniqueMap",0.96475,3.47559,0.9478,1.44763,1.85508,0.96475,15.11797,3.16119,0.96475,NA,8.70797,0.98288,56.63441,NA,47.65763,4.06407,0.93661,NA,NA,NA,176.79949,NA,NA,NA,NA,NA,NA,NA
79,"2017-05-20","Legacy","UniqueMap",0.97983,3.28932,0.97983,1.19373,1.87237,0.98,15.36288,3.25356,0.97932,NA,8.88525,0.99305,54.52017,NA,47.24797,4.10271,0.97864,NA,NA,NA,177.99898,NA,NA,NA,NA,NA,NA,NA
80,"2017-05-21","Legacy","UniqueMap",0.96288,3.36136,0.9661,1.23339,1.59203,0.97186,14.69356,3.28441,0.97203,NA,8.87186,0.98915,57.65254,NA,45.86288,4.19085,0.97085,NA,NA,NA,192.51593,NA,NA,NA,NA,NA,NA,NA
81,"2017-05-22","Legacy","UniqueMap",0.97644,3.74966,0.97881,1.00763,1.5622,0.98,15.27102,3.1961,0.9778,NA,8.58322,0.98119,59.75441,NA,48.13814,4.18203,0.98136,NA,NA,NA,191.38085,NA,NA,NA,NA,NA,NA,NA
82,"2017-05-23","Legacy","UniqueMap",0.96559,3.66,0.97186,1.07017,1.84661,0.95746,15.13797,3.20051,0.95661,NA,8.8639,0.98949,59.91492,NA,45.88136,4.05627,0.97831,NA,NA,NA,182.51051,NA,NA,NA,NA,NA,NA,NA
83,"2017-05-24","Legacy","UniqueMap",0.97932,3.50864,0.89814,1.25373,1.62322,0.97966,12.73712,3.11424,0.98034,NA,9.0061,0.99305,62.22102,NA,46.64644,4.13949,0.98017,NA,NA,NA,178.32424,NA,NA,NA,NA,NA,NA,NA
84,"2017-05-25","Legacy","UniqueMap",0.97345,3.62845,0.96345,1.10621,1.73845,0.96517,14.02172,2.95534,0.98,NA,8.94897,0.98259,62.56741,NA,45.75328,4.3181,0.98,NA,NA,NA,179.0681,NA,NA,NA,NA,NA,NA,NA
85,"2017-05-26","Legacy","UniqueMap",0.9639,3.76881,0.97983,1.03102,1.26593,0.97712,13.83525,2.98559,0.9761,NA,9.19339,0.98085,60.47661,NA,45,4.19356,0.97712,NA,NA,NA,178.57881,NA,NA,NA,NA,NA,NA,NA
86,"2017-05-27","Legacy","UniqueMap",0.96322,3.81593,0.96932,1.23102,1.11542,0.95356,13.35,2.90763,0.92949,NA,8.95881,0.97186,60.1261,NA,45.39983,3.98763,0.97136,NA,NA,NA,183.98576,NA,NA,NA,NA,NA,NA,NA
87,"2017-05-28","Legacy","UniqueMap",0.96051,3.69525,0.96339,1.73983,1.69288,0.96373,13.01508,2.9278,0.9622,NA,8.88085,0.98475,60.01136,NA,45.83814,4.07847,0.96373,NA,NA,NA,180.05136,NA,NA,NA,NA,NA,NA,NA
88,"2017-05-29","Legacy","UniqueMap",0.9581,3.84431,0.94293,1.56414,1.45966,0.95724,13.76259,3.01586,0.95983,NA,8.51103,0.97897,60.01741,NA,47.15741,4.07862,0.94517,NA,NA,NA,176.1431,NA,NA,NA,NA,NA,NA,NA
89,"2017-05-30","Legacy","UniqueMap",0.96831,3.87831,0.96712,1.3322,1.57068,0.96949,14.68068,2.95746,0.97051,NA,9.20949,0.96712,60.0461,NA,46.4239,3.90051,0.96898,NA,NA,NA,171.2639,NA,NA,NA,NA,NA,NA,NA
90,"2017-05-31","Legacy","UniqueMap",0.90881,3.72695,0.94966,1.23458,1.79949,0.94203,14.55593,2.93186,0.92661,NA,9.08695,0.96864,60.38407,NA,46.53237,3.90593,0.95797,NA,NA,NA,169.05627,NA,NA,NA,NA,NA,NA,NA
91,"2017-06-01","Legacy","UniqueMap",0.92305,3.79356,0.87203,1.44729,1.76136,0.93525,14.23203,2.90949,0.92017,NA,9.02119,0.95356,59.84525,NA,45.94237,4.02,0.92254,NA,NA,NA,167.3,NA,NA,NA,NA,NA,NA,NA
92,"2017-06-02","Legacy","UniqueMap",0.91508,3.67864,0.91695,1.20508,1.46932,0.93593,13.51051,2.80966,0.81356,NA,8.98051,0.93983,58.97017,NA,43.84136,3.98407,0.93729,NA,NA,NA,175.46797,NA,NA,NA,NA,NA,NA,NA
93,"2017-06-03","Legacy","UniqueMap",0.91207,3.42155,0.9331,1.09517,1.32362,0.92379,13.70621,2.69931,0.92621,NA,8.9469,0.93983,57.86293,NA,44.94259,3.83707,0.93931,NA,NA,NA,178.28569,NA,NA,NA,NA,NA,NA,NA
94,"2017-06-04","Legacy","UniqueMap",0.8861,3.2139,0.92237,1.10949,1.50661,0.9039,12.66102,2.60847,0.91898,NA,8.81814,0.94017,58.25305,NA,43.51932,3.76966,0.89085,NA,NA,NA,176.67271,NA,NA,NA,NA,NA,NA,NA
95,"2017-06-05","Legacy","UniqueMap",0.87293,3.44086,0.88448,0.99362,1.21276,0.8119,11.94707,2.64276,0.82759,NA,8.90828,0.93034,59.32397,NA,43.94138,4,0.86569,NA,NA,NA,181.97431,NA,NA,NA,NA,NA,NA,NA
96,"2017-06-06","Legacy","UniqueMap",0.83136,3.28,0.86237,1.01627,1.26881,0.87153,12.56373,2.64017,0.88712,NA,8.46085,0.91966,59.45,NA,43.26254,3.96119,0.85085,NA,NA,NA,194.01458,NA,NA,NA,NA,NA,NA,NA
97,"2017-06-07","Legacy","UniqueMap",0.91085,3.26559,0.90797,1.16492,1.72085,0.91085,12.65763,2.83542,0.91085,NA,8.73864,0.94203,60.40356,NA,45.45051,4.09356,0.88661,NA,NA,NA,193.70525,NA,NA,NA,NA,NA,NA,NA
98,"2017-06-08","Legacy","UniqueMap",0.91932,3.28814,0.91932,1.22034,1.32492,0.87356,13.07847,3.06881,0.91441,NA,8.88695,0.98441,63.09288,NA,45.76373,4.01051,0.90593,NA,NA,NA,189.96085,NA,NA,NA,NA,NA,NA,NA
99,"2017-06-09","Legacy","UniqueMap",0.90458,3.21017,0.90797,1.00475,1.16424,0.90237,13.25288,2.74983,0.88186,NA,8.65627,0.90881,59.59814,NA,44.34203,4.02119,0.90203,NA,NA,NA,199.70678,NA,NA,NA,NA,NA,NA,NA
100,"2017-06-10","Legacy","UniqueMap",0.83208,3.28042,0.91104,1.03625,1.485,0.91167,12.67167,2.34667,0.905,NA,8.89729,0.92146,58.8025,NA,44.54271,4.16375,0.89813,NA,NA,NA,200.03083,NA,NA,NA,NA,NA,NA,NA
101,"2017-06-11","Legacy","UniqueMap",0.86231,3.23692,0.86359,1.12256,1.72564,0.87744,11.90923,2.57462,0.87308,NA,8.79769,1.00615,56.18205,NA,42.5841,3.97436,0.86436,NA,NA,NA,197.52615,NA,NA,NA,NA,NA,NA,NA
102,"2017-06-12","Legacy","UniqueMap",0.84975,3.01475,0.7085,1.14575,1.31375,0.713,11.0105,2.68325,0.774,NA,8.775,0.90225,55.64375,NA,44.4595,4.04325,0.88875,NA,NA,NA,199.59775,NA,NA,NA,NA,NA,NA,NA
103,"2017-06-13","Legacy","UniqueMap",0.88103,3.25385,0.86308,1.04,1.43436,0.87436,11.84308,2.80051,0.88641,NA,8.64513,0.94513,54.71128,NA,44.28308,3.90154,0.89744,NA,NA,NA,199.73949,NA,NA,NA,NA,NA,NA,NA
104,"2017-06-14","Legacy","UniqueMap",0.7725,3.2125,0.73025,1.056,1.67325,0.8215,11.98675,2.858,0.77325,NA,8.8135,0.97175,55.84725,NA,44.39,3.8425,0.8905,NA,NA,NA,198.7155,NA,NA,NA,NA,NA,NA,NA
105,"2017-06-15","Legacy","UniqueMap",0.86667,3.16077,0.87077,1.05795,1.83949,0.90282,12.9359,3.05769,0.90308,NA,9.04974,1.10538,54.16051,NA,42.18308,4.01667,0.90308,NA,NA,NA,201.48154,NA,NA,NA,NA,NA,NA,NA
106,"2017-06-16","Legacy","UniqueMap",0.60075,2.9655,0.893,1.03725,1.6905,0.86475,12.3735,2.97075,0.8785,NA,8.9435,1.0575,53.88075,NA,44.6805,3.9135,0.90075,NA,NA,NA,208.2635,NA,NA,NA,NA,NA,NA,NA
107,"2017-06-17","Legacy","UniqueMap",0.88923,2.79897,0.86641,1.06821,1.81128,0.89385,12.21872,2.76949,0.89949,NA,8.75641,0.96128,52.03487,NA,44.0341,3.81051,0.84872,NA,NA,NA,215.50308,NA,NA,NA,NA,NA,NA,NA
108,"2017-06-18","Legacy","UniqueMap",0.91179,2.87333,0.86385,0.97,1.79641,0.84487,11.41538,2.76385,0.91282,NA,8.82282,0.94795,49.55462,NA,42.96513,3.96615,0.91256,NA,NA,NA,209.40923,NA,NA,NA,NA,NA,NA,NA
109,"2017-06-19","Legacy","UniqueMap",0.87825,2.91925,0.881,1.04175,1.6765,0.86575,11.98625,2.96925,0.903,NA,8.84975,0.99875,52.96675,NA,42.219,4.00125,0.89675,NA,NA,NA,204.48225,NA,NA,NA,NA,NA,NA,NA
110,"2017-06-20","Legacy","UniqueMap",0.90538,3.08436,0.90718,1.15667,1.43923,0.83667,12.21256,2.93744,0.90718,NA,9.06256,1.13564,51.93564,NA,42.69821,4.04615,0.90718,NA,NA,NA,214.95128,NA,NA,NA,NA,NA,NA,NA
111,"2017-06-21","Legacy","UniqueMap",0.90925,3.1205,0.893,1.2635,1.69375,0.87225,12.65375,2.96575,0.9055,NA,9.11,0.98875,52.30775,NA,42.85025,3.99425,0.90525,NA,NA,NA,216.356,NA,NA,NA,NA,NA,NA,NA
112,"2017-06-22","Legacy","UniqueMap",0.88333,2.73077,0.91846,1.24821,1.92051,0.86744,12.61615,2.98385,0.88256,NA,9.11436,1.01974,52.4041,NA,40.79385,3.91026,0.90487,NA,NA,NA,215.72051,NA,NA,NA,NA,NA,NA,NA
113,"2017-06-23","Legacy","UniqueMap",0.90175,3.001,0.9045,1.1505,1.80825,0.75325,12.723,2.9015,0.9045,NA,8.79025,0.99125,50.8925,NA,41.1095,3.96975,0.86175,NA,NA,NA,215.63775,NA,NA,NA,NA,NA,NA,NA
114,"2017-06-24","Legacy","UniqueMap",0.84231,2.99769,0.90051,1.10436,1.30564,0.89359,11.86231,2.94026,0.89974,NA,8.77718,0.92231,53.62744,NA,40.27692,4.05077,0.9,NA,NA,NA,222.63179,NA,NA,NA,NA,NA,NA,NA
115,"2017-06-25","Legacy","UniqueMap",0.89385,2.90462,0.88897,1.22179,1.33359,0.89692,11.35974,2.93385,0.89692,NA,8.68744,1.03744,50.88897,NA,40.36949,3.98821,0.8941,NA,NA,NA,203.58641,NA,NA,NA,NA,NA,NA,NA
116,"2017-06-26","Legacy","UniqueMap",0.858,2.67375,0.8685,0.906,1.10475,0.8685,12.18275,2.76675,0.86,NA,8.5315,1.012,49.40275,NA,39.1435,3.514,0.8685,NA,NA,NA,190.42625,NA,NA,NA,NA,NA,NA,NA
117,"2017-06-27","Legacy","UniqueMap",0.87744,2.97923,0.87744,1.08462,1.76821,0.87744,12.93231,2.69487,0.87744,NA,8.60897,1.05769,49.8959,NA,39.70487,3.81692,0.87744,NA,NA,NA,205.01128,NA,NA,NA,NA,NA,NA,NA
118,"2017-06-28","Legacy","UniqueMap",0.87525,2.81325,0.88,1.02875,1.8185,0.88,12.68825,2.6405,0.88,NA,8.6875,1.0195,48.197,NA,40.05475,3.966,0.88,NA,NA,NA,210.16075,NA,NA,NA,NA,NA,NA,NA
119,"2017-06-29","Legacy","UniqueMap",0.85385,2.69385,0.88,1.19385,1.70256,0.88,12.88282,2.12564,0.87949,NA,8.39,1,46.58179,NA,39.62128,4.02513,0.87462,NA,NA,NA,215.06385,NA,NA,NA,NA,NA,NA,NA
120,"2017-06-30","Legacy","UniqueMap",0.87775,2.92075,0.88,1.0165,1.74275,0.88025,13.1985,2.954,0.88,NA,8.677,1.17825,46.832,NA,38.9375,3.9795,0.80275,NA,NA,NA,220.3725,NA,NA,NA,NA,NA,NA,NA
121,"2017-07-01","Legacy","UniqueMap",0.88718,2.50718,0.89692,1.03333,1.79744,0.89692,13.11949,2.78154,0.88923,NA,8.90128,1.27974,46.13282,NA,38.90333,3.4541,0.90359,NA,NA,NA,225.43487,NA,NA,NA,NA,NA,NA,NA
122,"2017-07-02","Legacy","UniqueMap",0.82051,2.33923,0.88872,1.07128,1.71103,0.87641,12.82256,2.89077,0.85103,NA,8.78487,1.15974,48.78923,NA,38.63615,4.02821,0.88872,NA,NA,NA,238.8459,NA,NA,NA,NA,NA,NA,NA
123,"2017-07-03","Legacy","UniqueMap",0.886,2.65075,0.886,1,1.3415,0.886,13.08175,2.9565,0.886,NA,8.8135,1.27675,46.025,NA,38.4315,3.96125,0.886,NA,NA,NA,269.861,NA,NA,NA,NA,NA,NA,NA
124,"2017-07-04","Legacy","UniqueMap",0.82641,2.49692,0.89846,1.00026,1.60308,0.87769,13.55769,2.86897,0.86974,NA,8.87667,1.83179,49.01564,NA,37.95256,4.12333,0.89949,NA,NA,NA,290.21744,NA,NA,NA,NA,NA,NA,NA
125,"2017-07-05","Legacy","UniqueMap",0.8865,2.377,0.9025,1.26375,1.68125,0.90425,13.2415,2.67375,0.9095,NA,8.76525,1.58025,49.877,NA,37.6165,3.9655,0.89275,NA,NA,NA,270.3985,NA,NA,NA,NA,NA,NA,NA
126,"2017-07-06","Legacy","UniqueMap",0.90077,2.63872,0.90205,1.00718,1.74744,0.90205,13.92462,2.72179,0.95308,NA,8.93949,1.49385,49.99744,NA,37.32103,3.9159,0.90205,NA,NA,NA,265.59359,NA,NA,NA,NA,NA,NA,NA
127,"2017-07-07","Legacy","UniqueMap",0.91026,2.7259,0.91026,1.06872,1.9959,0.94231,14.58308,2.82667,0.91462,NA,9.01462,1.41,50.03128,NA,38.61974,4.22282,0.91026,NA,NA,NA,253.32128,NA,NA,NA,NA,NA,NA,NA
128,"2017-07-08","Legacy","UniqueMap",0.90325,2.91375,0.89275,1.32025,1.90075,0.9115,14.773,2.98275,0.9065,NA,8.932,1.512,49.4345,NA,37.1015,3.8525,0.93575,NA,NA,NA,281.1245,NA,NA,NA,NA,NA,NA,NA
129,"2017-07-09","Legacy","UniqueMap",0.89949,3.01462,0.89949,1.20564,1.4659,0.90462,14.64923,2.79436,0.89949,NA,8.73359,1.26154,49.45769,NA,37.55333,4.1441,0.91154,NA,NA,NA,284.12821,NA,NA,NA,NA,NA,NA,NA
130,"2017-07-10","Legacy","UniqueMap",0.89641,3.03872,0.84769,1.0941,1.72923,0.89641,13.76179,2.79513,0.89795,NA,8.81128,1.03846,48.48103,NA,38.47923,4.0041,0.90308,NA,NA,NA,264.55692,NA,NA,NA,NA,NA,NA,NA
131,"2017-07-11","Legacy","UniqueMap",0.81775,2.9085,0.7935,1.286,1.889,0.8885,13.112,2.72175,0.89275,NA,8.7305,1.1115,49.674,NA,39.77975,4.123,0.90075,NA,NA,NA,299.975,NA,NA,NA,NA,NA,NA,NA
132,"2017-07-12","Legacy","UniqueMap",0.86897,2.76744,0.88821,1.02769,1.94821,0.9,11.81128,2.59923,0.9,NA,8.75333,1.14077,50.08436,NA,39.10897,3.77564,0.9,NA,NA,NA,308.60436,NA,NA,NA,NA,NA,NA,NA
133,"2017-07-13","Legacy","UniqueMap",0.84359,2.67538,0.90026,1.29154,1.64923,0.90051,13.40359,2.56667,0.90051,NA,8.72897,1.19051,49.73795,NA,39.57744,4.07949,0.90026,NA,NA,NA,299.9659,NA,NA,NA,NA,NA,NA,NA
134,"2017-07-14","Legacy","UniqueMap",0.89875,2.46875,0.899,1.12575,1.80775,0.899,13.315,2.7295,0.899,NA,8.4405,0.90825,49.2955,NA,40.259,3.96475,0.91525,NA,NA,NA,289.7435,NA,NA,NA,NA,NA,NA,NA
135,"2017-07-15","Legacy","UniqueMap",0.89205,2.68974,0.89795,0.9841,1.78077,0.89795,13.01385,2.76205,0.89795,NA,8.39154,0.92846,48.15718,NA,38.00436,3.97,0.92974,NA,NA,NA,256.30462,NA,NA,NA,NA,NA,NA,NA
136,"2017-07-16","Legacy","UniqueMap",0.9125,2.7315,0.9125,1,1.82925,0.9045,12.93825,2.59375,0.9125,NA,8.866,0.9985,47.81025,NA,38.24325,3.996,0.9125,NA,NA,NA,245.21675,NA,NA,NA,NA,NA,NA,NA
137,"2017-07-17","Legacy","UniqueMap",0.9159,2.91846,0.9159,0.98487,1.96128,0.89026,13.30974,2.76256,0.9159,NA,8.70487,1.00564,47.39846,NA,39.10026,3.80385,0.9159,NA,NA,NA,242.41333,NA,NA,NA,NA,NA,NA,NA
138,"2017-07-18","Legacy","UniqueMap",0.89949,3.04667,0.89949,0.92718,1.9441,0.89949,13.29692,2.68205,0.89949,NA,8.69,1.13718,48.10205,NA,36.15462,3.7459,0.89949,NA,NA,NA,240.1759,NA,NA,NA,NA,NA,NA,NA
139,"2017-07-19","Legacy","UniqueMap",0.88925,3.129,0.904,1.02475,1.98975,0.9075,13.469,2.7225,0.9075,NA,8.8345,1.09925,49.58,NA,35.89025,3.80925,0.9065,NA,NA,NA,240.78575,NA,NA,NA,NA,NA,NA,NA
140,"2017-07-20","Legacy","UniqueMap",0.90154,2.86103,0.88359,0.98872,1.95026,0.90718,13.62359,2.71359,0.90718,NA,8.89,0.99359,48.90205,NA,36.12487,3.96487,0.90923,NA,NA,NA,230.96359,NA,NA,NA,NA,NA,NA,NA
141,"2017-07-21","Legacy","UniqueMap",0.8105,2.91375,0.817,0.9815,1.8355,0.89,13.155,2.42325,0.89,NA,8.637,0.984,49.355,NA,35.597,3.94925,0.894,NA,NA,NA,252.71475,NA,NA,NA,NA,NA,NA,NA
142,"2017-07-22","Legacy","UniqueMap",0.8441,2.88436,0.88795,1.06256,1.84949,0.89103,13.33436,2.51333,0.89128,NA,8.28718,0.97846,49.73949,NA,35.52154,3.83051,0.89615,NA,NA,NA,258.17026,NA,NA,NA,NA,NA,NA,NA
143,"2017-07-23","Legacy","UniqueMap",0.6065,2.84375,0.79125,1.05375,1.71025,0.88825,13.17625,2.498,0.88725,NA,8.62325,1.02,46.64775,NA,35.8235,3.88575,0.8675,NA,NA,NA,260.686,NA,NA,NA,NA,NA,NA,NA
144,"2017-07-24","Legacy","UniqueMap",0.66897,2.82205,0.81821,0.95641,1.99718,0.9,12.72923,2.58308,0.86282,NA,8.42974,0.98949,48.61308,NA,36,3.91333,0.83051,NA,NA,NA,260.05949,NA,NA,NA,NA,NA,NA,NA
145,"2017-07-25","Legacy","UniqueMap",0.857,2.59175,0.8825,1.204,1.79325,0.89075,12.418,2.23075,0.8955,NA,8.9305,0.9695,49.95,NA,35.80075,3.90725,0.92825,NA,NA,NA,214.82425,NA,NA,NA,NA,NA,NA,NA
146,"2017-07-26","Legacy","UniqueMap",0.86231,2.66333,0.87949,1.00308,1.94231,0.8759,12.95744,2.42436,0.87949,NA,8.77256,0.92256,48.47769,NA,35.24641,3.97641,0.88154,NA,NA,NA,292.93128,NA,NA,NA,NA,NA,NA,NA
147,"2017-07-27","Legacy","UniqueMap",0.8555,2.32525,0.85175,1.06975,1.83225,0.8555,12.96275,2.10925,0.8555,NA,8.2875,1.256,45.2525,NA,34.58825,3.9615,0.854,NA,NA,NA,305.9035,NA,NA,NA,NA,NA,NA,NA
148,"2017-07-28","Legacy","UniqueMap",0.85026,2.22487,0.84974,1.15385,1.34487,0.85026,12.78205,2.49923,0.85231,NA,8.52179,1.05538,45.60538,NA,35.67923,3.89564,0.76179,NA,NA,NA,311.49872,NA,NA,NA,NA,NA,NA,NA
149,"2017-07-29","Legacy","UniqueMap",0.79375,2.2315,0.7835,1.1895,1.38775,0.771,11.93425,2.478,0.811,NA,8.58375,1.3005,46.10175,NA,35.66525,3.3245,0.9,NA,NA,NA,380.128,NA,NA,NA,NA,NA,NA,NA
150,"2017-07-30","Legacy","UniqueMap",0.81077,2.54026,0.78154,1.0259,1.85179,0.7959,11.51564,2.2959,0.81974,NA,7.87077,1.16923,45.12641,NA,35.85667,3.62692,0.85513,NA,NA,NA,416.46256,NA,NA,NA,NA,NA,NA,NA
151,"2017-07-31","Legacy","UniqueMap",0.75053,2.69684,0.77868,1.08579,1.95289,0.78158,11.69789,2.44316,0.80421,NA,7.76263,1.02474,49.94263,NA,36.29579,3.54158,0.77158,NA,NA,NA,425.33947,NA,NA,NA,NA,NA,NA,NA
1,"2019-06-07","Legion","UniqueMap",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1081,0,NA,NA,NA,NA,NA,NA
2,"2019-06-08","Legion","UniqueMap",3.98227,7,2.9887,3,4,2.87065,11.305,6,3,2,7,6,19.055,10.94696,10,9,2,16.01,37.85,7,18,50,NA,NA,NA,NA,NA,NA
3,"2019-06-09","Legion","UniqueMap",3,5.33,2.57308,2,4.99972,2,10,5,2,2,7,5,20,9,7,7,1.99944,10.04818,32.33096,7,29.28045,20,NA,NA,NA,NA,NA,NA
4,"2019-06-10","Legion","UniqueMap",3,4,3,2,4,2,10,4.47515,2,2,7,5,30,8,7,7,1,12.61579,29,8,45.39899,20,NA,NA,NA,NA,NA,NA
5,"2019-06-11","Legion","UniqueMap",3,4,3,2,4,1.55,11,4,1.56,2,10,5,33,10,7.31,7,1,13.97,29,10,44,29,NA,NA,NA,NA,NA,NA
6,"2019-06-12","Legion","UniqueMap",3,3,2.08,2.98505,4,1.3,10,2.86,1.3,1.3,6.5,5.2,40,10,7.69,5.2,1,14,34,12,69.1702,33.78,NA,NA,NA,NA,NA,NA
7,"2019-06-13","Legion","UniqueMap",2.43,2.43,2.02515,2.64,3.78,1.08,8.1,2.7,1.35,1.08,5.34525,4.15505,41,12,8.36,5.4,1,15,33.5103,13,75,40,NA,NA,NA,NA,NA,NA
8,"2019-06-14","Legion","UniqueMap",2.32,2.24,2,2.8,3.64,1.12,8.7,2.8,1.16,1.12,5.8,4.2,40,12,9,5.51,1,14,32.32566,13,63.2604,48,NA,NA,NA,NA,NA,NA
9,"2019-06-15","Legion","UniqueMap",2.17,2.1,2.03,2.7,3.41,1,8.99,2.61,1.2,1.09005,5.8,4.2,40,13,9.69583,5.1,1,15,31.16015,10,65,49.77848,NA,NA,NA,NA,NA,NA
10,"2019-06-16","Legion","UniqueMap",2.48,2.17,2.06005,3,3.52,1,9.3,2.48,1.2,1.19005,6.2,4.34,40,14,9.33844,5.44,1,15,33.5704,10,68,50.01546,NA,NA,NA,NA,NA,NA
11,"2019-06-17","Legion","UniqueMap",2.56,2.31,2.29515,3.23515,3.63,1,10.8202,2.64,1.32,1.32,6.86535,4.8,45,15,7.38,6.2901,1,15,35.6902,11,72,65,NA,NA,NA,NA,NA,NA
12,"2019-06-18","Legion","UniqueMap",2.87,2.80035,2.47005,3.8,4.3,1,12,2.8,1.5,1.48,7.4,5.7,50,16.8602,9,7.31,1,15.99741,38,14,75.73136,69,NA,NA,NA,NA,NA,NA
13,"2019-06-19","Legion","UniqueMap",2.99005,2.76,2.58,4,5,1,11.50015,2.81005,1.76,1,7.69025,6.5101,52.70005,17.86,8.78,7.52,1,18,39.47101,14,80,70,NA,NA,NA,NA,NA,NA
14,"2019-06-20","Legion","UniqueMap",3,2.88,2.88,4,5,1,11,2.88,1.01505,1,7.0401,6.37,53.55101,18.24,9,7.68,1,20,39.9401,15,84,89,NA,NA,NA,NA,NA,NA
15,"2019-06-21","Legion","UniqueMap",3,2.45,2,4,5,1,11,2.62051,1,1,6.88515,5.30061,48.93545,17.85,9,7.35,1,20,39.86545,15.49737,85,95,NA,NA,NA,NA,NA,NA
16,"2019-06-22","Legion","UniqueMap",3,2,2,4,4.4802,1,10,2,1,1,6.50505,5,50,17.6501,9,7.35,1,19.35505,38.52071,12,81.09202,95,NA,NA,NA,NA,NA,NA
17,"2019-06-23","Legion","UniqueMap",2.94,2,2,4,5,1,10.24005,2,1,1,7,6,55,18.02005,9.49,8.90051,1,20.00222,40,18,88,90,NA,NA,NA,NA,NA,NA
18,"2019-06-24","Legion","UniqueMap",3,2,2,4,4,1,10.9801,2,1,1,7,6.5704,60,19,27.11,9,1,20,45.00424,15,99.43273,90,NA,NA,NA,NA,NA,NA
19,"2019-06-25","Legion","UniqueMap",2.4601,2,2,4,4,1,10,2,1,1,7,7,65.39737,19,28.31,10,1,20,50,14,103.71404,94.36515,NA,NA,NA,NA,NA,NA
20,"2019-06-26","Legion","UniqueMap",2,2,2,3.9301,4,1,10,2,1,1,7,7,70,19,27.96,10,1,23.5401,50,14,110,116.6352,NA,NA,NA,NA,NA,NA
21,"2019-06-27","Legion","UniqueMap",2,2,2,3,4,1,8,2,1,1,7,7,70,19,27.963,8.82505,1,23.2301,49,15,100,140.48596,NA,NA,NA,NA,NA,NA
22,"2019-06-28","Legion","UniqueMap",2,2,2,3,4,1,12.3403,2,1,1,7,7,70,19,28.395,9.38237,1,25,47.81005,18.4701,100,140.6703,NA,NA,NA,NA,NA,NA
23,"2019-06-29","Legion","UniqueMap",2,2,2,3,4,1,10.05025,2,1,1,7,7,71.19121,19,27.98026,8,1,29,52.65081,20,99,139.96005,NA,NA,NA,NA,NA,NA
24,"2019-06-30","Legion","UniqueMap",2,2,2,3,4,1,10,2,1,1,7,7,65,20,29.28611,7.28,1,28,50.47126,20,98.65076,120.00843,NA,NA,NA,NA,NA,NA
25,"2019-07-01","Legion","UniqueMap",2,2,2,3,4,1,10,2,1,1,7,6.89,68,20,29.07,7,0.98,28,52,11,94,125,NA,NA,NA,NA,NA,NA
26,"2019-07-02","Legion","UniqueMap",2,2,2,3,4,1,10,1.96005,1,1,7,6.97015,70,19,29.48,7,0.96,28,50,17,90,128.39,NA,NA,NA,NA,NA,NA
27,"2019-07-03","Legion","UniqueMap",2,1.8,1.81505,3,4,1,9,1.95,1,1,7,6.15525,70,18,30,7,0.9,28,50,16,90,130,NA,NA,NA,NA,NA,NA
28,"2019-07-04","Legion","UniqueMap",1.8701,1.9302,1.98005,3,4,0.97,9.99005,1.76,1,1,7,6,70.23227,18,29.45,7,0.85,20.81,50,15,95.11409,135,NA,NA,NA,NA,NA,NA
29,"2019-07-05","Legion","UniqueMap",1.95,1.94,1.68005,3,4,1,10,1.64,1,1,7,6,73.9801,17,29.2,7,0.82,20.77,50,15,110,163.8,NA,NA,NA,NA,NA,NA
30,"2019-07-06","Legion","UniqueMap",1.86005,1.95,1.8,3,4,1,10,1.8,1,1,7.65005,6.44025,74,18,29.90387,7,0.77005,20.23,50.41056,15,111.7301,185.97081,NA,NA,NA,NA,NA,NA
