"Date","League","Type","Atziri.s.Promise","Blood.of.the.Karui","Coruscating.Elixir","Divination.Distillate","Doedre.s.Elixir","Dying.Sun","Forbidden.Taste","Kiara.s.Determination","Lavianga.s.Spirit","Lion.s.Roar","Rotgut","Rumi.s.Concoction","Taste.of.Hate","The.Overflowing.Chalice","The.Sorrow.of.the.Divine","The.Writhing.Jar","Vessel.of.Vinktar","Witchfire.Brew","Zerphi.s.Last.Breath","Coralito.s.Signature","Sin.s.Rebirth","Soul.Catcher","Soul.Ripper","The.Wise.Oak","Cinderswallow.Urn","Bottled.Faith","NA."
2019-03-08,"Standard","UniqueFlask",1,14.12879,1,1,0.32,113.96,0.37,1,4,2.7501,0.37,2,42.07556,0.4601,0.37,3,10,1.60525,20.89,1,159.63505,0.58,4230.36607,7,80,0,0
2019-03-09,"Standard","UniqueFlask",0.75,10,1,1,0.34,116.48015,0.36,1,5,2.29,0.36,2,45,0.36,0.36,3,10,1.1301,29.61,1,160.1604,1,4063,6.36005,99.18,0,0
2019-03-10,"Standard","UniqueFlask",1,10,1,1,0.36,126.35051,0.36,1,5,3,0.36,2,45,0.36,0.36,3,11.65,2,30,1,154.74,0.98,3904.30769,7.85,82.77,0,0
2019-03-11,"Standard","UniqueFlask",1,15.58,1,1,0.37,120.8501,0.37,1,5,2.94,0.37,2,45,0.37,0.37,3,10.57,2,27.79,1,154.96,1,3903.63462,10,100,0,0
2019-03-12,"Standard","UniqueFlask",1,20,1,1,0.38,119.77,0.38,1,5,3,0.38,2.50556,45,0.38,0.38,4,10,2,30,1,154.4501,0.90505,3881.54,10,100,0,0
2019-03-13,"Standard","UniqueFlask",1,23.00141,1,1,0.37,120,0.37,1,4.88,3,0.37,4,48.44,0.37,0.37,4.00318,10,2,30,1,153.57,0.75005,3865.77208,8,99.85,0,0
2019-03-14,"Standard","UniqueFlask",1,21.96,1,1.33,0.37,119.98515,0.37,1,5,3.29,0.46,3,49,0.48,0.37,4,10,3,33.24,1,155.00515,1,4018.734,8,100,0,0
2019-03-15,"Standard","UniqueFlask",1,26.03,1,2,0.37,120,0.37,1,5,3.93,0.39,3,50,0.72,0.40505,4.05,10,3,33.76,1,155.03,1,4030.78,8,126.7,76546.84,0
2019-03-16,"Standard","UniqueFlask",1,30,1,2,0.37,100.57015,0.74,1,5.84,3,0.37,3,50,0.84,0.39,2.18212,12,2.1404,33.95,1,156.3301,1,4054.5375,9.52005,132.91081,0,0
2019-03-17,"Standard","UniqueFlask",1,29.54,1,2,0.37,100,0.53,1,5,3,0.37,3,48.47152,0.37,0.43,2.07,10,3,34.32,1,185.58177,1,4071.08,9.89056,141.69015,0,0
2019-03-18,"Standard","UniqueFlask",1,29,1,2,0.37,100,0.45,1,5,3.30141,0.37,3,45,0.37005,0.37,2,10,3,46.91,1,197.78,0.92,4092.66,10,154.4904,0,0
2019-03-19,"Standard","UniqueFlask",1,35,1,2,0.38,95.59212,0.38,1,5,3.84025,0.39,3,46.95,0.52005,0.38,2,13.29051,3,35.43,1,236.16,1,4080.55818,9.39005,136.32212,0,0
2019-03-20,"Standard","UniqueFlask",1,31.04,1,2,0.38,90,0.38,1,6.91,4,0.38,3,49,0.76,0.38,2,19.97934,2.58056,35.93,1,234.81,0.68,4102.4,8.47005,139.42,0,0
2019-03-21,"Standard","UniqueFlask",1,34.09753,1,2,0.38,90,0.38,1,5.43,4,0.38,3,49.78056,0.76,0.39,2.17005,18.03562,2,36.8,1,235.0003,0.67015,4019.22,7.42,131.38,0,0
2019-03-22,"Standard","UniqueFlask",0.76,37.92182,1,1.73515,0.38,99.21505,0.38,1,6.65,3,0.38,3.31,50,0.67,0.4,2,19.61,2,37.85,1,235.97,1,3468.65,8.9901,146.51111,0,0
2019-03-23,"Standard","UniqueFlask",1,30,1,1.96,0.39,100,0.61,1,7.24071,4.01,0.39,4.38,45,0.39,0.39,4.16,23.24,2,48.8,1,223.2,1,3400.12,9,157.52,0,0
2019-03-24,"Standard","UniqueFlask",1,29.70566,1,1,0.39,98,0.56,1,5,4.08515,0.55,2,40.43939,0.73,0.39,3.26,15.3,2,42.47,1,180.86515,1,3408.97,8.36,157.52,0,0
2019-03-25,"Standard","UniqueFlask",1,30,1,2,0.39,95.0303,0.39,0.94,5,4.02515,0.65,2,40,0.55505,0.39,3,12.84764,3,45,1,187.50828,0.95,3536.71143,9,128.65404,0,0
2019-03-26,"Standard","UniqueFlask",1,30,1,2,0.4,90,0.47,1,5,3,0.45,3,40,0.73,0.72,3,13.96,2,45,1,190.85,1,3521.37,7.94,99.75525,0,0
2019-03-27,"Standard","UniqueFlask",1,30,1,1.27,0.39,91.78596,0.39,1,5,3,0.39,2.68,42.67,0.51,0.45,3,14.74,3,45,1,190.13,0.95525,3371.61667,8.4401,99.29717,23488.5,0
2019-03-28,"Standard","UniqueFlask",1,29.0302,1,2,0.39,90,0.39,1,5.25556,4,0.39,3,45,0.44,0.39,3,17.05,3,45,1,178.76,0.7,3234.38,9,99.76131,23553,0
2019-03-29,"Standard","UniqueFlask",1,30,1,2,0.39,95,0.39,1,5.06,4,0.58,2,43.17045,0.39,0.39,3,17.74,3,45,1,179.71,0.78,3234.21429,10,88.44343,23491.5,0
2019-03-30,"Standard","UniqueFlask",1,30,1,2,0.39,94.06,0.39,1,5,4,0.43,2.46525,40,0.39,0.39,4.49,12.62,3,39.75,1,162.3,0.78,3267.23,9.65,75.9,23577,0
2019-03-31,"Standard","UniqueFlask",1,30,1,2.98515,0.39,88.46111,0.39,1,5,3.79545,0.46,1.9,50,0.39,0.39,4,15.6,2.7804,30,1,157.02,1,3113.81,9,100,23478,0
2019-04-01,"Standard","UniqueFlask",1,30,1,2,0.39,84.97505,0.39,1,5,3,0.39,2,50,0.39,0.39,4,14.19933,2.51,30.0404,1,156.41535,1,3111.9335,8,100,12513.9,0
2019-04-02,"Standard","UniqueFlask",1,30,1,2,0.39,89.50091,0.39,1,4.93,3,0.39,3,50,0.39,0.4,3,13.83333,3,31.76,1,154.63535,0.80505,3053.44667,7,100,12359.2,0
2019-04-03,"Standard","UniqueFlask",1,30,1,2,0.39,89.15,0.39,1,5,3,0.48,2.54505,54.71,0.39,0.41505,3,14.12,3.23505,28.59131,1,154.45,0.76,3049.63111,8,117.31747,9332.4,0
2019-04-04,"Standard","UniqueFlask",1,30,1,2,0.39,87.82,0.39,0.78,6,3,0.5,3,50,0.39,0.39,4,15,4,30,1,152.74505,0.64,3031.55,7,100,20464.92,0
2019-04-05,"Standard","UniqueFlask",1,28.1,1,2,0.39,85,0.46,0.99,6.75,3.28,0.39,2,49.26,0.39,0.39,2.86,15,3,30,1,148.8401,0.64,3017.682,8,133.41,20091.28,0
2019-04-06,"Standard","UniqueFlask",1,30,1,1.2,0.39,80,0.64,1,6,4,0.39,2.39,49.5302,0.39,0.39,4,15,2,30,1,182.88212,0.71,3015.02,9,100,10342.09,0
2019-04-07,"Standard","UniqueFlask",1,30,1,1,0.38,76.36141,0.38,1,8,3.92,0.38,2.96525,49.04,0.63,0.38,3.01,20,2.92515,26.64697,1,227.32,0.68,3012.03,9,99.08,12295.53,0
2019-04-08,"Standard","UniqueFlask",1,34.24,1,1.69,0.39,80,0.39,1,8.4,3,0.39,3,48.27,0.63,0.39,2.81005,27.75,2.54,25,1,227.19,0.39,2984.22,9,80,11586.69,0
2019-04-09,"Standard","UniqueFlask",1,35,1,2,0.39,80,0.39,1,9,4,0.39,3,49.50566,0.65,0.39,3.07,22.64,2,25,1,226.2,0.54,3010,7.22505,80.51,11541.56,0
2019-04-10,"Standard","UniqueFlask",1,30,1,2,0.39,84.34101,0.39,1,8,4,0.5101,2.7702,50,0.62,0.39,2,23.68,2,25,1,217.06,0.83,2967.27636,6.99,100,11156.25,0
2019-04-11,"Standard","UniqueFlask",1,33.25,1,2,0.38,80,0.38,1,7,4,0.38,2.13005,50,0.38,0.38,3,22.43,2,28.44,1,222.99015,1,2818.28,7.12,97.71,11139.75,0
2019-04-12,"Standard","UniqueFlask",1,31.02525,1,2.92,0.38,80,0.4102,1,5,4,0.38,2,45.66,0.38,0.38,3.57,30,3,30,1,223.2,0.92,2791.98,8,93.25,12224.92,0
2019-04-13,"Standard","UniqueFlask",1,22.21,1.04,2,0.38,80,0.61,1,5,4,0.38,2,45,0.38,0.38,3,30,2,30,1,222.71,0.9602,2632.15,7.00025,80,12192.09,0
2019-04-14,"Standard","UniqueFlask",1,26.1899,1,2,0.38,80,0.38,1,5,4,0.38,2,45,0.38,0.38,3,30,2,29.55455,1,199.38,0.62505,2738.65,9,75.87,11868.29,0
2019-04-15,"Standard","UniqueFlask",1,30,1,2,0.38,80,0.38,1,5,3.22,0.38,2.71,48.38056,0.38,0.38,3,30.88,2,25,1,201.85,1,2660.91,8.59071,70,11868.29,0
2019-04-16,"Standard","UniqueFlask",1,30,1,2,0.38,89,0.38,1,5,4,0.38,3,50,0.38,0.38,4,30,3,29.87,1,221.98,1,2648.63,9,80,11835.53,0
2019-04-17,"Standard","UniqueFlask",1,30,1,2,0.38,84.83,0.38,1,5,4,0.38,3,50,0.38,0.38,3.57,30,3,25.71,1,218.78,1,2672.39,9,75,11502.52,0
2019-04-18,"Standard","UniqueFlask",1,30,1.82,2,0.38,90,0.38,1,5,4,0.38,3,45,0.38,0.38,4,30.95,3,25,1,222.8,1,2676.24,7,75.74,11556.15,0
2019-04-19,"Standard","UniqueFlask",1,30,1.24,1,0.38,90,0.38,0.76,5.75,3.93,1,3,47.02,0.38,0.38,4,42.14,3,21.3903,1,199.49015,0.77086,2671.3695,8,79.30066,11561.59,0
2019-04-20,"Standard","UniqueFlask",1,30,1,1,0.38,89.24,0.44505,0.77,5,3.37,0.98,2.48,40.99,0.38,0.38,3.41,32.74,2,22.96,1,200,0.81,2572.17,8,75,11172,0
2019-04-21,"Standard","UniqueFlask",1,30,1,1,0.38,80,0.49,1,5,2.7001,0.76,2,35.28,0.52005,0.38,3,32.38,2,20,1,200,1,2574.61,8.53,71.80005,9422.68,0
2019-04-22,"Standard","UniqueFlask",1,30,1.05,1,0.38,78.98,0.6,1,5.1,4,0.43,2,39.74,0.64,0.38,4,35,2,20,1,200.69,0.78,2329.62714,9,70,8941.8,0
2019-04-23,"Standard","UniqueFlask",1,22.24,1,1.79005,0.38,80,0.38,1,5,4,0.8,2,37.77,0.95,0.38,3,35.33,2,20,1,220.7101,1,2552.16143,9,65,8945.5,0
2019-04-24,"Standard","UniqueFlask",0.76,20.58,1,2,0.38,80,0.38,1,5,4,0.38,2,39.36,0.96,0.38,3,34.34,1.99005,20,1,211.28,0.38,2566.32,8,70,8303.35,0
2019-04-25,"Standard","UniqueFlask",1,20,1,2,0.38,88.21051,0.38,1,5.79,3.69505,0.38,2.56,39.45,0.76,0.38,2.1901,20.95,2,20,1,212.3,0.99,2447.09,7.01,75.78,8330.3,0
2019-04-26,"Standard","UniqueFlask",0.79005,20,1,1,0.38,88.07025,0.38,1,5,4,0.38,3,40,0.78,0.38,2.52,25.19,2,20,1,214.7302,1,2456.14,8.01015,78.44444,7829.88125,0
2019-04-27,"Standard","UniqueFlask",1,22.91586,1,1,0.38,92.57172,1,1,6.57,4.0101,0.38,3,39.9604,0.38,0.38,3.0903,28.69,2,20,1,228.04,1,2387.22281,7.5199,80,7860.11,0
2019-04-28,"Standard","UniqueFlask",1,23.13,1,1,0.39,90.73086,0.88,1,5,4,0.46,2,38.11,0.39,0.39,3.18,20.92,2,20,1,222.40652,1,2384.55,9.00081,85.71889,7904.87,0
2019-04-29,"Standard","UniqueFlask",1,25,1,3,0.39,91.31,0.85,1,5,4,0.56,2,39.05,0.39,0.39,3.94,15,2.87,20,1,222.13,1,2351.39533,8.91525,82.54,8679.17,0
2019-04-30,"Standard","UniqueFlask",1,29.4,1,2,0.39,90,0.87,1,5,3.51076,0.57,2.97,37.47,0.39,0.39,4,15,2.11,20,1,198.22096,1,2429.11188,7.4103,78.56182,12357.86667,0
2019-05-01,"Standard","UniqueFlask",1,29.99005,1,2,0.39,99.6903,0.94005,1,5,3,0.51005,3,35,0.51,0.39,3.95005,20.64,2.36,20,1,201.33,1,2376.46,7.97015,79.77076,11741.98,0
2019-05-02,"Standard","UniqueFlask",1,30,1,2,0.39,99.94556,0.39,1,5,4,0.4,2.5502,30,0.39,0.39,4,23.14,2.4,20,1,201.91,1,2375.07,9.1501,80,11733.435,0
2019-05-03,"Standard","UniqueFlask",1,26.77,1,4,0.4,90,0.4,1,5,4,0.57,3,30,0.4,0.58,4,22.44,2.5701,20,1,217.5747,0.89,2624.53,8,100,5053.547,0
2019-05-04,"Standard","UniqueFlask",1,28.23172,1,2.33,0.39,80,0.66,1,5,4,0.4,2,30,0.39,0.4,4,20.51,2,20,1,215.57,0.88,2628.16,9,136.06,3682.4675,0
2019-05-05,"Standard","UniqueFlask",1,26.92091,1,2.2202,0.4,96.60631,0.71,1,5,4,0.4,1.8501,30,0.4,0.4,4,29.12,2.3,20,1,191.56,1,2582.3,5,148.53,2682.33,0
2019-05-06,"Standard","UniqueFlask",0.93005,20.97061,1,2,0.4,97.0204,0.70005,1,4,4,0.4,2,40,0.4,0.4,4,24.51,2,20,1,220.5202,1,2760.46,7.52,131.81096,2587.94,0
2019-05-07,"Standard","UniqueFlask",1,25,1,2,0.4,95,1,1,3,3.93,0.53505,2,40,0.4,0.4,3.96,30,2.25525,22.99,1,174.27,1,3036.55,9.57515,137.81,11882.4,0
2019-05-08,"Standard","UniqueFlask",1,25,1,3.51,0.4,95,1,1,3,4,0.4,2,40,0.62,0.4,4,21.09,3,25,1,182.86515,1,3032.64,7.29,148.53,12167.8,0
2019-05-09,"Standard","UniqueFlask",1,25,1.48,3,0.4,90,1,1,3.24,3,0.4,2,40,0.64505,0.41,3.44,28.95,3,23.51,1,195.6,1,3261.805,8,148.96,12231.44,0
2019-05-10,"Standard","UniqueFlask",1,21.38,2,2,0.4,90,0.93,1,4,4.25657,0.4,2,40,0.65,0.64505,4,30,3,23.54,1,189.46071,1,3277.12,8.62515,148.96,3861.4625,0
2019-05-11,"Standard","UniqueFlask",1,22.01,2,2,0.41,81.2,1,1,4,4,0.41,2,39,0.71,0.41,3,25,3,33.23,1,193.77061,0.6203,3220.275,9,112.76313,3878.43,0
2019-05-12,"Standard","UniqueFlask",1,25.23,2,2,0.41,90,1,1,4,3,0.41,2,39,0.59,0.41,4,25,3,37.39899,1,193.79,0.68,3218.20111,9.7201,100,3929.32,0
2019-05-13,"Standard","UniqueFlask",1,27.93,2,2,0.4,80,0.74,1,3.4,4,0.4,2.1602,39.98,0.4,0.4,4.68,27.68,3,35,1,195,0.81,3206.90111,10,100,3916.3125,0
2019-05-14,"Standard","UniqueFlask",1,28.88626,2,2,0.4,90,0.6901,1,4,4,0.5001,2,39.9002,0.4,0.4,3.72,25.26,3,35,1,207.46667,0.5,2971.19,8,100,4808.18,0
2019-05-15,"Standard","UniqueFlask",1,29.49,2,2,0.4,90,0.8,1,4,4.03,0.57,2,39.88,0.4,0.4,4,29.24,3,35,1,216.4401,0.90005,3183.63,8,100,4808.18,0
2019-05-16,"Standard","UniqueFlask",1,30,2,2,0.4,85,0.81,1,4.6701,4,0.78,2,38.78,0.41,0.4,5,27.42,2,38.49,1,209.93,0.96505,2869.57,8,150.04081,4800.22,0
2019-05-17,"Standard","UniqueFlask",1,30,2,1.2,0.4,80,0.7,1,4,4.30576,0.9,2.03,39.12,0.4,0.4,4.04,27.25,2,40.32,1,201.3,1,2873.237,8,145,3596.27,0
2019-05-18,"Standard","UniqueFlask",1,30,2,2.54,0.41,90,0.76005,1,4,4,0.72,2,39.99,0.41,0.41,3,20.34,2.27,44.05,1,185.70081,1,3017.61,8,100,3761.1,0
2019-05-19,"Standard","UniqueFlask",1,25,2,2,0.41,90,0.41,0.98,4,4.40505,0.66505,2.72,41.98909,0.41,0.41,2.42,30,2.26,40,1,188.7,1,3017.61,8,95.4,3761.5625,0
2019-05-20,"Standard","UniqueFlask",1,25,2,2,0.42,95,0.42,0.86,4.47,3.51,0.76,2.66005,45,0.42,0.42,2.92,40,3,40,1,152.36005,1,3024.28111,8,90,4681.257,0
2019-05-21,"Standard","UniqueFlask",1,25,2,2.62,0.42,94.95051,0.42,0.98,4,4,1,2.95505,40,0.42,0.42,2.05,31.39,3,44.2804,1,151.46505,0.93505,3019.26,8,83.54,4446.68,0
2019-05-22,"Standard","UniqueFlask",1,25,1.42,2.37,0.42,90,0.75,1,5,3.55,1,3,40,0.42,0.42,2.65,27.99,3,44.93566,1,151.46,1,2993.23,8.79586,87.29232,4446.68,0
2019-05-23,"Standard","UniqueFlask",1,25,1,2.32,0.42,84.10056,1,1,5,4.04,1,3,42.28,0.42,0.42,2.75,33.04129,3,40,1,151.46,1,2986.50875,9,90,4446.68,0
2019-05-24,"Standard","UniqueFlask",1,24.7203,1,3,0.42,80,0.42,1,5,5,1,2.97,39.9,0.51,0.42,3,33.63,3,44.59,1,151.93,1,2987.8,9,90,4051.78,0
2019-05-25,"Standard","UniqueFlask",1,20,1,2,0.42,89.39545,0.42,1,5,3.7303,0.42,2,38,0.42,0.42,3,24.48308,2,40,1,152.03,1,3120.42,8,90,4054.29,0
2019-05-26,"Standard","UniqueFlask",1,24.39,1,2,0.43,90,0.43,1,5,3.26253,0.43,2,40,0.43,0.43,2,23.08,1,40,1,180.56,1,3147.93667,8,90,4079.16,0
2019-05-27,"Standard","UniqueFlask",1,21.94848,1,2,0.43,90,0.43,1,4,4,0.43,2,40,0.43,0.96,1.56,21.27,2,40.21,1,158.2201,1,3193.99,10,80.56,2941.14,0
2019-05-28,"Standard","UniqueFlask",1,24.11207,1,2,0.41,98.0803,0.56,1,4.79056,4,0.66,2,35.75217,0.41,0.98,1.62,22.27,2,40,1,222.14,1,3255.24,8,100,2971.35,0
2019-05-29,"Standard","UniqueFlask",0.89,23.18,1,2,0.41,97.40071,0.50015,1,5,4,0.54,2,40,0.41,0.82,2.47,21.46,2,40,1,217.5001,0.9401,3256.84,8.53,100,2968.74,0
2019-05-30,"Standard","UniqueFlask",1,25,1,2,0.41,99.69,0.41,1,5,4,0.41,2,44.49,0.41,0.41,3,20,2,40,1,197.79,1,3232.04,10,90,11921.14667,0
2019-05-31,"Standard","UniqueFlask",1,25,1,1.95,0.42,88.28222,0.42,1,5,4,0.42,2,45,0.42,0.42,3,20,2.00505,40,1,164.75535,1,3789.225,8,100,11896.32,0
2019-06-01,"Standard","UniqueFlask",1,27.6604,1,2,0.41,89.9302,0.56,1,5,4,0.55,2,44.02091,0.41,0.41,3,20,2,40,1,202.36202,1,3996.75,8,99.6602,2433.83333,0
2019-06-02,"Standard","UniqueFlask",0.93,25,1,1.07,0.38,90,0.56,1,5,4.78025,0.95015,2,40,0.38,0.38,2.2,20,2.59056,35.76,1,210.32,1,4050.5,9,133.21,2465.13,0
2019-06-03,"Standard","UniqueFlask",1,25,1,2,0.37,85,0.37,1,4.49056,4,0.37,2,40.90303,0.37,0.37,4,20,2.55227,40,1,212.41399,0.65,4290.97,8,100,2472.59,0
2019-06-04,"Standard","UniqueFlask",1,15,1,2,0.33,80,0.33,1,4.87,2.1202,0.4801,2,32.99566,0.36,0.33,1.9201,16.85,2.35515,19.5301,1,167.63535,0.51,3245.34,5,55.93505,6659.09944,0
2019-06-07,"Standard","UniqueFlask",1,20,1,1.3502,0.3,70.42025,0.31015,1,3,3,0.42,2,30,0.30005,0.3,2.6203,10,2,17.04005,1,141.45,0.3,4201.5,8,50.03263,5343.36,0
2019-06-08,"Standard","UniqueFlask",1,20.55,1,2,0.31,70,0.31,1,4,3,0.31,2,30,0.31,0.31,2.49,10,2,17.99,1,147.9,0.39,4134.4,6.92,50,5192.81,0
2019-06-09,"Standard","UniqueFlask",1,21.7,1,1,0.31,75.54,0.31,1,4,4.58,0.61,3,34.01,0.31,0.31,3,10,2.3,19.24,1,147.16,0.73515,3987.5,7,64.86,5231.65667,0
2019-06-10,"Standard","UniqueFlask",1,24,1,1,0.32,73.22111,0.32,1,4.00025,5,0.98005,2.99,37.38,0.32,0.32,2.69,8,3,20,1,145.33,0.32,3948.58333,8.25,75.99318,5066.76742,0
2019-06-11,"Standard","UniqueFlask",1,24,1,3,0.32,75.67263,0.32,1,4,5,1,2,40,0.32,0.32,2,7.04,3,20,1,149.12253,0.32,3903.9375,5.94,75.96298,4963.93359,0
2019-06-12,"Standard","UniqueFlask",1,22.47212,1,3,0.33,79.8404,0.44505,1,4,5,1,2,42.33,0.33,0.33,2.16505,7,3,20,1,150,0.33,3889.28409,8.25717,80.45374,5135.46333,0
2019-06-13,"Standard","UniqueFlask",1,24,1,3.29,0.33,77.95,0.34,1,4,7.05,1,2,50,0.33,0.57,2.58,10,3,20,1,155.0501,0.60005,3894.8125,10,89.32,5142.06,0
2019-06-14,"Standard","UniqueFlask",1,25,1,3.48,0.37,70,0.37,1,5,10,1,2.34,50,0.37,0.37,2,10,3,20,1,152.95005,0.63,3849.80556,9,90.8,5083.04833,0
2019-06-15,"Standard","UniqueFlask",1,25,1,3,0.37,65.78076,0.37,1,4.85061,6.09045,1,3,42.66051,0.61076,0.82,2.07,10,4,17.18,1,153.03015,0.99,3850.75,9,92.05202,4626.92424,0
2019-06-16,"Standard","UniqueFlask",1,28.9403,1,3,0.34,65.56,0.34,1,4,5,1,3.02045,49.08,0.99,0.85,3,10,3,15,1,153.85,0.87005,3869.57,8,84.49,4615.80152,0
2019-06-17,"Standard","UniqueFlask",1,30,1,3,0.36,69.6,0.36,1,4,5,1,3,43.15,1,0.91,3.18182,10.09,3,18.3,1,154.2502,0.8,3470.05538,7.06,77.59061,4633.95455,0
2019-06-18,"Standard","UniqueFlask",1,30,1,3,0.38,73.13768,0.38,1,4.47015,9.2101,1,2,49.16,0.5301,0.81,5,14.6,3,16.92,1,150.64,0.7,3405.22,8.60182,86.95,4599.00758,0
2019-06-19,"Standard","UniqueFlask",1,30,1,3.53,0.38,80,0.38,1,5,10,1,2.54,45.94,0.68,1,4,15,3.03,16.76,1,153.38,0.39,3322.87,8.9802,90,4601.4,0
2019-06-20,"Standard","UniqueFlask",1,32.71091,1,3.57,0.38,74.90005,0.38,1,5,10,1,3,47.75015,0.74,1,2.8,20,3,17.54,1,153.05855,0.73,3150.67071,5.38,80,4598.10152,0
2019-06-21,"Standard","UniqueFlask",1,36.77465,1,4,0.38,70,0.38,1,4,10,1,3.53505,50,1,0.83,3,15,3.08,18.3,1,153.03,0.71,3075.84,8,80,4880.96,0
2019-06-22,"Standard","UniqueFlask",1,41.9,1,3.57051,0.39,69.92,0.7,1,4.4,10,1,3,50,1,0.82505,2.5002,14.59,3,16.31,1,200.66,0.89515,2937.42,7,70,4880.16162,0
2019-06-23,"Standard","UniqueFlask",1,40,1,3,0.4,70,0.61,1,5,10,1,3,50,0.76505,0.78,2.27,10,3,17.05,1,213.3,0.44,2971.1,7.6304,70,4880,0
2019-06-24,"Standard","UniqueFlask",1,40,1,2.35,0.39,74.64146,0.39,1,5,12.42136,1,2.0001,50,0.39,0.39,2,10,2,20,1,213.9361,0.72005,2980.84,8,70,4590.9,0
2019-06-25,"Standard","UniqueFlask",1,40,1,2.51,0.39,70,0.39,1,5,19.44505,1,2.44,47.89,0.39,0.39,2,6.44,3,20,1,217.22,1,2989.8,8,85.15232,4604.7,0
2019-06-26,"Standard","UniqueFlask",1,50,1,2.29,0.4,70,0.4,1,5,20,1,3,50,0.4,0.82,1.19,9.86,3,20,1,221.76,1,3024.07,7.46,80,4654.30556,0
2019-06-27,"Standard","UniqueFlask",1,50,1,2.64,0.4,54.97015,0.4,1,5,18.07,1,3,50,0.4,0.83,1.12,10,3,20,1,233.65,1,3038.32438,7,75,4679.40303,0
2019-06-28,"Standard","UniqueFlask",1,44.16505,1,3,0.41,50,0.41,1,6,15.76222,1,3,50,0.41,0.8,1.73,10,3.7,20,1,156.9301,0.94,3028.82643,6,70.2,4695.6,0
2019-06-29,"Standard","UniqueFlask",1,50,1,2.3101,0.41,60,0.41,1,5.3,15,1,3,50,0.41,0.8,2,10,3.49,20,1,156.52,0.41,3152.76,7,77.15141,4539.08,0
2019-06-30,"Standard","UniqueFlask",1,50,1,2,0.41,60,0.41,1,5.96,14.13,1,3,50,0.44,0.77,2,8.7,4,16.94,1,157.98273,0.41,3304.03,6,70,4540.77288,0
2019-07-01,"Standard","UniqueFlask",0.96,50,1,2,0.41,68,0.41,1,6,11.14,0.73,2,50,0.48,0.82,2,10,4,22.31,1,156.64005,0.75,3218.79,6.06,80,4530.39904,0
2019-07-02,"Standard","UniqueFlask",1,68.71,1,2,0.41,56.88303,0.41,1,5,15,0.91505,2,50,0.49,1,2,10,4,36.17,1,156.9,0.59586,3138,5,83.9,4393.34141,0
2019-07-03,"Standard","UniqueFlask",1,60,1,2.5702,0.4,55,0.4,1,5,15,1,2,50,0.5103,0.88,1,9.69,3,38.33,1,157.02,1,3308.64,6.20076,90,4397.96283,0
2019-07-04,"Standard","UniqueFlask",1,60,1,3.0502,0.41,55,0.41,1,5,14.15,1,2,48.7901,0.48,0.97,1,10,3,49.43,1,157.2004,1,3457.338,6.41,97.89111,4498.58364,0
2019-07-05,"Standard","UniqueFlask",1,50.03045,1,2,0.41,55.36,0.41,1,5,16.61015,1,2,45,0.47,1,2,10,3,47.44,1,157.46005,0.74005,3423.04,6,80,4664.88949,0
2019-07-06,"Standard","UniqueFlask",1,50,1,3.64025,0.42,55,0.42,1,5,15,1,2,45,0.42,1,2,8.49,2,46.02,1,184.6,1,3493.50571,6.54025,90,4653.91,0
2019-07-07,"Standard","UniqueFlask",1,50,1,4,0.41,57.02,0.41,1,5,15,1,2,50,0.41,1,1.97,8.58565,3,45,1,158.3502,1,3540.93,6,92.86975,4721.71667,0
2019-07-08,"Standard","UniqueFlask",0.88005,50,1,3,0.41,55,0.41,1,4.86,15,0.98,1.72,45,0.72,1,1,6.54,3,45,1,159.4701,1,3508.78,6,90,4624.63293,0
2019-07-09,"Standard","UniqueFlask",1,53.23,1,3.0404,0.41,50,0.41,1,4.44,10,1,1.01,50,0.7,0.94,1.03,9.9,3,45,1,159.71505,1,3311.76875,7,84.42,4671.12838,0
2019-07-10,"Standard","UniqueFlask",1,60,1,3,0.41,49.4803,0.69,1,5,10.89162,1,1.49,50,0.65,0.52,1.91,9.77537,3,46.81,0.89,160,1,3325.57667,7,90,4659.64939,0
2019-07-11,"Standard","UniqueFlask",1,60,1,2.11616,0.42,50,0.42,1,4,12.82,1,1.92505,50.21616,0.85,0.85,2,7.76,3,53.73,0.84,161.6296,0.95,3224.28,8,82.3802,4538.29798,0
2019-07-12,"Standard","UniqueFlask",1,60,1,2,0.42,50,0.42,1,4.3,14.03061,1,1,49.88,0.7,1,2,8.02,2.62005,48.97,1,161.5,0.92,3231.04444,7.0003,80,4631.99242,0
2019-07-13,"Standard","UniqueFlask",1,60,1,2,0.41,50,0.41,1,5,15,0.9,2,50,0.69,1,2,7.69,2.73,60.52,1,189.72222,1,3228.27909,7.3,79.84505,4745.48,0
2019-07-14,"Standard","UniqueFlask",1,64,1,2.5701,0.41,45,0.41,1,5,10,1,2,50,0.73,1,1.85005,10,2.47,63.88,1,214.02,0.73,3232.49818,7.81056,50,4689.86,0
2019-07-15,"Standard","UniqueFlask",1,64.9602,1,3,0.41,40,0.41,1,5,10,1,2,50,0.71,1,2,10,3,79.86,1,208.44893,0.7,3217.6,6,67.18,4681.34348,0
2019-07-16,"Standard","UniqueFlask",1,50,1,3,0.41,40,0.46,1,3.96535,12.13,0.77,2,53.35,0.55,1,2,10,3,54.51909,1,176.83,0.72,3219.8,7,70,4704.6,0
